cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
840c467ffffffff,2.0,0.0,0.0,0.0
840c503ffffffff,1.0,0.0,0.0,0.0
840c51dffffffff,8.0,0.0,0.0,0.0
840c551ffffffff,3.0,0.0,0.0,0.0
840c5adffffffff,3.0,0.0,0.0,0.0
840c733ffffffff,50.0,0.0,2.0,0.0
840c735ffffffff,14.0,0.0,0.0,0.0
840c73bffffffff,4.0,0.0,0.0,0.0
840c73dffffffff,1.0,0.0,0.0,0.0
840cec5ffffffff,6.0,0.0,2.0,0.0
840d537ffffffff,1.0,0.0,0.0,0.0
840e45bffffffff,4.0,0.0,0.0,0.0
840e4a9ffffffff,11.0,0.0,0.0,0.0
840e4b1ffffffff,4.0,0.0,0.0,0.0
840e613ffffffff,2.0,0.0,0.0,0.0
840e623ffffffff,3.0,0.0,0.0,0.0
840e6e7ffffffff,2.0,0.0,0.0,0.0
840ec9dffffffff,2.0,0.0,0.0,2.0
840ecabffffffff,2.0,0.0,0.0,0.0
840ecb9ffffffff,2.0,0.0,0.0,0.0
840ecc9ffffffff,11.0,0.0,0.0,0.0
840ed83ffffffff,1.0,0.0,0.0,0.0
840ed91ffffffff,8.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0
8412591ffffffff,7.0,0.0,0.0,0.0
84128e7ffffffff,3.0,0.0,0.0,0.0
8412b4bffffffff,2.0,0.0,0.0,0.0
8412c01ffffffff,2.0,0.0,2.0,0.0
8412c03ffffffff,2.0,0.0,0.0,0.0
8412c17ffffffff,1.0,0.0,0.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0
8412ca1ffffffff,3.0,0.0,0.0,0.0
8412ca3ffffffff,1.0,1.0,0.0,0.0
8412cb7ffffffff,2.0,2.0,0.0,0.0
8412cbdffffffff,4.0,2.0,0.0,0.0
8412ccdffffffff,2.0,0.0,0.0,0.0
8412ce3ffffffff,2.0,0.0,0.0,0.0
8412ce7ffffffff,2.0,0.0,0.0,0.0
8412d2dffffffff,2.0,0.0,0.0,0.0
8412d35ffffffff,6.0,0.0,0.0,0.0
8412d61ffffffff,2.0,0.0,0.0,0.0
8412d83ffffffff,1.0,0.0,0.0,0.0
8412d8bffffffff,1.0,0.0,0.0,0.0
8412d8dffffffff,4.0,0.0,0.0,0.0
8412da9ffffffff,1.0,0.0,0.0,0.0
8412dbbffffffff,2.0,0.0,0.0,0.0
8412dd3ffffffff,2.0,0.0,0.0,0.0
8412dd7ffffffff,1.0,0.0,0.0,0.0
8412dd9ffffffff,2.0,0.0,0.0,0.0
8412ddbffffffff,5.0,0.0,0.0,0.0
8412f13ffffffff,2.0,0.0,2.0,0.0
8413933ffffffff,2.0,0.0,0.0,0.0
841aa45ffffffff,3.0,0.0,0.0,0.0
841aa69ffffffff,2.0,0.0,0.0,0.0
841b9a9ffffffff,1.0,0.0,0.0,0.0
841b9e3ffffffff,2.0,0.0,0.0,0.0
841d24dffffffff,4.0,0.0,0.0,0.0
8426127ffffffff,4.0,0.0,0.0,0.0
842680dffffffff,2.0,0.0,0.0,0.0
8426811ffffffff,5.0,5.0,0.0,0.0
8426813ffffffff,8.0,1.0,0.0,0.0
8426817ffffffff,4.0,2.0,0.0,0.0
8426819ffffffff,24.0,3.0,0.0,0.0
842681dffffffff,4.0,4.0,0.0,0.0
8426857ffffffff,3.0,0.0,0.0,0.0
8426885ffffffff,2.0,0.0,0.0,0.0
8426887ffffffff,7.0,0.0,0.0,0.0
84268b7ffffffff,2.0,2.0,0.0,0.0
84268bdffffffff,3.0,0.0,0.0,0.0
84268c5ffffffff,2.0,2.0,0.0,0.0
84268e7ffffffff,10.0,2.0,0.0,0.0
84268ebffffffff,14.0,1.0,0.0,0.0
8426905ffffffff,3.0,0.0,0.0,0.0
8426907ffffffff,9.0,0.0,0.0,0.0
8426909ffffffff,31.0,8.0,0.0,0.0
842690dffffffff,3.0,0.0,0.0,0.0
842692bffffffff,18.0,0.0,0.0,0.0
8426943ffffffff,15.0,0.0,0.0,0.0
8426947ffffffff,11.0,0.0,0.0,0.0
8426951ffffffff,2.0,0.0,0.0,0.0
8426955ffffffff,4.0,0.0,0.0,0.0
8426963ffffffff,6.0,2.0,0.0,0.0
8426969ffffffff,2.0,2.0,0.0,0.0
842696bffffffff,59.0,7.0,0.0,0.0
