cell_id,Oenanthe scotocerca,Oenanthe scotocerca [scotocerca Group],Oenanthe scotocerca spectatrix/validior
8352d4fffffffff,1.0,0.0,0.0
8352d6fffffffff,4.0,0.0,0.0
837a40fffffffff,3.0,1.0,0.0
837a41fffffffff,5.0,3.0,0.0
837a48fffffffff,4.0,0.0,0.0
837a4cfffffffff,2.0,1.0,0.0
837a5cfffffffff,1.0,1.0,0.0
837ac1fffffffff,3.0,0.0,0.0
