cell_id,Quiscalus quiscula,Quiscalus quiscula stonei,Quiscalus quiscula quiscula,Quiscalus quiscula versicolor,Quiscalus quiscula quiscula/stonei
820e4ffffffffff,1595.0,0.0,0.0,1.0,0.0
820e5ffffffffff,37.0,0.0,0.0,0.0,0.0
820e9ffffffffff,13.0,0.0,0.0,0.0,0.0
820ec7fffffffff,83.0,0.0,0.0,2.0,0.0
820ecffffffffff,959.0,0.0,0.0,47.0,0.0
820edffffffffff,71.0,0.0,0.0,0.0,0.0
820eeffffffffff,195.0,0.0,0.0,5.0,0.0
821217fffffffff,6.0,0.0,0.0,0.0,0.0
82121ffffffffff,260.0,0.0,0.0,0.0,0.0
821227fffffffff,4.0,0.0,0.0,0.0,0.0
82122ffffffffff,4.0,0.0,0.0,0.0,0.0
821247fffffffff,12.0,0.0,0.0,0.0,0.0
82124ffffffffff,93.0,0.0,0.0,0.0,0.0
821257fffffffff,233.0,0.0,0.0,34.0,0.0
82125ffffffffff,1083.0,0.0,0.0,0.0,0.0
82126ffffffffff,29.0,0.0,0.0,0.0,0.0
821277fffffffff,514.0,0.0,0.0,0.0,0.0
8212c7fffffffff,188.0,0.0,0.0,2.0,0.0
8212cffffffffff,5835.0,0.0,0.0,123.0,0.0
8212dffffffffff,9.0,0.0,0.0,0.0,0.0
8212e7fffffffff,106.0,0.0,0.0,0.0,0.0
8212effffffffff,2868.0,0.0,0.0,60.0,0.0
821357fffffffff,48.0,0.0,0.0,0.0,0.0
821aa7fffffffff,458.0,0.0,0.0,0.0,0.0
821ab7fffffffff,10.0,0.0,0.0,0.0,0.0
821b87fffffffff,11.0,0.0,0.0,0.0,0.0
821b97fffffffff,36.0,0.0,0.0,0.0,0.0
821b9ffffffffff,244.0,0.0,0.0,0.0,0.0
822607fffffffff,5251.0,0.0,0.0,314.0,0.0
82260ffffffffff,7872.0,0.0,0.0,344.0,0.0
822617fffffffff,2960.0,0.0,0.0,39.0,0.0
82261ffffffffff,3077.0,0.0,0.0,354.0,0.0
822627fffffffff,13231.0,0.0,0.0,588.0,0.0
82262ffffffffff,14258.0,0.0,0.0,267.0,0.0
822637fffffffff,5532.0,0.0,0.0,785.0,0.0
822647fffffffff,18038.0,0.0,0.0,1052.0,0.0
82264ffffffffff,15318.0,0.0,0.0,449.0,0.0
822657fffffffff,18008.0,0.0,0.0,438.0,0.0
82265ffffffffff,9767.0,0.0,0.0,243.0,0.0
822667fffffffff,47550.0,0.0,0.0,2399.0,0.0
82266ffffffffff,18807.0,0.0,0.0,1911.0,0.0
822677fffffffff,5669.0,0.0,0.0,136.0,0.0
822687fffffffff,16094.0,0.0,0.0,0.0,0.0
82268ffffffffff,26239.0,0.0,0.0,1.0,0.0
822697fffffffff,33.0,0.0,0.0,2.0,0.0
82269ffffffffff,267.0,0.0,0.0,0.0,0.0
8226a7fffffffff,1660.0,0.0,0.0,21.0,0.0
8226affffffffff,17981.0,0.0,0.0,134.0,0.0
8226b7fffffffff,791.0,0.0,0.0,1.0,0.0
8226c7fffffffff,3661.0,0.0,0.0,80.0,0.0
8226cffffffffff,5871.0,0.0,0.0,58.0,0.0
8226d7fffffffff,1976.0,0.0,0.0,13.0,0.0
8226dffffffffff,2673.0,0.0,0.0,90.0,0.0
8226e7fffffffff,10001.0,0.0,0.0,348.0,0.0
8226effffffffff,5552.0,0.0,0.0,75.0,0.0
8226f7fffffffff,8141.0,0.0,0.0,90.0,0.0
822707fffffffff,4599.0,0.0,0.0,0.0,0.0
82270ffffffffff,3041.0,0.0,0.0,180.0,0.0
822717fffffffff,3496.0,0.0,0.0,0.0,0.0
82271ffffffffff,5565.0,0.0,0.0,423.0,0.0
822727fffffffff,1.0,0.0,0.0,0.0,0.0
82272ffffffffff,120.0,0.0,0.0,0.0,0.0
822737fffffffff,5.0,0.0,0.0,0.0,0.0
822747fffffffff,16047.0,0.0,0.0,223.0,0.0
82274ffffffffff,60136.0,0.0,0.0,131.0,0.0
822757fffffffff,15985.0,0.0,0.0,1150.0,0.0
82275ffffffffff,53452.0,0.0,0.0,1102.0,0.0
822767fffffffff,3687.0,0.0,0.0,105.0,0.0
82276ffffffffff,18583.0,0.0,0.0,1056.0,0.0
822777fffffffff,1905.0,0.0,0.0,68.0,0.0
822787fffffffff,2556.0,0.0,0.0,18.0,0.0
82278ffffffffff,2465.0,0.0,0.0,177.0,0.0
822797fffffffff,2214.0,0.0,0.0,0.0,0.0
82279ffffffffff,2021.0,0.0,0.0,7.0,0.0
8227a7fffffffff,3341.0,0.0,0.0,0.0,0.0
8227affffffffff,5317.0,0.0,0.0,337.0,0.0
8227b7fffffffff,1883.0,0.0,0.0,24.0,0.0
822887fffffffff,7.0,0.0,0.0,0.0,0.0
822897fffffffff,2242.0,0.0,0.0,0.0,0.0
82289ffffffffff,129.0,0.0,0.0,0.0,0.0
8228b7fffffffff,163.0,0.0,0.0,0.0,0.0
82299ffffffffff,2.0,0.0,0.0,0.0,0.0
822a07fffffffff,1608.0,0.0,0.0,225.0,0.0
822a17fffffffff,148833.0,0.0,0.0,2391.0,519.0
822a37fffffffff,128361.0,0.0,0.0,10573.0,0.0
822a87fffffffff,26779.0,1.0,0.0,195.0,359.0
822a8ffffffffff,35863.0,0.0,0.0,63.0,965.0
