cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
8419411ffffffff,1.0,0.0,0.0
84194c5ffffffff,2.0,0.0,0.0
841951bffffffff,2.0,0.0,0.0
8426567ffffffff,23.0,0.0,0.0
8426881ffffffff,1.0,0.0,0.0
84268cdffffffff,1.0,0.0,0.0
8426aa5ffffffff,103.0,6.0,0.0
8426c11ffffffff,2.0,0.0,0.0
8426c19ffffffff,6.0,0.0,0.0
8426c37ffffffff,2.0,0.0,0.0
8426c85ffffffff,4.0,0.0,0.0
8426c89ffffffff,30.0,2.0,0.0
8426cb9ffffffff,12.0,0.0,0.0
8426cbdffffffff,2.0,0.0,0.0
8426d8dffffffff,7.0,0.0,0.0
8426d99ffffffff,2.0,0.0,0.0
8426da9ffffffff,4.0,0.0,0.0
8426dadffffffff,3.0,0.0,0.0
8426db5ffffffff,2.0,0.0,0.0
8426dd9ffffffff,5.0,0.0,0.0
8426de7ffffffff,15.0,0.0,0.0
8426f15ffffffff,4.0,0.0,0.0
8426f17ffffffff,11.0,0.0,0.0
8426f25ffffffff,1.0,0.0,0.0
8426f2dffffffff,6.0,0.0,0.0
8428985ffffffff,4.0,0.0,0.0
84289ebffffffff,1.0,0.0,0.0
842986bffffffff,14.0,0.0,0.0
8429a01ffffffff,5.0,0.0,0.0
8429a09ffffffff,2.0,0.0,0.0
8429a0bffffffff,6.0,0.0,0.0
8429a17ffffffff,1.0,0.0,0.0
8429a19ffffffff,7.0,0.0,0.0
8429a39ffffffff,2.0,0.0,0.0
8429a45ffffffff,176.0,0.0,0.0
8429a4dffffffff,2.0,0.0,0.0
8429a55ffffffff,2.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429a69ffffffff,105.0,1.0,0.0
8429a6bffffffff,2.0,0.0,0.0
8429b01ffffffff,22.0,0.0,0.0
8429b03ffffffff,4.0,0.0,0.0
8429b05ffffffff,5.0,0.0,0.0
8429b0dffffffff,32.0,0.0,0.0
8429b13ffffffff,2.0,0.0,0.0
8429b15ffffffff,8.0,0.0,0.0
8429b1dffffffff,4.0,0.0,0.0
8429b39ffffffff,2.0,0.0,0.0
8429b43ffffffff,5.0,0.0,0.0
8429b5dffffffff,4.0,0.0,0.0
8429b61ffffffff,34.0,0.0,0.0
8429b63ffffffff,21.0,0.0,0.0
8429b65ffffffff,47.0,2.0,0.0
8429b67ffffffff,10.0,0.0,0.0
8429b6bffffffff,14.0,0.0,0.0
842a133ffffffff,5.0,0.0,0.0
842ab25ffffffff,1.0,0.0,0.0
84344c5ffffffff,1.0,0.0,0.0
8438259ffffffff,1.0,0.0,0.0
8439011ffffffff,3.0,0.0,0.0
84390a5ffffffff,2.0,2.0,0.0
843915dffffffff,2.0,0.0,0.0
8439183ffffffff,5.0,0.0,0.0
8439187ffffffff,1.0,0.0,0.0
8439195ffffffff,4.0,0.0,0.0
84391a9ffffffff,4.0,0.0,0.0
84391b9ffffffff,2.0,0.0,0.0
84395c1ffffffff,2.0,0.0,0.0
8439737ffffffff,3.0,0.0,0.0
8444455ffffffff,4.0,0.0,0.0
8444459ffffffff,49.0,0.0,0.0
844445dffffffff,7.0,0.0,0.0
8444501ffffffff,15.0,0.0,0.0
8444633ffffffff,5.0,0.0,0.0
8444693ffffffff,1.0,0.0,0.0
84446c1ffffffff,11.0,2.0,0.0
84446c3ffffffff,15.0,0.0,0.0
84446c5ffffffff,7.0,0.0,0.0
84446c9ffffffff,3.0,0.0,0.0
84446cdffffffff,2.0,2.0,0.0
84446ddffffffff,2.0,0.0,0.0
84446edffffffff,2.0,0.0,0.0
8445309ffffffff,1.0,0.0,0.0
84484a5ffffffff,5.0,0.0,0.0
8448591ffffffff,2.0,0.0,0.0
8448593ffffffff,111.0,0.0,0.0
8448595ffffffff,2.0,0.0,0.0
8448597ffffffff,4.0,0.0,0.0
84485a7ffffffff,2.0,0.0,0.0
84485c7ffffffff,1.0,0.0,0.0
84485d1ffffffff,8.0,0.0,0.0
84485d7ffffffff,66.0,0.0,0.0
84485ddffffffff,3.0,0.0,0.0
844880dffffffff,1.0,0.0,0.0
8448847ffffffff,2.0,0.0,0.0
8448855ffffffff,3.0,0.0,0.0
8448883ffffffff,2.0,0.0,0.0
8448891ffffffff,4.0,0.0,0.0
8448895ffffffff,2.0,0.0,0.0
84488b1ffffffff,6.0,0.0,0.0
84488d1ffffffff,2.0,0.0,0.0
84488d3ffffffff,49.0,0.0,0.0
84488d9ffffffff,2.0,2.0,0.0
84488dbffffffff,1.0,0.0,0.0
84488ebffffffff,1.0,0.0,0.0
8448903ffffffff,1.0,0.0,0.0
844890bffffffff,3.0,0.0,0.0
8448913ffffffff,6.0,0.0,0.0
8448923ffffffff,15.0,0.0,0.0
