cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
8448933ffffffff,1.0,0.0,0.0
8448935ffffffff,4.0,0.0,0.0
8448937ffffffff,7.0,0.0,0.0
844893dffffffff,3.0,0.0,0.0
8448951ffffffff,4.0,0.0,0.0
8448959ffffffff,22.0,0.0,0.0
8448981ffffffff,3.0,0.0,0.0
8448985ffffffff,3.0,2.0,0.0
844898dffffffff,2.0,0.0,0.0
84489a1ffffffff,4.0,0.0,0.0
84489a3ffffffff,3.0,0.0,0.0
84489a7ffffffff,2.0,0.0,0.0
84489a9ffffffff,13.0,0.0,0.0
84489c3ffffffff,6.0,0.0,0.0
84489c5ffffffff,11.0,0.0,0.0
84489c7ffffffff,7.0,0.0,0.0
84489c9ffffffff,2.0,0.0,0.0
84489d1ffffffff,16.0,0.0,0.0
84489e3ffffffff,15.0,0.0,0.0
84489e7ffffffff,2.0,0.0,0.0
84489e9ffffffff,13.0,0.0,0.0
84489ebffffffff,5.0,0.0,0.0
84489edffffffff,3.0,0.0,0.0
8448a25ffffffff,1.0,0.0,0.0
8448ab3ffffffff,2.0,0.0,0.0
8448ab7ffffffff,10.0,0.0,0.0
8448adbffffffff,1.0,1.0,0.0
8448b13ffffffff,1.0,0.0,0.0
8448b17ffffffff,2.0,0.0,0.0
8448b23ffffffff,5.0,0.0,0.0
8448b2bffffffff,3.0,0.0,0.0
8448b31ffffffff,2.0,0.0,0.0
8448b39ffffffff,9.0,3.0,0.0
8448b3dffffffff,2.0,2.0,0.0
8448c05ffffffff,4.0,0.0,0.0
8448c07ffffffff,6.0,0.0,0.0
8448c35ffffffff,2.0,0.0,0.0
8448c53ffffffff,2.0,0.0,0.0
8448c63ffffffff,5.0,0.0,0.0
8448c69ffffffff,2.0,0.0,0.0
8448d03ffffffff,4.0,0.0,0.0
8448d21ffffffff,1.0,0.0,0.0
8448d2dffffffff,4.0,0.0,0.0
8448d35ffffffff,4.0,0.0,0.0
8448d45ffffffff,2.0,0.0,0.0
8448d63ffffffff,2.0,0.0,0.0
8448d6bffffffff,4.0,0.0,0.0
8448e81ffffffff,2.0,2.0,0.0
8448e85ffffffff,217.0,8.0,0.0
8448e87ffffffff,2.0,1.0,0.0
8448e89ffffffff,30.0,0.0,0.0
8448e8dffffffff,407.0,0.0,0.0
8448ea1ffffffff,2.0,0.0,0.0
8448ea3ffffffff,2.0,0.0,0.0
8448ea5ffffffff,1.0,0.0,0.0
8448ea7ffffffff,2.0,0.0,0.0
8448ea9ffffffff,2.0,0.0,0.0
8448eabffffffff,6.0,0.0,0.0
8448eadffffffff,9.0,0.0,0.0
8448eb1ffffffff,3.0,0.0,0.0
8448eb3ffffffff,5.0,0.0,0.0
8448eb5ffffffff,6.0,0.0,0.0
8448eb7ffffffff,4.0,0.0,0.0
8448ebbffffffff,2.0,0.0,0.0
8448ec7ffffffff,37.0,0.0,0.0
8448ee1ffffffff,11.0,0.0,0.0
8448ee3ffffffff,14.0,0.0,0.0
8448ee7ffffffff,6.0,0.0,0.0
8448eebffffffff,22.0,0.0,0.0
8448f25ffffffff,2.0,0.0,0.0
8448f2bffffffff,2.0,2.0,0.0
8448f2dffffffff,1.0,0.0,0.0
8448f61ffffffff,6.0,0.0,0.0
8448f63ffffffff,32.0,0.0,0.0
8449837ffffffff,2.0,2.0,0.0
84498bdffffffff,6.0,6.0,0.0
84498e3ffffffff,1.0,0.0,0.0
8449929ffffffff,2.0,0.0,0.0
8449957ffffffff,2.0,1.0,0.0
844995bffffffff,3.0,3.0,0.0
8449963ffffffff,7.0,0.0,0.0
8449965ffffffff,9.0,0.0,0.0
844996bffffffff,2.0,0.0,0.0
84499b1ffffffff,3.0,0.0,0.0
84499cdffffffff,1.0,0.0,0.0
8449ab1ffffffff,2.0,0.0,0.0
846526bffffffff,2.0,0.0,0.0
8466195ffffffff,1.0,0.0,0.0
8466645ffffffff,1.0,0.0,1.0
8466b4dffffffff,14.0,0.0,0.0
8466d0dffffffff,21.0,0.0,0.0
8466d19ffffffff,18.0,0.0,0.0
8466d33ffffffff,11.0,7.0,0.0
8466d53ffffffff,4.0,0.0,0.0
8466d57ffffffff,6.0,0.0,0.0
8466de5ffffffff,4.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0
8467553ffffffff,3.0,0.0,0.0
8467555ffffffff,1.0,0.0,0.0
846756bffffffff,2.0,0.0,0.0
8467581ffffffff,8.0,0.0,0.0
84675a7ffffffff,2.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0
846d2abffffffff,2.0,0.0,0.0
846d313ffffffff,1.0,0.0,0.0
846d317ffffffff,1.0,0.0,0.0
846d601ffffffff,4.0,0.0,0.0
846d60dffffffff,1.0,0.0,0.0
846d613ffffffff,13.0,0.0,0.0
846d641ffffffff,189.0,0.0,0.0
846d657ffffffff,7.0,0.0,0.0
846d683ffffffff,5.0,1.0,0.0
846d685ffffffff,1.0,0.0,0.0
846d689ffffffff,4.0,0.0,0.0
846d697ffffffff,2.0,0.0,0.0
846d69bffffffff,4.0,0.0,0.0
846d69dffffffff,2.0,2.0,0.0
846d6c3ffffffff,2.0,0.0,0.0
846d6d5ffffffff,6.0,0.0,0.0
846d6ebffffffff,2.0,0.0,0.0
846d745ffffffff,1.0,0.0,0.0
846d749ffffffff,5.0,0.0,0.0
846d74dffffffff,2.0,0.0,0.0
846d751ffffffff,2.0,0.0,0.0
846d761ffffffff,1.0,0.0,0.0
846d76dffffffff,2.0,0.0,0.0
8481851ffffffff,2.0,0.0,0.0
848e62dffffffff,8.0,0.0,0.0
848f0dbffffffff,1.0,0.0,0.0
848f2cbffffffff,3.0,0.0,0.0
848f501ffffffff,3.0,0.0,0.0
848f505ffffffff,1.0,0.0,1.0
848f50dffffffff,3.0,1.0,0.0
84a94e3ffffffff,1.0,0.0,0.0
84b2049ffffffff,2.0,0.0,0.0
84b2195ffffffff,2.0,0.0,0.0
84b2197ffffffff,2.0,0.0,0.0
84b2247ffffffff,2.0,0.0,0.0
84b2261ffffffff,6.0,0.0,0.0
84b2269ffffffff,2.0,0.0,0.0
84b24b3ffffffff,1.0,0.0,0.0
84b24d1ffffffff,11.0,0.0,0.0
84b24d3ffffffff,95.0,0.0,0.0
84b24d7ffffffff,3.0,0.0,0.0
84b24d9ffffffff,5.0,0.0,0.0
84b24dbffffffff,17.0,0.0,0.0
84b2613ffffffff,16.0,0.0,0.0
84b268dffffffff,16.0,0.0,0.0
84b26b1ffffffff,4.0,0.0,0.0
84b26b3ffffffff,2.0,0.0,0.0
84b26bbffffffff,3.0,0.0,0.0
84b26bdffffffff,4.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0
84b26d7ffffffff,3.0,0.0,0.0
84b26ddffffffff,2.0,0.0,0.0
84b2c4bffffffff,4.0,0.0,0.0
84b2c4dffffffff,3.0,0.0,0.0
84b2c51ffffffff,3.0,0.0,0.0
84b2c55ffffffff,2.0,0.0,2.0
84b2da3ffffffff,2.0,0.0,0.0
84b3009ffffffff,3.0,0.0,0.0
84b3043ffffffff,17.0,0.0,0.0
84b3047ffffffff,13.0,0.0,0.0
84b30a7ffffffff,2.0,0.0,0.0
84b30adffffffff,2.0,0.0,0.0
84b30b5ffffffff,1.0,0.0,0.0
84b30e9ffffffff,5.0,0.0,0.0
84b30edffffffff,2.0,0.0,0.0
84b3199ffffffff,2.0,0.0,0.0
84b31dbffffffff,2.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84c21d9ffffffff,2.0,0.0,0.0
84c2c05ffffffff,3.0,0.0,0.0
84c2c49ffffffff,2.0,0.0,0.0
84c2c53ffffffff,1.0,0.0,1.0
84c2c61ffffffff,2.0,0.0,0.0
84c2c6dffffffff,2.0,0.0,0.0
84c2cd3ffffffff,1.0,0.0,0.0
84c2ce1ffffffff,5.0,0.0,0.0
84c2e07ffffffff,3.0,0.0,3.0
84c2e17ffffffff,2.0,0.0,2.0
84c2e23ffffffff,7.0,0.0,7.0
84c2e31ffffffff,9.0,0.0,6.0
84c2e33ffffffff,1.0,0.0,0.0
84c2e39ffffffff,2.0,0.0,0.0
84c2eb9ffffffff,4.0,0.0,0.0
84c2ebbffffffff,16.0,0.0,0.0
84c2f17ffffffff,4.0,0.0,0.0
84c2f39ffffffff,1.0,0.0,1.0
84c3297ffffffff,4.0,0.0,0.0
84c36a3ffffffff,3.0,0.0,0.0
84ce8e9ffffffff,4.0,0.0,0.0
84ceac1ffffffff,1.0,0.0,1.0
84cf887ffffffff,2.0,0.0,0.0
84cf88dffffffff,2.0,0.0,0.0
84cf8bdffffffff,1.0,0.0,0.0
84cf8e9ffffffff,2.0,0.0,0.0
84cf913ffffffff,19.0,0.0,0.0
84cfa17ffffffff,6.0,0.0,0.0
84cfa35ffffffff,2.0,0.0,0.0
84df4d9ffffffff,2.0,0.0,0.0
