cell_id,Pipilo maculatus,Pipilo maculatus [oregonus Group],Pipilo maculatus arcticus,Pipilo maculatus [maculatus Group],Pipilo maculatus macronyx,Pipilo maculatus socorroensis
82124ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,279.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,643.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,62.0,2.0,0.0,0.0,0.0,0.0
8212c7fffffffff,135.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,977.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,5756.0,0.0,0.0,19.0,0.0,0.0
8212dffffffffff,7174.0,0.0,0.0,122.0,0.0,0.0
8212effffffffff,169.0,0.0,4.0,0.0,0.0,0.0
8212f7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,346.0,0.0,36.0,0.0,0.0,0.0
82260ffffffffff,244.0,0.0,6.0,0.0,0.0,0.0
822617fffffffff,1601.0,0.0,2.0,0.0,0.0,0.0
82261ffffffffff,204.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,452.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,189.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,12690.0,0.0,0.0,277.0,0.0,0.0
82268ffffffffff,33783.0,0.0,13.0,2299.0,0.0,0.0
822697fffffffff,11153.0,0.0,0.0,3242.0,0.0,0.0
82269ffffffffff,12837.0,0.0,0.0,545.0,0.0,0.0
8226a7fffffffff,1540.0,0.0,10.0,3.0,0.0,0.0
8226affffffffff,3727.0,0.0,12.0,24.0,0.0,0.0
8226b7fffffffff,371.0,0.0,0.0,8.0,0.0,0.0
8226c7fffffffff,1663.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,2338.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,1538.0,0.0,0.0,4.0,0.0,0.0
8226dffffffffff,2040.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,1504.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,158.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,1847.0,0.0,0.0,3.0,0.0,0.0
822717fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,636.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,1965.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,1624.0,0.0,0.0,1.0,0.0,0.0
82279ffffffffff,1244.0,0.0,0.0,27.0,0.0,0.0
8227a7fffffffff,478.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,804.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,621.0,0.0,22.0,0.0,0.0,0.0
822807fffffffff,6009.0,274.0,0.0,0.0,0.0,0.0
