cell_id,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca cyanoleuca,Pygochelidon cyanoleuca peruviana,Pygochelidon cyanoleuca patagonica
83662cfffffffff,5.0,0.0,0.0,0.0
83662dfffffffff,42.0,0.0,0.0,0.0
83662efffffffff,11.0,0.0,0.0,0.0
836631fffffffff,25.0,0.0,0.0,0.0
836640fffffffff,1.0,0.0,0.0,0.0
836641fffffffff,2.0,0.0,0.0,0.0
836642fffffffff,1.0,0.0,0.0,0.0
836644fffffffff,1.0,0.0,0.0,0.0
836645fffffffff,1.0,0.0,0.0,0.0
836650fffffffff,6.0,0.0,0.0,0.0
836652fffffffff,47.0,5.0,0.0,0.0
836653fffffffff,4.0,2.0,0.0,0.0
836654fffffffff,9.0,0.0,0.0,0.0
836656fffffffff,67.0,0.0,0.0,0.0
83665afffffffff,13.0,0.0,0.0,0.0
83665bfffffffff,8.0,0.0,0.0,0.0
83665efffffffff,2.0,0.0,0.0,0.0
836662fffffffff,2.0,0.0,0.0,0.0
836663fffffffff,1.0,0.0,0.0,0.0
836664fffffffff,6.0,0.0,0.0,0.0
83666bfffffffff,2.0,0.0,0.0,0.0
83666efffffffff,12.0,0.0,0.0,0.0
836670fffffffff,2.0,0.0,0.0,0.0
836672fffffffff,12.0,0.0,0.0,0.0
836673fffffffff,2.0,0.0,0.0,0.0
836674fffffffff,1.0,0.0,0.0,0.0
836675fffffffff,5.0,0.0,0.0,0.0
836676fffffffff,3.0,0.0,0.0,0.0
8366a0fffffffff,273.0,5.0,0.0,0.0
8366a2fffffffff,30.0,0.0,0.0,0.0
8366a5fffffffff,93.0,0.0,0.0,2.0
8366b0fffffffff,163.0,0.0,0.0,0.0
8366b4fffffffff,16163.0,0.0,0.0,0.0
8366b5fffffffff,4702.0,151.0,0.0,0.0
8366b6fffffffff,54.0,0.0,0.0,0.0
8366c0fffffffff,452.0,3.0,0.0,0.0
8366c1fffffffff,7.0,0.0,0.0,0.0
8366c2fffffffff,1270.0,56.0,0.0,0.0
8366c4fffffffff,323.0,11.0,0.0,0.0
8366c5fffffffff,10.0,0.0,0.0,0.0
8366c6fffffffff,2544.0,39.0,0.0,0.0
8366cdfffffffff,8.0,0.0,0.0,0.0
8366cefffffffff,4.0,0.0,0.0,0.0
8366d0fffffffff,1036.0,82.0,0.0,0.0
8366d1fffffffff,339.0,28.0,0.0,0.0
8366d2fffffffff,248.0,13.0,0.0,0.0
8366d3fffffffff,13834.0,1540.0,0.0,0.0
8366d4fffffffff,98.0,11.0,0.0,0.0
8366d5fffffffff,308.0,17.0,0.0,0.0
8366d6fffffffff,1.0,0.0,0.0,0.0
8366d8fffffffff,13.0,0.0,0.0,0.0
8366dafffffffff,581.0,56.0,0.0,0.0
8366dbfffffffff,5.0,0.0,0.0,0.0
8366dcfffffffff,374.0,23.0,0.0,4.0
8366ddfffffffff,28.0,3.0,0.0,1.0
8366defffffffff,6514.0,836.0,0.0,0.0
8366e0fffffffff,1510.0,31.0,0.0,0.0
8366e1fffffffff,66.0,0.0,0.0,0.0
8366e2fffffffff,194.0,0.0,0.0,0.0
8366e3fffffffff,38.0,0.0,0.0,0.0
8366e4fffffffff,861.0,20.0,0.0,0.0
8366e5fffffffff,1490.0,29.0,0.0,0.0
8366e6fffffffff,12510.0,312.0,0.0,0.0
8366e9fffffffff,3.0,0.0,0.0,0.0
8366ecfffffffff,33.0,0.0,0.0,0.0
8366eefffffffff,18.0,0.0,0.0,0.0
8366f0fffffffff,1475.0,33.0,0.0,0.0
8366f1fffffffff,4624.0,55.0,0.0,0.0
8366f3fffffffff,56.0,0.0,0.0,0.0
8366f5fffffffff,3513.0,58.0,0.0,0.0
836741fffffffff,3832.0,38.0,0.0,0.0
836742fffffffff,89.0,0.0,0.0,0.0
836743fffffffff,315.0,15.0,0.0,0.0
83674afffffffff,2.0,0.0,0.0,0.0
83674cfffffffff,2081.0,43.0,0.0,0.0
83674dfffffffff,5.0,0.0,0.0,0.0
83674efffffffff,864.0,12.0,0.0,0.0
836751fffffffff,48.0,2.0,0.0,0.0
836752fffffffff,30.0,0.0,0.0,0.0
836753fffffffff,15.0,2.0,0.0,0.0
836755fffffffff,80.0,0.0,0.0,0.0
836756fffffffff,2.0,0.0,0.0,0.0
836758fffffffff,1.0,0.0,0.0,0.0
83675afffffffff,200.0,2.0,0.0,0.0
83675bfffffffff,6.0,0.0,0.0,0.0
83675cfffffffff,674.0,0.0,0.0,0.0
83675dfffffffff,9.0,0.0,0.0,0.0
83675efffffffff,74.0,1.0,0.0,0.0
83676bfffffffff,4.0,0.0,0.0,0.0
83679afffffffff,355.0,0.0,0.0,0.0
83679bfffffffff,53.0,0.0,0.0,0.0
836d68fffffffff,1518.0,0.0,0.0,0.0
836d69fffffffff,20652.0,0.0,0.0,0.0
836d6afffffffff,1.0,0.0,0.0,0.0
836d6bfffffffff,5.0,0.0,0.0,0.0
838008fffffffff,2.0,0.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0,0.0
838102fffffffff,54.0,10.0,0.0,0.0
838104fffffffff,5.0,5.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0,0.0
838106fffffffff,33.0,6.0,0.0,0.0
838109fffffffff,1.0,0.0,0.0,0.0
838110fffffffff,4.0,2.0,0.0,0.0
838112fffffffff,1.0,0.0,0.0,0.0
838114fffffffff,6.0,1.0,0.0,0.0
838116fffffffff,13.0,0.0,0.0,0.0
838121fffffffff,8.0,0.0,0.0,0.0
838124fffffffff,45.0,3.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0,0.0
83812dfffffffff,12.0,2.0,0.0,0.0
838130fffffffff,45.0,0.0,0.0,0.0
838131fffffffff,4.0,0.0,0.0,0.0
838132fffffffff,42.0,0.0,0.0,0.0
838133fffffffff,154.0,24.0,0.0,0.0
838134fffffffff,14.0,0.0,0.0,0.0
838135fffffffff,6.0,0.0,0.0,0.0
838136fffffffff,111.0,7.0,0.0,0.0
838171fffffffff,9.0,0.0,0.0,0.0
838199fffffffff,3.0,0.0,0.0,0.0
8381acfffffffff,2.0,0.0,0.0,0.0
8381adfffffffff,12.0,3.0,0.0,0.0
838a45fffffffff,4.0,1.0,0.0,0.0
838a4bfffffffff,4.0,0.0,0.0,0.0
838a69fffffffff,6.0,0.0,0.0,0.0
838a6dfffffffff,17.0,0.0,0.0,0.0
838adafffffffff,2.0,0.0,0.0,0.0
838b01fffffffff,1.0,0.0,0.0,0.0
838b0cfffffffff,7.0,0.0,0.0,0.0
838b0dfffffffff,6.0,0.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0,0.0
838b20fffffffff,271.0,18.0,0.0,0.0
838b21fffffffff,80.0,4.0,0.0,0.0
838b22fffffffff,52.0,1.0,0.0,0.0
838b24fffffffff,21.0,0.0,0.0,0.0
838b25fffffffff,116.0,9.0,0.0,0.0
838b26fffffffff,8.0,0.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0,0.0
838b2afffffffff,9.0,0.0,0.0,0.0
838b2cfffffffff,605.0,27.0,0.0,0.0
838b2dfffffffff,33.0,2.0,0.0,0.0
838b2efffffffff,13.0,0.0,0.0,0.0
838b31fffffffff,5.0,0.0,0.0,0.0
838b40fffffffff,3.0,0.0,0.0,0.0
838b44fffffffff,36.0,0.0,0.0,0.0
838b45fffffffff,10.0,0.0,0.0,0.0
838b60fffffffff,14.0,1.0,0.0,0.0
838b61fffffffff,1941.0,117.0,0.0,10.0
838b62fffffffff,15.0,0.0,0.0,0.0
838b63fffffffff,115.0,1.0,0.0,2.0
838b64fffffffff,3.0,0.0,0.0,0.0
838b66fffffffff,12.0,3.0,0.0,0.0
838b69fffffffff,31.0,0.0,0.0,3.0
838b6cfffffffff,1889.0,86.0,0.0,4.0
838b6dfffffffff,5.0,0.0,0.0,0.0
838b6efffffffff,9.0,0.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0,0.0
838b71fffffffff,28.0,0.0,0.0,0.0
838b72fffffffff,3.0,0.0,0.0,0.0
838b74fffffffff,83.0,0.0,0.0,0.0
838b75fffffffff,89.0,6.0,0.0,0.0
838b76fffffffff,2.0,0.0,0.0,0.0
838b88fffffffff,4.0,0.0,0.0,0.0
838b9dfffffffff,16.0,0.0,0.0,0.0
838ba6fffffffff,8.0,2.0,0.0,0.0
838bb5fffffffff,160.0,22.0,0.0,0.0
838e44fffffffff,23.0,0.0,0.0,0.0
838e45fffffffff,472.0,0.0,0.0,0.0
838e4cfffffffff,9.0,0.0,0.0,0.0
838e60fffffffff,40.0,0.0,0.0,0.0
838e61fffffffff,20.0,0.0,0.0,0.0
838e62fffffffff,5206.0,7.0,159.0,0.0
838e63fffffffff,87.0,0.0,0.0,0.0
838e64fffffffff,624.0,32.0,0.0,2.0
838e65fffffffff,184.0,8.0,0.0,0.0
838e66fffffffff,73.0,3.0,0.0,0.0
838e68fffffffff,3.0,0.0,0.0,0.0
838e69fffffffff,2.0,0.0,0.0,0.0
838e6afffffffff,69.0,0.0,0.0,0.0
838e6bfffffffff,6.0,0.0,0.0,0.0
838e6cfffffffff,31.0,0.0,0.0,0.0
838e6dfffffffff,37.0,1.0,0.0,0.0
838e6efffffffff,3.0,0.0,0.0,0.0
838e75fffffffff,514.0,2.0,7.0,0.0
838f08fffffffff,10.0,0.0,0.0,0.0
838f09fffffffff,132.0,0.0,0.0,0.0
838f0bfffffffff,101.0,6.0,0.0,0.0
838f0cfffffffff,4.0,0.0,0.0,0.0
838f0dfffffffff,1169.0,139.0,0.0,0.0
838f21fffffffff,1.0,0.0,0.0,0.0
838f28fffffffff,59.0,6.0,0.0,0.0
838f29fffffffff,270.0,25.0,0.0,0.0
838f2afffffffff,421.0,15.0,0.0,0.0
838f2bfffffffff,695.0,89.0,0.0,0.0
838f2cfffffffff,202.0,5.0,0.0,0.0
838f2dfffffffff,246.0,9.0,0.0,0.0
838f2efffffffff,179.0,17.0,0.0,0.0
838f40fffffffff,387.0,17.0,0.0,0.0
838f42fffffffff,195.0,7.0,0.0,1.0
838f43fffffffff,26.0,2.0,0.0,0.0
838f44fffffffff,2.0,0.0,0.0,2.0
838f46fffffffff,1011.0,65.0,0.0,0.0
838f48fffffffff,12.0,0.0,0.0,4.0
838f4afffffffff,296.0,18.0,0.0,0.0
838f4bfffffffff,18.0,0.0,0.0,0.0
838f4cfffffffff,14.0,0.0,0.0,6.0
838f50fffffffff,1622.0,36.0,0.0,0.0
838f51fffffffff,478.0,33.0,0.0,0.0
838f53fffffffff,134.0,6.0,0.0,0.0
838f54fffffffff,375.0,19.0,0.0,0.0
838f55fffffffff,1166.0,69.0,0.0,1.0
838f56fffffffff,77.0,0.0,0.0,0.0
838f58fffffffff,22.0,2.0,2.0,0.0
838f59fffffffff,174.0,19.0,0.0,0.0
838f5afffffffff,13.0,0.0,0.0,0.0
838f5bfffffffff,218.0,1.0,2.0,0.0
838f5cfffffffff,36.0,0.0,0.0,0.0
838f5dfffffffff,72.0,0.0,0.0,0.0
838f5efffffffff,85.0,5.0,0.0,0.0
838f61fffffffff,5.0,0.0,0.0,0.0
838f70fffffffff,219.0,22.0,0.0,0.0
838f72fffffffff,2173.0,255.0,0.0,0.0
838f73fffffffff,326.0,36.0,0.0,0.0
838f74fffffffff,202.0,5.0,0.0,0.0
838f76fffffffff,949.0,67.0,0.0,0.0
83a596fffffffff,23.0,0.0,0.0,0.0
83a800fffffffff,26.0,2.0,0.0,0.0
83a801fffffffff,180.0,2.0,0.0,0.0
83a802fffffffff,82.0,10.0,0.0,0.0
83a803fffffffff,24.0,0.0,0.0,0.0
83a804fffffffff,136.0,7.0,0.0,0.0
83a805fffffffff,38.0,2.0,0.0,0.0
83a806fffffffff,1003.0,94.0,0.0,0.0
83a808fffffffff,6.0,0.0,0.0,0.0
83a80afffffffff,7.0,0.0,0.0,0.0
83a80cfffffffff,8.0,0.0,0.0,0.0
83a80dfffffffff,8.0,0.0,0.0,0.0
83a80efffffffff,19.0,0.0,0.0,0.0
83a810fffffffff,9460.0,136.0,0.0,0.0
83a811fffffffff,795.0,73.0,0.0,0.0
83a812fffffffff,2543.0,199.0,0.0,0.0
83a813fffffffff,2426.0,264.0,0.0,0.0
83a814fffffffff,873.0,46.0,0.0,0.0
83a815fffffffff,1113.0,67.0,0.0,0.0
83a816fffffffff,164.0,10.0,0.0,0.0
83a818fffffffff,231.0,2.0,0.0,0.0
83a819fffffffff,114.0,17.0,0.0,0.0
83a81afffffffff,89.0,0.0,0.0,0.0
83a81bfffffffff,65.0,4.0,0.0,0.0
83a81cfffffffff,632.0,6.0,0.0,0.0
83a81dfffffffff,59.0,2.0,0.0,0.0
83a81efffffffff,3982.0,20.0,0.0,0.0
83a820fffffffff,18.0,0.0,0.0,0.0
83a821fffffffff,41.0,0.0,0.0,0.0
83a822fffffffff,45.0,4.0,0.0,0.0
83a823fffffffff,25.0,2.0,0.0,0.0
83a824fffffffff,103.0,42.0,0.0,0.0
83a825fffffffff,26.0,1.0,0.0,0.0
83a826fffffffff,103.0,6.0,0.0,0.0
83a828fffffffff,6.0,0.0,0.0,0.0
83a829fffffffff,8.0,0.0,0.0,0.0
83a82afffffffff,22.0,0.0,0.0,0.0
83a82bfffffffff,13.0,0.0,0.0,0.0
83a82cfffffffff,19.0,0.0,0.0,0.0
83a82dfffffffff,3.0,0.0,0.0,0.0
83a82efffffffff,23.0,0.0,0.0,0.0
83a831fffffffff,753.0,46.0,0.0,0.0
83a833fffffffff,244.0,23.0,0.0,0.0
83a835fffffffff,606.0,61.0,0.0,0.0
83a841fffffffff,2.0,0.0,0.0,0.0
83a859fffffffff,29.0,0.0,0.0,0.0
83a85bfffffffff,2.0,0.0,0.0,0.0
83a85dfffffffff,31.0,0.0,0.0,0.0
83a862fffffffff,3.0,0.0,0.0,0.0
83a880fffffffff,119.0,9.0,0.0,0.0
83a881fffffffff,601.0,22.0,0.0,0.0
83a882fffffffff,114.0,24.0,0.0,0.0
83a883fffffffff,22.0,0.0,0.0,0.0
83a884fffffffff,251.0,27.0,0.0,0.0
83a885fffffffff,23.0,0.0,0.0,0.0
83a886fffffffff,83.0,2.0,0.0,0.0
83a888fffffffff,3.0,0.0,0.0,0.0
83a88afffffffff,18.0,0.0,0.0,0.0
83a88bfffffffff,16.0,1.0,0.0,0.0
83a88cfffffffff,132.0,2.0,0.0,0.0
83a88dfffffffff,220.0,10.0,0.0,0.0
83a88efffffffff,160.0,22.0,0.0,0.0
83a891fffffffff,150.0,37.0,0.0,0.0
83a895fffffffff,103.0,16.0,0.0,0.0
83a89cfffffffff,1.0,0.0,0.0,0.0
83a89dfffffffff,1.0,0.0,0.0,0.0
83a89efffffffff,8.0,0.0,0.0,0.0
83a8a0fffffffff,1527.0,16.0,0.0,0.0
83a8a1fffffffff,2251.0,155.0,0.0,0.0
83a8a2fffffffff,1131.0,168.0,0.0,0.0
83a8a3fffffffff,382.0,4.0,0.0,0.0
83a8a5fffffffff,132.0,9.0,0.0,0.0
83a8a8fffffffff,65.0,0.0,0.0,0.0
83a8a9fffffffff,667.0,30.0,0.0,0.0
83a8aafffffffff,61.0,3.0,0.0,0.0
83a8abfffffffff,19.0,4.0,0.0,0.0
83a8acfffffffff,419.0,9.0,0.0,0.0
83a8adfffffffff,105.0,2.0,0.0,0.0
83a8aefffffffff,263.0,1.0,0.0,0.0
83a8b1fffffffff,47.0,2.0,0.0,0.0
83a8c0fffffffff,46.0,0.0,0.0,0.0
83a8c1fffffffff,4.0,0.0,0.0,0.0
83a8c2fffffffff,222.0,105.0,0.0,0.0
83a8c4fffffffff,7.0,0.0,0.0,0.0
83a8d1fffffffff,235.0,16.0,0.0,0.0
83a8d3fffffffff,10.0,0.0,0.0,0.0
83a8d4fffffffff,17.0,0.0,0.0,0.0
83a8d5fffffffff,2.0,1.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0,0.0
83a8defffffffff,44.0,6.0,0.0,0.0
83a8e4fffffffff,4.0,0.0,0.0,0.0
83a8e6fffffffff,15.0,2.0,0.0,0.0
83a8ecfffffffff,9.0,2.0,0.0,0.0
83a8eefffffffff,2.0,2.0,0.0,0.0
83a8f1fffffffff,2.0,2.0,0.0,0.0
83a8f2fffffffff,2.0,0.0,0.0,0.0
83a8f4fffffffff,54.0,0.0,0.0,0.0
83a8f5fffffffff,25.0,7.0,0.0,0.0
83a8f6fffffffff,7.0,0.0,0.0,0.0
83a901fffffffff,309.0,5.0,0.0,0.0
83a903fffffffff,33.0,0.0,0.0,0.0
83a905fffffffff,80.0,4.0,0.0,0.0
83a908fffffffff,26.0,0.0,0.0,0.0
83a909fffffffff,46.0,0.0,0.0,0.0
83a90afffffffff,35.0,1.0,0.0,0.0
83a90bfffffffff,10.0,0.0,0.0,0.0
83a90cfffffffff,29.0,0.0,0.0,0.0
83a90dfffffffff,9.0,0.0,0.0,0.0
83a90efffffffff,217.0,19.0,0.0,0.0
83a918fffffffff,92.0,13.0,0.0,0.0
83a919fffffffff,176.0,17.0,0.0,0.0
83a91bfffffffff,661.0,213.0,0.0,0.0
83a91dfffffffff,233.0,11.0,0.0,0.0
83a921fffffffff,43.0,0.0,0.0,0.0
83a928fffffffff,4.0,0.0,0.0,0.0
83a929fffffffff,10.0,0.0,0.0,0.0
83a92afffffffff,6.0,0.0,0.0,0.0
83a92cfffffffff,221.0,0.0,0.0,0.0
83a92dfffffffff,36.0,8.0,0.0,0.0
83a92efffffffff,172.0,8.0,0.0,0.0
83a940fffffffff,1.0,0.0,0.0,0.0
83a942fffffffff,6.0,0.0,0.0,0.0
83a944fffffffff,21.0,0.0,0.0,0.0
83a946fffffffff,308.0,0.0,0.0,0.0
83a94efffffffff,96.0,0.0,0.0,0.0
83a950fffffffff,138.0,0.0,0.0,0.0
83a951fffffffff,22.0,0.0,0.0,0.0
83a952fffffffff,121.0,8.0,0.0,0.0
83a953fffffffff,523.0,2.0,0.0,0.0
83a954fffffffff,16.0,0.0,0.0,0.0
83a955fffffffff,56.0,0.0,0.0,0.0
83a956fffffffff,5.0,1.0,0.0,0.0
83a95afffffffff,2.0,0.0,0.0,0.0
83a95cfffffffff,2.0,0.0,0.0,0.0
83a95dfffffffff,5.0,0.0,0.0,0.0
83a95efffffffff,177.0,0.0,0.0,0.0
83a961fffffffff,2.0,0.0,0.0,0.0
83a962fffffffff,39.0,0.0,0.0,0.0
83a964fffffffff,49.0,0.0,0.0,0.0
83a965fffffffff,2.0,0.0,0.0,0.0
83a966fffffffff,11.0,0.0,0.0,0.0
83a971fffffffff,21.0,0.0,0.0,0.0
83a972fffffffff,4.0,0.0,0.0,0.0
83a973fffffffff,5.0,0.0,0.0,0.0
83a974fffffffff,14.0,0.0,0.0,0.0
83a975fffffffff,3.0,0.0,0.0,0.0
83a976fffffffff,47.0,5.0,0.0,0.0
83b200fffffffff,20.0,0.0,0.0,2.0
83b201fffffffff,72.0,0.0,0.0,0.0
83b203fffffffff,102.0,0.0,0.0,3.0
83b204fffffffff,1.0,0.0,0.0,0.0
83b205fffffffff,3.0,0.0,0.0,0.0
83b208fffffffff,7.0,0.0,0.0,0.0
83b209fffffffff,24.0,0.0,0.0,0.0
83b20afffffffff,111.0,0.0,0.0,0.0
83b20bfffffffff,5.0,0.0,0.0,0.0
83b20cfffffffff,8.0,0.0,0.0,0.0
83b20dfffffffff,6.0,0.0,0.0,0.0
83b20efffffffff,5.0,0.0,0.0,0.0
83b218fffffffff,2.0,0.0,0.0,0.0
83b219fffffffff,708.0,0.0,0.0,19.0
83b21bfffffffff,17.0,0.0,0.0,0.0
83b21dfffffffff,168.0,0.0,0.0,16.0
83b224fffffffff,10.0,0.0,3.0,0.0
83b225fffffffff,33.0,0.0,0.0,2.0
83b226fffffffff,39.0,0.0,0.0,0.0
83b228fffffffff,7.0,0.0,0.0,0.0
83b229fffffffff,11.0,0.0,0.0,0.0
83b22afffffffff,11.0,0.0,0.0,0.0
83b22bfffffffff,13.0,0.0,0.0,0.0
83b22dfffffffff,6.0,0.0,0.0,0.0
83b241fffffffff,36.0,0.0,0.0,0.0
83b242fffffffff,9.0,0.0,0.0,0.0
83b243fffffffff,32.0,0.0,0.0,0.0
83b245fffffffff,3.0,0.0,0.0,0.0
83b246fffffffff,1.0,0.0,0.0,0.0
83b24afffffffff,11.0,0.0,0.0,0.0
83b24bfffffffff,8.0,0.0,0.0,0.0
83b24dfffffffff,1.0,0.0,0.0,0.0
83b24efffffffff,19.0,0.0,0.0,0.0
83b250fffffffff,3.0,0.0,0.0,0.0
83b251fffffffff,2.0,0.0,0.0,0.0
83b252fffffffff,2.0,0.0,0.0,0.0
83b253fffffffff,1.0,0.0,0.0,0.0
83b254fffffffff,2.0,0.0,0.0,0.0
83b255fffffffff,4.0,0.0,0.0,0.0
83b256fffffffff,4.0,0.0,0.0,0.0
83b258fffffffff,112.0,0.0,0.0,0.0
83b259fffffffff,41.0,0.0,0.0,0.0
83b25afffffffff,7.0,0.0,0.0,0.0
83b25bfffffffff,53.0,0.0,0.0,0.0
83b25cfffffffff,235.0,0.0,0.0,0.0
83b25dfffffffff,41.0,0.0,0.0,0.0
83b25efffffffff,36.0,0.0,0.0,0.0
83b262fffffffff,2.0,0.0,0.0,0.0
83b26efffffffff,1.0,0.0,0.0,0.0
83b270fffffffff,85.0,0.0,0.0,0.0
83b271fffffffff,1.0,0.0,0.0,0.0
83b272fffffffff,18.0,0.0,0.0,0.0
83b274fffffffff,417.0,0.0,0.0,0.0
83b275fffffffff,17.0,0.0,0.0,0.0
83b276fffffffff,4.0,0.0,0.0,0.0
83b2c0fffffffff,1105.0,0.0,0.0,86.0
83b2c1fffffffff,120.0,0.0,0.0,3.0
83b2c2fffffffff,77.0,0.0,0.0,6.0
83b2c3fffffffff,154.0,0.0,0.0,2.0
83b2c4fffffffff,1469.0,0.0,0.0,107.0
83b2c5fffffffff,4004.0,0.0,0.0,588.0
83b2c8fffffffff,86.0,0.0,0.0,0.0
83b2cafffffffff,313.0,0.0,0.0,11.0
83b2cbfffffffff,6.0,0.0,0.0,0.0
83b2ccfffffffff,9.0,0.0,0.0,0.0
83b2cdfffffffff,20.0,0.0,0.0,0.0
83b2cefffffffff,167.0,0.0,0.0,5.0
83b2d8fffffffff,120.0,0.0,0.0,5.0
83b2d9fffffffff,88.0,0.0,0.0,3.0
83b2dafffffffff,117.0,0.0,0.0,0.0
83b2dbfffffffff,19.0,0.0,0.0,0.0
83b2dcfffffffff,88.0,0.0,0.0,2.0
83b2ddfffffffff,183.0,0.0,0.0,30.0
83b2e0fffffffff,18.0,0.0,0.0,0.0
83b2e1fffffffff,24.0,0.0,0.0,0.0
83b2e2fffffffff,251.0,0.0,0.0,12.0
83b2e3fffffffff,320.0,0.0,0.0,13.0
83b2e4fffffffff,183.0,0.0,0.0,1.0
83b2e6fffffffff,44.0,0.0,0.0,0.0
83b2e8fffffffff,55.0,0.0,0.0,0.0
83b2e9fffffffff,38.0,0.0,0.0,0.0
83b2eafffffffff,87.0,0.0,0.0,7.0
83b2ebfffffffff,8.0,0.0,0.0,0.0
83b2ecfffffffff,63.0,0.0,0.0,0.0
83b2edfffffffff,24.0,0.0,0.0,0.0
83b2eefffffffff,278.0,0.0,0.0,0.0
83b300fffffffff,585.0,0.0,92.0,2.0
83b301fffffffff,44.0,0.0,0.0,0.0
83b303fffffffff,5.0,0.0,0.0,0.0
83b304fffffffff,2163.0,0.0,249.0,1.0
83b305fffffffff,542.0,0.0,53.0,2.0
83b308fffffffff,8.0,0.0,0.0,0.0
83b309fffffffff,9.0,0.0,0.0,0.0
83b30afffffffff,43.0,0.0,3.0,0.0
83b30bfffffffff,264.0,0.0,2.0,0.0
83b30cfffffffff,8.0,0.0,2.0,0.0
83b30efffffffff,53.0,0.0,4.0,0.0
83b319fffffffff,5.0,0.0,0.0,0.0
83b31dfffffffff,20.0,0.0,0.0,0.0
83b320fffffffff,53.0,0.0,0.0,0.0
83b321fffffffff,101.0,0.0,0.0,0.0
83b323fffffffff,18.0,0.0,2.0,0.0
83b324fffffffff,46.0,1.0,0.0,0.0
83b325fffffffff,239.0,2.0,0.0,0.0
83b326fffffffff,38.0,0.0,0.0,0.0
83b32afffffffff,16.0,0.0,0.0,0.0
83b32bfffffffff,1.0,0.0,0.0,0.0
83b32cfffffffff,43.0,0.0,0.0,0.0
83b32dfffffffff,32.0,0.0,0.0,0.0
83b330fffffffff,174.0,0.0,0.0,0.0
83b331fffffffff,94.0,0.0,0.0,0.0
83b334fffffffff,22.0,0.0,0.0,0.0
83b335fffffffff,243.0,0.0,0.0,0.0
83b336fffffffff,32.0,0.0,0.0,0.0
83b340fffffffff,7.0,0.0,0.0,0.0
83b342fffffffff,372.0,0.0,0.0,0.0
83b344fffffffff,13.0,0.0,0.0,0.0
83b346fffffffff,79.0,0.0,0.0,0.0
83b350fffffffff,2.0,0.0,0.0,0.0
83b351fffffffff,506.0,0.0,0.0,0.0
83b352fffffffff,12.0,0.0,0.0,0.0
83b353fffffffff,19.0,0.0,0.0,0.0
83b354fffffffff,230.0,0.0,0.0,0.0
83b355fffffffff,222.0,0.0,0.0,0.0
83b356fffffffff,32.0,0.0,0.0,0.0
83b358fffffffff,29.0,0.0,0.0,0.0
83b35afffffffff,253.0,0.0,0.0,0.0
83b35bfffffffff,179.0,0.0,0.0,0.0
83b35cfffffffff,125.0,0.0,0.0,0.0
83b35dfffffffff,3.0,0.0,0.0,0.0
83b35efffffffff,878.0,0.0,0.0,0.0
83b366fffffffff,17.0,0.0,0.0,0.0
83b36dfffffffff,2.0,0.0,0.0,0.0
