cell_id,Lophura inornata,Lophura inornata hoogerwerfi,Lophura inornata inornata
84650dbffffffff,1.0,0.0,0.0
848cd0bffffffff,5.0,0.0,3.0
848cd5dffffffff,1.0,0.0,1.0
