cell_id,Artamella viridis,Artamella viridis viridis,Artamella viridis annae
84a2227ffffffff,1.0,1.0,0.0
84a231bffffffff,1.0,1.0,0.0
84a319dffffffff,1.0,1.0,0.0
84a399bffffffff,1.0,0.0,1.0
