cell_id,Passerella iliaca,Passerella iliaca [unalaschcensis Group],Passerella iliaca [megarhyncha Group],Passerella iliaca [schistacea Group],Passerella iliaca iliaca/zaboria,Passerella iliaca [unalaschcensis Group] x zaboria
830c02fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c03fffffffff,108.0,0.0,0.0,0.0,29.0,0.0
830c04fffffffff,51.0,0.0,0.0,0.0,2.0,0.0
830c05fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
830c06fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830c0bfffffffff,63.0,0.0,0.0,0.0,2.0,0.0
830c14fffffffff,4497.0,0.0,0.0,0.0,2042.0,0.0
830c15fffffffff,463.0,0.0,0.0,0.0,189.0,0.0
830c18fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830c1bfffffffff,25.0,0.0,0.0,0.0,0.0,0.0
830c1dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c1efffffffff,266.0,0.0,0.0,0.0,0.0,0.0
830c21fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
830c22fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830c23fffffffff,41.0,0.0,0.0,0.0,6.0,0.0
830c25fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c2afffffffff,54.0,0.0,0.0,0.0,10.0,0.0
830c2cfffffffff,38.0,0.0,0.0,0.0,0.0,0.0
830c30fffffffff,31.0,0.0,0.0,0.0,18.0,0.0
830c32fffffffff,10.0,0.0,0.0,0.0,3.0,0.0
830c33fffffffff,272.0,0.0,0.0,0.0,15.0,0.0
830c34fffffffff,33.0,0.0,0.0,0.0,23.0,0.0
830c35fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,569.0,454.0,0.0,0.0,0.0,0.0
830c42fffffffff,1163.0,502.0,0.0,0.0,7.0,0.0
830c44fffffffff,97.0,28.0,0.0,0.0,2.0,0.0
830c45fffffffff,100.0,32.0,0.0,0.0,4.0,0.0
830c46fffffffff,542.0,192.0,0.0,0.0,0.0,0.0
830c50fffffffff,321.0,105.0,0.0,0.0,0.0,0.0
830c51fffffffff,952.0,331.0,0.0,0.0,0.0,0.0
830c52fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
830c54fffffffff,101.0,0.0,0.0,0.0,17.0,0.0
830c55fffffffff,116.0,9.0,0.0,0.0,0.0,0.0
830c56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
