cell_id,Sula leucogaster,Sula leucogaster leucogaster,Sula leucogaster plotus
832f41fffffffff,1.0,0.0,1.0
832f5dfffffffff,24.0,0.0,3.0
832f61fffffffff,1.0,0.0,1.0
832f65fffffffff,3.0,0.0,3.0
832f6efffffffff,4.0,0.0,4.0
8330d8fffffffff,2.0,0.0,0.0
8330d9fffffffff,2.0,0.0,0.0
833e41fffffffff,4.0,0.0,0.0
833e45fffffffff,4.0,0.0,0.0
833e4dfffffffff,1.0,0.0,0.0
833e68fffffffff,328.0,0.0,20.0
833e6afffffffff,1.0,0.0,0.0
833e6bfffffffff,1.0,0.0,0.0
8341b4fffffffff,4.0,0.0,0.0
8341b5fffffffff,4.0,0.0,0.0
834404fffffffff,1.0,1.0,0.0
834406fffffffff,7.0,0.0,0.0
834410fffffffff,32.0,0.0,0.0
834414fffffffff,1161.0,0.0,0.0
834415fffffffff,44.0,0.0,0.0
834416fffffffff,96.0,0.0,0.0
834424fffffffff,27.0,0.0,0.0
834426fffffffff,4.0,0.0,0.0
83442dfffffffff,2.0,0.0,0.0
83442efffffffff,2.0,0.0,0.0
834430fffffffff,3.0,0.0,0.0
834431fffffffff,4.0,0.0,0.0
834432fffffffff,6.0,0.0,0.0
834433fffffffff,4.0,0.0,0.0
834435fffffffff,19.0,0.0,0.0
834460fffffffff,3.0,0.0,0.0
834461fffffffff,5.0,0.0,0.0
834464fffffffff,5.0,0.0,0.0
834465fffffffff,1.0,0.0,0.0
83446cfffffffff,59.0,0.0,0.0
834485fffffffff,10.0,0.0,0.0
834486fffffffff,7.0,0.0,0.0
8344a1fffffffff,121.0,0.0,0.0
8344a3fffffffff,5.0,0.0,0.0
8344a5fffffffff,32.0,0.0,0.0
8344b1fffffffff,4.0,0.0,0.0
8344b6fffffffff,3.0,0.0,0.0
834501fffffffff,15.0,0.0,0.0
834503fffffffff,2.0,0.0,0.0
834505fffffffff,278.0,15.0,0.0
834509fffffffff,16.0,4.0,0.0
83450afffffffff,27.0,0.0,0.0
83450bfffffffff,34.0,4.0,0.0
83450efffffffff,46.0,0.0,0.0
834510fffffffff,13.0,0.0,0.0
834511fffffffff,1.0,0.0,0.0
834512fffffffff,1.0,0.0,0.0
834518fffffffff,1.0,0.0,0.0
834519fffffffff,8.0,0.0,0.0
83451bfffffffff,8.0,0.0,0.0
83451dfffffffff,2.0,0.0,0.0
834520fffffffff,7.0,0.0,0.0
834521fffffffff,21.0,0.0,0.0
834522fffffffff,51.0,0.0,0.0
834523fffffffff,273.0,9.0,0.0
834531fffffffff,28.0,0.0,0.0
834533fffffffff,7.0,0.0,0.0
83454afffffffff,2.0,0.0,0.0
834558fffffffff,2.0,0.0,0.0
83455afffffffff,5.0,0.0,0.0
834572fffffffff,24.0,4.0,0.0
834584fffffffff,136.0,0.0,0.0
834588fffffffff,2.0,0.0,0.0
834589fffffffff,6.0,0.0,0.0
834593fffffffff,1.0,0.0,0.0
834598fffffffff,29.0,7.0,0.0
834599fffffffff,1.0,0.0,0.0
83459dfffffffff,2.0,0.0,0.0
8345a5fffffffff,1.0,0.0,0.0
8345a6fffffffff,4.0,0.0,0.0
8345b0fffffffff,4.0,0.0,0.0
8345b2fffffffff,8.0,0.0,0.0
834606fffffffff,2.0,0.0,0.0
834608fffffffff,24.0,0.0,0.0
834609fffffffff,8.0,0.0,0.0
834633fffffffff,39.0,0.0,0.0
834641fffffffff,3.0,0.0,0.0
834642fffffffff,17.0,0.0,0.0
834643fffffffff,10.0,0.0,0.0
834648fffffffff,364.0,0.0,34.0
834649fffffffff,697.0,0.0,72.0
83464bfffffffff,183.0,0.0,28.0
83464efffffffff,2213.0,0.0,210.0
834654fffffffff,7.0,0.0,0.0
834655fffffffff,8.0,0.0,0.0
83465dfffffffff,23.0,0.0,0.0
8347a2fffffffff,2.0,0.0,0.0
8347a3fffffffff,96.0,0.0,0.0
834890fffffffff,31.0,0.0,0.0
834894fffffffff,20.0,0.0,0.0
834895fffffffff,79.0,0.0,0.0
834996fffffffff,1.0,0.0,0.0
834a48fffffffff,1.0,0.0,0.0
834a49fffffffff,2.0,0.0,2.0
834a4afffffffff,1.0,0.0,0.0
834a4cfffffffff,1.0,0.0,0.0
834a4dfffffffff,4.0,0.0,4.0
834a68fffffffff,1.0,0.0,0.0
834a69fffffffff,18.0,0.0,0.0
834a6dfffffffff,8.0,0.0,5.0
834b12fffffffff,315.0,0.0,51.0
834b1efffffffff,3.0,0.0,3.0
834b56fffffffff,13.0,0.0,1.0
834b60fffffffff,2.0,0.0,0.0
834b66fffffffff,11.0,0.0,7.0
834b73fffffffff,1.0,0.0,0.0
834b74fffffffff,2.0,0.0,0.0
834b75fffffffff,72.0,0.0,24.0
834b84fffffffff,66.0,0.0,0.0
834b86fffffffff,34.0,0.0,3.0
834ba0fffffffff,26.0,0.0,0.0
834ba1fffffffff,2188.0,0.0,149.0
834ba3fffffffff,280.0,0.0,1.0
834ba4fffffffff,1.0,0.0,0.0
834ba5fffffffff,369.0,0.0,29.0
834ba6fffffffff,2.0,0.0,0.0
834ba8fffffffff,4.0,0.0,0.0
834badfffffffff,2.0,0.0,0.0
834bb1fffffffff,26.0,0.0,0.0
834bb5fffffffff,23.0,0.0,0.0
834c82fffffffff,2.0,0.0,0.0
834c85fffffffff,2.0,0.0,0.0
834c88fffffffff,11.0,0.0,0.0
834c89fffffffff,2.0,0.0,0.0
834c8cfffffffff,3.0,0.0,0.0
834c8dfffffffff,2.0,0.0,0.0
834c91fffffffff,2.0,0.0,0.0
834c92fffffffff,2.0,0.0,0.0
834c93fffffffff,7.0,2.0,0.0
834c95fffffffff,2.0,0.0,0.0
834c9cfffffffff,3.0,0.0,0.0
834c9efffffffff,2.0,0.0,0.0
834caafffffffff,2.0,0.0,0.0
834cabfffffffff,5.0,0.0,0.0
834cb0fffffffff,4.0,0.0,0.0
834cb3fffffffff,104.0,0.0,0.0
834cc0fffffffff,297.0,0.0,0.0
834cc2fffffffff,10.0,0.0,0.0
834cc3fffffffff,2.0,0.0,0.0
834cc4fffffffff,38.0,0.0,0.0
834cc5fffffffff,425.0,0.0,0.0
834cc6fffffffff,27.0,0.0,0.0
834cd0fffffffff,60.0,0.0,0.0
834cd2fffffffff,79.0,0.0,0.0
834cd4fffffffff,5.0,0.0,0.0
834cd5fffffffff,14.0,0.0,0.0
834cd6fffffffff,3.0,0.0,0.0
834cdbfffffffff,2.0,0.0,0.0
834cddfffffffff,2.0,0.0,0.0
834ce1fffffffff,2.0,0.0,0.0
834ce6fffffffff,3.0,0.0,0.0
834ce8fffffffff,620.0,0.0,0.0
834ce9fffffffff,10.0,0.0,0.0
834ceafffffffff,141.0,0.0,0.0
834cebfffffffff,35.0,0.0,0.0
834cecfffffffff,3.0,0.0,0.0
834cedfffffffff,49.0,0.0,0.0
834ceefffffffff,817.0,0.0,0.0
834cf1fffffffff,2.0,0.0,0.0
834cf2fffffffff,7.0,0.0,0.0
834cf3fffffffff,14.0,0.0,0.0
834d49fffffffff,157.0,0.0,0.0
834d4bfffffffff,531.0,0.0,0.0
834d53fffffffff,4.0,0.0,0.0
834d92fffffffff,2.0,0.0,0.0
834d96fffffffff,1.0,0.0,0.0
834e42fffffffff,3.0,0.0,0.0
834e46fffffffff,3.0,0.0,2.0
834e55fffffffff,3.0,0.0,2.0
834e58fffffffff,6.0,0.0,1.0
834e5afffffffff,1.0,0.0,0.0
834e5bfffffffff,8.0,0.0,3.0
834e64fffffffff,48.0,0.0,16.0
834e71fffffffff,4.0,0.0,3.0
834ec9fffffffff,46.0,0.0,19.0
834ee9fffffffff,2.0,0.0,0.0
834f43fffffffff,1.0,0.0,1.0
834f49fffffffff,168.0,0.0,71.0
834f4afffffffff,2.0,0.0,2.0
834f4bfffffffff,14.0,0.0,1.0
834f4efffffffff,2.0,0.0,0.0
834f59fffffffff,4.0,0.0,2.0
835215fffffffff,15.0,0.0,1.0
83521efffffffff,10.0,0.0,0.0
835232fffffffff,9.0,0.0,0.0
835233fffffffff,2.0,0.0,0.0
835236fffffffff,2.0,0.0,0.0
83524dfffffffff,74.0,0.0,0.0
835289fffffffff,2.0,0.0,0.0
8352d4fffffffff,15.0,0.0,0.0
8352f3fffffffff,3.0,0.0,0.0
8353a9fffffffff,3.0,0.0,0.0
835494fffffffff,53.0,5.0,0.0
835496fffffffff,3.0,0.0,0.0
8354acfffffffff,13.0,0.0,0.0
8354b0fffffffff,66.0,23.0,0.0
8354b2fffffffff,3.0,0.0,0.0
835749fffffffff,8.0,0.0,0.0
83574cfffffffff,4.0,0.0,0.0
83574dfffffffff,82.0,24.0,0.0
835a09fffffffff,2.0,0.0,0.0
835a0dfffffffff,1.0,0.0,0.0
835c36fffffffff,2.0,0.0,0.0
835d10fffffffff,957.0,0.0,196.0
835d11fffffffff,3.0,0.0,0.0
835d12fffffffff,383.0,0.0,81.0
