cell_id,Larus californicus,Larus californicus californicus,Larus californicus albertaensis
830c41fffffffff,4.0,0.0,0.0
830c42fffffffff,3.0,0.0,0.0
830c50fffffffff,9.0,0.0,0.0
830c55fffffffff,5.0,0.0,0.0
830c5afffffffff,8.0,0.0,0.0
830c68fffffffff,3.0,0.0,0.0
830c69fffffffff,6.0,0.0,0.0
830c6afffffffff,1.0,0.0,0.0
830c73fffffffff,15.0,0.0,0.0
830d61fffffffff,4.0,0.0,0.0
830e80fffffffff,5.0,0.0,0.0
831243fffffffff,4.0,0.0,0.0
831251fffffffff,3.0,0.0,3.0
831253fffffffff,2.0,0.0,2.0
831289fffffffff,5.0,0.0,0.0
831290fffffffff,2.0,0.0,0.0
83129afffffffff,3.0,0.0,0.0
8312b0fffffffff,37.0,0.0,0.0
8312b5fffffffff,4.0,0.0,0.0
8312c1fffffffff,7.0,0.0,2.0
8312c2fffffffff,1.0,0.0,0.0
8312c3fffffffff,2.0,0.0,0.0
8312c4fffffffff,1.0,0.0,0.0
8312c9fffffffff,4.0,0.0,0.0
8312cafffffffff,4.0,0.0,0.0
8312ccfffffffff,24.0,0.0,1.0
8312d1fffffffff,4.0,0.0,0.0
8312d6fffffffff,3.0,0.0,0.0
8312d9fffffffff,7.0,0.0,0.0
8312dbfffffffff,2.0,0.0,0.0
8312ddfffffffff,10.0,0.0,0.0
8312defffffffff,5.0,0.0,0.0
8312ecfffffffff,20.0,0.0,0.0
8312f0fffffffff,2.0,0.0,0.0
831352fffffffff,15.0,0.0,0.0
831383fffffffff,39.0,0.0,0.0
831386fffffffff,3.0,0.0,0.0
831389fffffffff,2.0,0.0,0.0
831391fffffffff,10.0,0.0,0.0
831392fffffffff,2.0,0.0,0.0
831393fffffffff,4.0,0.0,0.0
831396fffffffff,2.0,0.0,0.0
83139efffffffff,2.0,0.0,0.0
831d20fffffffff,1.0,0.0,0.0
831d24fffffffff,2.0,0.0,0.0
832603fffffffff,6.0,0.0,0.0
832604fffffffff,2.0,0.0,0.0
83260afffffffff,3.0,0.0,0.0
83260dfffffffff,3.0,0.0,0.0
832612fffffffff,2.0,0.0,0.0
832616fffffffff,2.0,0.0,0.0
83261afffffffff,3.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0
832626fffffffff,5.0,0.0,0.0
83262cfffffffff,6.0,0.0,0.0
832633fffffffff,3.0,0.0,0.0
832634fffffffff,5.0,0.0,0.0
832636fffffffff,12.0,0.0,0.0
832640fffffffff,23.0,0.0,0.0
832641fffffffff,14.0,0.0,0.0
832644fffffffff,27.0,0.0,0.0
832646fffffffff,7.0,0.0,0.0
832648fffffffff,5.0,0.0,0.0
83264bfffffffff,5.0,0.0,0.0
83264cfffffffff,10.0,0.0,0.0
832650fffffffff,2.0,0.0,0.0
832652fffffffff,5.0,0.0,0.0
832653fffffffff,3.0,0.0,0.0
832654fffffffff,1.0,0.0,0.0
832656fffffffff,38.0,0.0,0.0
83265afffffffff,2.0,0.0,0.0
832662fffffffff,5.0,0.0,0.0
832663fffffffff,1.0,0.0,0.0
832664fffffffff,60.0,0.0,0.0
832666fffffffff,10.0,0.0,0.0
832668fffffffff,6.0,0.0,0.0
832671fffffffff,5.0,0.0,0.0
832672fffffffff,1.0,0.0,0.0
832674fffffffff,4.0,0.0,0.0
832675fffffffff,3.0,0.0,0.0
832680fffffffff,109.0,0.0,0.0
832681fffffffff,87.0,0.0,0.0
832683fffffffff,9.0,0.0,0.0
832685fffffffff,16.0,0.0,0.0
832688fffffffff,93.0,0.0,0.0
832689fffffffff,4.0,0.0,0.0
83268afffffffff,2.0,0.0,0.0
83268bfffffffff,6.0,0.0,0.0
