cell_id,Quiscalus lugubris,Quiscalus lugubris [lugubris Group],Quiscalus lugubris fortirostris
844d497ffffffff,178.0,0.0,0.0
844d4bbffffffff,122.0,0.0,0.0
845e405ffffffff,9.0,0.0,0.0
845e429ffffffff,15.0,0.0,0.0
845e42bffffffff,39.0,0.0,0.0
845e431ffffffff,8.0,0.0,0.0
845e433ffffffff,31.0,0.0,0.0
845e435ffffffff,39.0,0.0,0.0
845e437ffffffff,442.0,0.0,0.0
845e43dffffffff,114.0,0.0,0.0
845e461ffffffff,125.0,0.0,0.0
845e463ffffffff,215.0,0.0,0.0
845e467ffffffff,120.0,0.0,0.0
845e469ffffffff,586.0,0.0,0.0
845e4a1ffffffff,12.0,0.0,0.0
845e4a3ffffffff,17.0,0.0,0.0
845e4adffffffff,18.0,0.0,0.0
845e4b7ffffffff,420.0,0.0,0.0
845e591ffffffff,38.0,0.0,0.0
845e599ffffffff,1.0,0.0,0.0
845e59bffffffff,114.0,0.0,0.0
845e5cbffffffff,438.0,0.0,0.0
845e5d3ffffffff,347.0,0.0,0.0
845e5d7ffffffff,9.0,0.0,0.0
845e5d9ffffffff,170.0,0.0,0.0
845e5dbffffffff,2.0,0.0,0.0
845e5ddffffffff,626.0,0.0,0.0
845e62dffffffff,260.0,0.0,0.0
845e659ffffffff,29.0,0.0,0.0
845e667ffffffff,1034.0,0.0,0.0
845e705ffffffff,535.0,0.0,0.0
845e711ffffffff,1.0,0.0,0.0
845e713ffffffff,10.0,0.0,0.0
845e717ffffffff,116.0,0.0,0.0
845e719ffffffff,57.0,0.0,0.0
845e71bffffffff,57.0,0.0,0.0
845e729ffffffff,137.0,0.0,0.0
845e72bffffffff,359.0,0.0,0.0
845e753ffffffff,56.0,0.0,0.0
845e75bffffffff,2.0,0.0,0.0
845f035ffffffff,1.0,0.0,0.0
845f083ffffffff,149.0,0.0,0.0
845f087ffffffff,4.0,0.0,0.0
845f095ffffffff,246.0,0.0,0.0
845f097ffffffff,8.0,0.0,0.0
845f0b9ffffffff,7.0,0.0,0.0
845f0e3ffffffff,17.0,0.0,0.0
845f129ffffffff,2.0,0.0,0.0
845f12bffffffff,30.0,0.0,0.0
845f13bffffffff,2.0,0.0,0.0
845f13dffffffff,15.0,0.0,0.0
845f1c3ffffffff,8.0,0.0,0.0
845f1dbffffffff,2.0,0.0,0.0
845f1e9ffffffff,16.0,0.0,0.0
845f1edffffffff,3.0,0.0,0.0
845f291ffffffff,2.0,0.0,0.0
845f2b1ffffffff,2.0,0.0,0.0
845f401ffffffff,2.0,0.0,0.0
845f403ffffffff,37.0,0.0,0.0
845f407ffffffff,28.0,0.0,0.0
845f40dffffffff,4.0,0.0,0.0
845f411ffffffff,1.0,0.0,0.0
845f415ffffffff,37.0,0.0,0.0
845f417ffffffff,8.0,0.0,0.0
845f42bffffffff,28.0,0.0,0.0
845f431ffffffff,1.0,0.0,0.0
845f433ffffffff,20.0,0.0,0.0
845f437ffffffff,41.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0
845f445ffffffff,2.0,0.0,0.0
845f463ffffffff,3.0,0.0,0.0
845f46bffffffff,6.0,0.0,0.0
845f481ffffffff,2.0,0.0,0.0
845f483ffffffff,4.0,0.0,0.0
845f485ffffffff,13.0,0.0,0.0
845f487ffffffff,26.0,0.0,0.0
845f48bffffffff,2.0,0.0,0.0
845f491ffffffff,80.0,0.0,0.0
845f49bffffffff,12.0,0.0,0.0
845f4a3ffffffff,13.0,0.0,0.0
845f4a7ffffffff,8.0,0.0,0.0
845f4a9ffffffff,6.0,0.0,0.0
845f4abffffffff,4.0,0.0,0.0
845f4b3ffffffff,475.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0
845f4b9ffffffff,3.0,0.0,0.0
845f4bdffffffff,4.0,0.0,0.0
845f4cdffffffff,2.0,0.0,0.0
845f4d5ffffffff,2.0,0.0,0.0
845f4d7ffffffff,2.0,0.0,0.0
845f4ddffffffff,6.0,0.0,0.0
845f4e1ffffffff,15.0,0.0,0.0
845f4e3ffffffff,2.0,0.0,0.0
845f4e5ffffffff,21.0,0.0,0.0
845f4e7ffffffff,11.0,0.0,0.0
845f4edffffffff,8.0,0.0,0.0
845f581ffffffff,244.0,0.0,0.0
845f583ffffffff,1721.0,0.0,0.0
845f587ffffffff,185.0,0.0,0.0
845f58bffffffff,135.0,0.0,0.0
845f595ffffffff,108.0,0.0,0.0
845f5abffffffff,1.0,0.0,0.0
845f5b5ffffffff,305.0,0.0,0.0
845f5b9ffffffff,168.0,0.0,0.0
845f5bdffffffff,469.0,0.0,0.0
845f5d7ffffffff,22.0,0.0,0.0
845f5d9ffffffff,2.0,0.0,0.0
845f5dbffffffff,1.0,0.0,0.0
845f681ffffffff,2.0,0.0,0.0
845f683ffffffff,5.0,0.0,0.0
845f689ffffffff,2.0,0.0,0.0
845f68bffffffff,3.0,0.0,0.0
845f711ffffffff,5.0,0.0,0.0
845f713ffffffff,7.0,0.0,0.0
845f75dffffffff,2.0,0.0,0.0
8466005ffffffff,10.0,0.0,0.0
8466007ffffffff,3.0,0.0,0.0
8466009ffffffff,2.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0
8466013ffffffff,4.0,0.0,0.0
8466017ffffffff,2.0,0.0,0.0
8466019ffffffff,5.0,0.0,0.0
846601bffffffff,23.0,0.0,0.0
8466021ffffffff,110.0,0.0,0.0
8466023ffffffff,1.0,0.0,0.0
8466025ffffffff,18.0,0.0,0.0
8466027ffffffff,3.0,0.0,0.0
8466029ffffffff,61.0,0.0,0.0
846602bffffffff,10.0,0.0,0.0
846602dffffffff,7.0,0.0,0.0
8466035ffffffff,2.0,0.0,0.0
8466037ffffffff,1.0,0.0,0.0
846603dffffffff,1.0,0.0,0.0
8466043ffffffff,14.0,0.0,0.0
8466045ffffffff,17.0,0.0,0.0
8466047ffffffff,12.0,0.0,0.0
846604dffffffff,10.0,0.0,0.0
8466053ffffffff,2.0,0.0,0.0
8466055ffffffff,31.0,0.0,0.0
8466057ffffffff,4.0,0.0,0.0
8466059ffffffff,12.0,0.0,0.0
846605bffffffff,3.0,0.0,0.0
8466061ffffffff,15.0,0.0,0.0
8466063ffffffff,14.0,0.0,0.0
8466067ffffffff,138.0,0.0,0.0
8466069ffffffff,7.0,0.0,0.0
846606bffffffff,3.0,0.0,0.0
8466081ffffffff,72.0,0.0,0.0
8466083ffffffff,38.0,0.0,0.0
8466085ffffffff,6.0,0.0,0.0
8466087ffffffff,99.0,0.0,0.0
8466089ffffffff,94.0,0.0,0.0
846608bffffffff,8.0,0.0,0.0
846608dffffffff,561.0,0.0,0.0
8466091ffffffff,13.0,0.0,0.0
8466093ffffffff,31.0,0.0,0.0
8466097ffffffff,26.0,0.0,0.0
846609bffffffff,46.0,0.0,0.0
846609dffffffff,10.0,0.0,0.0
84660a1ffffffff,12.0,0.0,0.0
84660a3ffffffff,4.0,0.0,0.0
84660a5ffffffff,51.0,0.0,0.0
84660a7ffffffff,103.0,0.0,0.0
84660a9ffffffff,3.0,0.0,0.0
84660abffffffff,2.0,0.0,0.0
84660adffffffff,36.0,0.0,0.0
84660b1ffffffff,36.0,0.0,0.0
84660b3ffffffff,12.0,0.0,0.0
84660b5ffffffff,190.0,0.0,0.0
84660b7ffffffff,5.0,0.0,0.0
84660b9ffffffff,75.0,0.0,0.0
84660bbffffffff,264.0,0.0,0.0
84660bdffffffff,75.0,0.0,0.0
84660c1ffffffff,27.0,0.0,0.0
84660c3ffffffff,77.0,0.0,0.0
84660c5ffffffff,44.0,0.0,0.0
84660c7ffffffff,20.0,0.0,0.0
84660cbffffffff,31.0,0.0,0.0
84660cdffffffff,22.0,0.0,0.0
84660d1ffffffff,18.0,0.0,0.0
84660d3ffffffff,1.0,0.0,0.0
84660d5ffffffff,3.0,0.0,0.0
84660d9ffffffff,1.0,0.0,0.0
84660dbffffffff,9.0,0.0,0.0
84660ddffffffff,17.0,0.0,0.0
84660e1ffffffff,54.0,0.0,0.0
84660e3ffffffff,36.0,0.0,0.0
84660e7ffffffff,1.0,0.0,0.0
84660e9ffffffff,26.0,0.0,0.0
84660ebffffffff,72.0,0.0,0.0
8466103ffffffff,6.0,0.0,0.0
8466105ffffffff,6.0,0.0,0.0
8466107ffffffff,239.0,0.0,0.0
846610bffffffff,2.0,0.0,0.0
8466113ffffffff,1.0,0.0,0.0
8466119ffffffff,94.0,0.0,0.0
846611bffffffff,4.0,0.0,0.0
846611dffffffff,2.0,0.0,0.0
8466123ffffffff,4.0,0.0,0.0
8466129ffffffff,3.0,0.0,0.0
8466131ffffffff,2.0,0.0,0.0
8466135ffffffff,19.0,0.0,0.0
8466139ffffffff,211.0,0.0,0.0
8466153ffffffff,31.0,0.0,0.0
846615bffffffff,10.0,0.0,0.0
8466163ffffffff,276.0,0.0,0.0
8466167ffffffff,23.0,0.0,0.0
8466181ffffffff,15.0,0.0,0.0
8466183ffffffff,120.0,0.0,0.0
8466187ffffffff,6.0,0.0,0.0
8466189ffffffff,4.0,0.0,0.0
846618bffffffff,119.0,0.0,0.0
846618dffffffff,4.0,0.0,0.0
8466191ffffffff,22.0,0.0,0.0
8466193ffffffff,379.0,0.0,0.0
8466195ffffffff,35.0,0.0,0.0
8466197ffffffff,210.0,0.0,0.0
8466199ffffffff,58.0,0.0,0.0
846619bffffffff,188.0,0.0,0.0
846619dffffffff,239.0,0.0,0.0
84661b1ffffffff,18.0,0.0,0.0
84661b3ffffffff,135.0,0.0,0.0
84661b7ffffffff,1.0,0.0,0.0
84661b9ffffffff,179.0,0.0,0.0
84661bbffffffff,287.0,0.0,0.0
84661bdffffffff,2.0,0.0,0.0
84661c9ffffffff,3.0,0.0,0.0
84661cbffffffff,1.0,0.0,0.0
84661cdffffffff,4.0,0.0,0.0
84661d1ffffffff,10.0,0.0,0.0
84661d3ffffffff,6.0,0.0,0.0
84661d5ffffffff,6.0,0.0,0.0
84661d7ffffffff,72.0,0.0,0.0
84661ddffffffff,9.0,0.0,0.0
84661ebffffffff,3.0,0.0,0.0
8466201ffffffff,97.0,0.0,0.0
8466203ffffffff,25.0,0.0,0.0
8466205ffffffff,568.0,0.0,0.0
8466207ffffffff,9.0,0.0,0.0
846620bffffffff,1756.0,0.0,0.0
8466211ffffffff,14.0,0.0,0.0
8466213ffffffff,11.0,0.0,0.0
8466215ffffffff,5.0,0.0,0.0
8466217ffffffff,191.0,0.0,0.0
8466219ffffffff,42.0,0.0,0.0
846621bffffffff,9.0,0.0,0.0
846621dffffffff,4.0,0.0,0.0
8466221ffffffff,998.0,0.0,0.0
8466223ffffffff,13.0,0.0,0.0
8466225ffffffff,205.0,0.0,0.0
8466227ffffffff,40.0,0.0,0.0
846622bffffffff,621.0,0.0,0.0
8466231ffffffff,11.0,0.0,0.0
8466233ffffffff,2.0,0.0,0.0
8466235ffffffff,2.0,0.0,0.0
8466239ffffffff,2.0,0.0,0.0
846623bffffffff,86.0,0.0,0.0
846623dffffffff,25.0,0.0,0.0
8466251ffffffff,5.0,0.0,0.0
8466257ffffffff,119.0,0.0,0.0
846625bffffffff,13.0,0.0,0.0
8466281ffffffff,2.0,0.0,0.0
8466283ffffffff,10.0,0.0,0.0
8466285ffffffff,10.0,0.0,0.0
8466289ffffffff,4.0,0.0,0.0
846628bffffffff,10.0,0.0,0.0
8466291ffffffff,106.0,0.0,0.0
8466293ffffffff,23.0,0.0,0.0
8466295ffffffff,12.0,0.0,0.0
8466299ffffffff,72.0,0.0,0.0
846629bffffffff,13.0,0.0,0.0
846629dffffffff,78.0,0.0,0.0
84662b1ffffffff,4.0,0.0,0.0
84662b5ffffffff,36.0,0.0,0.0
84662b7ffffffff,19.0,0.0,0.0
84662b9ffffffff,2.0,0.0,0.0
84662bbffffffff,2.0,0.0,0.0
84662bdffffffff,7.0,0.0,0.0
84662c1ffffffff,24.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0
84662c9ffffffff,144.0,0.0,0.0
84662cdffffffff,39.0,0.0,0.0
84662d3ffffffff,17.0,0.0,0.0
84662d7ffffffff,3.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0
84662dbffffffff,9.0,0.0,0.0
84662e1ffffffff,17.0,0.0,0.0
84662e5ffffffff,20.0,0.0,0.0
84662e9ffffffff,60.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0
84662edffffffff,7.0,0.0,0.0
8466311ffffffff,81.0,0.0,0.0
8466313ffffffff,325.0,0.0,0.0
8466317ffffffff,21.0,0.0,0.0
846631bffffffff,100.0,0.0,0.0
846642dffffffff,1.0,0.0,0.0
8466505ffffffff,8.0,0.0,0.0
8466509ffffffff,11.0,0.0,0.0
8466525ffffffff,1.0,0.0,0.0
8466529ffffffff,277.0,0.0,0.0
846652dffffffff,122.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0
8466541ffffffff,2.0,0.0,0.0
8466543ffffffff,4.0,0.0,0.0
8466545ffffffff,238.0,0.0,0.0
8466547ffffffff,2.0,0.0,0.0
8466549ffffffff,114.0,0.0,0.0
846654bffffffff,114.0,0.0,0.0
846654dffffffff,34.0,0.0,0.0
8466561ffffffff,29.0,0.0,0.0
8466563ffffffff,6.0,0.0,0.0
8466565ffffffff,65.0,0.0,0.0
8466567ffffffff,12.0,0.0,0.0
8466569ffffffff,26.0,0.0,0.0
846656bffffffff,20.0,0.0,0.0
846656dffffffff,93.0,0.0,0.0
8466601ffffffff,6.0,0.0,0.0
