cell_id,Vireo bellii,Vireo bellii bellii/medius,Vireo bellii arizonae,Vireo bellii pusillus
824457fffffffff,57.0,3.0,0.0,0.0
82445ffffffffff,2.0,0.0,0.0,0.0
824467fffffffff,7.0,0.0,0.0,0.0
82446ffffffffff,64.0,3.0,0.0,0.0
824477fffffffff,94.0,0.0,0.0,0.0
824487fffffffff,2.0,0.0,0.0,0.0
8244a7fffffffff,109.0,14.0,0.0,0.0
8244affffffffff,69.0,4.0,0.0,0.0
8244c7fffffffff,18.0,10.0,0.0,0.0
8244d7fffffffff,4.0,3.0,0.0,0.0
8244dffffffffff,10.0,0.0,0.0,0.0
8244e7fffffffff,57.0,5.0,0.0,0.0
8244effffffffff,1.0,0.0,0.0,0.0
8244f7fffffffff,12.0,0.0,0.0,0.0
824527fffffffff,5.0,0.0,0.0,0.0
82452ffffffffff,1.0,1.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0,0.0
824807fffffffff,3.0,0.0,0.0,0.0
82480ffffffffff,4.0,0.0,3.0,0.0
824817fffffffff,4.0,0.0,0.0,0.0
824827fffffffff,11.0,0.0,2.0,5.0
82482ffffffffff,15.0,0.0,2.0,7.0
824837fffffffff,5.0,0.0,0.0,0.0
824847fffffffff,7.0,0.0,0.0,3.0
82485ffffffffff,78.0,1.0,5.0,0.0
824877fffffffff,25.0,6.0,0.0,0.0
824887fffffffff,53.0,9.0,0.0,0.0
82488ffffffffff,40.0,1.0,0.0,0.0
824897fffffffff,82.0,3.0,0.0,0.0
82489ffffffffff,72.0,5.0,0.0,0.0
8248a7fffffffff,5.0,0.0,0.0,0.0
8248affffffffff,71.0,0.0,2.0,0.0
8248b7fffffffff,92.0,7.0,0.0,0.0
8248c7fffffffff,130.0,0.0,12.0,0.0
8248cffffffffff,6.0,0.0,0.0,0.0
8248d7fffffffff,18.0,1.0,0.0,0.0
8248dffffffffff,27.0,0.0,0.0,0.0
8248e7fffffffff,31.0,0.0,7.0,0.0
8248effffffffff,601.0,2.0,380.0,0.0
8248f7fffffffff,10.0,0.0,0.0,0.0
824987fffffffff,17.0,0.0,0.0,0.0
82498ffffffffff,3.0,0.0,0.0,0.0
824997fffffffff,54.0,10.0,0.0,0.0
82499ffffffffff,1.0,0.0,0.0,0.0
8249a7fffffffff,16.0,16.0,0.0,0.0
8249affffffffff,16.0,13.0,0.0,0.0
8249b7fffffffff,4.0,2.0,0.0,0.0
826d07fffffffff,8.0,3.0,0.0,0.0
826d17fffffffff,12.0,3.0,0.0,0.0
826d2ffffffffff,63.0,3.0,0.0,0.0
826d37fffffffff,40.0,1.0,0.0,0.0
826d67fffffffff,10.0,4.0,0.0,0.0
826d77fffffffff,8.0,0.0,0.0,0.0
