cell_id,Anthus spinoletta,Anthus spinoletta spinoletta,Anthus spinoletta coutellii,Anthus spinoletta blakistoni
841f53dffffffff,2.0,0.0,0.0,0.0
841f725ffffffff,10.0,0.0,0.0,0.0
841f72dffffffff,2.0,0.0,0.0,0.0
841f815ffffffff,1.0,0.0,0.0,0.0
841f827ffffffff,1.0,0.0,0.0,0.0
841f833ffffffff,3.0,0.0,0.0,0.0
841f835ffffffff,1.0,0.0,0.0,0.0
841f897ffffffff,1.0,0.0,0.0,0.0
841f8bdffffffff,4.0,4.0,0.0,0.0
841f8d1ffffffff,4.0,2.0,0.0,0.0
841f8ebffffffff,1.0,0.0,0.0,0.0
841f95bffffffff,2.0,0.0,0.0,0.0
841f9c1ffffffff,1.0,0.0,0.0,0.0
841f9d3ffffffff,1.0,0.0,0.0,0.0
841fa47ffffffff,2.0,0.0,0.0,0.0
841fa51ffffffff,2.0,0.0,0.0,0.0
841fac7ffffffff,8.0,0.0,0.0,0.0
841faebffffffff,2.0,0.0,0.0,0.0
841fb47ffffffff,1.0,0.0,0.0,0.0
8420187ffffffff,2.0,0.0,0.0,0.0
84201a3ffffffff,1.0,0.0,0.0,1.0
84201abffffffff,2.0,0.0,0.0,2.0
842049dffffffff,2.0,0.0,0.0,2.0
84209b7ffffffff,1.0,0.0,0.0,0.0
8420b11ffffffff,4.0,0.0,0.0,0.0
8420b13ffffffff,2.0,0.0,0.0,0.0
8420b1bffffffff,4.0,0.0,0.0,0.0
8420b39ffffffff,2.0,0.0,0.0,0.0
8420e65ffffffff,6.0,0.0,0.0,4.0
8420f51ffffffff,1.0,0.0,0.0,0.0
8420f59ffffffff,2.0,0.0,0.0,0.0
8421983ffffffff,1.0,0.0,0.0,0.0
84240adffffffff,2.0,0.0,0.0,0.0
84248e7ffffffff,4.0,0.0,0.0,4.0
8425123ffffffff,4.0,0.0,0.0,1.0
8425129ffffffff,1.0,0.0,0.0,1.0
8425131ffffffff,1.0,0.0,0.0,1.0
8425ac5ffffffff,2.0,0.0,0.0,2.0
8425ac9ffffffff,11.0,0.0,0.0,10.0
8425acbffffffff,1.0,0.0,0.0,1.0
8425ad5ffffffff,1.0,0.0,0.0,1.0
8425ae9ffffffff,2.0,0.0,0.0,2.0
842c03bffffffff,2.0,0.0,2.0,0.0
842c043ffffffff,15.0,0.0,0.0,0.0
842c057ffffffff,1.0,0.0,0.0,0.0
842c059ffffffff,3.0,0.0,0.0,0.0
842c083ffffffff,6.0,0.0,4.0,0.0
842c095ffffffff,2.0,0.0,2.0,0.0
842c09dffffffff,6.0,0.0,2.0,0.0
842c0b5ffffffff,2.0,0.0,0.0,0.0
842c191ffffffff,1.0,0.0,1.0,0.0
842c193ffffffff,11.0,0.0,7.0,0.0
842c263ffffffff,2.0,0.0,0.0,0.0
842c2edffffffff,2.0,0.0,0.0,0.0
842c56dffffffff,5.0,0.0,5.0,0.0
842c917ffffffff,1.0,0.0,0.0,0.0
842ce4bffffffff,2.0,0.0,0.0,0.0
842d303ffffffff,1.0,0.0,0.0,0.0
842d311ffffffff,2.0,0.0,0.0,0.0
842da17ffffffff,1.0,0.0,0.0,0.0
842db01ffffffff,6.0,1.0,5.0,0.0
842db03ffffffff,1.0,0.0,1.0,0.0
842db05ffffffff,2.0,0.0,0.0,0.0
842db1dffffffff,1.0,0.0,0.0,0.0
8430991ffffffff,5.0,0.0,0.0,0.0
8430995ffffffff,2.0,0.0,0.0,2.0
8430e1dffffffff,3.0,0.0,0.0,0.0
8431851ffffffff,5.0,0.0,0.0,0.0
8431859ffffffff,7.0,0.0,0.0,0.0
8431889ffffffff,2.0,0.0,0.0,0.0
84318c3ffffffff,2.0,0.0,0.0,0.0
8438625ffffffff,1.0,0.0,0.0,0.0
8439007ffffffff,2.0,0.0,0.0,0.0
843900bffffffff,2.0,0.0,0.0,0.0
843900dffffffff,4.0,0.0,0.0,0.0
8439019ffffffff,20.0,0.0,0.0,0.0
843901bffffffff,5.0,0.0,0.0,0.0
843901dffffffff,4.0,0.0,0.0,0.0
8439029ffffffff,10.0,0.0,0.0,0.0
843902bffffffff,2.0,0.0,0.0,0.0
8439039ffffffff,2.0,0.0,0.0,0.0
843903bffffffff,4.0,0.0,0.0,0.0
8439041ffffffff,6.0,0.0,0.0,0.0
8439047ffffffff,38.0,0.0,0.0,0.0
843904bffffffff,4.0,0.0,0.0,0.0
8439051ffffffff,2.0,0.0,0.0,0.0
843905bffffffff,3.0,0.0,0.0,0.0
8439067ffffffff,2.0,0.0,0.0,0.0
843906bffffffff,4.0,0.0,0.0,0.0
843906dffffffff,2.0,0.0,0.0,0.0
8439089ffffffff,2.0,0.0,0.0,0.0
843908bffffffff,2.0,0.0,0.0,0.0
843908dffffffff,2.0,0.0,0.0,0.0
8439097ffffffff,3.0,0.0,0.0,0.0
84390cbffffffff,8.0,0.0,0.0,0.0
8439101ffffffff,7.0,0.0,0.0,0.0
8439103ffffffff,17.0,0.0,0.0,0.0
8439111ffffffff,1.0,0.0,0.0,0.0
8439115ffffffff,3.0,0.0,0.0,0.0
8439117ffffffff,4.0,0.0,0.0,0.0
8439153ffffffff,4.0,0.0,0.0,0.0
8439155ffffffff,5.0,0.0,0.0,0.0
8439159ffffffff,1.0,0.0,0.0,0.0
843915bffffffff,1.0,0.0,0.0,0.0
843915dffffffff,3.0,0.0,0.0,0.0
8439189ffffffff,2.0,0.0,0.0,0.0
8439193ffffffff,4.0,0.0,0.0,0.0
84391c7ffffffff,1.0,0.0,0.0,0.0
84391e3ffffffff,2.0,0.0,0.0,0.0
8439207ffffffff,4.0,0.0,0.0,0.0
8439215ffffffff,2.0,0.0,0.0,0.0
8439217ffffffff,3.0,0.0,0.0,0.0
8439219ffffffff,3.0,0.0,0.0,0.0
843921bffffffff,7.0,0.0,0.0,0.0
8439223ffffffff,1.0,0.0,0.0,0.0
8439227ffffffff,28.0,0.0,0.0,0.0
8439239ffffffff,2.0,0.0,0.0,0.0
843923dffffffff,14.0,0.0,0.0,0.0
8439243ffffffff,4.0,0.0,0.0,0.0
8439253ffffffff,21.0,0.0,0.0,0.0
8439255ffffffff,1.0,0.0,0.0,0.0
8439259ffffffff,10.0,0.0,0.0,0.0
843925bffffffff,2.0,0.0,0.0,0.0
84392a9ffffffff,2.0,0.0,0.0,0.0
84392adffffffff,4.0,0.0,0.0,0.0
84392b1ffffffff,2.0,0.0,0.0,0.0
84392b5ffffffff,2.0,0.0,0.0,0.0
84392c1ffffffff,2.0,0.0,0.0,0.0
84392c9ffffffff,2.0,0.0,0.0,0.0
84392cbffffffff,13.0,3.0,0.0,0.0
84392cdffffffff,12.0,0.0,0.0,0.0
84392e1ffffffff,3.0,0.0,0.0,0.0
84392ebffffffff,2.0,0.0,0.0,0.0
8439311ffffffff,8.0,0.0,0.0,0.0
8439313ffffffff,2.0,0.0,0.0,0.0
8439317ffffffff,3.0,0.0,0.0,0.0
843931bffffffff,2.0,0.0,0.0,0.0
8439333ffffffff,6.0,0.0,0.0,0.0
8439337ffffffff,2.0,0.0,0.0,0.0
843933bffffffff,5.0,0.0,0.0,0.0
8439447ffffffff,5.0,3.0,0.0,0.0
8439459ffffffff,2.0,2.0,0.0,0.0
8439541ffffffff,1.0,0.0,0.0,0.0
8439565ffffffff,1.0,1.0,0.0,0.0
8439629ffffffff,2.0,0.0,0.0,0.0
843962dffffffff,2.0,0.0,0.0,0.0
843971dffffffff,1.0,0.0,0.0,0.0
8439721ffffffff,14.0,0.0,0.0,0.0
8439723ffffffff,2.0,0.0,0.0,0.0
8439729ffffffff,1.0,0.0,0.0,0.0
8439739ffffffff,4.0,0.0,0.0,0.0
8439759ffffffff,3.0,3.0,0.0,0.0
843c029ffffffff,40.0,0.0,0.0,3.0
843c02dffffffff,2.0,0.0,0.0,0.0
843c0a3ffffffff,2.0,0.0,0.0,0.0
843c197ffffffff,2.0,0.0,0.0,0.0
843c1b5ffffffff,7.0,0.0,0.0,0.0
843ce43ffffffff,2.0,0.0,0.0,0.0
843d043ffffffff,2.0,0.0,0.0,0.0
843d049ffffffff,6.0,0.0,0.0,0.0
843d04dffffffff,50.0,0.0,0.0,0.0
843d101ffffffff,2.0,0.0,0.0,0.0
843d107ffffffff,7.0,0.0,0.0,0.0
843d139ffffffff,1.0,0.0,0.0,0.0
843d1e9ffffffff,4.0,0.0,0.0,0.0
843d1edffffffff,2.0,0.0,0.0,0.0
843d307ffffffff,3.0,0.0,0.0,0.0
843d323ffffffff,14.0,0.0,0.0,0.0
843d335ffffffff,2.0,0.0,0.0,0.0
843d34bffffffff,67.0,0.0,0.0,0.0
843d35dffffffff,3.0,0.0,0.0,0.0
843d363ffffffff,4.0,0.0,0.0,0.0
843d36bffffffff,7.0,0.0,0.0,0.0
843d899ffffffff,2.0,0.0,0.0,0.0
843da0bffffffff,1.0,0.0,0.0,0.0
843da11ffffffff,17.0,0.0,0.0,0.0
843da19ffffffff,1.0,0.0,0.0,0.0
843da1bffffffff,17.0,0.0,0.0,0.0
843da1dffffffff,69.0,0.0,0.0,0.0
843da69ffffffff,25.0,0.0,0.0,0.0
843db13ffffffff,4.0,0.0,0.0,0.0
843db29ffffffff,1.0,0.0,0.0,0.0
843e689ffffffff,9.0,0.0,2.0,0.0
843f2d1ffffffff,2.0,0.0,0.0,0.0
843f2dbffffffff,3.0,0.0,0.0,0.0
84411cbffffffff,7.0,0.0,0.0,0.0
84419ddffffffff,2.0,0.0,0.0,0.0
8442493ffffffff,4.0,0.0,0.0,0.0
8442499ffffffff,7.0,0.0,0.0,0.0
8442515ffffffff,28.0,0.0,0.0,0.0
8442531ffffffff,3.0,0.0,0.0,0.0
8442585ffffffff,2.0,0.0,0.0,0.0
844258bffffffff,9.0,0.0,0.0,0.0
8442c13ffffffff,7.0,0.0,0.0,4.0
8442c4bffffffff,13.0,0.0,0.0,0.0
8442c5dffffffff,2.0,0.0,0.0,0.0
844396dffffffff,2.0,0.0,2.0,0.0
8443a33ffffffff,1.0,0.0,0.0,0.0
844b26dffffffff,10.0,0.0,0.0,0.0
