cell_id,Branta canadensis,Branta canadensis moffitti/maxima,Branta canadensis occidentalis/fulva,Branta canadensis [canadensis Group]
831e05fffffffff,2.0,0.0,0.0,0.0
831e06fffffffff,4.0,0.0,0.0,0.0
831e0bfffffffff,1.0,0.0,0.0,0.0
831e1bfffffffff,6.0,0.0,0.0,0.0
831e1cfffffffff,5.0,0.0,0.0,0.0
831e23fffffffff,3.0,0.0,0.0,0.0
831e24fffffffff,1.0,0.0,0.0,0.0
831e28fffffffff,2.0,0.0,0.0,0.0
831e34fffffffff,12.0,0.0,0.0,0.0
831e35fffffffff,17.0,0.0,0.0,0.0
831e84fffffffff,3.0,0.0,0.0,0.0
831ea0fffffffff,2.0,0.0,0.0,0.0
831ea4fffffffff,3.0,0.0,0.0,0.0
831ea5fffffffff,2.0,0.0,0.0,0.0
831f01fffffffff,1.0,0.0,0.0,0.0
831f05fffffffff,1.0,0.0,0.0,0.0
831f09fffffffff,5.0,0.0,0.0,0.0
831f12fffffffff,4.0,0.0,0.0,0.0
831f14fffffffff,2.0,0.0,0.0,0.0
831f18fffffffff,2.0,0.0,0.0,2.0
831f19fffffffff,1.0,0.0,0.0,0.0
831f21fffffffff,1.0,0.0,0.0,1.0
831f28fffffffff,4.0,0.0,0.0,4.0
831f2dfffffffff,1.0,0.0,0.0,1.0
831f2efffffffff,1.0,0.0,0.0,0.0
831f33fffffffff,3.0,0.0,0.0,0.0
831f51fffffffff,2.0,0.0,0.0,0.0
831f5dfffffffff,7.0,0.0,0.0,0.0
831f60fffffffff,1.0,0.0,0.0,0.0
831f72fffffffff,6.0,0.0,0.0,0.0
831f82fffffffff,2.0,0.0,0.0,0.0
831f89fffffffff,3.0,0.0,0.0,0.0
831f8dfffffffff,1.0,0.0,0.0,1.0
831f91fffffffff,1.0,0.0,0.0,1.0
831f99fffffffff,1.0,0.0,0.0,0.0
831fb0fffffffff,3.0,0.0,0.0,0.0
831fb2fffffffff,8.0,0.0,0.0,0.0
831fb6fffffffff,8.0,0.0,0.0,0.0
8322dbfffffffff,1.0,0.0,0.0,0.0
832600fffffffff,6.0,0.0,0.0,0.0
832601fffffffff,35.0,17.0,0.0,18.0
832603fffffffff,3.0,2.0,0.0,1.0
832604fffffffff,2.0,0.0,0.0,0.0
832605fffffffff,2.0,0.0,0.0,0.0
832608fffffffff,8.0,8.0,0.0,0.0
832609fffffffff,1.0,0.0,0.0,0.0
83260afffffffff,5.0,3.0,0.0,2.0
83260bfffffffff,13.0,1.0,0.0,0.0
83260efffffffff,28.0,15.0,0.0,7.0
832611fffffffff,12.0,4.0,0.0,0.0
832616fffffffff,2.0,0.0,0.0,0.0
832618fffffffff,2.0,0.0,0.0,0.0
832619fffffffff,1.0,0.0,0.0,1.0
83261afffffffff,2.0,0.0,0.0,2.0
83261bfffffffff,4.0,0.0,0.0,0.0
832622fffffffff,4.0,2.0,0.0,0.0
832624fffffffff,6.0,0.0,0.0,0.0
832629fffffffff,10.0,0.0,0.0,0.0
83262afffffffff,2.0,0.0,0.0,0.0
83262bfffffffff,2.0,0.0,0.0,0.0
83262cfffffffff,12.0,0.0,0.0,0.0
83262efffffffff,4.0,0.0,0.0,0.0
832630fffffffff,2.0,2.0,0.0,0.0
832633fffffffff,12.0,0.0,0.0,0.0
832635fffffffff,6.0,6.0,0.0,0.0
832636fffffffff,4.0,0.0,0.0,0.0
832640fffffffff,14.0,0.0,0.0,0.0
832641fffffffff,4.0,0.0,0.0,0.0
832642fffffffff,1.0,0.0,0.0,0.0
832644fffffffff,3.0,0.0,0.0,0.0
832645fffffffff,1.0,0.0,0.0,0.0
832646fffffffff,53.0,0.0,0.0,4.0
832648fffffffff,174.0,5.0,0.0,0.0
832649fffffffff,13.0,0.0,0.0,0.0
83264afffffffff,7.0,0.0,0.0,0.0
83264bfffffffff,22.0,0.0,0.0,0.0
83264cfffffffff,57.0,5.0,0.0,5.0
83264dfffffffff,52.0,43.0,0.0,0.0
83264efffffffff,16.0,0.0,0.0,0.0
832650fffffffff,1.0,0.0,0.0,0.0
832652fffffffff,2.0,0.0,0.0,0.0
832653fffffffff,5.0,0.0,0.0,0.0
832654fffffffff,3.0,0.0,0.0,2.0
832655fffffffff,5.0,0.0,0.0,0.0
832656fffffffff,60.0,3.0,0.0,4.0
832658fffffffff,13.0,0.0,0.0,0.0
832659fffffffff,1.0,0.0,0.0,0.0
83265bfffffffff,17.0,0.0,0.0,0.0
83265dfffffffff,7.0,0.0,0.0,0.0
832661fffffffff,7.0,6.0,0.0,1.0
832663fffffffff,2.0,0.0,0.0,0.0
832664fffffffff,36.0,8.0,0.0,0.0
832668fffffffff,8.0,0.0,0.0,2.0
832669fffffffff,8.0,0.0,0.0,0.0
83266afffffffff,4.0,2.0,0.0,0.0
83266bfffffffff,1.0,0.0,0.0,0.0
83266dfffffffff,27.0,0.0,0.0,1.0
83266efffffffff,7.0,0.0,0.0,4.0
832671fffffffff,1.0,1.0,0.0,0.0
832672fffffffff,4.0,0.0,0.0,4.0
832680fffffffff,77.0,16.0,0.0,0.0
832681fffffffff,194.0,12.0,0.0,7.0
832682fffffffff,5.0,2.0,0.0,0.0
832683fffffffff,19.0,0.0,0.0,0.0
832685fffffffff,10.0,2.0,0.0,0.0
832688fffffffff,99.0,18.0,0.0,13.0
832689fffffffff,9.0,0.0,0.0,0.0
83268afffffffff,26.0,2.0,0.0,4.0
83268bfffffffff,18.0,0.0,0.0,0.0
83268cfffffffff,177.0,7.0,0.0,7.0
83268dfffffffff,41.0,2.0,0.0,4.0
83268efffffffff,39.0,10.0,0.0,3.0
832690fffffffff,22.0,0.0,0.0,0.0
832691fffffffff,13.0,13.0,0.0,0.0
832694fffffffff,6.0,2.0,0.0,1.0
832695fffffffff,6.0,0.0,0.0,0.0
832696fffffffff,70.0,9.0,0.0,4.0
832698fffffffff,50.0,0.0,0.0,0.0
832699fffffffff,29.0,0.0,0.0,0.0
83269afffffffff,8.0,0.0,0.0,0.0
83269bfffffffff,2.0,0.0,0.0,0.0
83269cfffffffff,105.0,1.0,0.0,2.0
83269dfffffffff,53.0,0.0,0.0,0.0
83269efffffffff,7.0,0.0,0.0,0.0
8326a0fffffffff,5.0,2.0,0.0,0.0
8326a1fffffffff,3.0,0.0,0.0,0.0
8326a2fffffffff,10.0,0.0,0.0,0.0
8326a4fffffffff,2.0,2.0,0.0,0.0
8326a6fffffffff,2.0,0.0,0.0,0.0
8326a8fffffffff,72.0,9.0,0.0,11.0
8326a9fffffffff,17.0,0.0,0.0,0.0
8326aafffffffff,235.0,16.0,0.0,60.0
8326abfffffffff,3.0,0.0,0.0,1.0
8326acfffffffff,6.0,0.0,0.0,6.0
8326adfffffffff,1.0,0.0,0.0,0.0
8326aefffffffff,12.0,0.0,0.0,2.0
8326b0fffffffff,2.0,2.0,0.0,0.0
8326b2fffffffff,4.0,4.0,0.0,0.0
8326b3fffffffff,10.0,0.0,0.0,0.0
8326b5fffffffff,7.0,2.0,0.0,0.0
8326b6fffffffff,8.0,1.0,0.0,0.0
8326c2fffffffff,5.0,0.0,0.0,0.0
8326c4fffffffff,4.0,2.0,0.0,0.0
8326c5fffffffff,6.0,1.0,0.0,3.0
8326c8fffffffff,11.0,0.0,0.0,0.0
8326c9fffffffff,5.0,0.0,0.0,0.0
8326cafffffffff,6.0,0.0,0.0,0.0
8326cbfffffffff,8.0,0.0,0.0,0.0
8326cefffffffff,8.0,0.0,0.0,0.0
8326d0fffffffff,5.0,0.0,0.0,1.0
8326d1fffffffff,17.0,0.0,0.0,7.0
8326d2fffffffff,5.0,0.0,0.0,0.0
8326d3fffffffff,4.0,0.0,0.0,2.0
8326d4fffffffff,10.0,0.0,0.0,0.0
8326d6fffffffff,5.0,0.0,0.0,0.0
8326d8fffffffff,3.0,0.0,0.0,0.0
8326d9fffffffff,1.0,0.0,0.0,0.0
8326dafffffffff,4.0,0.0,0.0,1.0
8326dbfffffffff,4.0,0.0,0.0,0.0
8326dcfffffffff,3.0,0.0,0.0,0.0
8326ddfffffffff,10.0,0.0,0.0,0.0
8326defffffffff,30.0,5.0,0.0,21.0
8326e0fffffffff,2.0,0.0,0.0,0.0
8326e2fffffffff,47.0,0.0,0.0,0.0
8326e3fffffffff,4.0,0.0,0.0,0.0
8326e4fffffffff,12.0,0.0,0.0,0.0
8326e5fffffffff,44.0,0.0,0.0,2.0
8326e6fffffffff,12.0,0.0,0.0,0.0
8326e9fffffffff,1.0,0.0,0.0,0.0
8326ecfffffffff,2.0,0.0,0.0,0.0
8326edfffffffff,6.0,0.0,0.0,0.0
8326f0fffffffff,4.0,0.0,0.0,0.0
8326f1fffffffff,7.0,0.0,0.0,0.0
8326f2fffffffff,18.0,0.0,0.0,0.0
8326f3fffffffff,4.0,0.0,0.0,0.0
8326f6fffffffff,5.0,0.0,0.0,2.0
832701fffffffff,2.0,0.0,0.0,0.0
832702fffffffff,12.0,0.0,0.0,0.0
832703fffffffff,16.0,0.0,0.0,0.0
832708fffffffff,2.0,0.0,0.0,0.0
83270efffffffff,14.0,0.0,0.0,0.0
832711fffffffff,4.0,0.0,0.0,0.0
832719fffffffff,2.0,0.0,0.0,0.0
83271afffffffff,4.0,4.0,0.0,0.0
83271cfffffffff,1.0,0.0,0.0,0.0
83271dfffffffff,3.0,0.0,0.0,0.0
832740fffffffff,13.0,0.0,0.0,0.0
832741fffffffff,178.0,0.0,0.0,0.0
832743fffffffff,6.0,0.0,0.0,1.0
832744fffffffff,23.0,0.0,0.0,0.0
832745fffffffff,15.0,0.0,0.0,0.0
832746fffffffff,23.0,0.0,0.0,0.0
832748fffffffff,844.0,0.0,0.0,0.0
832749fffffffff,487.0,0.0,0.0,0.0
83274afffffffff,90.0,1.0,0.0,0.0
83274bfffffffff,72.0,2.0,0.0,3.0
83274cfffffffff,141.0,0.0,0.0,0.0
83274dfffffffff,487.0,0.0,0.0,0.0
83274efffffffff,200.0,0.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0,0.0
832752fffffffff,15.0,0.0,0.0,0.0
832753fffffffff,7.0,0.0,0.0,0.0
832754fffffffff,8.0,2.0,0.0,3.0
832756fffffffff,23.0,0.0,0.0,0.0
832758fffffffff,7.0,2.0,0.0,0.0
832759fffffffff,47.0,10.0,0.0,7.0
83275afffffffff,12.0,0.0,0.0,0.0
83275cfffffffff,12.0,0.0,0.0,0.0
83275dfffffffff,14.0,0.0,0.0,0.0
832761fffffffff,1.0,0.0,0.0,0.0
832763fffffffff,84.0,0.0,0.0,0.0
832768fffffffff,24.0,0.0,0.0,0.0
832769fffffffff,50.0,2.0,0.0,4.0
83276afffffffff,28.0,0.0,0.0,0.0
83276bfffffffff,202.0,0.0,0.0,0.0
83276cfffffffff,5.0,0.0,0.0,0.0
83276dfffffffff,21.0,4.0,0.0,2.0
83276efffffffff,37.0,4.0,0.0,0.0
832770fffffffff,16.0,2.0,0.0,0.0
832771fffffffff,10.0,0.0,0.0,0.0
832773fffffffff,25.0,0.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0,0.0
832785fffffffff,2.0,0.0,0.0,0.0
832786fffffffff,2.0,0.0,0.0,0.0
832788fffffffff,2.0,2.0,0.0,0.0
83278afffffffff,2.0,0.0,0.0,0.0
83278cfffffffff,8.0,8.0,0.0,0.0
83278dfffffffff,7.0,7.0,0.0,0.0
83278efffffffff,2.0,2.0,0.0,0.0
832790fffffffff,12.0,0.0,0.0,3.0
832792fffffffff,3.0,0.0,0.0,0.0
832793fffffffff,8.0,0.0,0.0,0.0
832794fffffffff,8.0,0.0,0.0,0.0
832796fffffffff,2.0,0.0,0.0,0.0
832798fffffffff,14.0,0.0,0.0,0.0
832799fffffffff,3.0,0.0,0.0,0.0
83279bfffffffff,2.0,0.0,0.0,0.0
83279dfffffffff,2.0,0.0,0.0,0.0
83279efffffffff,7.0,5.0,0.0,0.0
8327a0fffffffff,7.0,0.0,0.0,0.0
8327a2fffffffff,2.0,0.0,0.0,0.0
8327a3fffffffff,1.0,0.0,0.0,0.0
8327a5fffffffff,2.0,0.0,0.0,0.0
8327a6fffffffff,41.0,0.0,0.0,0.0
8327a8fffffffff,1.0,0.0,0.0,0.0
8327a9fffffffff,7.0,0.0,0.0,0.0
8327b0fffffffff,1.0,0.0,0.0,0.0
8327b2fffffffff,3.0,0.0,0.0,0.0
8327b3fffffffff,2.0,0.0,0.0,0.0
8327b5fffffffff,1.0,0.0,0.0,0.0
8327b6fffffffff,2.0,0.0,0.0,0.0
832800fffffffff,2.0,2.0,0.0,0.0
832802fffffffff,737.0,730.0,3.0,0.0
832803fffffffff,6.0,6.0,0.0,0.0
832806fffffffff,10.0,8.0,0.0,0.0
832810fffffffff,4.0,2.0,0.0,0.0
832811fffffffff,11.0,0.0,0.0,0.0
832812fffffffff,11.0,4.0,0.0,3.0
832813fffffffff,23.0,1.0,0.0,0.0
832814fffffffff,14.0,9.0,0.0,5.0
832815fffffffff,10.0,2.0,0.0,0.0
832818fffffffff,7.0,5.0,0.0,0.0
832819fffffffff,18.0,2.0,0.0,0.0
83281afffffffff,4.0,0.0,0.0,0.0
83281bfffffffff,31.0,2.0,23.0,0.0
83281cfffffffff,60.0,49.0,0.0,0.0
83281dfffffffff,10.0,8.0,0.0,0.0
83281efffffffff,17.0,4.0,0.0,0.0
832830fffffffff,454.0,31.0,0.0,7.0
832831fffffffff,8.0,3.0,1.0,0.0
832832fffffffff,74.0,47.0,0.0,0.0
832833fffffffff,12.0,3.0,0.0,0.0
832834fffffffff,964.0,891.0,1.0,20.0
832835fffffffff,440.0,129.0,0.0,0.0
832836fffffffff,3570.0,223.0,0.0,5.0
832880fffffffff,6.0,2.0,0.0,0.0
832881fffffffff,12.0,10.0,0.0,2.0
832884fffffffff,26.0,4.0,0.0,3.0
832885fffffffff,13.0,7.0,0.0,0.0
832888fffffffff,18.0,8.0,0.0,7.0
832889fffffffff,10.0,5.0,0.0,3.0
83288afffffffff,12.0,3.0,0.0,5.0
83288bfffffffff,10.0,3.0,0.0,7.0
83288dfffffffff,10.0,0.0,0.0,2.0
83288efffffffff,6.0,3.0,0.0,2.0
832890fffffffff,13.0,4.0,0.0,0.0
832891fffffffff,1.0,1.0,0.0,0.0
832892fffffffff,5.0,5.0,0.0,0.0
832893fffffffff,20.0,3.0,0.0,5.0
832894fffffffff,20.0,0.0,0.0,1.0
832896fffffffff,55.0,0.0,0.0,0.0
832898fffffffff,9.0,0.0,0.0,0.0
83289afffffffff,3.0,0.0,0.0,0.0
83289bfffffffff,3.0,0.0,0.0,1.0
83289cfffffffff,1.0,0.0,0.0,0.0
83289dfffffffff,16.0,6.0,0.0,0.0
83289efffffffff,1.0,0.0,0.0,0.0
8328a1fffffffff,1.0,0.0,0.0,0.0
8328a2fffffffff,12.0,0.0,0.0,0.0
8328a6fffffffff,2.0,0.0,0.0,0.0
8328a8fffffffff,5.0,3.0,0.0,0.0
8328a9fffffffff,3.0,2.0,0.0,0.0
8328aafffffffff,2.0,2.0,0.0,0.0
8328abfffffffff,2.0,2.0,0.0,0.0
8328adfffffffff,8.0,6.0,0.0,0.0
8328aefffffffff,48.0,22.0,0.0,0.0
8328b0fffffffff,10.0,3.0,0.0,0.0
8328b1fffffffff,11.0,2.0,0.0,0.0
8328b2fffffffff,7.0,2.0,0.0,0.0
8328b3fffffffff,2.0,0.0,0.0,0.0
8328b6fffffffff,80.0,6.0,0.0,0.0
8328c0fffffffff,16.0,0.0,0.0,0.0
8328c2fffffffff,11.0,0.0,11.0,0.0
8328c3fffffffff,2.0,0.0,0.0,0.0
8328c6fffffffff,8.0,0.0,0.0,0.0
8328d1fffffffff,50.0,10.0,38.0,0.0
8328d2fffffffff,5.0,0.0,1.0,0.0
8328d3fffffffff,4.0,0.0,0.0,0.0
8328d4fffffffff,4.0,0.0,0.0,3.0
8328d5fffffffff,92.0,9.0,69.0,1.0
8328d6fffffffff,22.0,6.0,0.0,7.0
8328d8fffffffff,2.0,0.0,2.0,0.0
8328dcfffffffff,59.0,0.0,59.0,0.0
8328ddfffffffff,3.0,0.0,3.0,0.0
8328defffffffff,9.0,6.0,0.0,2.0
8328f0fffffffff,84.0,4.0,16.0,4.0
8328f1fffffffff,35.0,6.0,3.0,1.0
8328f2fffffffff,17.0,2.0,0.0,7.0
8328f3fffffffff,6.0,0.0,6.0,0.0
8328f4fffffffff,4.0,0.0,1.0,0.0
8328f5fffffffff,62.0,1.0,50.0,0.0
8328f6fffffffff,21.0,3.0,0.0,4.0
832912fffffffff,18.0,4.0,0.0,5.0
83291afffffffff,10.0,0.0,0.0,8.0
832982fffffffff,3.0,0.0,0.0,3.0
832984fffffffff,13.0,0.0,0.0,0.0
832986fffffffff,19.0,4.0,0.0,1.0
832989fffffffff,12.0,11.0,0.0,1.0
83298bfffffffff,6.0,4.0,0.0,2.0
83298cfffffffff,36.0,2.0,0.0,2.0
83298dfffffffff,28.0,7.0,0.0,0.0
83298efffffffff,3.0,0.0,0.0,0.0
832990fffffffff,23.0,4.0,0.0,0.0
832992fffffffff,6.0,5.0,0.0,0.0
832995fffffffff,20.0,2.0,0.0,5.0
832996fffffffff,8.0,1.0,0.0,2.0
832999fffffffff,4.0,0.0,0.0,0.0
83299afffffffff,2.0,0.0,0.0,0.0
83299bfffffffff,2.0,0.0,0.0,0.0
8329a0fffffffff,270.0,12.0,0.0,0.0
8329a1fffffffff,82.0,27.0,0.0,2.0
8329a2fffffffff,27.0,0.0,0.0,0.0
8329a3fffffffff,2.0,0.0,0.0,0.0
8329a4fffffffff,170.0,23.0,0.0,0.0
8329a5fffffffff,32.0,16.0,0.0,0.0
8329a6fffffffff,119.0,10.0,0.0,0.0
8329a8fffffffff,25.0,6.0,0.0,0.0
8329a9fffffffff,7.0,0.0,0.0,4.0
8329aafffffffff,32.0,0.0,0.0,0.0
8329abfffffffff,12.0,0.0,0.0,3.0
8329acfffffffff,17.0,2.0,0.0,0.0
8329adfffffffff,43.0,7.0,0.0,0.0
8329aefffffffff,2.0,1.0,0.0,0.0
8329b0fffffffff,40.0,6.0,0.0,13.0
8329b1fffffffff,36.0,2.0,0.0,3.0
8329b2fffffffff,20.0,9.0,0.0,6.0
8329b5fffffffff,88.0,9.0,0.0,3.0
8329b6fffffffff,83.0,50.0,0.0,16.0
832a06fffffffff,19.0,0.0,0.0,0.0
832a10fffffffff,262.0,0.0,0.0,0.0
832a12fffffffff,5882.0,0.0,0.0,5.0
832a13fffffffff,4711.0,4.0,0.0,3.0
832a14fffffffff,207.0,0.0,0.0,1.0
832a15fffffffff,8.0,0.0,0.0,0.0
832a16fffffffff,181.0,0.0,0.0,0.0
832a1afffffffff,3.0,0.0,0.0,2.0
832a30fffffffff,138.0,0.0,0.0,0.0
832a31fffffffff,43.0,0.0,0.0,0.0
832a32fffffffff,226.0,1.0,1.0,0.0
832a33fffffffff,101.0,0.0,0.0,1.0
832a34fffffffff,20.0,0.0,0.0,1.0
832a36fffffffff,22.0,0.0,0.0,0.0
832a80fffffffff,2.0,0.0,0.0,0.0
832a82fffffffff,5.0,0.0,0.0,0.0
832a83fffffffff,1.0,0.0,0.0,0.0
832a84fffffffff,4.0,0.0,0.0,0.0
832a85fffffffff,16.0,0.0,0.0,0.0
832a86fffffffff,10.0,0.0,0.0,0.0
832a88fffffffff,16.0,0.0,0.0,0.0
832a89fffffffff,7.0,0.0,0.0,0.0
832a8afffffffff,2.0,0.0,0.0,0.0
832a8bfffffffff,8.0,0.0,0.0,0.0
832a8cfffffffff,1.0,0.0,0.0,0.0
832a8dfffffffff,9.0,0.0,0.0,0.0
832a8efffffffff,2.0,0.0,0.0,0.0
832a90fffffffff,2.0,0.0,0.0,0.0
832a91fffffffff,19.0,0.0,0.0,0.0
832a92fffffffff,6.0,4.0,0.0,0.0
832a93fffffffff,43.0,0.0,0.0,0.0
832a94fffffffff,6.0,0.0,0.0,1.0
832a95fffffffff,10.0,0.0,0.0,0.0
832a96fffffffff,1.0,0.0,0.0,0.0
832a99fffffffff,25.0,0.0,0.0,0.0
832a9efffffffff,9.0,0.0,0.0,0.0
832aa0fffffffff,18.0,0.0,0.0,0.0
832aa1fffffffff,57.0,0.0,0.0,5.0
832aa2fffffffff,10.0,0.0,0.0,0.0
832aa3fffffffff,29.0,0.0,0.0,0.0
832aa4fffffffff,97.0,0.0,0.0,2.0
832aa5fffffffff,5.0,0.0,0.0,0.0
832aa6fffffffff,27.0,0.0,0.0,8.0
832aa8fffffffff,379.0,0.0,0.0,209.0
832aa9fffffffff,97.0,0.0,0.0,17.0
832aaafffffffff,26.0,0.0,0.0,0.0
832aabfffffffff,6.0,0.0,0.0,4.0
832aacfffffffff,5530.0,0.0,0.0,18.0
832aadfffffffff,143.0,5.0,0.0,13.0
832aaefffffffff,37.0,0.0,0.0,22.0
832ab0fffffffff,4.0,0.0,0.0,0.0
832ab1fffffffff,12.0,0.0,0.0,0.0
