cell_id,Hylopezus macularius,Hylopezus macularius macularius,Hylopezus macularius dilutus
825f17fffffffff,11.0,2.0,0.0
825f2ffffffffff,4.0,4.0,0.0
826647fffffffff,22.0,0.0,0.0
8266cffffffffff,50.0,0.0,0.0
8266effffffffff,116.0,0.0,0.0
828a47fffffffff,1.0,0.0,0.0
828af7fffffffff,1.0,0.0,0.0
