cell_id,Muscisaxicola maclovianus,Muscisaxicola maclovianus mentalis,Muscisaxicola maclovianus maclovianus
848e621ffffffff,1.0,0.0,0.0
848e623ffffffff,18.0,0.0,0.0
848e62dffffffff,10.0,0.0,0.0
848e631ffffffff,2.0,0.0,0.0
848e635ffffffff,1.0,0.0,0.0
848e637ffffffff,3.0,0.0,0.0
848e665ffffffff,9.0,0.0,0.0
848e6a1ffffffff,2.0,0.0,0.0
848e6a3ffffffff,2.0,0.0,0.0
848e6a5ffffffff,7.0,0.0,0.0
848e6a7ffffffff,2.0,0.0,0.0
848e6adffffffff,1.0,0.0,0.0
848e6b5ffffffff,19.0,0.0,0.0
848e759ffffffff,9.0,0.0,0.0
848f5b9ffffffff,2.0,0.0,0.0
84b2007ffffffff,131.0,0.0,0.0
84b2009ffffffff,3.0,0.0,0.0
84b2015ffffffff,41.0,0.0,0.0
84b2031ffffffff,27.0,0.0,0.0
84b2037ffffffff,32.0,0.0,0.0
84b2039ffffffff,9.0,0.0,0.0
84b2043ffffffff,4.0,0.0,0.0
84b2049ffffffff,2.0,0.0,0.0
84b20a5ffffffff,19.0,0.0,0.0
84b218bffffffff,14.0,0.0,0.0
84b2191ffffffff,107.0,0.0,0.0
84b2193ffffffff,6.0,0.0,0.0
84b2195ffffffff,12.0,0.0,0.0
84b2197ffffffff,32.0,0.0,0.0
84b2199ffffffff,9.0,0.0,0.0
84b219bffffffff,2.0,0.0,0.0
84b219dffffffff,18.0,0.0,0.0
84b21b3ffffffff,1.0,0.0,0.0
84b21bbffffffff,22.0,0.0,0.0
84b21d7ffffffff,13.0,0.0,0.0
84b21ddffffffff,30.0,0.0,0.0
84b2223ffffffff,10.0,0.0,0.0
84b2235ffffffff,2.0,0.0,0.0
84b2247ffffffff,8.0,0.0,0.0
84b2259ffffffff,1.0,0.0,0.0
84b2261ffffffff,201.0,0.0,0.0
84b2263ffffffff,19.0,0.0,0.0
84b2269ffffffff,45.0,0.0,0.0
84b226bffffffff,38.0,0.0,0.0
84b2505ffffffff,2.0,0.0,0.0
84b2589ffffffff,12.0,0.0,0.0
84b25cbffffffff,6.0,0.0,0.0
84b25e7ffffffff,1.0,0.0,0.0
84b2c01ffffffff,1.0,0.0,0.0
84b2c03ffffffff,3.0,0.0,0.0
84b2c05ffffffff,24.0,0.0,0.0
84b2c07ffffffff,1.0,0.0,0.0
84b2c09ffffffff,13.0,0.0,0.0
84b2c0bffffffff,14.0,1.0,0.0
84b2c0dffffffff,194.0,0.0,0.0
84b2c11ffffffff,27.0,0.0,0.0
84b2c15ffffffff,68.0,0.0,0.0
84b2c17ffffffff,5.0,0.0,0.0
84b2c19ffffffff,4.0,0.0,0.0
84b2c1dffffffff,6.0,0.0,0.0
84b2c2bffffffff,16.0,0.0,0.0
84b2c35ffffffff,29.0,0.0,0.0
84b2c37ffffffff,3.0,0.0,0.0
84b2c39ffffffff,28.0,0.0,0.0
84b2c3bffffffff,5.0,0.0,0.0
84b2c3dffffffff,41.0,0.0,0.0
84b2c41ffffffff,253.0,0.0,0.0
84b2c43ffffffff,27.0,0.0,0.0
84b2c45ffffffff,18.0,0.0,0.0
84b2c47ffffffff,116.0,0.0,0.0
84b2c49ffffffff,7.0,0.0,0.0
84b2c4bffffffff,7.0,0.0,0.0
84b2c4dffffffff,109.0,0.0,0.0
84b2c51ffffffff,188.0,6.0,0.0
84b2c53ffffffff,72.0,6.0,0.0
84b2c55ffffffff,188.0,31.0,0.0
84b2c57ffffffff,18.0,2.0,0.0
84b2c59ffffffff,5.0,0.0,0.0
84b2c5dffffffff,702.0,48.0,0.0
84b2ca3ffffffff,2.0,0.0,0.0
84b2ca9ffffffff,17.0,0.0,0.0
84b2cadffffffff,2.0,0.0,0.0
84b2cddffffffff,5.0,0.0,0.0
84b2ce1ffffffff,1.0,0.0,0.0
84b2ce3ffffffff,1.0,0.0,0.0
84b2ce7ffffffff,8.0,0.0,0.0
84b2ce9ffffffff,5.0,0.0,0.0
84b2cedffffffff,2.0,0.0,0.0
84b2d81ffffffff,9.0,0.0,0.0
84b2d87ffffffff,45.0,0.0,0.0
84b2d89ffffffff,4.0,0.0,0.0
84b2d93ffffffff,4.0,0.0,0.0
84b2d97ffffffff,1.0,0.0,0.0
84b2d99ffffffff,2.0,0.0,0.0
84b2da3ffffffff,17.0,0.0,0.0
84b2dabffffffff,27.0,0.0,0.0
84b2db3ffffffff,4.0,0.0,0.0
84b2dbdffffffff,2.0,0.0,0.0
84b2dc3ffffffff,26.0,0.0,0.0
84b2dcbffffffff,31.0,0.0,0.0
84b2dd5ffffffff,10.0,0.0,0.0
84b2dd9ffffffff,7.0,0.0,0.0
84b2ddbffffffff,61.0,0.0,0.0
84b2e0dffffffff,2.0,0.0,0.0
84b2e15ffffffff,2.0,0.0,0.0
84b2e21ffffffff,35.0,0.0,0.0
84b2e27ffffffff,130.0,0.0,0.0
84b2e29ffffffff,1.0,0.0,0.0
84b2e2bffffffff,3.0,0.0,0.0
84b2e2dffffffff,185.0,0.0,0.0
84b2e35ffffffff,4.0,0.0,0.0
84b2e37ffffffff,1.0,0.0,0.0
84b2e3dffffffff,12.0,0.0,0.0
84b2e41ffffffff,2.0,0.0,0.0
84b2e4dffffffff,3.0,0.0,0.0
84b2e63ffffffff,2.0,0.0,0.0
84b2e65ffffffff,19.0,0.0,0.0
84b2e67ffffffff,1.0,0.0,0.0
84b2e69ffffffff,15.0,0.0,0.0
84b2e6dffffffff,43.0,0.0,0.0
84b2e85ffffffff,7.0,0.0,0.0
84b2eb7ffffffff,2.0,0.0,0.0
84b2ed9ffffffff,3.0,0.0,0.0
84b2ee1ffffffff,14.0,0.0,0.0
84b2eebffffffff,4.0,0.0,0.0
84b3001ffffffff,66.0,0.0,0.0
84b3003ffffffff,4.0,0.0,0.0
84b3009ffffffff,66.0,0.0,0.0
84b300bffffffff,71.0,0.0,0.0
84b300dffffffff,16.0,0.0,0.0
84b3011ffffffff,5.0,0.0,0.0
84b3015ffffffff,5.0,0.0,0.0
84b3031ffffffff,14.0,0.0,0.0
84b3033ffffffff,4.0,0.0,0.0
84b3043ffffffff,156.0,0.0,0.0
84b3047ffffffff,121.0,0.0,0.0
84b3055ffffffff,2.0,0.0,0.0
84b305dffffffff,23.0,0.0,0.0
84b30a1ffffffff,2.0,0.0,0.0
84b30a7ffffffff,16.0,0.0,0.0
84b30adffffffff,2.0,0.0,0.0
84b30b3ffffffff,8.0,0.0,0.0
84b30b9ffffffff,1.0,0.0,0.0
84b30c5ffffffff,2.0,0.0,0.0
84b30edffffffff,13.0,0.0,0.0
84b3193ffffffff,18.0,0.0,0.0
84b3199ffffffff,5.0,0.0,0.0
84b31d3ffffffff,4.0,0.0,0.0
84b31d9ffffffff,14.0,0.0,0.0
84b31dbffffffff,12.0,0.0,0.0
84b3301ffffffff,6.0,0.0,0.0
84b3303ffffffff,9.0,0.0,0.0
84b3305ffffffff,5.0,0.0,0.0
84b3313ffffffff,45.0,0.0,0.0
84b3317ffffffff,1.0,0.0,0.0
84b3319ffffffff,5.0,0.0,0.0
84b3347ffffffff,2.0,0.0,0.0
84b3355ffffffff,7.0,0.0,0.0
84b3363ffffffff,8.0,0.0,0.0
84b3367ffffffff,2.0,0.0,0.0
84c2053ffffffff,7.0,0.0,0.0
84c218bffffffff,2.0,0.0,0.0
84c2213ffffffff,21.0,0.0,0.0
84c2217ffffffff,3.0,0.0,0.0
84c22a1ffffffff,2.0,0.0,0.0
84c22e1ffffffff,3.0,0.0,0.0
84c22edffffffff,4.0,0.0,0.0
84c2c53ffffffff,1.0,0.0,0.0
84c2c5bffffffff,1.0,0.0,0.0
84c2e31ffffffff,292.0,0.0,0.0
84c2e33ffffffff,1.0,0.0,0.0
84c2f1dffffffff,69.0,0.0,0.0
84c2f2bffffffff,4.0,0.0,0.0
84c2f39ffffffff,2.0,0.0,0.0
84c3053ffffffff,2.0,0.0,0.0
84c3093ffffffff,2.0,0.0,0.0
84c3203ffffffff,2.0,0.0,0.0
84c3207ffffffff,6.0,0.0,0.0
84c3209ffffffff,1.0,0.0,0.0
84c320dffffffff,6.0,0.0,0.0
84c3215ffffffff,6.0,0.0,0.0
84c3239ffffffff,2.0,0.0,0.0
84c3241ffffffff,10.0,0.0,0.0
84c3243ffffffff,1.0,0.0,0.0
84c3247ffffffff,4.0,0.0,0.0
84c3297ffffffff,65.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0
84c32a9ffffffff,2.0,0.0,0.0
84c32adffffffff,5.0,0.0,0.0
84c32b3ffffffff,4.0,0.0,0.0
84c32b7ffffffff,2.0,0.0,0.0
84c32bbffffffff,2.0,0.0,0.0
84c32dbffffffff,6.0,0.0,0.0
84c32e1ffffffff,19.0,0.0,0.0
84c32e3ffffffff,1.0,0.0,0.0
84c32edffffffff,2.0,0.0,0.0
84c340dffffffff,2.0,0.0,0.0
84c3427ffffffff,2.0,0.0,0.0
84c350dffffffff,1.0,0.0,0.0
84c3519ffffffff,1.0,0.0,0.0
84c3539ffffffff,5.0,0.0,0.0
84c3553ffffffff,1.0,0.0,0.0
84c3647ffffffff,2.0,0.0,0.0
84c3663ffffffff,2.0,0.0,0.0
84c3719ffffffff,2.0,0.0,0.0
84c3755ffffffff,1.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c376dffffffff,20.0,0.0,0.0
84ce127ffffffff,3.0,0.0,0.0
84ce801ffffffff,8.0,0.0,0.0
84ce803ffffffff,14.0,0.0,0.0
84ce805ffffffff,1.0,0.0,0.0
84ce807ffffffff,7.0,0.0,0.0
84ce809ffffffff,50.0,0.0,0.0
84ce80bffffffff,118.0,3.0,0.0
84ce80dffffffff,1.0,0.0,0.0
84ce811ffffffff,2.0,0.0,0.0
84ce815ffffffff,14.0,0.0,0.0
84ce817ffffffff,6.0,0.0,0.0
84ce819ffffffff,65.0,0.0,0.0
84ce81dffffffff,15.0,0.0,0.0
84ce831ffffffff,6.0,0.0,0.0
84ce833ffffffff,10.0,0.0,0.0
84ce837ffffffff,2.0,0.0,0.0
84ce839ffffffff,49.0,0.0,0.0
84ce83bffffffff,14.0,0.0,0.0
84ce83dffffffff,7.0,0.0,0.0
84ce843ffffffff,3.0,0.0,0.0
84ce851ffffffff,7.0,0.0,0.0
84ce853ffffffff,4.0,0.0,0.0
84ce855ffffffff,32.0,4.0,0.0
84ce857ffffffff,15.0,0.0,0.0
84ce859ffffffff,5.0,0.0,0.0
84ce85bffffffff,12.0,0.0,0.0
84ce85dffffffff,4.0,0.0,0.0
84ce861ffffffff,1.0,0.0,0.0
84ce881ffffffff,61.0,0.0,0.0
84ce887ffffffff,1.0,0.0,0.0
84ce88dffffffff,11.0,0.0,0.0
84ce8a1ffffffff,2.0,0.0,0.0
84ce8a9ffffffff,2.0,0.0,0.0
84ce8b5ffffffff,2.0,0.0,0.0
84ce8c1ffffffff,53.0,0.0,0.0
84ce8c3ffffffff,5.0,0.0,0.0
84ce8c5ffffffff,3.0,0.0,0.0
84ce8c7ffffffff,6.0,0.0,0.0
84ce8c9ffffffff,29.0,0.0,0.0
84ce8cbffffffff,2.0,0.0,0.0
84ce8cdffffffff,1.0,0.0,0.0
84ce8e1ffffffff,13.0,0.0,0.0
84ce8e5ffffffff,18.0,0.0,0.0
84ce8edffffffff,14.0,0.0,0.0
84ce931ffffffff,7.0,0.0,0.0
84ce933ffffffff,2.0,0.0,0.0
84ce935ffffffff,47.0,0.0,0.0
84ce937ffffffff,7.0,0.0,0.0
84ce981ffffffff,2.0,0.0,0.0
84ce983ffffffff,4.0,0.0,0.0
84ce989ffffffff,36.0,0.0,0.0
84ce98dffffffff,9.0,0.0,0.0
84ce995ffffffff,6.0,0.0,0.0
84ce997ffffffff,24.0,0.0,0.0
84ce9b3ffffffff,2.0,0.0,0.0
84ce9b5ffffffff,2.0,0.0,0.0
84ce9bdffffffff,4.0,0.0,0.0
84ce9c3ffffffff,20.0,0.0,0.0
84ce9c7ffffffff,13.0,0.0,0.0
84ce9cbffffffff,1.0,0.0,0.0
84ce9d1ffffffff,23.0,0.0,0.0
84ce9d3ffffffff,34.0,0.0,0.0
84ce9d5ffffffff,14.0,0.0,0.0
84ce9d7ffffffff,13.0,0.0,0.0
84ce9dbffffffff,10.0,0.0,0.0
84ce9ddffffffff,6.0,0.0,0.0
84ce9e3ffffffff,6.0,0.0,0.0
84cea03ffffffff,9.0,0.0,0.0
84cea07ffffffff,12.0,0.0,0.0
84cea0bffffffff,3.0,0.0,0.0
84cea11ffffffff,73.0,0.0,0.0
84cea13ffffffff,7.0,0.0,0.0
84cea15ffffffff,8.0,0.0,0.0
84cea17ffffffff,66.0,0.0,0.0
84cea1dffffffff,9.0,0.0,0.0
84cea2bffffffff,3.0,0.0,0.0
84cea31ffffffff,4.0,0.0,0.0
84cea37ffffffff,4.0,0.0,0.0
84cea39ffffffff,3.0,0.0,0.0
84cea3bffffffff,1.0,0.0,0.0
84cea3dffffffff,1.0,0.0,0.0
84cea4bffffffff,1.0,0.0,0.0
84cea51ffffffff,1.0,0.0,0.0
84cea85ffffffff,22.0,0.0,0.0
84cea89ffffffff,29.0,0.0,0.0
84cea8dffffffff,34.0,0.0,0.0
84ceaa5ffffffff,4.0,0.0,0.0
84ceaa7ffffffff,37.0,0.0,0.0
84ceaa9ffffffff,8.0,0.0,0.0
84ceaadffffffff,21.0,0.0,0.0
84ceab5ffffffff,7.0,0.0,0.0
84ceac1ffffffff,9.0,0.0,0.0
84ceac5ffffffff,14.0,0.0,0.0
84ceae1ffffffff,3.0,0.0,0.0
84ceae3ffffffff,62.0,0.0,0.0
84ceae5ffffffff,10.0,0.0,0.0
84ceae7ffffffff,128.0,0.0,0.0
84cf101ffffffff,3.0,0.0,0.0
84cf105ffffffff,5.0,0.0,0.0
84cf121ffffffff,6.0,0.0,0.0
84cf123ffffffff,113.0,0.0,0.0
84cf127ffffffff,15.0,0.0,0.0
84cf129ffffffff,15.0,0.0,0.0
84cf12bffffffff,34.0,0.0,0.0
84cf131ffffffff,2.0,0.0,0.0
84cf135ffffffff,49.0,4.0,0.0
84cf13dffffffff,46.0,0.0,0.0
84cf163ffffffff,2.0,0.0,0.0
84cf165ffffffff,3.0,0.0,0.0
84cf16dffffffff,1.0,0.0,0.0
84cf32dffffffff,5.0,0.0,0.0
84cf831ffffffff,2.0,0.0,0.0
84cf851ffffffff,1.0,0.0,0.0
84cf853ffffffff,1.0,0.0,0.0
84cf881ffffffff,15.0,0.0,0.0
84cf883ffffffff,2.0,0.0,0.0
84cf887ffffffff,3.0,0.0,0.0
84cf889ffffffff,2.0,0.0,0.0
84cf88dffffffff,2.0,0.0,0.0
84cf893ffffffff,1.0,0.0,0.0
84cf895ffffffff,3.0,0.0,0.0
84cf8a3ffffffff,5.0,0.0,0.0
84cf8b5ffffffff,4.0,0.0,0.0
84cf8b9ffffffff,2.0,0.0,0.0
84cf8bbffffffff,3.0,0.0,0.0
84cf8bdffffffff,2.0,0.0,0.0
84cf8c3ffffffff,8.0,0.0,0.0
84cf8c5ffffffff,16.0,0.0,0.0
84cf8c7ffffffff,5.0,0.0,0.0
84cf8c9ffffffff,6.0,0.0,0.0
84cf8cbffffffff,7.0,0.0,0.0
84cf8d1ffffffff,4.0,0.0,0.0
84cf8d5ffffffff,5.0,0.0,0.0
84cf8ddffffffff,2.0,0.0,0.0
84cf8e9ffffffff,6.0,0.0,0.0
84cf8ebffffffff,7.0,0.0,0.0
84cf901ffffffff,8.0,0.0,0.0
84cf913ffffffff,17.0,0.0,0.0
84cf943ffffffff,68.0,0.0,0.0
84cf9e1ffffffff,11.0,0.0,0.0
84cf9e3ffffffff,2.0,0.0,0.0
84cf9e9ffffffff,4.0,0.0,0.0
84cfa01ffffffff,1.0,0.0,0.0
84cfa09ffffffff,2.0,0.0,0.0
84cfa0dffffffff,7.0,0.0,0.0
84cfa17ffffffff,2.0,0.0,0.0
84cfa21ffffffff,27.0,0.0,0.0
84cfa27ffffffff,7.0,0.0,0.0
84cfa2bffffffff,5.0,0.0,0.0
84cfa41ffffffff,5.0,0.0,0.0
84cfa45ffffffff,200.0,0.0,0.0
84cfa47ffffffff,120.0,0.0,0.0
84cfa49ffffffff,13.0,0.0,0.0
84cfa4bffffffff,3.0,0.0,0.0
84cfa55ffffffff,2.0,0.0,0.0
84cfa81ffffffff,31.0,0.0,0.0
84cfa89ffffffff,52.0,0.0,0.0
84cfa8bffffffff,3.0,0.0,0.0
84cfaa1ffffffff,3.0,0.0,0.0
84cfaa3ffffffff,5.0,0.0,0.0
84cfaadffffffff,3.0,0.0,0.0
84cfabbffffffff,2.0,0.0,0.0
84cfac9ffffffff,3.0,0.0,0.0
84cfacbffffffff,2.0,0.0,0.0
84cfacdffffffff,14.0,0.0,0.0
84cfae3ffffffff,2.0,0.0,0.0
84cfae7ffffffff,12.0,0.0,0.0
84cfb13ffffffff,14.0,0.0,0.0
84cfb17ffffffff,5.0,0.0,0.0
84de625ffffffff,3.0,0.0,0.0
84de629ffffffff,16.0,0.0,0.0
84de62dffffffff,178.0,0.0,42.0
84de661ffffffff,13.0,0.0,0.0
84de665ffffffff,46.0,0.0,0.0
84de667ffffffff,4.0,0.0,0.0
84de701ffffffff,12.0,0.0,0.0
84de703ffffffff,7.0,0.0,0.0
84de707ffffffff,229.0,0.0,20.0
84de709ffffffff,11.0,0.0,0.0
84de70bffffffff,8.0,0.0,0.0
84de719ffffffff,28.0,0.0,3.0
84de71dffffffff,7.0,0.0,0.0
84de739ffffffff,1.0,0.0,0.0
