cell_id,Chaetura vauxi,Chaetura vauxi vauxi,Chaetura vauxi gaumeri,Chaetura vauxi [richmondi Group],Chaetura vauxi aphanes
8328b1fffffffff,1.0,0.0,0.0,0.0,0.0
8328b5fffffffff,1.0,0.0,0.0,0.0,0.0
8328c2fffffffff,634.0,0.0,0.0,0.0,0.0
8328c6fffffffff,229.0,0.0,0.0,0.0,0.0
8328cafffffffff,3.0,0.0,0.0,0.0,0.0
8328d0fffffffff,1075.0,0.0,0.0,0.0,0.0
8328d1fffffffff,1705.0,0.0,0.0,0.0,0.0
8328d2fffffffff,374.0,0.0,0.0,0.0,0.0
8328d3fffffffff,973.0,0.0,0.0,0.0,0.0
8328d4fffffffff,1847.0,0.0,0.0,0.0,0.0
8328d5fffffffff,4057.0,0.0,0.0,0.0,0.0
8328d6fffffffff,957.0,0.0,0.0,0.0,0.0
8328d8fffffffff,169.0,0.0,0.0,0.0,0.0
8328d9fffffffff,82.0,0.0,0.0,0.0,0.0
8328dafffffffff,317.0,0.0,0.0,0.0,0.0
8328dbfffffffff,5.0,0.0,0.0,0.0,0.0
8328dcfffffffff,382.0,0.0,0.0,0.0,0.0
8328ddfffffffff,145.0,0.0,0.0,0.0,0.0
8328defffffffff,1179.0,0.0,0.0,0.0,0.0
8328f0fffffffff,9572.0,0.0,0.0,0.0,0.0
8328f1fffffffff,545.0,0.0,0.0,0.0,0.0
8328f2fffffffff,1692.0,0.0,0.0,0.0,0.0
8328f3fffffffff,459.0,0.0,0.0,0.0,0.0
8328f4fffffffff,3103.0,0.0,0.0,0.0,0.0
8328f5fffffffff,759.0,0.0,0.0,0.0,0.0
8328f6fffffffff,969.0,0.0,0.0,0.0,0.0
832912fffffffff,326.0,0.0,0.0,0.0,0.0
832913fffffffff,29.0,0.0,0.0,0.0,0.0
83291afffffffff,604.0,0.0,0.0,0.0,0.0
832980fffffffff,5.0,0.0,0.0,0.0,0.0
832981fffffffff,12.0,0.0,0.0,0.0,0.0
832982fffffffff,2.0,0.0,0.0,0.0,0.0
832984fffffffff,19.0,0.0,0.0,0.0,0.0
832985fffffffff,43.0,0.0,0.0,0.0,0.0
832986fffffffff,100.0,0.0,0.0,0.0,0.0
832989fffffffff,236.0,0.0,0.0,0.0,0.0
83298bfffffffff,4.0,0.0,0.0,0.0,0.0
83298cfffffffff,200.0,0.0,0.0,0.0,0.0
83298dfffffffff,93.0,0.0,0.0,0.0,0.0
83298efffffffff,4.0,0.0,0.0,0.0,0.0
832994fffffffff,8.0,0.0,0.0,0.0,0.0
832998fffffffff,2.0,0.0,0.0,0.0,0.0
83299bfffffffff,2.0,0.0,0.0,0.0,0.0
8329a0fffffffff,967.0,0.0,0.0,0.0,0.0
8329a1fffffffff,1852.0,0.0,0.0,0.0,0.0
8329a2fffffffff,31.0,0.0,0.0,0.0,0.0
8329a3fffffffff,130.0,0.0,0.0,0.0,0.0
8329a4fffffffff,781.0,0.0,0.0,0.0,0.0
8329a5fffffffff,736.0,0.0,0.0,0.0,0.0
8329a6fffffffff,311.0,0.0,0.0,0.0,0.0
8329a8fffffffff,16.0,0.0,0.0,0.0,0.0
8329a9fffffffff,66.0,0.0,0.0,0.0,0.0
8329aafffffffff,123.0,0.0,0.0,0.0,0.0
8329abfffffffff,161.0,0.0,0.0,0.0,0.0
8329acfffffffff,218.0,0.0,0.0,0.0,0.0
8329adfffffffff,158.0,0.0,0.0,0.0,0.0
8329aefffffffff,218.0,0.0,0.0,0.0,0.0
8329b0fffffffff,50.0,0.0,0.0,0.0,0.0
8329b1fffffffff,22.0,0.0,0.0,0.0,0.0
8329b2fffffffff,5.0,0.0,0.0,0.0,0.0
8329b4fffffffff,2.0,0.0,0.0,0.0,0.0
8329b5fffffffff,65.0,0.0,0.0,0.0,0.0
8329b6fffffffff,74.0,0.0,0.0,0.0,0.0
834424fffffffff,36.0,0.0,0.0,0.0,0.0
834501fffffffff,223.0,0.0,14.0,6.0,0.0
834505fffffffff,181.0,0.0,0.0,8.0,0.0
834508fffffffff,503.0,0.0,116.0,0.0,0.0
834509fffffffff,2211.0,0.0,271.0,0.0,0.0
83450afffffffff,2682.0,0.0,495.0,0.0,0.0
83450bfffffffff,416.0,0.0,76.0,0.0,0.0
83450cfffffffff,202.0,0.0,51.0,0.0,0.0
83450dfffffffff,333.0,0.0,116.0,0.0,0.0
83450efffffffff,643.0,0.0,86.0,0.0,0.0
834519fffffffff,1.0,0.0,0.0,0.0,0.0
83451dfffffffff,41.0,0.0,6.0,0.0,0.0
834520fffffffff,355.0,0.0,0.0,0.0,0.0
834521fffffffff,412.0,0.0,0.0,0.0,0.0
834522fffffffff,724.0,0.0,0.0,0.0,0.0
834523fffffffff,239.0,0.0,0.0,10.0,0.0
834524fffffffff,529.0,0.0,0.0,0.0,0.0
834525fffffffff,230.0,0.0,0.0,0.0,0.0
834526fffffffff,454.0,0.0,0.0,0.0,0.0
834528fffffffff,360.0,0.0,18.0,0.0,0.0
834529fffffffff,2.0,0.0,0.0,0.0,0.0
83452afffffffff,1570.0,0.0,10.0,31.0,0.0
83452bfffffffff,81.0,0.0,1.0,0.0,0.0
83452cfffffffff,220.0,0.0,0.0,0.0,0.0
83452dfffffffff,146.0,0.0,0.0,0.0,0.0
83452efffffffff,3660.0,0.0,0.0,41.0,0.0
834530fffffffff,6.0,0.0,0.0,0.0,0.0
834531fffffffff,101.0,0.0,0.0,0.0,0.0
834534fffffffff,58.0,0.0,0.0,0.0,0.0
834535fffffffff,168.0,0.0,0.0,0.0,0.0
834536fffffffff,16.0,0.0,0.0,0.0,0.0
834564fffffffff,14.0,0.0,0.0,0.0,0.0
834572fffffffff,108.0,0.0,26.0,0.0,0.0
834574fffffffff,1.0,0.0,0.0,0.0,0.0
834576fffffffff,41.0,0.0,5.0,0.0,0.0
834809fffffffff,5.0,0.0,0.0,0.0,0.0
83480afffffffff,9.0,0.0,0.0,0.0,0.0
83480efffffffff,5.0,0.0,0.0,0.0,0.0
834814fffffffff,14.0,0.0,0.0,0.0,0.0
834815fffffffff,2.0,0.0,0.0,0.0,0.0
83481dfffffffff,4.0,0.0,0.0,0.0,0.0
834832fffffffff,21.0,0.0,0.0,0.0,0.0
834833fffffffff,45.0,0.0,0.0,0.0,0.0
834836fffffffff,679.0,0.0,0.0,0.0,0.0
83484afffffffff,49.0,0.0,0.0,0.0,0.0
834856fffffffff,7.0,0.0,0.0,0.0,0.0
834858fffffffff,7.0,0.0,0.0,0.0,0.0
834859fffffffff,33.0,0.0,0.0,0.0,0.0
83485afffffffff,25.0,0.0,0.0,0.0,0.0
83485bfffffffff,69.0,0.0,0.0,0.0,0.0
83485cfffffffff,2.0,0.0,0.0,0.0,0.0
83485dfffffffff,13.0,0.0,0.0,0.0,0.0
8348c5fffffffff,43.0,0.0,0.0,0.0,0.0
8348cdfffffffff,1.0,0.0,0.0,0.0,0.0
8348e1fffffffff,6.0,0.0,0.0,0.0,0.0
8348e3fffffffff,1.0,0.0,0.0,0.0,0.0
8348e4fffffffff,1.0,0.0,0.0,0.0,0.0
8348e8fffffffff,411.0,0.0,0.0,0.0,0.0
8348e9fffffffff,73.0,0.0,0.0,0.0,0.0
8348eafffffffff,38.0,0.0,0.0,0.0,0.0
8348ebfffffffff,110.0,0.0,0.0,0.0,0.0
8348ecfffffffff,137.0,0.0,0.0,0.0,0.0
8348edfffffffff,12.0,0.0,0.0,0.0,0.0
8348eefffffffff,242.0,0.0,0.0,0.0,0.0
834980fffffffff,40.0,0.0,0.0,0.0,0.0
834982fffffffff,4.0,0.0,0.0,0.0,0.0
834983fffffffff,3.0,0.0,0.0,0.0,0.0
834985fffffffff,6.0,0.0,0.0,0.0,0.0
834986fffffffff,57.0,0.0,0.0,0.0,0.0
834988fffffffff,6.0,0.0,0.0,0.0,0.0
834990fffffffff,70.0,0.0,0.0,0.0,0.0
834991fffffffff,24.0,0.0,0.0,0.0,0.0
834992fffffffff,2.0,0.0,0.0,0.0,0.0
834994fffffffff,21.0,0.0,0.0,0.0,0.0
834995fffffffff,1457.0,0.0,0.0,0.0,0.0
834996fffffffff,1129.0,0.0,0.0,0.0,0.0
834998fffffffff,123.0,0.0,0.0,30.0,0.0
83499bfffffffff,54.0,0.0,0.0,0.0,0.0
83499cfffffffff,23.0,0.0,0.0,0.0,0.0
83499efffffffff,7.0,0.0,0.0,0.0,0.0
8349a2fffffffff,8.0,0.0,0.0,0.0,0.0
8349a8fffffffff,111.0,0.0,0.0,0.0,0.0
8349a9fffffffff,329.0,0.0,0.0,0.0,0.0
8349aafffffffff,19.0,3.0,0.0,0.0,0.0
8349abfffffffff,19.0,0.0,0.0,0.0,0.0
8349adfffffffff,2.0,0.0,0.0,0.0,0.0
8349aefffffffff,7.0,0.0,0.0,0.0,0.0
8349b1fffffffff,66.0,0.0,0.0,0.0,0.0
8349b3fffffffff,225.0,0.0,0.0,0.0,0.0
8349b5fffffffff,73.0,0.0,0.0,0.0,0.0
8349b6fffffffff,6.0,0.0,0.0,0.0,0.0
835f4afffffffff,4.0,0.0,0.0,0.0,0.0
835f4bfffffffff,5.0,0.0,0.0,0.0,0.0
836621fffffffff,1.0,0.0,0.0,0.0,0.0
836629fffffffff,23.0,0.0,0.0,0.0,0.0
83662dfffffffff,2.0,0.0,0.0,0.0,0.0
83662efffffffff,5.0,0.0,0.0,0.0,0.0
836664fffffffff,1.0,0.0,0.0,0.0,0.0
836684fffffffff,26.0,0.0,0.0,0.0,0.0
8366a0fffffffff,27.0,0.0,0.0,1.0,0.0
8366a1fffffffff,35.0,0.0,0.0,13.0,0.0
8366a2fffffffff,24.0,0.0,0.0,0.0,0.0
8366a3fffffffff,47.0,0.0,0.0,3.0,0.0
8366a5fffffffff,401.0,0.0,0.0,23.0,0.0
8366b0fffffffff,2.0,0.0,0.0,0.0,0.0
8366b4fffffffff,1770.0,0.0,0.0,0.0,0.0
8366b5fffffffff,1365.0,0.0,0.0,20.0,0.0
8366b6fffffffff,2.0,0.0,0.0,0.0,0.0
836741fffffffff,12.0,0.0,0.0,0.0,0.0
836742fffffffff,4.0,0.0,0.0,0.0,0.0
836743fffffffff,120.0,0.0,0.0,0.0,3.0
83674cfffffffff,53.0,0.0,0.0,0.0,0.0
83674efffffffff,39.0,0.0,0.0,0.0,0.0
836751fffffffff,1.0,0.0,0.0,0.0,0.0
836753fffffffff,8.0,0.0,0.0,0.0,0.0
836755fffffffff,6.0,0.0,0.0,0.0,0.0
83675cfffffffff,53.0,0.0,0.0,0.0,0.0
836792fffffffff,10.0,0.0,0.0,0.0,0.0
836793fffffffff,2.0,0.0,0.0,0.0,0.0
836794fffffffff,13.0,0.0,0.0,0.0,0.0
836796fffffffff,16.0,0.0,0.0,0.0,0.0
83679afffffffff,325.0,0.0,0.0,0.0,0.0
83679efffffffff,3.0,0.0,0.0,0.0,0.0
836d04fffffffff,53.0,0.0,0.0,0.0,0.0
836d05fffffffff,463.0,0.0,0.0,0.0,0.0
836d06fffffffff,5.0,0.0,0.0,0.0,0.0
836d14fffffffff,8.0,0.0,0.0,0.0,0.0
836d15fffffffff,49.0,0.0,0.0,0.0,0.0
836d20fffffffff,32.0,0.0,0.0,0.0,0.0
836d21fffffffff,85.0,0.0,0.0,0.0,0.0
836d22fffffffff,8.0,0.0,0.0,0.0,0.0
836d23fffffffff,293.0,0.0,0.0,0.0,0.0
836d25fffffffff,10.0,0.0,0.0,0.0,0.0
836d26fffffffff,2.0,0.0,0.0,0.0,0.0
836d28fffffffff,300.0,0.0,0.0,0.0,0.0
836d29fffffffff,961.0,0.0,0.0,0.0,0.0
836d2afffffffff,78.0,0.0,0.0,0.0,0.0
836d2bfffffffff,1301.0,0.0,0.0,0.0,0.0
836d2cfffffffff,240.0,0.0,0.0,0.0,0.0
836d2dfffffffff,710.0,0.0,0.0,0.0,0.0
836d2efffffffff,44.0,0.0,0.0,0.0,0.0
836d30fffffffff,203.0,0.0,0.0,0.0,0.0
836d31fffffffff,144.0,0.0,0.0,0.0,0.0
836d32fffffffff,71.0,0.0,0.0,0.0,0.0
836d33fffffffff,167.0,0.0,0.0,0.0,0.0
836d34fffffffff,68.0,0.0,0.0,0.0,0.0
836d35fffffffff,131.0,0.0,0.0,0.0,0.0
836d36fffffffff,34.0,0.0,0.0,0.0,0.0
836d60fffffffff,84.0,0.0,0.0,0.0,0.0
836d61fffffffff,490.0,0.0,0.0,23.0,0.0
836d63fffffffff,14.0,0.0,0.0,0.0,0.0
836d64fffffffff,245.0,0.0,0.0,0.0,0.0
836d65fffffffff,581.0,0.0,0.0,15.0,0.0
836d66fffffffff,308.0,0.0,0.0,0.0,0.0
836d68fffffffff,778.0,0.0,0.0,0.0,0.0
836d69fffffffff,5531.0,0.0,0.0,0.0,0.0
836d6bfffffffff,68.0,0.0,0.0,0.0,0.0
836d6cfffffffff,13.0,0.0,0.0,0.0,0.0
836d6dfffffffff,66.0,0.0,0.0,0.0,0.0
836d6efffffffff,319.0,0.0,0.0,7.0,0.0
836d74fffffffff,1168.0,0.0,0.0,0.0,0.0
836d75fffffffff,181.0,0.0,0.0,0.0,0.0
836d76fffffffff,2.0,0.0,0.0,0.0,0.0
