cell_id,Passer domesticus,Passer domesticus [domesticus Group],Passer domesticus [indicus Group]
8426d4bffffffff,3.0,0.0,0.0
8426d4dffffffff,4.0,0.0,0.0
8426dc9ffffffff,2.0,0.0,0.0
8426de7ffffffff,3.0,0.0,0.0
8426e0bffffffff,1.0,0.0,0.0
8426e21ffffffff,2.0,0.0,0.0
8426e23ffffffff,2.0,0.0,0.0
8426e25ffffffff,1.0,0.0,0.0
8426e27ffffffff,1.0,0.0,0.0
8426e2bffffffff,1.0,0.0,0.0
8426e2dffffffff,1.0,0.0,0.0
8426e3dffffffff,2.0,0.0,0.0
8426e43ffffffff,8.0,0.0,0.0
8426e53ffffffff,4.0,0.0,0.0
8426e5bffffffff,9.0,0.0,0.0
8426e6dffffffff,2.0,0.0,0.0
8426f01ffffffff,3.0,0.0,0.0
8426f05ffffffff,1.0,0.0,0.0
8426f07ffffffff,2.0,0.0,0.0
8426f09ffffffff,2.0,0.0,0.0
8426f11ffffffff,4.0,0.0,0.0
8426f13ffffffff,1.0,0.0,0.0
8426f15ffffffff,2.0,0.0,0.0
8426f1bffffffff,2.0,0.0,0.0
8426f25ffffffff,4.0,0.0,0.0
8426f29ffffffff,2.0,0.0,0.0
8426f2dffffffff,6.0,0.0,0.0
8426f37ffffffff,2.0,0.0,0.0
8426f39ffffffff,2.0,0.0,0.0
8426f43ffffffff,2.0,0.0,0.0
8426f67ffffffff,5.0,0.0,0.0
8426f69ffffffff,2.0,0.0,0.0
842711bffffffff,1.0,0.0,0.0
8427411ffffffff,2.0,0.0,0.0
8427417ffffffff,2.0,0.0,0.0
8427419ffffffff,6.0,0.0,0.0
842741bffffffff,10.0,0.0,0.0
8427435ffffffff,1.0,0.0,0.0
8427437ffffffff,4.0,0.0,0.0
8427467ffffffff,2.0,0.0,0.0
8427481ffffffff,52.0,0.0,0.0
8427483ffffffff,2.0,0.0,0.0
8427485ffffffff,20.0,0.0,0.0
8427489ffffffff,5.0,0.0,0.0
842748bffffffff,19.0,0.0,0.0
842748dffffffff,671.0,0.0,0.0
8427491ffffffff,7.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0
8427499ffffffff,92.0,0.0,0.0
842749bffffffff,9.0,0.0,0.0
842749dffffffff,23.0,0.0,0.0
84274a3ffffffff,5.0,0.0,0.0
84274abffffffff,31.0,0.0,0.0
84274b1ffffffff,9.0,0.0,0.0
84274b5ffffffff,26.0,0.0,0.0
84274bdffffffff,8.0,0.0,0.0
84274c1ffffffff,8.0,0.0,0.0
84274c5ffffffff,5.0,0.0,0.0
84274c7ffffffff,3.0,0.0,0.0
84274c9ffffffff,8.0,0.0,0.0
84274cbffffffff,16.0,0.0,0.0
84274cdffffffff,2.0,0.0,0.0
84274d1ffffffff,11.0,0.0,0.0
84274d3ffffffff,55.0,0.0,0.0
84274d5ffffffff,2.0,0.0,0.0
84274d7ffffffff,54.0,0.0,0.0
84274d9ffffffff,5.0,0.0,0.0
84274dbffffffff,68.0,0.0,0.0
84274ddffffffff,27.0,0.0,0.0
84274e1ffffffff,6.0,0.0,0.0
84274e3ffffffff,58.0,0.0,0.0
84274ebffffffff,1.0,0.0,0.0
84274edffffffff,2.0,0.0,0.0
8427503ffffffff,2.0,0.0,0.0
8427529ffffffff,3.0,0.0,0.0
8427535ffffffff,1.0,0.0,0.0
8427581ffffffff,20.0,0.0,0.0
8427583ffffffff,10.0,0.0,0.0
8427587ffffffff,23.0,0.0,0.0
8427589ffffffff,2.0,0.0,0.0
842758bffffffff,3.0,0.0,0.0
8427599ffffffff,4.0,0.0,0.0
842759dffffffff,16.0,0.0,0.0
84275a1ffffffff,8.0,0.0,0.0
84275a3ffffffff,2.0,0.0,0.0
84275b9ffffffff,2.0,0.0,0.0
84275c3ffffffff,2.0,0.0,0.0
84275cbffffffff,6.0,0.0,0.0
84275d1ffffffff,7.0,0.0,0.0
84275d3ffffffff,8.0,0.0,0.0
84275d5ffffffff,2.0,0.0,0.0
84275d7ffffffff,5.0,0.0,0.0
84275e5ffffffff,2.0,0.0,0.0
84275ebffffffff,1.0,0.0,0.0
8427633ffffffff,5.0,0.0,0.0
842763bffffffff,7.0,0.0,0.0
84276a5ffffffff,1.0,0.0,0.0
84276a7ffffffff,3.0,0.0,0.0
84276b1ffffffff,2.0,0.0,0.0
84276b5ffffffff,7.0,0.0,0.0
84276b7ffffffff,53.0,0.0,0.0
84276bbffffffff,1.0,0.0,0.0
84276bdffffffff,4.0,0.0,0.0
84276edffffffff,46.0,0.0,0.0
842770dffffffff,4.0,0.0,0.0
8427715ffffffff,1.0,0.0,0.0
842771dffffffff,3.0,0.0,0.0
8427937ffffffff,2.0,0.0,0.0
84279e3ffffffff,2.0,0.0,0.0
8427a01ffffffff,4.0,0.0,0.0
8427a03ffffffff,6.0,0.0,0.0
8427a0bffffffff,2.0,0.0,0.0
8427a2bffffffff,2.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0
8427ae5ffffffff,2.0,0.0,0.0
8427b47ffffffff,1.0,0.0,0.0
842813bffffffff,1.0,0.0,0.0
8428159ffffffff,2.0,0.0,0.0
8428187ffffffff,6.0,0.0,0.0
84281ebffffffff,7.0,0.0,0.0
8428301ffffffff,14.0,0.0,0.0
8428305ffffffff,201.0,0.0,0.0
8428309ffffffff,112.0,0.0,0.0
842830dffffffff,3.0,0.0,0.0
8428323ffffffff,4.0,0.0,0.0
8428329ffffffff,6.0,0.0,0.0
842832bffffffff,3.0,0.0,0.0
8428335ffffffff,8.0,0.0,0.0
8428337ffffffff,2.0,0.0,0.0
8428341ffffffff,2.0,0.0,0.0
8428347ffffffff,4.0,0.0,0.0
842834dffffffff,5.0,0.0,0.0
8428357ffffffff,21.0,0.0,0.0
8428361ffffffff,135.0,0.0,0.0
8428363ffffffff,1287.0,0.0,0.0
8428367ffffffff,111.0,0.0,0.0
842836bffffffff,589.0,0.0,0.0
8428803ffffffff,1.0,0.0,0.0
8428841ffffffff,1.0,0.0,0.0
8428843ffffffff,3.0,0.0,0.0
8428847ffffffff,2.0,0.0,0.0
842888dffffffff,2.0,0.0,0.0
84288c5ffffffff,1.0,0.0,0.0
8428903ffffffff,4.0,0.0,0.0
8428907ffffffff,1.0,0.0,0.0
8428923ffffffff,4.0,0.0,0.0
8428927ffffffff,1.0,0.0,0.0
8428935ffffffff,2.0,0.0,0.0
8428939ffffffff,8.0,0.0,0.0
842893dffffffff,5.0,0.0,0.0
8428949ffffffff,1.0,0.0,0.0
8428985ffffffff,4.0,0.0,0.0
84289abffffffff,2.0,0.0,0.0
84289ebffffffff,2.0,0.0,0.0
8428a11ffffffff,1.0,0.0,0.0
8428a45ffffffff,4.0,0.0,0.0
8428a91ffffffff,1.0,0.0,0.0
8428a97ffffffff,2.0,0.0,0.0
8428b07ffffffff,1.0,0.0,0.0
8428b0bffffffff,5.0,0.0,0.0
8428b1dffffffff,3.0,0.0,0.0
8428b69ffffffff,4.0,0.0,0.0
8428d31ffffffff,4.0,0.0,0.0
8428d33ffffffff,2.0,0.0,0.0
8428d3bffffffff,3.0,0.0,0.0
8428d49ffffffff,1.0,0.0,0.0
8428d51ffffffff,2.0,0.0,0.0
8428d55ffffffff,2.0,0.0,0.0
8428d61ffffffff,2.0,0.0,0.0
8428de1ffffffff,1.0,0.0,0.0
8428f17ffffffff,1.0,0.0,0.0
8428f59ffffffff,4.0,0.0,0.0
8428f67ffffffff,6.0,0.0,0.0
8429125ffffffff,3.0,0.0,0.0
8429127ffffffff,2.0,0.0,0.0
8429167ffffffff,5.0,0.0,0.0
84291a7ffffffff,1.0,0.0,0.0
8429849ffffffff,1.0,0.0,0.0
8429855ffffffff,2.0,0.0,0.0
8429857ffffffff,2.0,0.0,0.0
84298c9ffffffff,2.0,0.0,0.0
84298cdffffffff,2.0,0.0,0.0
8429933ffffffff,3.0,0.0,0.0
8429963ffffffff,2.0,0.0,0.0
8429a01ffffffff,1.0,0.0,0.0
8429a0bffffffff,4.0,0.0,0.0
8429a19ffffffff,11.0,1.0,0.0
8429a27ffffffff,3.0,0.0,0.0
8429a31ffffffff,9.0,0.0,0.0
8429a3dffffffff,6.0,0.0,0.0
8429a41ffffffff,5.0,0.0,0.0
8429a45ffffffff,2.0,0.0,0.0
8429a4dffffffff,7.0,0.0,0.0
8429a57ffffffff,4.0,0.0,0.0
8429a59ffffffff,2.0,0.0,0.0
8429a61ffffffff,6.0,0.0,0.0
8429a65ffffffff,2.0,0.0,0.0
8429a69ffffffff,2.0,0.0,0.0
8429a6bffffffff,5.0,0.0,0.0
8429a6dffffffff,50.0,0.0,0.0
8429a85ffffffff,2.0,0.0,0.0
8429a93ffffffff,1.0,0.0,0.0
8429a97ffffffff,4.0,0.0,0.0
8429abbffffffff,2.0,0.0,0.0
8429b15ffffffff,1.0,0.0,0.0
8429b69ffffffff,3.0,0.0,0.0
842a101ffffffff,55.0,0.0,0.0
842a103ffffffff,44.0,0.0,0.0
842a105ffffffff,12.0,0.0,0.0
842a107ffffffff,4.0,1.0,0.0
842a109ffffffff,17.0,1.0,0.0
842a10bffffffff,4.0,0.0,0.0
842a10dffffffff,18.0,0.0,0.0
842a121ffffffff,5.0,1.0,0.0
842a123ffffffff,1412.0,0.0,0.0
842a127ffffffff,83.0,0.0,0.0
842a133ffffffff,2.0,0.0,0.0
842a135ffffffff,3322.0,0.0,0.0
842a13dffffffff,138.0,0.0,0.0
842a145ffffffff,4.0,0.0,0.0
842a147ffffffff,3.0,0.0,0.0
842a149ffffffff,2.0,2.0,0.0
842a151ffffffff,4.0,0.0,0.0
842a155ffffffff,2.0,0.0,0.0
842a157ffffffff,2.0,0.0,0.0
842a159ffffffff,1.0,1.0,0.0
842a15dffffffff,3.0,3.0,0.0
842a161ffffffff,3.0,0.0,0.0
842a163ffffffff,12.0,0.0,0.0
842a169ffffffff,14.0,0.0,0.0
842a16bffffffff,10.0,0.0,0.0
842a301ffffffff,4.0,0.0,0.0
842a303ffffffff,2.0,0.0,0.0
842a305ffffffff,8.0,0.0,0.0
842a307ffffffff,6.0,0.0,0.0
842a30dffffffff,18.0,0.0,0.0
842a311ffffffff,1.0,1.0,0.0
842a313ffffffff,4.0,0.0,0.0
842a315ffffffff,7.0,0.0,0.0
842a31dffffffff,2.0,0.0,0.0
842a329ffffffff,7.0,0.0,0.0
842a32dffffffff,4.0,0.0,0.0
842a331ffffffff,1.0,1.0,0.0
842a335ffffffff,1.0,1.0,0.0
842a33bffffffff,3.0,0.0,0.0
842a341ffffffff,2.0,0.0,0.0
842a345ffffffff,1.0,1.0,0.0
842a347ffffffff,1.0,1.0,0.0
842a349ffffffff,29.0,0.0,0.0
842a361ffffffff,3.0,0.0,0.0
842a4c1ffffffff,2.0,0.0,0.0
842a81dffffffff,4.0,0.0,0.0
842a845ffffffff,1.0,0.0,0.0
842a88bffffffff,2.0,0.0,0.0
842a8bbffffffff,2.0,0.0,0.0
842a907ffffffff,1.0,0.0,0.0
842a925ffffffff,1.0,0.0,0.0
842a929ffffffff,2.0,0.0,0.0
842a955ffffffff,2.0,0.0,0.0
842a957ffffffff,2.0,0.0,0.0
842aa11ffffffff,2.0,0.0,0.0
842aa1dffffffff,4.0,0.0,0.0
842aa25ffffffff,2.0,0.0,0.0
842aa31ffffffff,2.0,0.0,0.0
842aa33ffffffff,1.0,0.0,0.0
842aa3bffffffff,2.0,0.0,0.0
842aa49ffffffff,2.0,0.0,0.0
842aa4dffffffff,1.0,0.0,0.0
842aa63ffffffff,2.0,0.0,0.0
842aa67ffffffff,3.0,0.0,0.0
842aa81ffffffff,1.0,0.0,0.0
842aa85ffffffff,2.0,1.0,0.0
842aa87ffffffff,2.0,2.0,0.0
842aa8dffffffff,11.0,6.0,0.0
842aa9dffffffff,1.0,0.0,0.0
842aac1ffffffff,6.0,0.0,0.0
842aac5ffffffff,1.0,1.0,0.0
842aac7ffffffff,3.0,0.0,0.0
842aac9ffffffff,2820.0,0.0,0.0
842aacbffffffff,266.0,2.0,0.0
842aad1ffffffff,7.0,3.0,0.0
842aad3ffffffff,5.0,5.0,0.0
842aad5ffffffff,1.0,0.0,0.0
842aad9ffffffff,1.0,0.0,0.0
842aadbffffffff,6.0,0.0,0.0
842aaddffffffff,3.0,0.0,0.0
842aae3ffffffff,2.0,0.0,0.0
842aae5ffffffff,1.0,0.0,0.0
842aae7ffffffff,1.0,0.0,0.0
842aaebffffffff,2.0,2.0,0.0
842ab05ffffffff,17.0,0.0,0.0
842ab0dffffffff,4.0,0.0,0.0
842ab19ffffffff,1.0,0.0,0.0
842ab1bffffffff,4.0,0.0,0.0
842ab21ffffffff,47.0,0.0,0.0
842ab25ffffffff,284.0,0.0,0.0
842ab27ffffffff,21.0,0.0,0.0
842ab29ffffffff,8.0,0.0,0.0
842ab2bffffffff,38.0,0.0,0.0
842ab2dffffffff,540.0,0.0,0.0
842ab41ffffffff,14.0,0.0,0.0
842ab43ffffffff,6.0,0.0,0.0
842ab49ffffffff,6.0,0.0,0.0
842ab4bffffffff,2.0,0.0,0.0
842ab4dffffffff,2.0,0.0,0.0
842ab55ffffffff,13.0,7.0,0.0
842ab57ffffffff,2.0,0.0,0.0
842ab61ffffffff,5.0,0.0,0.0
842ab63ffffffff,1.0,0.0,0.0
842ab65ffffffff,9.0,0.0,0.0
842ab67ffffffff,30.0,0.0,0.0
842ab6bffffffff,2.0,0.0,0.0
842ab6dffffffff,4.0,0.0,0.0
842ad35ffffffff,2.0,0.0,0.0
842ad37ffffffff,15.0,0.0,0.0
842b007ffffffff,5.0,0.0,0.0
842b00bffffffff,2.0,0.0,0.0
842b011ffffffff,4.0,0.0,0.0
842b013ffffffff,2.0,0.0,0.0
842b03bffffffff,4.0,0.0,0.0
842b053ffffffff,2.0,0.0,0.0
842b0a1ffffffff,6.0,0.0,0.0
842b0a5ffffffff,3.0,0.0,0.0
842b0a7ffffffff,1.0,0.0,0.0
842b0a9ffffffff,4.0,0.0,0.0
842b0c5ffffffff,3.0,0.0,0.0
842b0e9ffffffff,4.0,0.0,0.0
842b161ffffffff,1.0,0.0,0.0
842b165ffffffff,6.0,0.0,0.0
842b167ffffffff,212.0,0.0,0.0
842b16bffffffff,3.0,0.0,0.0
842b16dffffffff,1.0,0.0,0.0
842b1cbffffffff,2.0,0.0,0.0
842b1d3ffffffff,1.0,0.0,0.0
842b235ffffffff,2.0,0.0,0.0
842b255ffffffff,3.0,0.0,0.0
842b2e3ffffffff,2.0,0.0,0.0
842b315ffffffff,2.0,0.0,0.0
842b339ffffffff,2.0,0.0,0.0
842b815ffffffff,2.0,0.0,0.0
842b831ffffffff,12.0,0.0,0.0
842b835ffffffff,2.0,0.0,0.0
842b839ffffffff,1.0,0.0,0.0
842b83bffffffff,10.0,0.0,0.0
842b83dffffffff,2.0,0.0,0.0
842b857ffffffff,2.0,0.0,0.0
842b883ffffffff,31.0,0.0,0.0
842b88bffffffff,1.0,0.0,0.0
842b891ffffffff,89.0,0.0,0.0
842b893ffffffff,23.0,0.0,0.0
842b895ffffffff,27.0,0.0,0.0
842b897ffffffff,8.0,0.0,0.0
842b899ffffffff,20.0,0.0,0.0
842b89dffffffff,4.0,0.0,0.0
842b8a7ffffffff,2.0,0.0,0.0
842b8b9ffffffff,39.0,0.0,0.0
842b8c9ffffffff,1.0,0.0,0.0
842b8cbffffffff,20.0,0.0,0.0
842b8d1ffffffff,7.0,0.0,0.0
842b8d5ffffffff,7.0,1.0,0.0
842b8d7ffffffff,38.0,0.0,0.0
842b8dbffffffff,3.0,0.0,0.0
842b8ddffffffff,6.0,0.0,0.0
842b8e5ffffffff,14.0,0.0,0.0
842b8e7ffffffff,8.0,0.0,0.0
842b8edffffffff,2.0,0.0,0.0
842b915ffffffff,2.0,0.0,0.0
842b917ffffffff,12.0,0.0,0.0
842b91bffffffff,3.0,0.0,0.0
842b939ffffffff,15.0,0.0,0.0
842b93dffffffff,1.0,0.0,0.0
842b941ffffffff,2.0,0.0,0.0
842b947ffffffff,4.0,0.0,0.0
842b949ffffffff,3.0,0.0,0.0
842b981ffffffff,1.0,0.0,0.0
842b983ffffffff,1.0,0.0,0.0
842b985ffffffff,2.0,0.0,0.0
842b98bffffffff,2.0,0.0,0.0
842b98dffffffff,4.0,0.0,0.0
842b993ffffffff,2.0,0.0,0.0
842b997ffffffff,1.0,0.0,0.0
842b9a3ffffffff,3.0,0.0,0.0
842b9abffffffff,4.0,0.0,0.0
842b9b1ffffffff,3.0,0.0,0.0
842b9b3ffffffff,5.0,0.0,0.0
842b9b5ffffffff,18.0,0.0,0.0
842b9b7ffffffff,27.0,0.0,0.0
842b9bbffffffff,3.0,0.0,0.0
842b9bdffffffff,43.0,0.0,0.0
842b9c7ffffffff,21.0,0.0,0.0
842b9cdffffffff,12.0,0.0,0.0
842b9d3ffffffff,47.0,0.0,0.0
842b9d7ffffffff,6.0,0.0,0.0
842b9dbffffffff,29.0,0.0,0.0
842b9e3ffffffff,1.0,0.0,0.0
842b9e7ffffffff,3.0,0.0,0.0
842b9e9ffffffff,7.0,0.0,0.0
842b9ebffffffff,1.0,0.0,0.0
842ba01ffffffff,2.0,0.0,0.0
842ba09ffffffff,4.0,0.0,0.0
842ba0bffffffff,31.0,0.0,0.0
842ba0dffffffff,5.0,0.0,0.0
842ba51ffffffff,4.0,0.0,0.0
842ba55ffffffff,16.0,0.0,0.0
842ba57ffffffff,14.0,0.0,0.0
842ba5bffffffff,42.0,0.0,0.0
842ba87ffffffff,14.0,0.0,0.0
842ba89ffffffff,2.0,0.0,0.0
842baa3ffffffff,2.0,0.0,0.0
842baa5ffffffff,8.0,0.0,0.0
842bab1ffffffff,1.0,0.0,0.0
842bab5ffffffff,12.0,0.0,0.0
842bab7ffffffff,4.0,0.0,0.0
842babdffffffff,1.0,0.0,0.0
842bac5ffffffff,8.0,0.0,0.0
842bac7ffffffff,2.0,0.0,0.0
842bae7ffffffff,4.0,0.0,0.0
842bb27ffffffff,2.0,0.0,0.0
842bb35ffffffff,1.0,0.0,0.0
842bb37ffffffff,2.0,0.0,0.0
842c043ffffffff,1.0,0.0,0.0
842c203ffffffff,1.0,1.0,0.0
842c215ffffffff,1.0,1.0,0.0
842c21dffffffff,1.0,1.0,0.0
842c283ffffffff,3.0,3.0,0.0
842c287ffffffff,1.0,1.0,0.0
