cell_id,Zosterops conspicillatus,Zosterops conspicillatus saypani,Zosterops conspicillatus conspicillatus
834e64fffffffff,300.0,0.0,0.0
834f49fffffffff,1.0,0.0,0.0
834f4bfffffffff,267.0,0.0,0.0
