cell_id,Polioptila caerulea,Polioptila caerulea [obscura Group],Polioptila caerulea caerulea,Polioptila caerulea cozumelae
8326e8fffffffff,318.0,0.0,0.0,0.0
8326e9fffffffff,660.0,0.0,10.0,0.0
8326eafffffffff,196.0,0.0,0.0,0.0
8326ebfffffffff,71.0,0.0,0.0,0.0
8326ecfffffffff,1056.0,0.0,6.0,0.0
8326edfffffffff,2324.0,0.0,11.0,0.0
8326eefffffffff,709.0,0.0,0.0,0.0
8326f0fffffffff,48.0,0.0,0.0,0.0
8326f1fffffffff,202.0,0.0,9.0,0.0
8326f2fffffffff,750.0,0.0,0.0,0.0
8326f3fffffffff,31.0,0.0,0.0,0.0
8326f4fffffffff,20.0,0.0,0.0,0.0
8326f5fffffffff,6.0,0.0,0.0,0.0
8326f6fffffffff,38.0,0.0,0.0,0.0
832708fffffffff,4.0,0.0,0.0,0.0
83270afffffffff,2.0,0.0,0.0,0.0
83270efffffffff,2.0,0.0,0.0,0.0
832740fffffffff,382.0,0.0,2.0,0.0
832741fffffffff,79.0,0.0,0.0,0.0
832742fffffffff,31.0,0.0,0.0,0.0
832743fffffffff,745.0,0.0,2.0,0.0
832744fffffffff,14.0,0.0,0.0,0.0
832745fffffffff,33.0,0.0,0.0,0.0
832746fffffffff,8.0,0.0,0.0,0.0
832748fffffffff,4143.0,0.0,0.0,0.0
832749fffffffff,5962.0,0.0,5.0,0.0
83274afffffffff,339.0,0.0,0.0,0.0
83274bfffffffff,2163.0,0.0,2.0,0.0
83274cfffffffff,266.0,0.0,0.0,0.0
83274dfffffffff,3723.0,0.0,0.0,0.0
83274efffffffff,936.0,0.0,0.0,0.0
832750fffffffff,13.0,0.0,0.0,0.0
832751fffffffff,178.0,0.0,16.0,0.0
832752fffffffff,1126.0,0.0,24.0,0.0
832753fffffffff,504.0,0.0,5.0,0.0
832756fffffffff,12.0,0.0,2.0,0.0
832758fffffffff,6988.0,0.0,110.0,0.0
832759fffffffff,13472.0,0.0,217.0,0.0
83275afffffffff,1043.0,0.0,36.0,0.0
83275bfffffffff,1646.0,0.0,20.0,0.0
83275cfffffffff,1776.0,0.0,58.0,0.0
83275dfffffffff,6216.0,0.0,30.0,0.0
83275efffffffff,689.0,0.0,17.0,0.0
832763fffffffff,294.0,0.0,0.0,0.0
832768fffffffff,31.0,0.0,0.0,0.0
832769fffffffff,249.0,0.0,21.0,0.0
83276afffffffff,47.0,0.0,0.0,0.0
83276bfffffffff,2463.0,0.0,0.0,0.0
83276dfffffffff,23.0,0.0,15.0,0.0
83276efffffffff,12.0,0.0,0.0,0.0
83278bfffffffff,4.0,0.0,0.0,0.0
832798fffffffff,115.0,0.0,0.0,0.0
83279afffffffff,18.0,0.0,0.0,0.0
83279bfffffffff,2.0,0.0,0.0,0.0
832802fffffffff,152.0,2.0,0.0,0.0
832806fffffffff,201.0,7.0,0.0,0.0
832810fffffffff,100.0,0.0,0.0,0.0
832811fffffffff,113.0,0.0,0.0,0.0
832812fffffffff,42.0,0.0,0.0,0.0
832813fffffffff,97.0,0.0,0.0,0.0
832814fffffffff,286.0,0.0,0.0,0.0
832815fffffffff,97.0,0.0,0.0,0.0
832816fffffffff,41.0,0.0,0.0,0.0
832818fffffffff,41.0,0.0,0.0,0.0
83281cfffffffff,16.0,0.0,0.0,0.0
83281efffffffff,465.0,2.0,0.0,0.0
832830fffffffff,3928.0,85.0,0.0,0.0
832831fffffffff,542.0,5.0,0.0,0.0
832832fffffffff,2423.0,4.0,0.0,0.0
832833fffffffff,476.0,0.0,0.0,0.0
832834fffffffff,5363.0,290.0,0.0,0.0
832835fffffffff,614.0,0.0,0.0,0.0
832836fffffffff,382.0,0.0,0.0,0.0
832884fffffffff,389.0,0.0,0.0,0.0
832885fffffffff,1.0,0.0,0.0,0.0
832890fffffffff,1.0,0.0,0.0,0.0
832893fffffffff,10.0,2.0,0.0,0.0
832894fffffffff,41.0,0.0,0.0,0.0
832896fffffffff,2.0,0.0,0.0,0.0
8328a0fffffffff,14.0,0.0,0.0,0.0
8328a1fffffffff,76.0,0.0,0.0,0.0
8328a2fffffffff,2.0,0.0,0.0,0.0
8328a3fffffffff,3.0,0.0,0.0,0.0
8328a4fffffffff,2.0,0.0,0.0,0.0
8328a5fffffffff,1.0,0.0,0.0,0.0
8328a6fffffffff,15.0,0.0,0.0,0.0
8328a8fffffffff,40.0,0.0,0.0,0.0
8328aafffffffff,10.0,0.0,0.0,0.0
8328acfffffffff,14.0,0.0,0.0,0.0
8328adfffffffff,82.0,0.0,0.0,0.0
8328aefffffffff,170.0,0.0,0.0,0.0
8328b0fffffffff,395.0,8.0,0.0,0.0
8328b1fffffffff,28.0,0.0,0.0,0.0
8328b2fffffffff,190.0,0.0,0.0,0.0
8328b3fffffffff,60.0,0.0,0.0,0.0
8328b4fffffffff,29.0,0.0,0.0,0.0
8328b5fffffffff,23.0,0.0,0.0,0.0
8328b6fffffffff,241.0,74.0,0.0,0.0
832912fffffffff,4968.0,0.0,0.0,0.0
832913fffffffff,448.0,0.0,0.0,0.0
832916fffffffff,6.0,0.0,0.0,0.0
83291afffffffff,1782.0,367.0,0.0,0.0
832980fffffffff,95.0,0.0,0.0,0.0
832981fffffffff,471.0,0.0,0.0,0.0
832982fffffffff,33.0,0.0,0.0,0.0
832983fffffffff,9.0,0.0,0.0,0.0
832984fffffffff,325.0,0.0,0.0,0.0
832985fffffffff,417.0,0.0,0.0,0.0
832986fffffffff,1359.0,28.0,0.0,0.0
832988fffffffff,44.0,0.0,0.0,0.0
832989fffffffff,373.0,0.0,0.0,0.0
83298afffffffff,36.0,0.0,0.0,0.0
83298bfffffffff,26.0,0.0,0.0,0.0
83298cfffffffff,1552.0,4.0,0.0,0.0
83298dfffffffff,275.0,7.0,0.0,0.0
83298efffffffff,15.0,0.0,0.0,0.0
832990fffffffff,815.0,85.0,0.0,0.0
832991fffffffff,155.0,19.0,0.0,0.0
832992fffffffff,400.0,29.0,0.0,0.0
832993fffffffff,31.0,2.0,0.0,0.0
832994fffffffff,576.0,6.0,0.0,0.0
832995fffffffff,1365.0,244.0,0.0,0.0
832996fffffffff,70.0,11.0,0.0,0.0
832998fffffffff,22.0,9.0,0.0,0.0
832999fffffffff,36.0,0.0,0.0,0.0
83299afffffffff,23.0,1.0,0.0,0.0
83299bfffffffff,90.0,2.0,0.0,0.0
83299cfffffffff,1.0,0.0,0.0,0.0
83299dfffffffff,2.0,0.0,0.0,0.0
83299efffffffff,57.0,11.0,0.0,0.0
8329a0fffffffff,8277.0,35.0,0.0,0.0
8329a1fffffffff,10633.0,152.0,0.0,0.0
8329a2fffffffff,123.0,0.0,0.0,0.0
8329a3fffffffff,179.0,0.0,0.0,0.0
8329a4fffffffff,6911.0,5.0,0.0,0.0
8329a5fffffffff,12909.0,95.0,0.0,0.0
8329a6fffffffff,1827.0,0.0,0.0,0.0
8329a8fffffffff,172.0,0.0,0.0,0.0
8329a9fffffffff,493.0,34.0,0.0,0.0
8329aafffffffff,614.0,0.0,0.0,0.0
8329abfffffffff,713.0,0.0,0.0,0.0
8329acfffffffff,2623.0,0.0,0.0,0.0
8329adfffffffff,3168.0,0.0,0.0,0.0
8329aefffffffff,755.0,0.0,0.0,0.0
8329b0fffffffff,341.0,25.0,0.0,0.0
8329b1fffffffff,294.0,5.0,0.0,0.0
8329b2fffffffff,543.0,5.0,0.0,0.0
8329b3fffffffff,14.0,0.0,0.0,0.0
8329b4fffffffff,33.0,6.0,0.0,0.0
8329b5fffffffff,304.0,11.0,0.0,0.0
8329b6fffffffff,1145.0,199.0,0.0,0.0
832a06fffffffff,4.0,0.0,0.0,0.0
832a10fffffffff,14132.0,0.0,515.0,0.0
832a12fffffffff,5402.0,0.0,135.0,0.0
832a13fffffffff,10047.0,0.0,308.0,0.0
832a14fffffffff,8945.0,0.0,330.0,0.0
832a15fffffffff,2750.0,0.0,99.0,0.0
832a16fffffffff,3849.0,0.0,62.0,0.0
832a1afffffffff,8.0,0.0,0.0,0.0
832a30fffffffff,7307.0,0.0,602.0,0.0
832a31fffffffff,2253.0,0.0,357.0,0.0
832a32fffffffff,2892.0,0.0,294.0,0.0
832a33fffffffff,7265.0,0.0,936.0,0.0
832a34fffffffff,911.0,0.0,9.0,0.0
832a36fffffffff,528.0,0.0,0.0,0.0
832a80fffffffff,501.0,0.0,30.0,0.0
832a81fffffffff,1125.0,0.0,150.0,0.0
832a82fffffffff,1145.0,0.0,7.0,0.0
832a83fffffffff,130.0,0.0,0.0,0.0
832a84fffffffff,4438.0,0.0,0.0,0.0
832a85fffffffff,2709.0,0.0,485.0,0.0
832a86fffffffff,1142.0,0.0,0.0,0.0
832a88fffffffff,2111.0,0.0,67.0,0.0
832a89fffffffff,5094.0,0.0,9.0,0.0
832a8afffffffff,2826.0,0.0,179.0,0.0
832a8bfffffffff,9257.0,0.0,5.0,0.0
832a8cfffffffff,6156.0,0.0,413.0,0.0
832a8dfffffffff,3369.0,0.0,101.0,0.0
832a8efffffffff,2794.0,0.0,90.0,0.0
832a90fffffffff,3956.0,0.0,0.0,0.0
832a91fffffffff,2098.0,0.0,0.0,0.0
832a92fffffffff,1637.0,0.0,9.0,0.0
832a93fffffffff,5784.0,0.0,81.0,0.0
832a94fffffffff,7293.0,0.0,25.0,0.0
832a95fffffffff,6538.0,0.0,0.0,0.0
832a96fffffffff,393.0,0.0,1.0,0.0
832a98fffffffff,92.0,0.0,2.0,0.0
832a99fffffffff,1038.0,0.0,20.0,0.0
832a9afffffffff,1149.0,0.0,93.0,0.0
832a9bfffffffff,1101.0,0.0,17.0,0.0
832a9cfffffffff,475.0,0.0,2.0,0.0
832a9dfffffffff,584.0,0.0,48.0,0.0
832a9efffffffff,1621.0,0.0,17.0,0.0
832aa0fffffffff,533.0,0.0,2.0,0.0
832aa1fffffffff,3534.0,0.0,0.0,0.0
832aa2fffffffff,346.0,0.0,4.0,0.0
832aa3fffffffff,4341.0,0.0,43.0,0.0
832aa4fffffffff,4129.0,0.0,1321.0,0.0
832aa5fffffffff,581.0,0.0,3.0,0.0
832aa6fffffffff,665.0,0.0,42.0,0.0
832aa8fffffffff,30645.0,0.0,1908.0,0.0
832aa9fffffffff,6438.0,0.0,476.0,0.0
832aaafffffffff,12892.0,0.0,610.0,0.0
832aabfffffffff,3698.0,0.0,251.0,0.0
832aacfffffffff,16621.0,0.0,249.0,0.0
832aadfffffffff,18064.0,0.0,1151.0,0.0
832aaefffffffff,6240.0,0.0,182.0,0.0
832ab0fffffffff,4538.0,0.0,177.0,0.0
832ab1fffffffff,2246.0,0.0,0.0,0.0
832ab2fffffffff,33953.0,0.0,986.0,0.0
832ab3fffffffff,9230.0,0.0,1.0,0.0
832ab4fffffffff,1024.0,0.0,56.0,0.0
832ab5fffffffff,2895.0,0.0,57.0,0.0
832ab6fffffffff,1588.0,0.0,25.0,0.0
832ac6fffffffff,6.0,0.0,1.0,0.0
832ad0fffffffff,714.0,0.0,96.0,0.0
832ad1fffffffff,363.0,0.0,37.0,0.0
832ad2fffffffff,423.0,0.0,2.0,0.0
832ad3fffffffff,2473.0,0.0,101.0,0.0
832ad4fffffffff,619.0,0.0,20.0,0.0
832ad5fffffffff,1395.0,0.0,85.0,0.0
832ad6fffffffff,6645.0,0.0,12.0,0.0
832af0fffffffff,1389.0,0.0,183.0,0.0
832af1fffffffff,122.0,0.0,5.0,0.0
832af2fffffffff,1223.0,0.0,94.0,0.0
832af3fffffffff,820.0,0.0,61.0,0.0
832af4fffffffff,4.0,0.0,2.0,0.0
832af6fffffffff,7638.0,0.0,291.0,0.0
832b1afffffffff,27.0,0.0,0.0,0.0
832b1bfffffffff,22.0,0.0,0.0,0.0
832b88fffffffff,25.0,0.0,0.0,0.0
832b89fffffffff,1287.0,0.0,44.0,0.0
832b8afffffffff,790.0,0.0,87.0,0.0
832b8bfffffffff,130.0,0.0,8.0,0.0
832b8cfffffffff,438.0,0.0,8.0,0.0
832b8dfffffffff,542.0,0.0,0.0,0.0
832b8efffffffff,48.0,0.0,4.0,0.0
832b98fffffffff,608.0,0.0,21.0,0.0
832b99fffffffff,2424.0,0.0,394.0,0.0
832b9afffffffff,194.0,0.0,16.0,0.0
832b9bfffffffff,5143.0,0.0,257.0,0.0
832b9dfffffffff,612.0,0.0,68.0,0.0
832b9efffffffff,26.0,0.0,0.0,0.0
832ba9fffffffff,14.0,0.0,0.0,0.0
832baafffffffff,131.0,0.0,2.0,0.0
832babfffffffff,25.0,0.0,0.0,0.0
834412fffffffff,5952.0,0.0,236.0,0.0
834413fffffffff,21448.0,0.0,346.0,0.0
834414fffffffff,116.0,0.0,5.0,0.0
834415fffffffff,7.0,0.0,0.0,0.0
834416fffffffff,3857.0,0.0,618.0,0.0
83441afffffffff,18137.0,0.0,636.0,0.0
83441bfffffffff,1079.0,0.0,12.0,0.0
83441efffffffff,18656.0,0.0,465.0,0.0
834424fffffffff,21.0,0.0,0.0,0.0
834430fffffffff,113.0,0.0,0.0,0.0
834432fffffffff,474.0,0.0,0.0,0.0
834434fffffffff,25.0,0.0,0.0,0.0
834436fffffffff,5.0,0.0,0.0,0.0
834440fffffffff,4265.0,0.0,0.0,0.0
834441fffffffff,407.0,0.0,0.0,0.0
834442fffffffff,496.0,0.0,0.0,0.0
834443fffffffff,345.0,0.0,2.0,0.0
834444fffffffff,1232.0,0.0,0.0,0.0
834445fffffffff,3656.0,0.0,0.0,0.0
834446fffffffff,5636.0,0.0,0.0,0.0
834448fffffffff,249.0,0.0,6.0,0.0
834449fffffffff,707.0,0.0,1.0,0.0
83444afffffffff,160.0,0.0,2.0,0.0
83444bfffffffff,856.0,0.0,6.0,0.0
83444cfffffffff,966.0,0.0,0.0,0.0
83444dfffffffff,797.0,0.0,0.0,0.0
83444efffffffff,626.0,0.0,4.0,0.0
834450fffffffff,4943.0,0.0,96.0,0.0
834451fffffffff,294.0,0.0,4.0,0.0
834452fffffffff,1390.0,0.0,2.0,0.0
834453fffffffff,54.0,0.0,0.0,0.0
834454fffffffff,1.0,0.0,0.0,0.0
834455fffffffff,4598.0,0.0,19.0,0.0
834456fffffffff,1056.0,0.0,0.0,0.0
834458fffffffff,86.0,0.0,4.0,0.0
834459fffffffff,201.0,0.0,7.0,0.0
83445afffffffff,701.0,0.0,7.0,0.0
83445bfffffffff,1061.0,0.0,137.0,0.0
83445cfffffffff,271.0,0.0,4.0,0.0
83445dfffffffff,124.0,0.0,3.0,0.0
83445efffffffff,45.0,0.0,1.0,0.0
834463fffffffff,860.0,0.0,0.0,0.0
834468fffffffff,704.0,0.0,0.0,0.0
834469fffffffff,954.0,0.0,0.0,0.0
83446afffffffff,960.0,0.0,0.0,0.0
83446bfffffffff,512.0,0.0,0.0,0.0
83446cfffffffff,13610.0,0.0,118.0,0.0
83446dfffffffff,5196.0,0.0,10.0,0.0
83446efffffffff,3802.0,0.0,0.0,0.0
834471fffffffff,151.0,0.0,0.0,0.0
834473fffffffff,2406.0,0.0,0.0,0.0
834480fffffffff,55.0,0.0,0.0,0.0
834484fffffffff,138.0,0.0,0.0,0.0
834485fffffffff,4.0,0.0,0.0,0.0
834486fffffffff,445.0,0.0,0.0,0.0
8344a1fffffffff,13876.0,0.0,566.0,0.0
8344a2fffffffff,8.0,0.0,0.0,0.0
8344a3fffffffff,71.0,0.0,0.0,0.0
8344a5fffffffff,5929.0,0.0,707.0,0.0
8344a8fffffffff,5882.0,0.0,125.0,0.0
8344a9fffffffff,21739.0,0.0,936.0,0.0
8344abfffffffff,2877.0,0.0,149.0,0.0
8344acfffffffff,3222.0,0.0,247.0,0.0
8344adfffffffff,4710.0,0.0,210.0,0.0
8344aefffffffff,7680.0,0.0,294.0,0.0
8344b1fffffffff,147.0,0.0,0.0,0.0
8344b5fffffffff,122.0,0.0,0.0,0.0
8344c0fffffffff,2506.0,0.0,54.0,0.0
8344c1fffffffff,8284.0,0.0,907.0,0.0
8344c2fffffffff,1658.0,0.0,82.0,0.0
8344c3fffffffff,2863.0,0.0,221.0,0.0
8344c4fffffffff,292.0,0.0,14.0,0.0
8344c5fffffffff,891.0,0.0,39.0,0.0
8344c6fffffffff,308.0,0.0,18.0,0.0
8344c8fffffffff,1628.0,0.0,0.0,0.0
8344c9fffffffff,511.0,0.0,2.0,0.0
8344cafffffffff,3167.0,0.0,142.0,0.0
8344cbfffffffff,1402.0,0.0,39.0,0.0
8344ccfffffffff,1956.0,0.0,100.0,0.0
8344cdfffffffff,1260.0,0.0,7.0,0.0
8344cefffffffff,1535.0,0.0,172.0,0.0
8344d0fffffffff,10378.0,0.0,156.0,0.0
8344d1fffffffff,2595.0,0.0,26.0,0.0
8344d2fffffffff,1108.0,0.0,44.0,0.0
8344d3fffffffff,1681.0,0.0,22.0,0.0
8344d5fffffffff,5007.0,0.0,161.0,0.0
8344d8fffffffff,3124.0,0.0,27.0,0.0
8344d9fffffffff,4533.0,0.0,680.0,0.0
8344dafffffffff,2555.0,0.0,0.0,0.0
8344dbfffffffff,2862.0,0.0,47.0,0.0
8344dcfffffffff,763.0,0.0,43.0,0.0
8344ddfffffffff,4706.0,0.0,186.0,0.0
8344defffffffff,1824.0,0.0,10.0,0.0
8344e0fffffffff,2146.0,0.0,141.0,0.0
8344e1fffffffff,90.0,0.0,2.0,0.0
8344e2fffffffff,1996.0,0.0,97.0,0.0
8344e3fffffffff,357.0,0.0,12.0,0.0
8344e4fffffffff,727.0,0.0,22.0,0.0
8344e5fffffffff,940.0,0.0,0.0,0.0
8344e6fffffffff,4252.0,0.0,273.0,0.0
8344e8fffffffff,847.0,0.0,7.0,0.0
8344e9fffffffff,467.0,0.0,0.0,0.0
8344eafffffffff,624.0,0.0,10.0,0.0
8344ebfffffffff,182.0,0.0,0.0,0.0
8344ecfffffffff,196.0,0.0,10.0,0.0
8344edfffffffff,1030.0,0.0,18.0,0.0
8344eefffffffff,1398.0,0.0,97.0,0.0
8344f0fffffffff,8114.0,0.0,467.0,0.0
8344f1fffffffff,263.0,0.0,10.0,0.0
8344f3fffffffff,6588.0,0.0,593.0,0.0
8344f4fffffffff,19747.0,0.0,182.0,0.0
8344f5fffffffff,2959.0,0.0,27.0,0.0
8344f6fffffffff,3033.0,0.0,14.0,0.0
834501fffffffff,83.0,0.0,0.0,0.0
834505fffffffff,153.0,0.0,0.0,0.0
834508fffffffff,845.0,0.0,0.0,0.0
834509fffffffff,4361.0,0.0,0.0,0.0
83450afffffffff,2398.0,0.0,0.0,929.0
83450bfffffffff,1422.0,0.0,0.0,0.0
83450cfffffffff,53.0,0.0,0.0,0.0
83450dfffffffff,786.0,4.0,0.0,0.0
83450efffffffff,188.0,0.0,0.0,0.0
834519fffffffff,5.0,0.0,0.0,0.0
83451dfffffffff,25.0,0.0,0.0,11.0
834520fffffffff,46.0,0.0,0.0,0.0
834521fffffffff,198.0,0.0,0.0,0.0
834522fffffffff,16.0,0.0,0.0,0.0
834523fffffffff,191.0,0.0,0.0,0.0
834524fffffffff,181.0,0.0,0.0,0.0
834525fffffffff,126.0,0.0,0.0,0.0
834526fffffffff,15.0,0.0,0.0,0.0
834528fffffffff,417.0,5.0,0.0,0.0
834529fffffffff,94.0,0.0,0.0,0.0
83452afffffffff,2997.0,0.0,0.0,0.0
83452bfffffffff,214.0,4.0,0.0,0.0
