cell_id,Dicrurus densus,Dicrurus densus vicinus,Dicrurus densus bimaensis,Dicrurus densus sumbae,Dicrurus densus densus,Dicrurus densus kuehni,Dicrurus densus megalornis
8494601ffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
8495533ffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8495537ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
