cell_id,Poephila cincta,Poephila cincta atropygialis,Poephila cincta cincta
829c07fffffffff,208.0,41.0,0.0
829c0ffffffffff,34.0,7.0,0.0
829c1ffffffffff,2.0,0.0,0.0
829c27fffffffff,114.0,23.0,0.0
829c2ffffffffff,185.0,21.0,0.0
829c77fffffffff,1.0,0.0,0.0
829ce7fffffffff,2.0,2.0,0.0
829d0ffffffffff,56.0,0.0,0.0
829d57fffffffff,1.0,0.0,0.0
