cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
83269afffffffff,13.0,0.0,0.0
83269bfffffffff,3.0,0.0,0.0
83269cfffffffff,63.0,0.0,0.0
83269dfffffffff,9.0,0.0,0.0
83269efffffffff,27.0,0.0,0.0
8326a8fffffffff,103.0,0.0,0.0
8326a9fffffffff,19.0,0.0,0.0
8326aafffffffff,161.0,0.0,0.0
8326abfffffffff,71.0,0.0,0.0
8326acfffffffff,11.0,0.0,0.0
8326adfffffffff,3.0,0.0,0.0
8326aefffffffff,17.0,0.0,0.0
8326b6fffffffff,3.0,0.0,0.0
8326d3fffffffff,20.0,0.0,0.0
8326d4fffffffff,3.0,0.0,0.0
8326d6fffffffff,15.0,0.0,0.0
8326f2fffffffff,72.0,0.0,0.0
8326f6fffffffff,11.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0
832792fffffffff,203.0,0.0,0.0
832793fffffffff,3.0,0.0,0.0
832796fffffffff,4.0,0.0,0.0
8327b3fffffffff,1.0,0.0,0.0
832800fffffffff,43.0,0.0,0.0
832802fffffffff,1492.0,0.0,0.0
832803fffffffff,17.0,0.0,0.0
832806fffffffff,803.0,0.0,0.0
832810fffffffff,330.0,0.0,0.0
832811fffffffff,1045.0,0.0,0.0
832812fffffffff,167.0,0.0,0.0
832813fffffffff,79.0,0.0,0.0
832814fffffffff,2096.0,0.0,0.0
832815fffffffff,133.0,0.0,0.0
832816fffffffff,33.0,0.0,0.0
832818fffffffff,193.0,0.0,0.0
832819fffffffff,6.0,0.0,0.0
83281afffffffff,176.0,0.0,0.0
83281bfffffffff,342.0,0.0,0.0
83281cfffffffff,190.0,0.0,0.0
83281dfffffffff,17.0,0.0,0.0
83281efffffffff,1435.0,0.0,0.0
832830fffffffff,2015.0,2.0,0.0
832831fffffffff,612.0,8.0,0.0
832832fffffffff,2515.0,0.0,0.0
832833fffffffff,312.0,0.0,0.0
832834fffffffff,1195.0,0.0,0.0
832835fffffffff,315.0,0.0,0.0
832836fffffffff,94.0,0.0,0.0
832880fffffffff,211.0,0.0,0.0
832881fffffffff,310.0,12.0,0.0
832882fffffffff,5.0,0.0,0.0
832883fffffffff,188.0,0.0,0.0
832884fffffffff,2078.0,0.0,0.0
832885fffffffff,21.0,0.0,0.0
832886fffffffff,45.0,0.0,0.0
832888fffffffff,320.0,0.0,0.0
832889fffffffff,519.0,0.0,0.0
83288afffffffff,351.0,0.0,0.0
83288bfffffffff,71.0,0.0,0.0
83288cfffffffff,524.0,38.0,0.0
83288dfffffffff,119.0,0.0,0.0
83288efffffffff,610.0,0.0,0.0
832890fffffffff,7.0,0.0,0.0
832891fffffffff,16.0,0.0,0.0
832892fffffffff,87.0,0.0,0.0
832893fffffffff,165.0,0.0,0.0
832894fffffffff,94.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0
832896fffffffff,3.0,0.0,0.0
832898fffffffff,671.0,1.0,0.0
832899fffffffff,81.0,0.0,0.0
83289afffffffff,309.0,0.0,0.0
83289bfffffffff,337.0,0.0,0.0
83289cfffffffff,79.0,0.0,0.0
83289dfffffffff,119.0,0.0,0.0
83289efffffffff,216.0,0.0,0.0
8328a1fffffffff,85.0,9.0,0.0
8328a3fffffffff,6.0,0.0,0.0
8328a8fffffffff,27.0,0.0,0.0
8328a9fffffffff,1244.0,0.0,0.0
8328aafffffffff,236.0,10.0,0.0
8328abfffffffff,192.0,0.0,0.0
8328acfffffffff,45.0,0.0,0.0
8328adfffffffff,205.0,0.0,0.0
8328aefffffffff,582.0,22.0,0.0
8328b0fffffffff,36.0,0.0,0.0
8328b1fffffffff,16.0,0.0,0.0
8328b2fffffffff,22.0,0.0,0.0
8328b3fffffffff,6.0,0.0,0.0
8328b5fffffffff,12.0,0.0,0.0
8328b6fffffffff,70.0,0.0,0.0
8328c2fffffffff,28.0,0.0,0.0
8328c6fffffffff,19.0,0.0,0.0
8328d0fffffffff,330.0,0.0,0.0
8328d1fffffffff,1186.0,0.0,0.0
8328d2fffffffff,420.0,0.0,0.0
8328d3fffffffff,314.0,0.0,0.0
8328d4fffffffff,920.0,0.0,0.0
8328d5fffffffff,792.0,0.0,0.0
8328d6fffffffff,1003.0,0.0,0.0
8328d8fffffffff,347.0,0.0,0.0
8328d9fffffffff,61.0,0.0,0.0
8328dafffffffff,83.0,0.0,0.0
8328dcfffffffff,343.0,0.0,0.0
8328ddfffffffff,23.0,0.0,0.0
8328defffffffff,362.0,0.0,0.0
8328f0fffffffff,649.0,0.0,0.0
8328f1fffffffff,6.0,0.0,0.0
8328f2fffffffff,967.0,0.0,0.0
8328f3fffffffff,209.0,0.0,0.0
8328f4fffffffff,563.0,0.0,0.0
8328f5fffffffff,198.0,0.0,0.0
8328f6fffffffff,385.0,0.0,0.0
832912fffffffff,49.0,0.0,0.0
832913fffffffff,13.0,0.0,0.0
832916fffffffff,3.0,0.0,0.0
83291afffffffff,392.0,0.0,0.0
832980fffffffff,61.0,0.0,0.0
832981fffffffff,97.0,0.0,0.0
832982fffffffff,23.0,0.0,0.0
832984fffffffff,79.0,0.0,0.0
832985fffffffff,166.0,0.0,0.0
832986fffffffff,243.0,0.0,0.0
832988fffffffff,8.0,0.0,0.0
832989fffffffff,1126.0,0.0,0.0
83298cfffffffff,499.0,0.0,0.0
83298dfffffffff,1229.0,0.0,0.0
83298efffffffff,17.0,0.0,0.0
832990fffffffff,34.0,0.0,0.0
832991fffffffff,2.0,0.0,0.0
832992fffffffff,13.0,0.0,0.0
832993fffffffff,1.0,0.0,0.0
832994fffffffff,14.0,0.0,0.0
832995fffffffff,106.0,0.0,0.0
832996fffffffff,4.0,0.0,0.0
83299afffffffff,1.0,0.0,0.0
8329a0fffffffff,917.0,0.0,0.0
8329a1fffffffff,1069.0,0.0,0.0
8329a2fffffffff,53.0,0.0,0.0
8329a3fffffffff,339.0,0.0,0.0
8329a4fffffffff,308.0,0.0,0.0
8329a5fffffffff,328.0,0.0,0.0
8329a6fffffffff,314.0,0.0,0.0
8329a8fffffffff,25.0,0.0,0.0
8329a9fffffffff,98.0,0.0,0.0
8329aafffffffff,344.0,0.0,0.0
8329abfffffffff,1029.0,0.0,0.0
8329acfffffffff,349.0,0.0,0.0
8329adfffffffff,211.0,0.0,0.0
8329aefffffffff,641.0,0.0,0.0
8329b0fffffffff,90.0,0.0,0.0
8329b1fffffffff,54.0,0.0,0.0
8329b2fffffffff,397.0,0.0,0.0
8329b4fffffffff,4.0,0.0,0.0
8329b5fffffffff,82.0,0.0,0.0
8329b6fffffffff,449.0,0.0,0.0
834802fffffffff,2.0,0.0,0.0
834803fffffffff,3.0,0.0,0.0
834805fffffffff,264.0,0.0,185.0
834806fffffffff,2.0,0.0,0.0
834808fffffffff,2.0,0.0,0.0
834809fffffffff,22.0,0.0,0.0
83480afffffffff,398.0,0.0,0.0
83480efffffffff,10.0,0.0,0.0
834810fffffffff,7.0,0.0,0.0
834814fffffffff,25.0,0.0,0.0
834815fffffffff,21.0,0.0,0.0
834816fffffffff,7.0,0.0,0.0
834819fffffffff,6.0,0.0,0.0
83481bfffffffff,2.0,0.0,0.0
83481dfffffffff,31.0,0.0,0.0
834823fffffffff,52.0,0.0,42.0
83482afffffffff,6.0,0.0,4.0
83482efffffffff,252.0,0.0,175.0
834830fffffffff,1.0,0.0,0.0
834832fffffffff,5.0,0.0,0.0
834833fffffffff,250.0,0.0,0.0
834836fffffffff,686.0,0.0,0.0
834842fffffffff,15.0,0.0,0.0
83484afffffffff,4.0,0.0,0.0
834855fffffffff,2.0,0.0,0.0
834856fffffffff,5.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0
834859fffffffff,39.0,0.0,0.0
83485afffffffff,4.0,0.0,0.0
83485bfffffffff,57.0,0.0,0.0
83485cfffffffff,2.0,0.0,0.0
83485dfffffffff,29.0,0.0,0.0
83485efffffffff,2.0,0.0,0.0
834884fffffffff,6.0,0.0,0.0
83488dfffffffff,23.0,0.0,0.0
8348a0fffffffff,2.0,0.0,0.0
8348a2fffffffff,84.0,0.0,0.0
8348a3fffffffff,2.0,0.0,0.0
8348abfffffffff,207.0,0.0,0.0
8348b5fffffffff,4.0,0.0,0.0
8348c0fffffffff,132.0,0.0,0.0
8348c1fffffffff,29.0,0.0,0.0
8348c2fffffffff,2.0,0.0,0.0
8348c3fffffffff,61.0,0.0,0.0
8348c5fffffffff,842.0,0.0,0.0
8348c6fffffffff,121.0,0.0,0.0
8348c8fffffffff,54.0,2.0,0.0
8348c9fffffffff,128.0,0.0,0.0
8348cbfffffffff,8.0,0.0,0.0
8348ccfffffffff,55.0,3.0,0.0
8348cdfffffffff,122.0,0.0,0.0
8348cefffffffff,17.0,0.0,0.0
8348d0fffffffff,14.0,0.0,0.0
8348d1fffffffff,2.0,0.0,0.0
8348d2fffffffff,19.0,0.0,0.0
8348d3fffffffff,154.0,0.0,0.0
8348d4fffffffff,69.0,0.0,0.0
8348d5fffffffff,4.0,0.0,0.0
8348d6fffffffff,5.0,0.0,0.0
8348d8fffffffff,636.0,0.0,0.0
8348d9fffffffff,4.0,0.0,0.0
8348dafffffffff,20.0,0.0,0.0
8348dbfffffffff,10.0,0.0,0.0
8348dcfffffffff,69.0,0.0,0.0
8348ddfffffffff,4.0,0.0,0.0
8348defffffffff,41.0,0.0,0.0
8348e0fffffffff,3.0,0.0,0.0
8348e1fffffffff,17.0,0.0,0.0
8348e2fffffffff,1.0,0.0,0.0
8348e3fffffffff,62.0,0.0,0.0
8348e4fffffffff,10.0,0.0,0.0
8348e5fffffffff,27.0,0.0,0.0
8348e6fffffffff,12.0,0.0,0.0
8348e8fffffffff,2634.0,0.0,0.0
8348e9fffffffff,114.0,0.0,0.0
8348eafffffffff,71.0,0.0,0.0
8348ebfffffffff,550.0,0.0,0.0
8348ecfffffffff,2146.0,0.0,0.0
8348edfffffffff,12.0,0.0,0.0
8348eefffffffff,1813.0,0.0,0.0
8348f2fffffffff,100.0,0.0,0.0
8348f3fffffffff,4.0,0.0,0.0
8348f5fffffffff,1.0,0.0,0.0
8348f6fffffffff,23.0,0.0,0.0
834980fffffffff,227.0,0.0,0.0
834981fffffffff,5.0,0.0,0.0
834982fffffffff,28.0,2.0,0.0
834983fffffffff,48.0,0.0,0.0
834985fffffffff,33.0,0.0,0.0
834986fffffffff,107.0,3.0,0.0
834988fffffffff,22.0,0.0,0.0
834989fffffffff,1.0,0.0,0.0
83498cfffffffff,36.0,0.0,0.0
83498efffffffff,27.0,0.0,0.0
834990fffffffff,16.0,0.0,0.0
834991fffffffff,16.0,0.0,0.0
834994fffffffff,63.0,0.0,0.0
834995fffffffff,975.0,90.0,0.0
834996fffffffff,252.0,7.0,0.0
834998fffffffff,20.0,0.0,0.0
83499bfffffffff,4.0,0.0,0.0
83499cfffffffff,50.0,0.0,0.0
83499dfffffffff,13.0,0.0,0.0
83499efffffffff,21.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0
8349a2fffffffff,16.0,0.0,0.0
8349a8fffffffff,213.0,0.0,0.0
8349a9fffffffff,116.0,0.0,0.0
8349aafffffffff,175.0,0.0,0.0
8349abfffffffff,137.0,0.0,0.0
8349adfffffffff,3.0,0.0,0.0
8349aefffffffff,2.0,0.0,0.0
8349b0fffffffff,4.0,0.0,0.0
8349b1fffffffff,15.0,0.0,0.0
8349b2fffffffff,20.0,0.0,0.0
8349b3fffffffff,244.0,0.0,0.0
8349b4fffffffff,2.0,0.0,0.0
8349b5fffffffff,6.0,0.0,0.0
8349b6fffffffff,3.0,0.0,0.0
836d14fffffffff,1.0,0.0,0.0
836d15fffffffff,21.0,0.0,0.0
836d30fffffffff,130.0,11.0,0.0
836d32fffffffff,485.0,4.0,0.0
836d33fffffffff,171.0,10.0,0.0
836d36fffffffff,15.0,0.0,0.0
