cell_id,Vireo cassinii,Vireo cassinii cassinii,Vireo cassinii lucasanus
831218fffffffff,3.0,0.0,0.0
831280fffffffff,20.0,0.0,0.0
831284fffffffff,20.0,0.0,0.0
831285fffffffff,10.0,0.0,0.0
831288fffffffff,2.0,0.0,0.0
831289fffffffff,55.0,0.0,0.0
83128bfffffffff,329.0,0.0,0.0
83128dfffffffff,62.0,0.0,0.0
83128efffffffff,11.0,0.0,0.0
83129dfffffffff,2.0,0.0,0.0
8312a3fffffffff,9.0,0.0,0.0
8312a9fffffffff,15.0,0.0,0.0
8312aafffffffff,4.0,0.0,0.0
8312abfffffffff,167.0,0.0,0.0
8312adfffffffff,29.0,0.0,0.0
8312c0fffffffff,85.0,0.0,0.0
8312c1fffffffff,144.0,2.0,0.0
8312c2fffffffff,103.0,0.0,0.0
8312c3fffffffff,144.0,0.0,0.0
8312c4fffffffff,1.0,0.0,0.0
8312c8fffffffff,100.0,0.0,0.0
8312c9fffffffff,4.0,0.0,0.0
8312cafffffffff,391.0,0.0,0.0
8312cbfffffffff,622.0,0.0,0.0
8312ccfffffffff,59.0,0.0,0.0
8312cefffffffff,134.0,0.0,0.0
8312d0fffffffff,121.0,0.0,0.0
8312d1fffffffff,579.0,0.0,0.0
8312d2fffffffff,141.0,0.0,0.0
8312d3fffffffff,346.0,0.0,0.0
8312d4fffffffff,31.0,0.0,0.0
8312d5fffffffff,77.0,0.0,0.0
8312d6fffffffff,125.0,0.0,0.0
8312d8fffffffff,503.0,0.0,0.0
8312d9fffffffff,407.0,0.0,0.0
8312dafffffffff,526.0,0.0,0.0
8312dbfffffffff,340.0,0.0,0.0
8312dcfffffffff,437.0,0.0,0.0
8312ddfffffffff,1208.0,0.0,0.0
8312defffffffff,704.0,0.0,0.0
8312eafffffffff,8.0,0.0,0.0
8312f1fffffffff,43.0,0.0,0.0
8312f2fffffffff,16.0,0.0,0.0
8312f3fffffffff,9.0,0.0,0.0
8312f6fffffffff,196.0,0.0,0.0
832680fffffffff,13.0,0.0,0.0
832681fffffffff,69.0,0.0,0.0
832682fffffffff,4.0,0.0,0.0
832683fffffffff,9.0,0.0,0.0
832685fffffffff,6.0,0.0,0.0
832688fffffffff,305.0,0.0,0.0
83268afffffffff,8.0,0.0,0.0
83268bfffffffff,5.0,0.0,0.0
83268cfffffffff,83.0,0.0,0.0
83268dfffffffff,46.0,0.0,0.0
83268efffffffff,8.0,0.0,0.0
832690fffffffff,15.0,0.0,0.0
832692fffffffff,1.0,0.0,0.0
832693fffffffff,3.0,0.0,0.0
832694fffffffff,3.0,0.0,0.0
832695fffffffff,6.0,0.0,0.0
832696fffffffff,359.0,0.0,0.0
832698fffffffff,37.0,0.0,0.0
832699fffffffff,31.0,0.0,0.0
