cell_id,Phylloscopus humei,Phylloscopus humei humei,Phylloscopus humei mandellii
82200ffffffffff,26.0,0.0,0.0
822017fffffffff,32.0,0.0,0.0
82201ffffffffff,126.0,0.0,0.0
82204ffffffffff,66.0,0.0,0.0
82205ffffffffff,16.0,0.0,0.0
82206ffffffffff,13.0,0.0,0.0
822087fffffffff,10.0,0.0,0.0
82208ffffffffff,3.0,0.0,0.0
82209ffffffffff,90.0,0.0,0.0
8220a7fffffffff,65.0,0.0,0.0
8220affffffffff,34.0,0.0,0.0
8220b7fffffffff,9.0,0.0,0.0
8220e7fffffffff,305.0,0.0,0.0
8220effffffffff,8.0,0.0,0.0
8220f7fffffffff,23.0,0.0,0.0
822157fffffffff,4.0,0.0,0.0
822187fffffffff,1.0,0.0,0.0
82219ffffffffff,4.0,0.0,0.0
822407fffffffff,7.0,0.0,0.0
82240ffffffffff,4.0,0.0,0.0
822427fffffffff,44.0,0.0,0.0
82242ffffffffff,2.0,0.0,0.0
822437fffffffff,2.0,0.0,0.0
822467fffffffff,1.0,0.0,0.0
822477fffffffff,4.0,0.0,0.0
82248ffffffffff,43.0,0.0,0.0
8224c7fffffffff,1.0,0.0,0.0
8224d7fffffffff,2.0,0.0,0.0
82250ffffffffff,3.0,0.0,0.0
822517fffffffff,149.0,0.0,0.0
82251ffffffffff,1.0,0.0,0.0
822547fffffffff,5.0,0.0,0.0
82255ffffffffff,2.0,0.0,0.0
822587fffffffff,2.0,0.0,0.0
8225a7fffffffff,8.0,0.0,0.0
8225affffffffff,20.0,0.0,0.0
8225b7fffffffff,39.0,0.0,0.0
823037fffffffff,1.0,0.0,0.0
823187fffffffff,68.0,0.0,0.0
823197fffffffff,15.0,0.0,0.0
8231a7fffffffff,2.0,0.0,0.0
8231affffffffff,31.0,0.0,1.0
823c07fffffffff,863.0,0.0,0.0
823c0ffffffffff,60.0,0.0,0.0
823c17fffffffff,111.0,0.0,0.0
823c1ffffffffff,265.0,0.0,0.0
823c37fffffffff,235.0,0.0,0.0
823c47fffffffff,24.0,0.0,0.0
823c6ffffffffff,58.0,0.0,0.0
823c8ffffffffff,4.0,0.0,0.0
823c97fffffffff,89.0,0.0,0.0
823ca7fffffffff,71.0,0.0,0.0
823caffffffffff,19.0,0.0,0.0
823cb7fffffffff,1612.0,0.0,0.0
823cdffffffffff,58.0,0.0,0.0
823ce7fffffffff,120.0,0.0,0.0
823d07fffffffff,85.0,0.0,0.0
823d17fffffffff,6755.0,0.0,0.0
823d1ffffffffff,525.0,0.0,0.0
823d27fffffffff,23.0,0.0,0.0
823d37fffffffff,619.0,0.0,0.0
823d87fffffffff,1190.0,0.0,0.0
823d8ffffffffff,183.0,0.0,0.0
823d97fffffffff,224.0,0.0,0.0
823d9ffffffffff,3123.0,0.0,0.0
823da7fffffffff,2469.0,0.0,0.0
823daffffffffff,1966.0,0.0,0.0
823db7fffffffff,313.0,0.0,0.0
824047fffffffff,21.0,0.0,1.0
82404ffffffffff,114.0,0.0,0.0
82405ffffffffff,17.0,0.0,0.0
82406ffffffffff,4.0,0.0,0.0
824087fffffffff,1.0,0.0,0.0
82408ffffffffff,2.0,0.0,0.0
8240affffffffff,9.0,0.0,0.0
8240c7fffffffff,173.0,0.0,1.0
8240cffffffffff,3.0,0.0,0.0
8240d7fffffffff,13.0,0.0,0.0
8240dffffffffff,16.0,0.0,2.0
8240e7fffffffff,18.0,0.0,0.0
8240effffffffff,62.0,0.0,0.0
82411ffffffffff,29.0,0.0,5.0
82414ffffffffff,11.0,0.0,0.0
82415ffffffffff,2.0,0.0,0.0
824167fffffffff,2.0,0.0,0.0
82424ffffffffff,184.0,0.0,0.0
824257fffffffff,16.0,0.0,0.0
82425ffffffffff,40.0,0.0,0.0
82426ffffffffff,370.0,0.0,0.0
8242c7fffffffff,106.0,0.0,0.0
8242cffffffffff,352.0,0.0,0.0
8242d7fffffffff,2.0,0.0,0.0
8242dffffffffff,106.0,0.0,0.0
8242e7fffffffff,5.0,0.0,0.0
8242effffffffff,169.0,0.0,0.0
8243a7fffffffff,12.0,0.0,0.0
8243affffffffff,16.0,0.0,0.0
826017fffffffff,550.0,0.0,0.0
826087fffffffff,11.0,0.0,0.0
82608ffffffffff,386.0,0.0,0.0
826097fffffffff,1070.0,0.0,0.0
82609ffffffffff,88.0,0.0,0.0
8260a7fffffffff,6.0,0.0,0.0
8260affffffffff,8.0,0.0,0.0
8260b7fffffffff,6.0,0.0,0.0
826487fffffffff,521.0,0.0,0.0
826497fffffffff,1200.0,0.0,0.0
82649ffffffffff,24.0,0.0,0.0
8264a7fffffffff,7.0,0.0,0.0
8264b7fffffffff,45.0,0.0,0.0
826937fffffffff,16.0,0.0,0.0
