cell_id,Quiscalus mexicanus,Quiscalus mexicanus [graysoni Group],Quiscalus mexicanus [mexicanus Group]
846d295ffffffff,3.0,0.0,0.0
846d297ffffffff,1.0,0.0,0.0
846d2b9ffffffff,9.0,0.0,0.0
846d2d3ffffffff,2.0,0.0,0.0
846d2d7ffffffff,3.0,0.0,0.0
846d30dffffffff,2.0,0.0,0.0
846d36dffffffff,3.0,0.0,3.0
846d645ffffffff,1.0,0.0,0.0
846d681ffffffff,6.0,0.0,0.0
846d683ffffffff,7.0,0.0,0.0
846d685ffffffff,5.0,0.0,2.0
846d687ffffffff,2.0,0.0,0.0
846d691ffffffff,12.0,0.0,10.0
846d693ffffffff,13.0,0.0,8.0
846d695ffffffff,23.0,0.0,22.0
846d697ffffffff,36.0,0.0,25.0
846d699ffffffff,3.0,0.0,3.0
846d69bffffffff,4.0,0.0,2.0
846d69dffffffff,59.0,0.0,54.0
846d6bbffffffff,1.0,0.0,1.0
846d6d3ffffffff,1.0,0.0,0.0
846d6d5ffffffff,1.0,0.0,1.0
848e62dffffffff,27.0,0.0,0.0
84b2c0dffffffff,22.0,0.0,0.0
84b2d87ffffffff,3.0,0.0,0.0
84b3047ffffffff,71.0,0.0,0.0
