cell_id,Oenanthe scotocerca,Oenanthe scotocerca [scotocerca Group],Oenanthe scotocerca spectatrix/validior
82529ffffffffff,3.0,0.0,0.0
8252a7fffffffff,1.0,0.0,0.0
826a4ffffffffff,3.0,0.0,0.0
826a5ffffffffff,21.0,0.0,0.0
826a6ffffffffff,1.0,0.0,0.0
827a47fffffffff,81.0,0.0,0.0
827a4ffffffffff,238.0,0.0,0.0
827a5ffffffffff,29.0,0.0,0.0
827ac7fffffffff,11.0,0.0,0.0
827acffffffffff,1.0,0.0,0.0
827adffffffffff,10.0,0.0,0.0
827aeffffffffff,39.0,0.0,0.0
