cell_id,Gallinula galeata,Gallinula galeata [galeata Group],Gallinula galeata garmani,Gallinula galeata sandvicensis
830ecafffffffff,2.0,0.0,0.0,0.0
831aa0fffffffff,31.0,3.0,0.0,0.0
832601fffffffff,3.0,0.0,0.0,0.0
832603fffffffff,3.0,0.0,0.0,0.0
832608fffffffff,4.0,0.0,0.0,0.0
832609fffffffff,2.0,0.0,0.0,0.0
83260afffffffff,10.0,0.0,0.0,0.0
83260bfffffffff,19.0,1.0,0.0,0.0
832611fffffffff,2.0,0.0,0.0,0.0
832619fffffffff,6.0,0.0,0.0,0.0
832620fffffffff,28.0,0.0,0.0,0.0
832621fffffffff,29.0,1.0,0.0,0.0
832622fffffffff,11.0,0.0,0.0,0.0
832623fffffffff,11.0,0.0,0.0,0.0
832624fffffffff,4.0,0.0,0.0,0.0
832628fffffffff,7.0,0.0,0.0,0.0
83262afffffffff,2.0,0.0,0.0,0.0
83262cfffffffff,110.0,2.0,0.0,0.0
83262dfffffffff,14.0,0.0,0.0,0.0
83262efffffffff,55.0,1.0,0.0,0.0
832635fffffffff,4.0,0.0,0.0,0.0
832640fffffffff,26.0,0.0,0.0,0.0
832641fffffffff,3.0,3.0,0.0,0.0
832643fffffffff,2.0,0.0,0.0,0.0
832646fffffffff,5.0,0.0,0.0,0.0
832648fffffffff,14.0,0.0,0.0,0.0
832649fffffffff,91.0,0.0,0.0,0.0
83264bfffffffff,1.0,0.0,0.0,0.0
83264cfffffffff,2.0,0.0,0.0,0.0
83264efffffffff,14.0,0.0,0.0,0.0
832651fffffffff,2.0,0.0,0.0,0.0
832652fffffffff,7.0,0.0,0.0,0.0
832653fffffffff,4.0,0.0,0.0,0.0
832655fffffffff,11.0,0.0,0.0,0.0
832656fffffffff,4.0,0.0,0.0,0.0
832659fffffffff,3.0,0.0,0.0,0.0
83265dfffffffff,1.0,0.0,0.0,0.0
832661fffffffff,4.0,0.0,0.0,0.0
832662fffffffff,9.0,0.0,0.0,0.0
