cell_id,Cinnyris venustus,Cinnyris venustus [venustus Group],Cinnyris venustus igneiventris,Cinnyris venustus albiventris
835280fffffffff,4.0,0.0,0.0,0.0
835281fffffffff,2.0,0.0,0.0,0.0
835282fffffffff,1.0,0.0,0.0,0.0
835283fffffffff,32.0,5.0,0.0,0.0
835284fffffffff,2.0,2.0,0.0,0.0
835285fffffffff,4.0,0.0,0.0,0.0
835286fffffffff,10.0,2.0,0.0,0.0
835291fffffffff,13.0,0.0,0.0,0.0
835293fffffffff,8.0,0.0,0.0,0.0
835298fffffffff,50.0,12.0,0.0,0.0
835299fffffffff,7.0,0.0,0.0,0.0
83529bfffffffff,233.0,46.0,0.0,2.0
83529dfffffffff,8.0,0.0,0.0,0.0
83529efffffffff,10.0,5.0,0.0,3.0
8352aafffffffff,2.0,0.0,0.0,0.0
8352cafffffffff,1.0,0.0,0.0,1.0
8352d3fffffffff,6.0,0.0,0.0,2.0
8352defffffffff,1.0,0.0,0.0,1.0
835413fffffffff,11.0,0.0,0.0,0.0
835419fffffffff,4.0,0.0,0.0,0.0
83541afffffffff,94.0,12.0,0.0,0.0
83541bfffffffff,13.0,8.0,0.0,0.0
8354a9fffffffff,501.0,60.0,0.0,0.0
8354acfffffffff,36.0,5.0,0.0,0.0
8354adfffffffff,16.0,3.0,0.0,0.0
8354c5fffffffff,4.0,0.0,0.0,0.0
8354ccfffffffff,3.0,0.0,0.0,0.0
8354e0fffffffff,2.0,0.0,0.0,0.0
8354e2fffffffff,13.0,0.0,0.0,0.0
8354e3fffffffff,2.0,0.0,0.0,0.0
8354e4fffffffff,9.0,0.0,0.0,0.0
8354e5fffffffff,8.0,1.0,0.0,0.0
8354eafffffffff,9.0,0.0,0.0,0.0
8354f0fffffffff,5.0,0.0,0.0,0.0
8354f1fffffffff,8.0,0.0,0.0,0.0
8354f3fffffffff,7.0,0.0,0.0,0.0
8354f4fffffffff,82.0,13.0,0.0,0.0
8354f5fffffffff,5.0,0.0,0.0,0.0
8354f6fffffffff,8.0,0.0,0.0,0.0
83580bfffffffff,2.0,0.0,0.0,0.0
83585efffffffff,1.0,0.0,0.0,0.0
835883fffffffff,1.0,0.0,0.0,0.0
835886fffffffff,4.0,0.0,0.0,0.0
83588dfffffffff,2.0,0.0,0.0,0.0
835890fffffffff,53.0,3.0,0.0,0.0
835891fffffffff,3.0,0.0,0.0,0.0
835894fffffffff,15.0,0.0,0.0,0.0
835895fffffffff,7.0,1.0,0.0,0.0
835896fffffffff,22.0,0.0,0.0,0.0
83589cfffffffff,1.0,0.0,0.0,0.0
8358a4fffffffff,2.0,2.0,0.0,0.0
8358a6fffffffff,2.0,0.0,0.0,0.0
8358c3fffffffff,3.0,0.0,0.0,0.0
8358c8fffffffff,1.0,0.0,0.0,0.0
8358cdfffffffff,2.0,0.0,0.0,0.0
8358d1fffffffff,3.0,0.0,0.0,0.0
8358dcfffffffff,2.0,0.0,0.0,0.0
8358defffffffff,9.0,0.0,0.0,0.0
8358e2fffffffff,74.0,0.0,0.0,0.0
8358e6fffffffff,71.0,0.0,0.0,0.0
8358e9fffffffff,1.0,1.0,0.0,0.0
8358f0fffffffff,1.0,1.0,0.0,0.0
8358f1fffffffff,1.0,0.0,0.0,0.0
8358f5fffffffff,36.0,0.0,0.0,0.0
8358f6fffffffff,2.0,0.0,0.0,0.0
83599efffffffff,5.0,5.0,0.0,0.0
836a4afffffffff,2.0,0.0,0.0,0.0
836a4bfffffffff,3.0,0.0,0.0,0.0
836a4cfffffffff,1.0,0.0,0.0,0.0
836a4dfffffffff,4.0,2.0,0.0,0.0
836a58fffffffff,35.0,0.0,0.0,0.0
836a5bfffffffff,5.0,0.0,0.0,0.0
836a61fffffffff,3.0,3.0,0.0,0.0
836a69fffffffff,21.0,8.0,0.0,0.0
836a6bfffffffff,1.0,1.0,0.0,0.0
836a6dfffffffff,3.0,0.0,0.0,0.0
836ac0fffffffff,21.0,0.0,0.0,0.0
836ac1fffffffff,87.0,0.0,8.0,0.0
836ac3fffffffff,52.0,0.0,1.0,0.0
836ac8fffffffff,105.0,0.0,4.0,0.0
836ac9fffffffff,34.0,4.0,0.0,0.0
836accfffffffff,18.0,3.0,2.0,0.0
836acdfffffffff,25.0,1.0,4.0,0.0
836acefffffffff,75.0,0.0,3.0,0.0
836ad8fffffffff,194.0,23.0,14.0,0.0
836ad9fffffffff,7.0,0.0,0.0,0.0
836adafffffffff,5.0,0.0,2.0,0.0
836adcfffffffff,658.0,14.0,93.0,0.0
836addfffffffff,9.0,0.0,3.0,0.0
836adefffffffff,237.0,19.0,33.0,0.0
836ae8fffffffff,2.0,0.0,0.0,0.0
836aeafffffffff,89.0,0.0,5.0,0.0
836aebfffffffff,11.0,0.0,2.0,0.0
836aeefffffffff,3.0,0.0,0.0,0.0
83750dfffffffff,5.0,2.0,0.0,0.0
837520fffffffff,11.0,3.0,0.0,0.0
837529fffffffff,10.0,0.0,0.0,0.0
83752afffffffff,12.0,0.0,0.0,0.0
83752dfffffffff,10.0,0.0,0.0,0.0
83752efffffffff,2.0,0.0,0.0,0.0
837531fffffffff,2.0,2.0,0.0,0.0
837576fffffffff,1.0,0.0,0.0,0.0
837586fffffffff,1.0,0.0,0.0,0.0
8375a0fffffffff,1.0,0.0,0.0,0.0
8375a6fffffffff,2.0,0.0,0.0,0.0
837a40fffffffff,59.0,11.0,0.0,0.0
837a41fffffffff,44.0,4.0,0.0,0.0
837a44fffffffff,5.0,1.0,0.0,0.0
837a45fffffffff,377.0,56.0,0.0,0.0
837a46fffffffff,10.0,0.0,0.0,4.0
837a48fffffffff,53.0,1.0,0.0,0.0
837a4bfffffffff,3.0,0.0,0.0,0.0
837a4cfffffffff,166.0,35.0,0.0,0.0
837a4dfffffffff,146.0,22.0,0.0,0.0
837a4efffffffff,1.0,0.0,0.0,0.0
837a5afffffffff,5.0,0.0,0.0,2.0
837a5cfffffffff,2.0,0.0,0.0,2.0
837a5dfffffffff,2.0,0.0,0.0,2.0
837a60fffffffff,130.0,0.0,0.0,0.0
837a61fffffffff,96.0,10.0,0.0,0.0
837a63fffffffff,18.0,5.0,0.0,0.0
837a64fffffffff,31.0,3.0,0.0,0.0
837a65fffffffff,439.0,41.0,0.0,0.0
837a68fffffffff,150.0,16.0,0.0,0.0
837a6afffffffff,353.0,65.0,0.0,0.0
837a6bfffffffff,23.0,3.0,0.0,0.0
837a6cfffffffff,13.0,0.0,0.0,0.0
837a6dfffffffff,35.0,3.0,0.0,0.0
837a6efffffffff,1390.0,334.0,0.0,0.0
837a71fffffffff,2.0,0.0,0.0,2.0
837a73fffffffff,4.0,0.0,0.0,0.0
837a75fffffffff,1.0,0.0,0.0,0.0
837ac8fffffffff,111.0,10.0,0.0,0.0
837ac9fffffffff,7.0,0.0,0.0,0.0
837acafffffffff,147.0,53.0,0.0,5.0
837acbfffffffff,13.0,0.0,0.0,0.0
837accfffffffff,86.0,15.0,0.0,0.0
837acdfffffffff,145.0,22.0,0.0,1.0
837acefffffffff,3.0,0.0,0.0,0.0
837ad9fffffffff,32.0,3.0,0.0,1.0
837adafffffffff,2.0,0.0,0.0,0.0
837ae8fffffffff,20.0,0.0,0.0,5.0
837ae9fffffffff,63.0,0.0,0.0,23.0
837aeafffffffff,4.0,4.0,0.0,0.0
837aebfffffffff,7.0,3.0,0.0,0.0
837aedfffffffff,7.0,0.0,0.0,7.0
837aeefffffffff,3.0,0.0,0.0,0.0
837b48fffffffff,1.0,1.0,0.0,0.0
837b4afffffffff,9.0,0.0,0.0,0.0
837b4bfffffffff,42.0,12.0,0.0,0.0
837b4cfffffffff,7.0,0.0,0.0,0.0
837b4dfffffffff,11.0,3.0,0.0,0.0
837b59fffffffff,11.0,0.0,0.0,0.0
837b6bfffffffff,3.0,0.0,0.0,0.0
838312fffffffff,5.0,1.0,0.0,0.0
838315fffffffff,2.0,0.0,0.0,0.0
838326fffffffff,13.0,5.0,0.0,0.0
838330fffffffff,3.0,0.0,0.0,0.0
838332fffffffff,5.0,5.0,0.0,0.0
838333fffffffff,19.0,6.0,0.0,0.0
8383acfffffffff,8.0,2.0,0.0,0.0
839600fffffffff,18.0,2.0,0.0,0.0
839601fffffffff,14.0,2.0,0.0,0.0
839602fffffffff,6.0,0.0,0.0,0.0
839604fffffffff,5.0,3.0,0.0,0.0
839609fffffffff,19.0,5.0,0.0,0.0
83960afffffffff,1.0,0.0,0.0,0.0
83960bfffffffff,5.0,0.0,0.0,0.0
83960efffffffff,5.0,2.0,0.0,0.0
839610fffffffff,2.0,2.0,0.0,0.0
839615fffffffff,15.0,7.0,0.0,0.0
839620fffffffff,9.0,0.0,0.0,0.0
839621fffffffff,4.0,0.0,0.0,0.0
839623fffffffff,195.0,17.0,0.0,0.0
839624fffffffff,1.0,0.0,0.0,0.0
839626fffffffff,6.0,0.0,0.0,0.0
839628fffffffff,4.0,0.0,0.0,0.0
839629fffffffff,2.0,0.0,0.0,0.0
83962bfffffffff,7.0,5.0,0.0,0.0
83962cfffffffff,14.0,2.0,0.0,0.0
83962efffffffff,23.0,0.0,0.0,0.0
839631fffffffff,2.0,0.0,0.0,0.0
839633fffffffff,22.0,4.0,0.0,0.0
839636fffffffff,37.0,13.0,0.0,0.0
83964dfffffffff,2.0,0.0,0.0,0.0
839656fffffffff,7.0,6.0,0.0,0.0
839670fffffffff,2.0,2.0,0.0,0.0
839672fffffffff,2.0,0.0,0.0,0.0
839674fffffffff,1.0,0.0,0.0,0.0
839680fffffffff,1.0,0.0,0.0,0.0
839681fffffffff,2.0,2.0,0.0,0.0
839686fffffffff,1.0,0.0,0.0,0.0
83968dfffffffff,4.0,0.0,0.0,0.0
839690fffffffff,69.0,20.0,0.0,0.0
839691fffffffff,2.0,0.0,0.0,0.0
839692fffffffff,860.0,142.0,0.0,0.0
839693fffffffff,519.0,104.0,0.0,0.0
83969afffffffff,6.0,1.0,0.0,0.0
83969bfffffffff,1.0,0.0,0.0,0.0
8396a0fffffffff,4.0,0.0,0.0,0.0
8396a1fffffffff,27.0,27.0,0.0,0.0
8396a2fffffffff,33.0,0.0,0.0,0.0
8396a3fffffffff,32.0,17.0,0.0,0.0
8396a5fffffffff,6.0,2.0,0.0,0.0
8396a8fffffffff,14.0,2.0,0.0,0.0
8396a9fffffffff,2.0,0.0,0.0,0.0
8396aafffffffff,5.0,0.0,0.0,0.0
8396abfffffffff,2.0,0.0,0.0,0.0
8396acfffffffff,4.0,4.0,0.0,0.0
8396b0fffffffff,33.0,4.0,0.0,0.0
8396b1fffffffff,151.0,10.0,0.0,0.0
8396b2fffffffff,4.0,0.0,0.0,0.0
8396b5fffffffff,78.0,4.0,0.0,0.0
8396b6fffffffff,74.0,6.0,0.0,0.0
839700fffffffff,3.0,0.0,0.0,0.0
839702fffffffff,51.0,6.0,0.0,0.0
839703fffffffff,111.0,32.0,0.0,0.0
839705fffffffff,1.0,0.0,0.0,0.0
83970afffffffff,4.0,0.0,0.0,0.0
83970cfffffffff,5.0,3.0,0.0,0.0
839711fffffffff,32.0,4.0,0.0,0.0
839713fffffffff,7.0,0.0,0.0,0.0
839715fffffffff,6.0,6.0,0.0,0.0
839719fffffffff,111.0,30.0,0.0,0.0
83971cfffffffff,145.0,24.0,0.0,0.0
83971dfffffffff,3.0,0.0,0.0,0.0
839751fffffffff,2.0,0.0,0.0,0.0
839753fffffffff,1.0,1.0,0.0,0.0
839772fffffffff,2.0,0.0,0.0,0.0
839788fffffffff,2.0,0.0,0.0,0.0
839789fffffffff,12.0,4.0,0.0,0.0
83978afffffffff,1.0,0.0,0.0,0.0
83978dfffffffff,22.0,11.0,0.0,0.0
83978efffffffff,12.0,12.0,0.0,0.0
839791fffffffff,4.0,0.0,0.0,0.0
839793fffffffff,3.0,0.0,0.0,0.0
839799fffffffff,7.0,3.0,0.0,0.0
83979dfffffffff,3.0,0.0,0.0,0.0
83979efffffffff,3.0,0.0,0.0,0.0
8397a8fffffffff,32.0,9.0,0.0,0.0
8397aafffffffff,5.0,1.0,0.0,0.0
8397acfffffffff,2.0,2.0,0.0,0.0
