cell_id,Sphyrapicus ruber,Sphyrapicus ruber ruber,Sphyrapicus ruber daggetti
831280fffffffff,54.0,0.0,0.0
831281fffffffff,1.0,0.0,0.0
831284fffffffff,54.0,0.0,0.0
831285fffffffff,68.0,0.0,0.0
831286fffffffff,37.0,0.0,0.0
83128bfffffffff,25.0,0.0,0.0
83128dfffffffff,72.0,0.0,0.0
83128efffffffff,6.0,0.0,0.0
831290fffffffff,65.0,0.0,0.0
831293fffffffff,12.0,0.0,0.0
831294fffffffff,83.0,0.0,0.0
831299fffffffff,22.0,0.0,0.0
83129afffffffff,2.0,0.0,0.0
83129bfffffffff,70.0,0.0,0.0
83129cfffffffff,1.0,0.0,0.0
83129dfffffffff,3.0,0.0,0.0
8312a2fffffffff,70.0,0.0,0.0
8312a3fffffffff,45.0,0.0,0.0
8312a6fffffffff,3.0,0.0,0.0
8312a8fffffffff,12.0,0.0,0.0
8312a9fffffffff,3.0,0.0,0.0
8312aafffffffff,37.0,0.0,0.0
8312abfffffffff,370.0,0.0,0.0
8312adfffffffff,8.0,0.0,0.0
8312b0fffffffff,435.0,0.0,0.0
8312b1fffffffff,4.0,0.0,0.0
8312b4fffffffff,90.0,0.0,0.0
8312b5fffffffff,23.0,0.0,0.0
8312b6fffffffff,15.0,0.0,0.0
8312d2fffffffff,110.0,0.0,0.0
8312d3fffffffff,4.0,0.0,0.0
8312d4fffffffff,3.0,0.0,0.0
8312d6fffffffff,4.0,0.0,0.0
8312defffffffff,11.0,0.0,0.0
8312f0fffffffff,3.0,0.0,0.0
8312f1fffffffff,4.0,0.0,0.0
8312f2fffffffff,10.0,0.0,0.0
8312f6fffffffff,214.0,0.0,0.0
831390fffffffff,7.0,0.0,0.0
831391fffffffff,124.0,0.0,0.0
831393fffffffff,206.0,0.0,0.0
831398fffffffff,1.0,0.0,0.0
83139afffffffff,3.0,0.0,0.0
83139bfffffffff,20.0,0.0,0.0
83139efffffffff,781.0,0.0,0.0
831d24fffffffff,104.0,0.0,0.0
832800fffffffff,16.0,0.0,0.0
832802fffffffff,1104.0,0.0,0.0
832803fffffffff,6.0,0.0,0.0
832806fffffffff,479.0,0.0,0.0
832810fffffffff,536.0,0.0,0.0
832811fffffffff,991.0,0.0,0.0
832812fffffffff,412.0,0.0,0.0
832813fffffffff,301.0,0.0,0.0
832814fffffffff,2897.0,0.0,24.0
832815fffffffff,414.0,0.0,0.0
832816fffffffff,25.0,0.0,0.0
832818fffffffff,352.0,0.0,0.0
832819fffffffff,10.0,0.0,0.0
83281afffffffff,571.0,0.0,0.0
83281bfffffffff,1041.0,0.0,0.0
83281cfffffffff,327.0,0.0,0.0
83281dfffffffff,33.0,0.0,0.0
83281efffffffff,2296.0,0.0,0.0
832830fffffffff,6212.0,0.0,109.0
832831fffffffff,306.0,0.0,0.0
832832fffffffff,4162.0,0.0,44.0
832833fffffffff,590.0,0.0,0.0
832834fffffffff,3594.0,0.0,88.0
832836fffffffff,476.0,0.0,0.0
832889fffffffff,33.0,0.0,0.0
83288dfffffffff,8.0,0.0,0.0
8328a8fffffffff,2.0,0.0,0.0
8328a9fffffffff,1393.0,0.0,0.0
8328abfffffffff,1.0,0.0,0.0
8328acfffffffff,89.0,0.0,0.0
8328adfffffffff,343.0,0.0,0.0
8328c2fffffffff,452.0,0.0,0.0
8328c6fffffffff,162.0,0.0,0.0
8328cefffffffff,4.0,0.0,0.0
8328d0fffffffff,1690.0,0.0,0.0
8328d1fffffffff,5782.0,0.0,0.0
8328d2fffffffff,37.0,0.0,0.0
8328d3fffffffff,804.0,0.0,0.0
8328d4fffffffff,1156.0,0.0,0.0
8328d5fffffffff,11138.0,0.0,0.0
8328d6fffffffff,89.0,0.0,0.0
8328d8fffffffff,1485.0,0.0,0.0
8328d9fffffffff,434.0,0.0,0.0
8328dafffffffff,236.0,0.0,0.0
8328dbfffffffff,12.0,0.0,0.0
8328dcfffffffff,2696.0,0.0,0.0
8328ddfffffffff,375.0,0.0,0.0
8328defffffffff,2528.0,23.0,0.0
8328f0fffffffff,9631.0,127.0,0.0
8328f1fffffffff,420.0,0.0,0.0
8328f2fffffffff,795.0,0.0,0.0
8328f3fffffffff,1464.0,0.0,0.0
8328f4fffffffff,4136.0,0.0,0.0
8328f5fffffffff,959.0,0.0,0.0
8328f6fffffffff,308.0,0.0,0.0
832912fffffffff,863.0,0.0,0.0
832913fffffffff,108.0,0.0,0.0
83291afffffffff,280.0,0.0,0.0
832980fffffffff,10.0,0.0,0.0
832981fffffffff,21.0,0.0,0.0
832982fffffffff,3.0,0.0,0.0
832984fffffffff,39.0,0.0,0.0
832985fffffffff,25.0,0.0,0.0
832986fffffffff,79.0,0.0,0.0
832988fffffffff,1.0,0.0,0.0
832989fffffffff,1700.0,0.0,0.0
83298cfffffffff,2527.0,0.0,0.0
83298dfffffffff,1774.0,0.0,6.0
83298efffffffff,2.0,0.0,0.0
8329a0fffffffff,2659.0,0.0,0.0
8329a1fffffffff,2998.0,0.0,0.0
8329a2fffffffff,9.0,0.0,0.0
8329a3fffffffff,73.0,0.0,0.0
8329a4fffffffff,742.0,0.0,0.0
8329a5fffffffff,452.0,0.0,0.0
8329a6fffffffff,53.0,0.0,0.0
8329a8fffffffff,56.0,0.0,0.0
8329a9fffffffff,449.0,0.0,0.0
8329aafffffffff,1291.0,0.0,0.0
8329abfffffffff,1067.0,0.0,0.0
8329acfffffffff,1094.0,0.0,0.0
8329adfffffffff,413.0,0.0,0.0
8329aefffffffff,811.0,0.0,0.0
8329b1fffffffff,8.0,0.0,0.0
83484afffffffff,2.0,0.0,0.0
834859fffffffff,36.0,0.0,0.0
83485dfffffffff,20.0,0.0,0.0
