cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
8445343ffffffff,8.0,0.0,0.0,0.0,0.0
8445349ffffffff,4.0,0.0,0.0,0.0,0.0
8445353ffffffff,56.0,0.0,0.0,0.0,0.0
844535dffffffff,10.0,0.0,0.0,0.0,0.0
8445363ffffffff,6.0,0.0,0.0,0.0,0.0
8445365ffffffff,49.0,0.0,0.0,0.0,0.0
8445367ffffffff,2.0,0.0,0.0,0.0,0.0
8445649ffffffff,6.0,0.0,0.0,0.0,0.0
8445721ffffffff,28.0,0.0,3.0,0.0,0.0
8445725ffffffff,1.0,0.0,0.0,0.0,0.0
8445727ffffffff,14.0,0.0,3.0,0.0,0.0
8445745ffffffff,7.0,0.0,0.0,0.0,0.0
844574dffffffff,8.0,0.0,0.0,0.0,0.0
8445765ffffffff,2.0,0.0,0.0,0.0,0.0
8445769ffffffff,10.0,0.0,0.0,0.0,0.0
8449929ffffffff,3.0,0.0,0.0,0.0,0.0
844992bffffffff,3.0,0.0,0.0,0.0,0.0
8449961ffffffff,26.0,0.0,0.0,0.0,0.0
8449965ffffffff,161.0,0.0,10.0,0.0,0.0
8449967ffffffff,2.0,0.0,0.0,0.0,0.0
8449969ffffffff,8.0,0.0,0.0,0.0,0.0
844996dffffffff,24.0,0.0,0.0,0.0,0.0
845e667ffffffff,8.0,0.0,0.0,0.0,0.0
845f03dffffffff,3.0,0.0,0.0,0.0,0.0
845f083ffffffff,129.0,0.0,0.0,0.0,0.0
845f091ffffffff,1.0,0.0,0.0,0.0,0.0
845f095ffffffff,47.0,0.0,0.0,0.0,0.0
845f09dffffffff,2.0,0.0,0.0,0.0,0.0
845f0b9ffffffff,2.0,0.0,0.0,0.0,0.0
845f0d7ffffffff,7.0,0.0,0.0,0.0,0.0
845f0e3ffffffff,2.0,0.0,0.0,0.0,0.0
845f12bffffffff,2.0,0.0,0.0,0.0,0.0
845f13bffffffff,1.0,0.0,0.0,0.0,0.0
845f13dffffffff,3.0,0.0,0.0,0.0,0.0
845f143ffffffff,2.0,0.0,0.0,0.0,0.0
845f161ffffffff,1.0,0.0,0.0,0.0,0.0
845f1c3ffffffff,10.0,0.0,0.0,0.0,0.0
845f1cbffffffff,16.0,0.0,0.0,0.0,0.0
845f1edffffffff,2.0,0.0,0.0,0.0,0.0
845f223ffffffff,1.0,0.0,0.0,0.0,0.0
845f227ffffffff,8.0,0.0,0.0,0.0,0.0
845f291ffffffff,274.0,0.0,0.0,0.0,0.0
845f295ffffffff,174.0,0.0,0.0,0.0,0.0
845f297ffffffff,3.0,0.0,0.0,0.0,0.0
845f299ffffffff,231.0,0.0,0.0,0.0,0.0
845f29bffffffff,1.0,0.0,0.0,0.0,0.0
845f29dffffffff,112.0,0.0,0.0,0.0,0.0
845f2b1ffffffff,11.0,0.0,0.0,0.0,0.0
845f2b3ffffffff,24.0,0.0,0.0,0.0,0.0
845f2b9ffffffff,1.0,0.0,0.0,0.0,0.0
845f2bbffffffff,37.0,0.0,0.0,0.0,0.0
845f2d1ffffffff,97.0,0.0,0.0,0.0,0.0
845f2d3ffffffff,42.0,0.0,0.0,0.0,0.0
845f2d5ffffffff,9.0,0.0,0.0,0.0,0.0
845f2d7ffffffff,55.0,0.0,0.0,0.0,0.0
845f2dbffffffff,4.0,0.0,0.0,0.0,0.0
845f403ffffffff,3.0,0.0,0.0,0.0,0.0
845f407ffffffff,16.0,0.0,0.0,0.0,0.0
845f40dffffffff,1.0,0.0,0.0,0.0,0.0
845f413ffffffff,1.0,0.0,0.0,0.0,0.0
845f415ffffffff,9.0,0.0,0.0,0.0,0.0
845f417ffffffff,6.0,0.0,0.0,0.0,0.0
845f41bffffffff,2.0,0.0,0.0,0.0,0.0
845f42bffffffff,6.0,0.0,0.0,0.0,0.0
845f433ffffffff,1.0,0.0,0.0,0.0,0.0
845f437ffffffff,4.0,0.0,0.0,0.0,0.0
845f43bffffffff,5.0,0.0,0.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0,0.0,0.0
845f481ffffffff,3.0,0.0,0.0,0.0,0.0
845f483ffffffff,2.0,0.0,0.0,0.0,0.0
845f485ffffffff,4.0,0.0,0.0,0.0,0.0
845f48bffffffff,4.0,0.0,0.0,0.0,0.0
845f491ffffffff,29.0,0.0,0.0,0.0,0.0
845f49bffffffff,3.0,0.0,0.0,0.0,0.0
845f4a3ffffffff,3.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,2.0,0.0,0.0,0.0,0.0
845f4b3ffffffff,65.0,0.0,0.0,0.0,0.0
845f4b9ffffffff,4.0,0.0,0.0,0.0,0.0
845f4bdffffffff,2.0,0.0,0.0,0.0,0.0
845f4e3ffffffff,1.0,0.0,0.0,0.0,0.0
845f4e5ffffffff,2.0,0.0,0.0,0.0,0.0
845f4e7ffffffff,11.0,0.0,0.0,0.0,0.0
845f50bffffffff,2.0,0.0,0.0,0.0,0.0
845f569ffffffff,1.0,0.0,0.0,0.0,0.0
845f581ffffffff,35.0,0.0,0.0,0.0,0.0
845f583ffffffff,233.0,0.0,0.0,0.0,0.0
845f587ffffffff,9.0,0.0,0.0,0.0,0.0
845f58bffffffff,49.0,0.0,0.0,0.0,0.0
845f595ffffffff,19.0,0.0,0.0,0.0,0.0
845f5b5ffffffff,3.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,4.0,0.0,0.0,0.0,0.0
845f5bdffffffff,20.0,0.0,0.0,0.0,0.0
845f5d7ffffffff,7.0,0.0,0.0,0.0,0.0
845f665ffffffff,1.0,0.0,0.0,0.0,0.0
845f683ffffffff,17.0,0.0,0.0,0.0,0.0
845f689ffffffff,3.0,0.0,0.0,0.0,0.0
845f68bffffffff,3.0,0.0,0.0,0.0,0.0
845f691ffffffff,1.0,0.0,0.0,0.0,0.0
845f711ffffffff,11.0,0.0,0.0,0.0,0.0
845f713ffffffff,2.0,0.0,0.0,0.0,0.0
845f755ffffffff,8.0,0.0,0.0,0.0,0.0
845f757ffffffff,2.0,0.0,0.0,0.0,0.0
845f759ffffffff,24.0,0.0,0.0,0.0,0.0
845f75dffffffff,12.0,0.0,0.0,0.0,0.0
845f76bffffffff,1.0,0.0,0.0,0.0,0.0
8466001ffffffff,2.0,0.0,0.0,0.0,0.0
8466005ffffffff,67.0,0.0,0.0,0.0,0.0
8466007ffffffff,9.0,2.0,0.0,0.0,0.0
8466009ffffffff,2.0,0.0,0.0,0.0,0.0
846600dffffffff,1.0,0.0,0.0,0.0,0.0
8466013ffffffff,2.0,0.0,0.0,0.0,0.0
8466017ffffffff,2.0,0.0,0.0,0.0,0.0
8466019ffffffff,2.0,0.0,0.0,0.0,0.0
846601bffffffff,3.0,0.0,0.0,0.0,0.0
8466021ffffffff,154.0,0.0,0.0,0.0,0.0
8466023ffffffff,53.0,0.0,0.0,0.0,0.0
8466025ffffffff,57.0,0.0,0.0,0.0,0.0
8466027ffffffff,59.0,0.0,0.0,0.0,0.0
8466029ffffffff,72.0,0.0,0.0,0.0,0.0
846602bffffffff,21.0,2.0,0.0,0.0,0.0
846602dffffffff,7.0,0.0,0.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0,0.0,0.0
8466035ffffffff,22.0,0.0,0.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0,0.0,0.0
846603dffffffff,13.0,0.0,0.0,0.0,0.0
8466043ffffffff,6.0,0.0,0.0,0.0,0.0
8466045ffffffff,23.0,0.0,0.0,0.0,0.0
8466047ffffffff,23.0,0.0,0.0,0.0,0.0
846604dffffffff,7.0,0.0,0.0,0.0,0.0
8466053ffffffff,3.0,0.0,0.0,0.0,0.0
8466055ffffffff,8.0,0.0,0.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0,0.0,0.0
8466059ffffffff,13.0,0.0,0.0,0.0,0.0
8466061ffffffff,21.0,0.0,0.0,0.0,0.0
8466063ffffffff,9.0,0.0,0.0,0.0,0.0
8466067ffffffff,156.0,0.0,0.0,0.0,0.0
8466069ffffffff,2.0,0.0,0.0,0.0,0.0
846606bffffffff,4.0,0.0,0.0,0.0,0.0
8466081ffffffff,12.0,0.0,0.0,0.0,0.0
8466085ffffffff,3.0,0.0,0.0,0.0,0.0
8466087ffffffff,28.0,0.0,0.0,0.0,0.0
8466089ffffffff,33.0,0.0,0.0,0.0,0.0
846608dffffffff,255.0,5.0,0.0,0.0,0.0
8466091ffffffff,1.0,0.0,0.0,0.0,0.0
8466093ffffffff,16.0,0.0,0.0,0.0,0.0
8466095ffffffff,4.0,0.0,0.0,0.0,0.0
8466097ffffffff,1.0,0.0,0.0,0.0,0.0
8466099ffffffff,3.0,0.0,0.0,0.0,0.0
846609bffffffff,14.0,0.0,0.0,0.0,0.0
84660a1ffffffff,19.0,0.0,0.0,0.0,0.0
84660a3ffffffff,2.0,0.0,0.0,0.0,0.0
84660a5ffffffff,65.0,0.0,0.0,0.0,0.0
84660a7ffffffff,185.0,12.0,0.0,0.0,0.0
84660a9ffffffff,4.0,0.0,0.0,0.0,0.0
84660abffffffff,1.0,0.0,0.0,0.0,0.0
84660adffffffff,48.0,2.0,0.0,0.0,0.0
84660b1ffffffff,2.0,0.0,0.0,0.0,0.0
84660b3ffffffff,23.0,0.0,0.0,0.0,0.0
84660b5ffffffff,14.0,0.0,0.0,0.0,0.0
84660b9ffffffff,14.0,0.0,0.0,0.0,0.0
84660bbffffffff,31.0,0.0,0.0,0.0,0.0
84660bdffffffff,9.0,0.0,0.0,0.0,0.0
84660c1ffffffff,4.0,0.0,0.0,0.0,0.0
84660c5ffffffff,20.0,0.0,0.0,0.0,0.0
84660c7ffffffff,7.0,0.0,0.0,0.0,0.0
84660cbffffffff,13.0,0.0,0.0,0.0,0.0
84660cdffffffff,3.0,0.0,0.0,0.0,0.0
84660d1ffffffff,9.0,0.0,0.0,0.0,0.0
84660d3ffffffff,5.0,0.0,0.0,0.0,0.0
84660d9ffffffff,10.0,0.0,0.0,0.0,0.0
84660ddffffffff,6.0,0.0,0.0,0.0,0.0
84660e1ffffffff,75.0,0.0,0.0,0.0,0.0
84660e3ffffffff,38.0,3.0,0.0,0.0,0.0
84660e5ffffffff,6.0,0.0,0.0,0.0,0.0
84660e7ffffffff,17.0,3.0,0.0,0.0,0.0
84660e9ffffffff,9.0,0.0,0.0,0.0,0.0
84660ebffffffff,66.0,0.0,0.0,0.0,0.0
8466103ffffffff,12.0,0.0,0.0,0.0,0.0
8466105ffffffff,43.0,0.0,0.0,0.0,0.0
8466107ffffffff,618.0,0.0,0.0,0.0,0.0
8466111ffffffff,10.0,0.0,0.0,0.0,0.0
8466113ffffffff,98.0,0.0,0.0,0.0,0.0
8466117ffffffff,9.0,0.0,0.0,0.0,0.0
8466119ffffffff,155.0,2.0,0.0,0.0,0.0
846611bffffffff,4.0,0.0,0.0,0.0,0.0
846611dffffffff,6.0,0.0,0.0,0.0,0.0
8466123ffffffff,2.0,0.0,0.0,0.0,0.0
8466129ffffffff,17.0,0.0,0.0,0.0,0.0
846612dffffffff,2.0,0.0,0.0,0.0,0.0
8466131ffffffff,2.0,0.0,0.0,0.0,0.0
8466135ffffffff,24.0,0.0,0.0,0.0,0.0
8466139ffffffff,573.0,0.0,0.0,0.0,0.0
846613dffffffff,7.0,0.0,0.0,0.0,0.0
8466153ffffffff,44.0,3.0,0.0,0.0,0.0
846615bffffffff,2.0,0.0,0.0,0.0,0.0
8466163ffffffff,431.0,0.0,0.0,0.0,0.0
8466165ffffffff,28.0,0.0,0.0,0.0,0.0
8466167ffffffff,129.0,0.0,0.0,0.0,0.0
8466181ffffffff,22.0,0.0,0.0,0.0,0.0
8466183ffffffff,25.0,0.0,0.0,0.0,0.0
8466187ffffffff,4.0,0.0,0.0,0.0,0.0
8466189ffffffff,27.0,0.0,0.0,0.0,0.0
846618bffffffff,40.0,0.0,0.0,0.0,0.0
846618dffffffff,4.0,0.0,0.0,0.0,0.0
8466191ffffffff,9.0,0.0,0.0,0.0,0.0
8466193ffffffff,337.0,1.0,0.0,0.0,0.0
8466195ffffffff,36.0,0.0,0.0,0.0,0.0
8466197ffffffff,115.0,0.0,0.0,0.0,0.0
8466199ffffffff,54.0,0.0,0.0,0.0,0.0
846619bffffffff,205.0,7.0,0.0,0.0,0.0
846619dffffffff,71.0,0.0,0.0,0.0,0.0
84661a5ffffffff,82.0,1.0,0.0,0.0,0.0
84661a7ffffffff,4.0,0.0,0.0,0.0,0.0
84661adffffffff,27.0,0.0,0.0,0.0,0.0
84661b1ffffffff,37.0,0.0,0.0,0.0,0.0
84661b3ffffffff,365.0,0.0,10.0,0.0,0.0
84661b9ffffffff,78.0,0.0,1.0,0.0,0.0
84661bbffffffff,131.0,0.0,0.0,0.0,0.0
84661bdffffffff,5.0,0.0,0.0,0.0,0.0
84661c1ffffffff,2.0,0.0,0.0,0.0,0.0
84661c5ffffffff,10.0,0.0,0.0,0.0,0.0
84661c9ffffffff,24.0,0.0,0.0,0.0,0.0
84661cbffffffff,12.0,0.0,0.0,0.0,0.0
84661cdffffffff,58.0,0.0,0.0,0.0,0.0
84661d1ffffffff,32.0,0.0,0.0,0.0,0.0
84661d3ffffffff,5.0,0.0,0.0,0.0,0.0
84661d5ffffffff,9.0,0.0,0.0,0.0,0.0
84661d7ffffffff,48.0,1.0,0.0,0.0,0.0
84661dbffffffff,2.0,0.0,0.0,0.0,0.0
84661ddffffffff,11.0,0.0,0.0,0.0,0.0
84661e9ffffffff,9.0,0.0,0.0,0.0,0.0
84661ebffffffff,174.0,0.0,0.0,0.0,0.0
8466201ffffffff,9.0,0.0,0.0,0.0,0.0
8466203ffffffff,8.0,0.0,0.0,0.0,0.0
8466205ffffffff,46.0,0.0,0.0,5.0,0.0
8466207ffffffff,3.0,0.0,0.0,0.0,0.0
846620bffffffff,284.0,0.0,0.0,0.0,0.0
8466213ffffffff,10.0,0.0,0.0,0.0,0.0
8466217ffffffff,118.0,0.0,0.0,0.0,0.0
8466219ffffffff,14.0,0.0,0.0,0.0,0.0
846621bffffffff,8.0,0.0,0.0,0.0,0.0
846621dffffffff,4.0,0.0,0.0,0.0,0.0
8466221ffffffff,134.0,0.0,0.0,7.0,0.0
8466223ffffffff,1.0,0.0,0.0,1.0,0.0
8466225ffffffff,14.0,0.0,0.0,0.0,0.0
8466227ffffffff,16.0,0.0,0.0,0.0,0.0
846622bffffffff,53.0,0.0,0.0,0.0,0.0
8466231ffffffff,6.0,0.0,0.0,0.0,0.0
8466237ffffffff,4.0,0.0,0.0,1.0,0.0
846623bffffffff,17.0,0.0,0.0,0.0,0.0
846623dffffffff,2.0,0.0,0.0,0.0,0.0
8466257ffffffff,17.0,0.0,0.0,0.0,0.0
8466281ffffffff,1.0,0.0,0.0,0.0,0.0
8466283ffffffff,3.0,0.0,0.0,0.0,0.0
8466285ffffffff,2.0,0.0,0.0,0.0,0.0
8466289ffffffff,2.0,0.0,0.0,0.0,0.0
846628bffffffff,4.0,0.0,0.0,0.0,0.0
8466291ffffffff,7.0,0.0,0.0,0.0,0.0
8466293ffffffff,3.0,0.0,0.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0,0.0,0.0
8466299ffffffff,2.0,0.0,0.0,0.0,0.0
846629bffffffff,6.0,0.0,0.0,0.0,0.0
846629dffffffff,2.0,0.0,0.0,0.0,0.0
84662b1ffffffff,2.0,0.0,0.0,0.0,0.0
84662b5ffffffff,28.0,0.0,0.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0,0.0,0.0
84662bdffffffff,8.0,0.0,0.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0,0.0,0.0
84662c9ffffffff,14.0,0.0,0.0,0.0,0.0
84662cdffffffff,22.0,0.0,0.0,0.0,0.0
84662e1ffffffff,11.0,0.0,0.0,0.0,0.0
84662e5ffffffff,5.0,0.0,0.0,0.0,0.0
84662e9ffffffff,17.0,0.0,0.0,0.0,0.0
84662edffffffff,9.0,0.0,0.0,0.0,0.0
8466311ffffffff,23.0,0.0,0.0,0.0,0.0
8466313ffffffff,103.0,0.0,0.0,0.0,0.0
8466317ffffffff,4.0,0.0,0.0,0.0,0.0
846631bffffffff,45.0,0.0,0.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0,0.0,0.0
8466411ffffffff,38.0,0.0,0.0,0.0,0.0
8466415ffffffff,79.0,0.0,0.0,0.0,0.0
8466417ffffffff,5.0,0.0,0.0,0.0,0.0
846641dffffffff,133.0,0.0,0.0,0.0,0.0
846642dffffffff,1.0,0.0,0.0,0.0,0.0
8466441ffffffff,20.0,0.0,0.0,0.0,0.0
8466449ffffffff,2.0,0.0,0.0,0.0,0.0
846644bffffffff,1.0,0.0,0.0,0.0,0.0
846645dffffffff,3.0,0.0,0.0,0.0,0.0
8466463ffffffff,2.0,0.0,0.0,0.0,0.0
8466465ffffffff,7.0,0.0,0.0,0.0,0.0
8466481ffffffff,1.0,0.0,0.0,0.0,0.0
8466485ffffffff,2.0,0.0,0.0,0.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0,0.0
84664c5ffffffff,1.0,0.0,0.0,0.0,0.0
84664e1ffffffff,5.0,0.0,0.0,0.0,0.0
84664e9ffffffff,3.0,0.0,0.0,0.0,0.0
8466501ffffffff,1.0,0.0,0.0,0.0,0.0
8466505ffffffff,13.0,0.0,0.0,0.0,0.0
8466507ffffffff,4.0,0.0,0.0,0.0,0.0
8466509ffffffff,19.0,0.0,0.0,0.0,0.0
846650dffffffff,13.0,0.0,0.0,0.0,0.0
8466525ffffffff,4.0,0.0,0.0,0.0,0.0
8466527ffffffff,3.0,0.0,0.0,0.0,0.0
8466529ffffffff,333.0,0.0,0.0,0.0,0.0
846652bffffffff,13.0,0.0,0.0,0.0,0.0
846652dffffffff,348.0,0.0,0.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0,0.0,0.0
8466541ffffffff,3.0,0.0,0.0,0.0,0.0
8466543ffffffff,8.0,0.0,0.0,0.0,0.0
8466545ffffffff,274.0,0.0,0.0,0.0,0.0
8466547ffffffff,17.0,0.0,0.0,0.0,0.0
8466549ffffffff,99.0,0.0,0.0,0.0,0.0
846654bffffffff,160.0,0.0,0.0,0.0,0.0
846654dffffffff,40.0,0.0,0.0,0.0,0.0
8466555ffffffff,1.0,0.0,0.0,0.0,0.0
8466559ffffffff,1.0,0.0,0.0,0.0,0.0
8466561ffffffff,111.0,0.0,0.0,0.0,0.0
8466563ffffffff,6.0,0.0,0.0,0.0,0.0
8466565ffffffff,114.0,0.0,0.0,0.0,0.0
8466567ffffffff,31.0,0.0,0.0,0.0,0.0
8466569ffffffff,59.0,0.0,0.0,0.0,0.0
846656bffffffff,25.0,0.0,0.0,0.0,0.0
846656dffffffff,74.0,0.0,0.0,0.0,0.0
84665abffffffff,129.0,0.0,0.0,0.0,0.0
84665bdffffffff,85.0,0.0,0.0,0.0,0.0
84665e9ffffffff,38.0,0.0,0.0,0.0,0.0
8466601ffffffff,5.0,0.0,0.0,0.0,0.0
8466607ffffffff,1.0,0.0,0.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0,0.0,0.0
846661dffffffff,4.0,0.0,0.0,0.0,0.0
8466623ffffffff,10.0,0.0,0.0,0.0,0.0
8466629ffffffff,4.0,0.0,0.0,0.0,0.0
8466631ffffffff,29.0,0.0,0.0,0.0,0.0
8466637ffffffff,31.0,0.0,0.0,0.0,0.0
8466639ffffffff,29.0,0.0,0.0,0.0,0.0
846663dffffffff,36.0,0.0,0.0,0.0,0.0
8466641ffffffff,3.0,0.0,0.0,0.0,0.0
8466643ffffffff,2.0,0.0,0.0,0.0,0.0
8466645ffffffff,7.0,0.0,0.0,0.0,0.0
8466647ffffffff,17.0,0.0,0.0,0.0,0.0
846664dffffffff,16.0,0.0,0.0,0.0,0.0
846666bffffffff,1.0,0.0,0.0,0.0,0.0
84666b7ffffffff,1.0,0.0,0.0,0.0,0.0
84666c5ffffffff,2.0,0.0,0.0,0.0,0.0
84666e3ffffffff,1.0,0.0,0.0,0.0,0.0
84666ebffffffff,3.0,0.0,0.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0,0.0,0.0
8466705ffffffff,19.0,0.0,0.0,0.0,0.0
8466707ffffffff,4.0,0.0,0.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0,0.0,0.0
846670dffffffff,18.0,0.0,0.0,0.0,0.0
8466715ffffffff,10.0,0.0,0.0,0.0,0.0
846671bffffffff,7.0,0.0,0.0,0.0,0.0
8466721ffffffff,4.0,0.0,0.0,0.0,0.0
8466723ffffffff,81.0,0.0,0.0,0.0,0.0
8466725ffffffff,10.0,0.0,0.0,0.0,0.0
8466727ffffffff,363.0,0.0,0.0,0.0,0.0
8466731ffffffff,9.0,0.0,0.0,0.0,0.0
8466733ffffffff,23.0,0.0,0.0,0.0,0.0
8466735ffffffff,64.0,0.0,0.0,0.0,0.0
8466737ffffffff,38.0,0.0,0.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0,0.0,0.0
846674bffffffff,5.0,0.0,0.0,0.0,0.0
8466759ffffffff,3.0,0.0,0.0,0.0,0.0
846675dffffffff,154.0,0.0,0.0,0.0,0.0
8466761ffffffff,2.0,0.0,0.0,0.0,0.0
8466763ffffffff,9.0,0.0,0.0,0.0,0.0
8466765ffffffff,3.0,0.0,0.0,0.0,0.0
8466769ffffffff,2.0,0.0,0.0,0.0,0.0
846676dffffffff,6.0,0.0,0.0,0.0,0.0
8466a01ffffffff,14.0,0.0,0.0,0.0,0.0
8466a03ffffffff,106.0,0.0,0.0,0.0,0.0
8466a07ffffffff,2.0,0.0,0.0,0.0,0.0
8466a0bffffffff,72.0,0.0,0.0,0.0,0.0
8466a15ffffffff,85.0,0.0,0.0,0.0,0.0
8466a17ffffffff,34.0,0.0,0.0,0.0,0.0
8466a1dffffffff,942.0,0.0,0.0,0.0,0.0
8466a21ffffffff,122.0,0.0,0.0,0.0,0.0
8466a25ffffffff,34.0,0.0,0.0,0.0,0.0
8466a2bffffffff,6.0,0.0,0.0,0.0,0.0
8466a2dffffffff,2.0,0.0,0.0,0.0,0.0
8466a31ffffffff,13.0,0.0,0.0,0.0,0.0
8466a33ffffffff,41.0,0.0,0.0,0.0,0.0
8466a37ffffffff,16.0,0.0,0.0,0.0,0.0
8466a39ffffffff,63.0,0.0,0.0,0.0,0.0
8466a3dffffffff,29.0,0.0,0.0,0.0,0.0
8466a51ffffffff,1216.0,0.0,0.0,0.0,0.0
8466a53ffffffff,6.0,0.0,0.0,0.0,0.0
8466a55ffffffff,34.0,0.0,0.0,0.0,0.0
8466a57ffffffff,324.0,0.0,0.0,0.0,0.0
8466a59ffffffff,27.0,0.0,0.0,0.0,0.0
8466a5bffffffff,857.0,0.0,0.0,0.0,0.0
8466a5dffffffff,124.0,0.0,0.0,0.0,0.0
8466a65ffffffff,4.0,0.0,0.0,0.0,0.0
8466aedffffffff,4.0,0.0,0.0,0.0,0.0
8466b09ffffffff,43.0,0.0,0.0,0.0,0.0
8466b0bffffffff,38.0,0.0,0.0,0.0,0.0
8466b19ffffffff,333.0,0.0,0.0,0.0,0.0
8466b1dffffffff,7.0,0.0,0.0,0.0,0.0
8466b41ffffffff,291.0,0.0,0.0,0.0,0.0
8466b43ffffffff,79.0,0.0,0.0,0.0,0.0
8466b45ffffffff,5.0,0.0,0.0,0.0,0.0
8466b47ffffffff,53.0,0.0,0.0,0.0,0.0
8466b51ffffffff,86.0,0.0,0.0,0.0,0.0
