cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
8444249ffffffff,1.0,0.0,0.0,0.0,0.0
844501bffffffff,2.0,0.0,0.0,0.0,0.0
8445059ffffffff,43.0,0.0,0.0,0.0,0.0
844505bffffffff,262.0,0.0,11.0,0.0,0.0
844509bffffffff,154.0,0.0,19.0,0.0,0.0
84450a9ffffffff,2.0,0.0,0.0,0.0,0.0
84450abffffffff,2.0,0.0,0.0,0.0,0.0
84450adffffffff,2.0,0.0,0.0,0.0,0.0
84450b1ffffffff,2.0,0.0,0.0,0.0,0.0
84450b5ffffffff,7.0,0.0,0.0,0.0,0.0
84450c9ffffffff,2.0,0.0,0.0,0.0,0.0
84450cdffffffff,9.0,0.0,0.0,0.0,0.0
84450d3ffffffff,2.0,0.0,0.0,0.0,0.0
84450d5ffffffff,7.0,0.0,0.0,0.0,0.0
84450d9ffffffff,7.0,0.0,0.0,0.0,0.0
84450dbffffffff,1.0,0.0,0.0,0.0,0.0
84450e1ffffffff,1.0,0.0,0.0,0.0,0.0
8445201ffffffff,5.0,0.0,0.0,0.0,0.0
8445205ffffffff,4.0,0.0,0.0,0.0,0.0
8445207ffffffff,20.0,0.0,0.0,0.0,0.0
844520dffffffff,50.0,0.0,0.0,0.0,0.0
8445211ffffffff,8.0,0.0,0.0,0.0,0.0
8445213ffffffff,51.0,0.0,0.0,0.0,0.0
8445215ffffffff,103.0,0.0,0.0,0.0,0.0
8445217ffffffff,57.0,0.0,0.0,0.0,0.0
844521bffffffff,2.0,0.0,0.0,0.0,0.0
844522bffffffff,3.0,0.0,0.0,0.0,0.0
8445233ffffffff,214.0,0.0,5.0,0.0,0.0
844523bffffffff,275.0,0.0,3.0,0.0,0.0
8445243ffffffff,2.0,0.0,0.0,0.0,0.0
8445253ffffffff,13.0,0.0,0.0,0.0,0.0
8445255ffffffff,6.0,0.0,0.0,0.0,0.0
8445263ffffffff,122.0,0.0,0.0,0.0,0.0
8445267ffffffff,2.0,0.0,0.0,0.0,0.0
844526bffffffff,433.0,0.0,0.0,0.0,0.0
8445285ffffffff,4.0,0.0,0.0,0.0,0.0
8445287ffffffff,3.0,0.0,2.0,0.0,0.0
8445289ffffffff,123.0,0.0,0.0,0.0,0.0
8445291ffffffff,2.0,0.0,0.0,0.0,0.0
8445293ffffffff,6.0,0.0,0.0,0.0,0.0
8445295ffffffff,7.0,0.0,0.0,0.0,0.0
8445297ffffffff,17.0,0.0,0.0,0.0,0.0
844529bffffffff,16.0,0.0,2.0,0.0,0.0
84452a1ffffffff,7.0,0.0,0.0,0.0,0.0
84452a3ffffffff,62.0,0.0,0.0,0.0,0.0
84452a5ffffffff,74.0,0.0,2.0,0.0,0.0
84452a7ffffffff,12.0,0.0,0.0,0.0,0.0
84452a9ffffffff,276.0,0.0,12.0,0.0,0.0
84452abffffffff,7.0,0.0,0.0,0.0,0.0
84452adffffffff,1600.0,0.0,108.0,0.0,0.0
84452b3ffffffff,5.0,0.0,0.0,0.0,0.0
84452bdffffffff,11.0,0.0,1.0,0.0,0.0
84452c1ffffffff,114.0,0.0,0.0,0.0,0.0
84452c3ffffffff,228.0,0.0,0.0,0.0,0.0
84452c5ffffffff,229.0,0.0,0.0,0.0,0.0
84452c7ffffffff,291.0,0.0,0.0,0.0,0.0
84452c9ffffffff,18.0,0.0,0.0,0.0,0.0
84452cbffffffff,36.0,0.0,0.0,0.0,0.0
84452cdffffffff,4.0,0.0,0.0,0.0,0.0
84452d7ffffffff,2.0,0.0,0.0,0.0,0.0
84452d9ffffffff,4.0,0.0,0.0,0.0,0.0
84452dbffffffff,25.0,0.0,0.0,0.0,0.0
84452ddffffffff,5.0,0.0,0.0,0.0,0.0
84452e1ffffffff,1291.0,0.0,20.0,0.0,0.0
84452e3ffffffff,804.0,0.0,26.0,0.0,0.0
84452e5ffffffff,266.0,0.0,26.0,0.0,0.0
84452e7ffffffff,104.0,0.0,0.0,0.0,0.0
84452ebffffffff,43.0,0.0,0.0,0.0,0.0
84452edffffffff,34.0,0.0,0.0,0.0,0.0
8445309ffffffff,2.0,0.0,0.0,0.0,0.0
8445321ffffffff,2.0,0.0,0.0,0.0,0.0
