cell_id,Leiothlypis celata,Leiothlypis celata celata,Leiothlypis celata orestera,Leiothlypis celata lutescens,Leiothlypis celata sordida,Leiothlypis celata celata/orestera
830d6bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830d6cfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,9.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
830d73fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830d89fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e0bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e45fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
830e4bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,35.0,0.0,0.0,0.0,0.0,0.0
830e52fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e53fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e62fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e6afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e74fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,877.0,0.0,0.0,0.0,0.0,0.0
830e83fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
830e89fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
830e8dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e91fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
830e94fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830e96fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830e9afffffffff,10.0,0.0,0.0,0.0,0.0,0.0
830ec0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ec1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ec2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830ec4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
830ec9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ecbfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,77.0,0.0,0.0,0.0,0.0,0.0
830ecdfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
830ed4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ee1fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,132.0,0.0,0.0,0.0,0.0,0.0
830eebfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830eecfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
830eedfffffffff,53.0,0.0,0.0,0.0,0.0,0.0
830eeefffffffff,11.0,0.0,0.0,0.0,0.0,0.0
830ef0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
830ef2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
830ef3fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
830f5afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83120afffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831213fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
831214fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831215fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831218fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83121afffffffff,124.0,0.0,0.0,0.0,0.0,0.0
83121bfffffffff,24.0,0.0,0.0,0.0,0.0,4.0
83121efffffffff,38.0,0.0,0.0,0.0,0.0,0.0
831225fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
831229fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83122efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831230fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831233fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831243fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831244fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
831246fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83124bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83124dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831250fffffffff,37.0,0.0,0.0,0.0,0.0,0.0
831251fffffffff,83.0,0.0,0.0,0.0,0.0,11.0
831252fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
831253fffffffff,14.0,0.0,0.0,0.0,0.0,2.0
831254fffffffff,24.0,0.0,0.0,0.0,0.0,3.0
831255fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831258fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
831259fffffffff,239.0,0.0,0.0,0.0,0.0,0.0
83125afffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83125bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83125cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83125dfffffffff,27.0,0.0,0.0,0.0,0.0,0.0
831261fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831263fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831266fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83126bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83126efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831272fffffffff,102.0,0.0,0.0,0.0,0.0,4.0
831273fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831275fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,79.0,0.0,0.0,2.0,0.0,0.0
831281fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831284fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
831285fffffffff,131.0,0.0,0.0,0.0,0.0,0.0
831286fffffffff,89.0,0.0,0.0,0.0,0.0,0.0
831288fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
831289fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
83128afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83128bfffffffff,903.0,0.0,0.0,0.0,0.0,0.0
83128dfffffffff,175.0,0.0,0.0,0.0,0.0,0.0
83128efffffffff,21.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,76.0,0.0,0.0,15.0,0.0,0.0
831293fffffffff,23.0,0.0,0.0,2.0,0.0,0.0
831294fffffffff,86.0,0.0,0.0,4.0,0.0,0.0
831295fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831298fffffffff,109.0,0.0,0.0,0.0,0.0,0.0
831299fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83129afffffffff,16.0,0.0,0.0,1.0,0.0,0.0
83129bfffffffff,110.0,0.0,0.0,5.0,0.0,2.0
83129cfffffffff,44.0,0.0,0.0,0.0,0.0,0.0
83129dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312a2fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
8312a3fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8312a6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312a8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312a9fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
8312aafffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8312abfffffffff,280.0,0.0,0.0,0.0,0.0,0.0
8312adfffffffff,171.0,0.0,0.0,0.0,0.0,0.0
8312b0fffffffff,651.0,0.0,0.0,0.0,0.0,0.0
8312b1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312b3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8312b4fffffffff,87.0,0.0,0.0,0.0,0.0,0.0
8312b5fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8312b6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312c0fffffffff,242.0,0.0,0.0,0.0,0.0,0.0
8312c1fffffffff,559.0,0.0,7.0,0.0,0.0,0.0
8312c2fffffffff,81.0,0.0,0.0,0.0,0.0,0.0
8312c3fffffffff,170.0,0.0,0.0,0.0,0.0,0.0
8312c4fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8312c5fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8312c6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312c8fffffffff,207.0,0.0,0.0,0.0,0.0,0.0
8312c9fffffffff,38.0,0.0,0.0,0.0,0.0,2.0
8312cafffffffff,316.0,0.0,0.0,0.0,0.0,0.0
8312cbfffffffff,490.0,0.0,0.0,0.0,0.0,8.0
8312ccfffffffff,1564.0,0.0,0.0,0.0,0.0,0.0
8312cdfffffffff,243.0,0.0,0.0,0.0,0.0,0.0
8312cefffffffff,79.0,0.0,0.0,0.0,0.0,0.0
8312d0fffffffff,274.0,0.0,0.0,0.0,0.0,0.0
8312d1fffffffff,1002.0,0.0,0.0,0.0,0.0,0.0
8312d2fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8312d3fffffffff,544.0,0.0,0.0,0.0,0.0,0.0
8312d4fffffffff,120.0,0.0,0.0,0.0,0.0,0.0
8312d5fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8312d6fffffffff,153.0,0.0,0.0,0.0,0.0,0.0
8312d8fffffffff,484.0,0.0,0.0,0.0,0.0,0.0
8312d9fffffffff,286.0,0.0,0.0,0.0,0.0,0.0
8312dafffffffff,443.0,0.0,0.0,0.0,0.0,0.0
8312dbfffffffff,427.0,0.0,0.0,0.0,0.0,0.0
8312dcfffffffff,353.0,0.0,0.0,0.0,0.0,0.0
8312ddfffffffff,587.0,0.0,0.0,0.0,0.0,0.0
8312defffffffff,1176.0,0.0,0.0,0.0,0.0,0.0
8312e0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8312e1fffffffff,185.0,0.0,0.0,0.0,0.0,0.0
8312e2fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8312e3fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8312e5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8312e8fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8312e9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8312eafffffffff,70.0,0.0,0.0,0.0,0.0,0.0
8312ebfffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8312ecfffffffff,511.0,0.0,0.0,0.0,0.0,4.0
8312edfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8312eefffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8312f0fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8312f1fffffffff,137.0,0.0,2.0,0.0,0.0,0.0
8312f2fffffffff,68.0,0.0,0.0,0.0,0.0,0.0
8312f3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8312f4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312f5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8312f6fffffffff,615.0,0.0,0.0,0.0,0.0,0.0
831306fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
831311fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
831336fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831350fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
831352fffffffff,354.0,0.0,0.0,0.0,0.0,0.0
831380fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831382fffffffff,150.0,0.0,0.0,0.0,0.0,0.0
831383fffffffff,1207.0,0.0,0.0,0.0,0.0,0.0
831384fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831386fffffffff,454.0,0.0,0.0,0.0,0.0,0.0
831388fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831389fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83138afffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83138cfffffffff,316.0,0.0,0.0,0.0,0.0,0.0
83138dfffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83138efffffffff,9.0,0.0,0.0,0.0,0.0,0.0
831390fffffffff,73.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,202.0,0.0,0.0,6.0,0.0,0.0
831393fffffffff,272.0,0.0,0.0,6.0,0.0,0.0
831394fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
831395fffffffff,87.0,0.0,0.0,0.0,0.0,0.0
831396fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
831398fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
831399fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83139bfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83139cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,1661.0,8.0,0.0,63.0,0.0,0.0
8313a3fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8313a6fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8313a9fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8313aafffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8313b0fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8313b1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8313b2fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8313b3fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
8313b5fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8313b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831b80fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
831b86fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831b92fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831bb0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831bb2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831bb3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
831d20fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
831d24fffffffff,87.0,0.0,0.0,0.0,0.0,0.0
831d26fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8322dbfffffffff,52.0,4.0,0.0,2.0,0.0,0.0
832600fffffffff,72.0,2.0,0.0,0.0,0.0,0.0
832601fffffffff,181.0,4.0,0.0,0.0,0.0,0.0
832602fffffffff,30.0,1.0,0.0,0.0,0.0,0.0
832603fffffffff,113.0,10.0,0.0,0.0,0.0,0.0
832604fffffffff,63.0,0.0,0.0,0.0,0.0,0.0
832605fffffffff,148.0,2.0,0.0,0.0,0.0,0.0
832606fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832608fffffffff,249.0,2.0,0.0,0.0,0.0,0.0
832609fffffffff,33.0,2.0,0.0,0.0,0.0,0.0
83260afffffffff,454.0,9.0,0.0,0.0,0.0,0.0
83260bfffffffff,214.0,2.0,0.0,0.0,0.0,0.0
83260cfffffffff,42.0,2.0,0.0,0.0,0.0,0.0
83260dfffffffff,208.0,1.0,0.0,0.0,0.0,0.0
83260efffffffff,299.0,64.0,0.0,0.0,0.0,0.0
832610fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
832611fffffffff,68.0,0.0,0.0,0.0,0.0,0.0
832612fffffffff,61.0,4.0,0.0,0.0,0.0,0.0
832613fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832614fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832615fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832616fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,118.0,0.0,0.0,0.0,0.0,5.0
832619fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83261afffffffff,16.0,4.0,0.0,0.0,0.0,0.0
83261bfffffffff,52.0,2.0,0.0,0.0,0.0,0.0
83261cfffffffff,22.0,0.0,0.0,0.0,0.0,0.0
83261dfffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83261efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832620fffffffff,110.0,0.0,0.0,0.0,0.0,0.0
832621fffffffff,324.0,0.0,0.0,0.0,0.0,0.0
832622fffffffff,51.0,1.0,0.0,0.0,0.0,0.0
832623fffffffff,151.0,0.0,0.0,0.0,0.0,0.0
832624fffffffff,168.0,0.0,0.0,0.0,0.0,0.0
832625fffffffff,87.0,0.0,0.0,0.0,0.0,0.0
832626fffffffff,519.0,0.0,0.0,0.0,0.0,0.0
832628fffffffff,102.0,1.0,0.0,0.0,0.0,0.0
832629fffffffff,111.0,0.0,0.0,0.0,0.0,0.0
83262afffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83262bfffffffff,280.0,1.0,0.0,0.0,0.0,0.0
83262cfffffffff,1566.0,0.0,0.0,0.0,0.0,0.0
83262dfffffffff,161.0,0.0,0.0,0.0,0.0,0.0
83262efffffffff,121.0,0.0,0.0,0.0,0.0,0.0
832630fffffffff,42.0,2.0,0.0,0.0,0.0,0.0
832631fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832632fffffffff,8.0,4.0,0.0,0.0,0.0,0.0
832633fffffffff,60.0,0.0,0.0,0.0,0.0,0.0
832634fffffffff,120.0,0.0,0.0,0.0,0.0,0.0
832635fffffffff,86.0,0.0,0.0,0.0,0.0,0.0
832636fffffffff,267.0,0.0,0.0,0.0,0.0,0.0
832640fffffffff,292.0,19.0,0.0,0.0,0.0,0.0
832641fffffffff,48.0,11.0,0.0,0.0,0.0,0.0
832642fffffffff,75.0,2.0,0.0,0.0,0.0,0.0
832643fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
832644fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832645fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
832646fffffffff,331.0,8.0,0.0,0.0,0.0,0.0
832648fffffffff,54.0,0.0,0.0,0.0,0.0,0.0
832649fffffffff,355.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,331.0,0.0,0.0,0.0,0.0,0.0
83264bfffffffff,38.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,94.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,172.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,45.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
832651fffffffff,88.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,349.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,369.0,11.0,0.0,0.0,0.0,0.0
832654fffffffff,131.0,0.0,0.0,0.0,0.0,0.0
832655fffffffff,342.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,1226.0,0.0,0.0,0.0,0.0,0.0
832658fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,255.0,0.0,0.0,0.0,0.0,0.0
83265afffffffff,242.0,12.0,0.0,0.0,0.0,0.0
83265bfffffffff,411.0,39.0,0.0,0.0,0.0,0.0
83265cfffffffff,38.0,0.0,0.0,0.0,0.0,0.0
83265dfffffffff,119.0,0.0,0.0,0.0,0.0,0.0
83265efffffffff,84.0,4.0,0.0,0.0,0.0,0.0
832660fffffffff,33.0,1.0,0.0,0.0,0.0,0.0
832661fffffffff,155.0,15.0,0.0,0.0,0.0,0.0
832662fffffffff,231.0,17.0,0.0,0.0,0.0,0.0
832663fffffffff,150.0,4.0,0.0,0.0,0.0,0.0
832664fffffffff,2649.0,283.0,0.0,0.0,0.0,0.0
832665fffffffff,72.0,10.0,0.0,0.0,0.0,0.0
832666fffffffff,262.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,59.0,0.0,0.0,0.0,0.0,0.0
832669fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,45.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83266cfffffffff,50.0,1.0,0.0,0.0,0.0,0.0
83266dfffffffff,70.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,38.0,3.0,0.0,0.0,0.0,0.0
832670fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832671fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
832672fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832673fffffffff,39.0,6.0,0.0,0.0,0.0,0.0
832674fffffffff,127.0,12.0,0.0,0.0,0.0,0.0
832675fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
832676fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
832680fffffffff,224.0,0.0,0.0,0.0,0.0,4.0
832681fffffffff,2245.0,0.0,2.0,0.0,0.0,0.0
832682fffffffff,38.0,0.0,0.0,0.0,0.0,0.0
832683fffffffff,397.0,0.0,0.0,0.0,0.0,17.0
832684fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
832685fffffffff,397.0,0.0,0.0,0.0,0.0,0.0
832686fffffffff,3.0,0.0,2.0,0.0,0.0,0.0
832688fffffffff,1917.0,0.0,4.0,0.0,0.0,81.0
832689fffffffff,110.0,0.0,0.0,0.0,0.0,2.0
83268afffffffff,91.0,0.0,0.0,0.0,0.0,0.0
83268bfffffffff,139.0,0.0,0.0,0.0,0.0,0.0
83268cfffffffff,2158.0,0.0,0.0,0.0,0.0,19.0
83268dfffffffff,677.0,0.0,0.0,0.0,0.0,13.0
83268efffffffff,130.0,0.0,8.0,0.0,0.0,0.0
832690fffffffff,446.0,0.0,0.0,0.0,0.0,0.0
832691fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
