cell_id,Chlidonias niger,Chlidonias niger niger,Chlidonias niger surinamensis
84120a1ffffffff,2.0,0.0,0.0
84120b7ffffffff,2.0,0.0,0.0
8412181ffffffff,9.0,0.0,0.0
8412187ffffffff,55.0,0.0,0.0
841218dffffffff,2.0,0.0,0.0
8412197ffffffff,2.0,0.0,0.0
8412199ffffffff,7.0,0.0,0.0
84121a3ffffffff,5.0,0.0,0.0
84121a9ffffffff,12.0,0.0,0.0
84121abffffffff,1.0,0.0,0.0
84121adffffffff,1.0,0.0,0.0
84121bbffffffff,54.0,0.0,0.0
84121bdffffffff,11.0,0.0,0.0
84121e3ffffffff,15.0,0.0,0.0
841221dffffffff,2.0,0.0,0.0
8412303ffffffff,1.0,0.0,0.0
8412309ffffffff,2.0,0.0,0.0
8412437ffffffff,2.0,0.0,0.0
841246bffffffff,2.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0
84124b3ffffffff,2.0,0.0,0.0
84124b5ffffffff,25.0,0.0,0.0
84124b7ffffffff,71.0,0.0,0.0
84124bdffffffff,4.0,0.0,0.0
84124d9ffffffff,4.0,0.0,0.0
84124e7ffffffff,2.0,0.0,0.0
8412501ffffffff,4.0,0.0,0.0
8412503ffffffff,11.0,0.0,4.0
8412505ffffffff,22.0,0.0,4.0
8412507ffffffff,5.0,0.0,0.0
8412511ffffffff,16.0,0.0,0.0
8412515ffffffff,190.0,0.0,50.0
8412517ffffffff,4.0,0.0,0.0
841251dffffffff,7.0,0.0,0.0
8412521ffffffff,25.0,0.0,0.0
8412523ffffffff,20.0,0.0,0.0
8412525ffffffff,38.0,0.0,4.0
8412527ffffffff,63.0,0.0,10.0
8412529ffffffff,2.0,0.0,0.0
841252bffffffff,10.0,0.0,0.0
841252dffffffff,4.0,0.0,0.0
8412531ffffffff,9.0,0.0,0.0
8412535ffffffff,116.0,0.0,22.0
8412537ffffffff,4.0,0.0,2.0
8412539ffffffff,72.0,0.0,18.0
841253bffffffff,12.0,0.0,2.0
841253dffffffff,17.0,0.0,1.0
8412549ffffffff,7.0,0.0,0.0
8412569ffffffff,2.0,0.0,0.0
8412581ffffffff,9.0,0.0,0.0
8412583ffffffff,10.0,0.0,0.0
8412589ffffffff,3.0,0.0,0.0
841258bffffffff,2.0,0.0,0.0
841258dffffffff,2.0,0.0,0.0
8412591ffffffff,74.0,0.0,0.0
8412593ffffffff,39.0,0.0,0.0
8412595ffffffff,14.0,0.0,0.0
8412597ffffffff,129.0,0.0,0.0
8412599ffffffff,2.0,0.0,0.0
841259dffffffff,19.0,0.0,0.0
84125a3ffffffff,1.0,0.0,0.0
84125a5ffffffff,3.0,0.0,0.0
84125a9ffffffff,2.0,0.0,0.0
84125adffffffff,24.0,0.0,0.0
84125b9ffffffff,9.0,0.0,0.0
84125bbffffffff,21.0,0.0,0.0
84125c7ffffffff,4.0,0.0,0.0
84125cdffffffff,1.0,0.0,0.0
84125d3ffffffff,16.0,0.0,0.0
84125d5ffffffff,5.0,0.0,0.0
84125d7ffffffff,12.0,0.0,0.0
84125d9ffffffff,4.0,0.0,0.0
84125dbffffffff,22.0,0.0,0.0
84125e3ffffffff,2.0,0.0,0.0
84125e5ffffffff,13.0,0.0,1.0
84125e7ffffffff,8.0,0.0,0.0
84125edffffffff,4.0,0.0,0.0
84126a1ffffffff,2.0,0.0,0.0
8412721ffffffff,2.0,0.0,0.0
8412723ffffffff,95.0,0.0,0.0
8412887ffffffff,3.0,0.0,0.0
8412891ffffffff,2.0,0.0,0.0
8412899ffffffff,1.0,0.0,0.0
841289bffffffff,4.0,0.0,0.0
84128abffffffff,4.0,0.0,0.0
84128b9ffffffff,2.0,0.0,0.0
84128d3ffffffff,1.0,0.0,0.0
84128d9ffffffff,10.0,0.0,0.0
84128ddffffffff,11.0,0.0,0.0
84128e3ffffffff,16.0,0.0,0.0
8412a97ffffffff,5.0,0.0,0.0
8412ab5ffffffff,30.0,0.0,0.0
8412ab7ffffffff,2.0,0.0,0.0
8412abbffffffff,1.0,0.0,0.0
8412c13ffffffff,7.0,0.0,0.0
8412c1bffffffff,131.0,0.0,0.0
8412c1dffffffff,1.0,0.0,0.0
8412c21ffffffff,6.0,0.0,0.0
8412c5bffffffff,2.0,0.0,0.0
8412c81ffffffff,6.0,0.0,0.0
8412c83ffffffff,3.0,0.0,0.0
8412c85ffffffff,26.0,0.0,0.0
8412c87ffffffff,171.0,0.0,0.0
8412c89ffffffff,12.0,0.0,0.0
8412c8bffffffff,4.0,0.0,0.0
8412c8dffffffff,4.0,0.0,0.0
8412c95ffffffff,5.0,0.0,0.0
8412c99ffffffff,2.0,0.0,0.0
8412c9bffffffff,4.0,0.0,0.0
8412c9dffffffff,26.0,0.0,0.0
8412cabffffffff,49.0,0.0,0.0
8412cb1ffffffff,45.0,0.0,0.0
8412cb9ffffffff,42.0,0.0,0.0
8412cbbffffffff,12.0,0.0,0.0
8412cbdffffffff,1.0,0.0,0.0
8412cc1ffffffff,485.0,0.0,0.0
8412cc3ffffffff,2.0,0.0,0.0
8412cc5ffffffff,32.0,0.0,0.0
8412cc7ffffffff,23.0,0.0,0.0
8412cc9ffffffff,450.0,0.0,0.0
8412ccbffffffff,2.0,0.0,0.0
8412ccdffffffff,496.0,0.0,0.0
8412cd7ffffffff,3.0,0.0,0.0
8412cd9ffffffff,108.0,0.0,0.0
8412cdbffffffff,38.0,0.0,0.0
8412cddffffffff,17.0,0.0,0.0
8412ce3ffffffff,11.0,0.0,0.0
8412d03ffffffff,9.0,0.0,0.0
8412d07ffffffff,4.0,0.0,0.0
8412d0bffffffff,1.0,0.0,0.0
8412d15ffffffff,2.0,0.0,0.0
8412d19ffffffff,9.0,0.0,0.0
8412d39ffffffff,15.0,0.0,0.0
8412d41ffffffff,19.0,0.0,0.0
8412d45ffffffff,1.0,0.0,0.0
8412d4dffffffff,15.0,0.0,0.0
8412d6bffffffff,1.0,0.0,0.0
8412d81ffffffff,2.0,0.0,0.0
8412d95ffffffff,2.0,0.0,0.0
8412d9dffffffff,42.0,0.0,0.0
8412da1ffffffff,3.0,0.0,0.0
8412da9ffffffff,2.0,0.0,0.0
8412dadffffffff,1.0,0.0,0.0
8412db3ffffffff,40.0,0.0,0.0
8412db5ffffffff,13.0,0.0,0.0
8412db7ffffffff,235.0,0.0,0.0
8412db9ffffffff,19.0,0.0,0.0
8412dbbffffffff,7.0,0.0,0.0
8412dbdffffffff,7.0,0.0,0.0
8412dc3ffffffff,2.0,0.0,0.0
8412dc9ffffffff,2.0,0.0,0.0
8412dd5ffffffff,14.0,0.0,0.0
8412dd7ffffffff,79.0,0.0,5.0
8412de5ffffffff,2.0,0.0,0.0
8412de7ffffffff,50.0,0.0,0.0
8412e0bffffffff,1.0,0.0,0.0
8412e11ffffffff,10.0,0.0,0.0
8412e13ffffffff,270.0,0.0,2.0
8412e15ffffffff,4.0,0.0,0.0
8412e17ffffffff,6.0,0.0,0.0
8412e1bffffffff,40.0,0.0,4.0
8412e1dffffffff,3.0,0.0,0.0
8412e21ffffffff,4.0,0.0,0.0
8412e2bffffffff,2.0,0.0,0.0
8412e4bffffffff,4.0,0.0,0.0
8412e4dffffffff,5.0,0.0,0.0
8412e53ffffffff,3.0,0.0,0.0
8412e81ffffffff,6.0,0.0,0.0
8412e83ffffffff,2.0,0.0,0.0
8412e85ffffffff,4.0,0.0,0.0
8412e87ffffffff,6.0,0.0,0.0
8412e89ffffffff,6.0,0.0,0.0
8412e8bffffffff,5.0,0.0,0.0
8412e8dffffffff,92.0,0.0,5.0
8412e93ffffffff,4.0,0.0,0.0
8412e95ffffffff,4.0,0.0,0.0
8412e99ffffffff,5.0,0.0,1.0
8412e9dffffffff,6.0,0.0,0.0
8412ea1ffffffff,50.0,0.0,0.0
8412ea3ffffffff,164.0,0.0,0.0
8412ea5ffffffff,109.0,0.0,0.0
8412ea7ffffffff,81.0,0.0,0.0
8412ea9ffffffff,34.0,0.0,2.0
8412eabffffffff,8.0,0.0,0.0
8412eadffffffff,14.0,0.0,0.0
8412eb1ffffffff,5.0,0.0,0.0
8412eb3ffffffff,10.0,0.0,0.0
8412eb5ffffffff,7.0,0.0,0.0
8412eb7ffffffff,14.0,0.0,0.0
8412eb9ffffffff,14.0,0.0,0.0
8412ebbffffffff,20.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0
8412ec1ffffffff,747.0,0.0,40.0
8412ec3ffffffff,18.0,0.0,0.0
8412ec5ffffffff,135.0,0.0,9.0
8412ec7ffffffff,67.0,0.0,0.0
8412ec9ffffffff,344.0,0.0,16.0
8412ecbffffffff,59.0,0.0,5.0
8412ecdffffffff,107.0,0.0,0.0
8412ed1ffffffff,1.0,0.0,0.0
8412ed3ffffffff,17.0,0.0,0.0
8412ed5ffffffff,1.0,0.0,0.0
8412ed9ffffffff,39.0,0.0,0.0
8412edbffffffff,3.0,0.0,1.0
8412ee1ffffffff,4.0,0.0,0.0
8412ee3ffffffff,17.0,0.0,0.0
8412ee7ffffffff,6.0,0.0,0.0
8412eebffffffff,4.0,0.0,0.0
8412f15ffffffff,7.0,0.0,0.0
8412f65ffffffff,2.0,0.0,0.0
8412f6dffffffff,11.0,0.0,0.0
841352dffffffff,3.0,0.0,0.0
8413955ffffffff,2.0,0.0,0.0
8415929ffffffff,9.0,0.0,0.0
841592bffffffff,5.0,0.0,0.0
8418411ffffffff,2.0,0.0,0.0
8418429ffffffff,1.0,0.0,0.0
8418447ffffffff,3.0,0.0,0.0
8418455ffffffff,3.0,0.0,0.0
841845bffffffff,5.0,0.0,0.0
841845dffffffff,4.0,0.0,0.0
841846dffffffff,3.0,0.0,0.0
8418495ffffffff,129.0,0.0,0.0
84184a5ffffffff,1.0,0.0,0.0
84184b1ffffffff,11.0,0.0,0.0
84184b7ffffffff,2.0,0.0,0.0
84184b9ffffffff,16.0,0.0,0.0
84184bdffffffff,14.0,0.0,0.0
84184d5ffffffff,1.0,0.0,0.0
84184ddffffffff,4.0,0.0,0.0
84184ebffffffff,1.0,0.0,0.0
8418553ffffffff,1.0,0.0,0.0
8418557ffffffff,4.0,0.0,0.0
8418597ffffffff,1.0,0.0,0.0
84185b5ffffffff,3.0,0.0,0.0
84185bbffffffff,5.0,0.0,0.0
8418655ffffffff,2.0,2.0,0.0
841866bffffffff,2.0,0.0,0.0
84186a1ffffffff,4.0,0.0,0.0
84186a3ffffffff,1.0,0.0,0.0
84186a7ffffffff,2.0,0.0,0.0
84186adffffffff,3.0,0.0,0.0
84186c3ffffffff,3.0,1.0,0.0
84186c5ffffffff,6.0,0.0,0.0
84186c9ffffffff,13.0,0.0,0.0
84186cbffffffff,14.0,0.0,0.0
84186d1ffffffff,1.0,0.0,0.0
84186d5ffffffff,2.0,0.0,0.0
84186dbffffffff,2.0,0.0,0.0
84186e7ffffffff,2.0,0.0,0.0
841870dffffffff,2.0,0.0,0.0
8418763ffffffff,1.0,0.0,0.0
8419401ffffffff,18.0,0.0,0.0
8419403ffffffff,6.0,0.0,0.0
8419405ffffffff,1.0,0.0,0.0
8419411ffffffff,28.0,9.0,0.0
8419413ffffffff,16.0,0.0,0.0
8419415ffffffff,17.0,7.0,0.0
841941bffffffff,5.0,3.0,0.0
841941dffffffff,3.0,2.0,0.0
8419423ffffffff,6.0,0.0,0.0
8419427ffffffff,1.0,1.0,0.0
841942bffffffff,2.0,0.0,0.0
8419431ffffffff,6.0,4.0,0.0
8419433ffffffff,7.0,1.0,0.0
8419435ffffffff,2.0,0.0,0.0
8419437ffffffff,87.0,37.0,0.0
8419439ffffffff,3.0,0.0,0.0
841943bffffffff,1.0,0.0,0.0
8419465ffffffff,2.0,2.0,0.0
8419481ffffffff,12.0,0.0,0.0
8419485ffffffff,69.0,12.0,0.0
841948bffffffff,8.0,5.0,0.0
841948dffffffff,23.0,6.0,0.0
8419497ffffffff,1.0,0.0,0.0
84194a1ffffffff,2.0,0.0,0.0
84194abffffffff,4.0,4.0,0.0
84194b9ffffffff,8.0,0.0,0.0
84194c5ffffffff,11.0,1.0,0.0
84194d5ffffffff,3.0,0.0,0.0
84194d9ffffffff,2.0,0.0,0.0
84194dbffffffff,4.0,0.0,0.0
84194ddffffffff,2.0,1.0,0.0
84194e1ffffffff,2.0,2.0,0.0
84194e3ffffffff,7.0,0.0,0.0
84194e5ffffffff,4.0,0.0,0.0
84194e7ffffffff,7.0,4.0,0.0
84194edffffffff,8.0,0.0,0.0
8419511ffffffff,4.0,2.0,0.0
8419517ffffffff,2.0,2.0,0.0
841951bffffffff,7.0,2.0,0.0
841953bffffffff,2.0,2.0,0.0
8419581ffffffff,6.0,0.0,0.0
8419583ffffffff,4.0,0.0,0.0
8419589ffffffff,4.0,0.0,0.0
8419591ffffffff,4.0,0.0,0.0
8419595ffffffff,4.0,0.0,0.0
841959bffffffff,10.0,0.0,0.0
84195b7ffffffff,2.0,0.0,0.0
84195c1ffffffff,2.0,0.0,0.0
84195c7ffffffff,2.0,0.0,0.0
84195c9ffffffff,1.0,0.0,0.0
84195cbffffffff,2.0,0.0,0.0
84195d1ffffffff,1.0,0.0,0.0
84195d3ffffffff,2.0,0.0,0.0
84195d5ffffffff,15.0,2.0,0.0
84195d7ffffffff,2.0,0.0,0.0
84195d9ffffffff,4.0,0.0,0.0
84195dbffffffff,1.0,0.0,0.0
8419683ffffffff,4.0,0.0,0.0
8419689ffffffff,7.0,3.0,0.0
841968bffffffff,14.0,0.0,0.0
8419691ffffffff,4.0,0.0,0.0
8419693ffffffff,22.0,0.0,0.0
8419695ffffffff,26.0,1.0,0.0
8419697ffffffff,47.0,0.0,0.0
8419699ffffffff,18.0,0.0,0.0
841969bffffffff,14.0,0.0,0.0
841969dffffffff,33.0,0.0,0.0
84196b7ffffffff,2.0,0.0,0.0
84196b9ffffffff,6.0,0.0,0.0
84196bbffffffff,21.0,2.0,0.0
84196d1ffffffff,1.0,0.0,0.0
84196d3ffffffff,49.0,0.0,0.0
84196d5ffffffff,4.0,0.0,0.0
84196d7ffffffff,6.0,0.0,0.0
84196d9ffffffff,2.0,0.0,0.0
84196dbffffffff,34.0,0.0,0.0
84196ddffffffff,6.0,0.0,0.0
8419739ffffffff,6.0,0.0,0.0
841973bffffffff,26.0,0.0,0.0
841973dffffffff,3.0,0.0,0.0
841e009ffffffff,2.0,0.0,0.0
841e019ffffffff,4.0,0.0,0.0
841e021ffffffff,10.0,0.0,0.0
841e023ffffffff,50.0,19.0,0.0
841e025ffffffff,35.0,12.0,0.0
841e027ffffffff,2.0,0.0,0.0
841e029ffffffff,30.0,0.0,0.0
841e02bffffffff,4.0,0.0,0.0
841e02dffffffff,57.0,20.0,0.0
841e035ffffffff,4.0,0.0,0.0
841e037ffffffff,4.0,0.0,0.0
841e041ffffffff,12.0,0.0,0.0
841e043ffffffff,5.0,0.0,0.0
841e045ffffffff,48.0,4.0,0.0
841e047ffffffff,26.0,0.0,0.0
841e04bffffffff,2.0,0.0,0.0
841e051ffffffff,1.0,0.0,0.0
841e053ffffffff,1.0,0.0,0.0
841e059ffffffff,24.0,0.0,0.0
841e05bffffffff,44.0,0.0,0.0
841e061ffffffff,75.0,11.0,0.0
841e063ffffffff,5.0,0.0,0.0
841e067ffffffff,11.0,2.0,0.0
841e069ffffffff,3.0,0.0,0.0
841e06bffffffff,17.0,0.0,0.0
841e06dffffffff,4.0,0.0,0.0
841e085ffffffff,28.0,0.0,0.0
841e08bffffffff,2.0,0.0,0.0
841e08dffffffff,14.0,0.0,0.0
841e0a1ffffffff,2.0,2.0,0.0
841e0a9ffffffff,101.0,1.0,0.0
841e0adffffffff,3.0,0.0,0.0
841e0c1ffffffff,5.0,0.0,0.0
841e0c3ffffffff,111.0,0.0,0.0
841e0e3ffffffff,11.0,2.0,0.0
841e0e7ffffffff,127.0,10.0,0.0
841e0ebffffffff,22.0,0.0,0.0
841e105ffffffff,2.0,0.0,0.0
841e10bffffffff,2.0,0.0,0.0
841e113ffffffff,2.0,0.0,0.0
841e11dffffffff,2.0,0.0,0.0
841e121ffffffff,7.0,0.0,0.0
841e125ffffffff,9.0,0.0,0.0
841e129ffffffff,20.0,0.0,0.0
841e131ffffffff,4.0,0.0,0.0
841e135ffffffff,3.0,0.0,0.0
841e137ffffffff,4.0,0.0,0.0
841e139ffffffff,24.0,2.0,0.0
841e13bffffffff,33.0,0.0,0.0
841e13dffffffff,8.0,0.0,0.0
841e153ffffffff,8.0,2.0,0.0
841e15bffffffff,2.0,2.0,0.0
841e163ffffffff,4.0,0.0,0.0
841e185ffffffff,4.0,4.0,0.0
841e19dffffffff,10.0,0.0,0.0
841e1adffffffff,1.0,0.0,0.0
841e1b3ffffffff,52.0,2.0,0.0
841e1b5ffffffff,1.0,0.0,0.0
841e1b7ffffffff,9.0,0.0,0.0
841e1b9ffffffff,2.0,0.0,0.0
841e1bbffffffff,10.0,0.0,0.0
841e1c1ffffffff,2.0,0.0,0.0
841e1c3ffffffff,3.0,0.0,0.0
841e1c7ffffffff,2.0,0.0,0.0
841e1cbffffffff,14.0,1.0,0.0
841e1d1ffffffff,3.0,0.0,0.0
841e1d7ffffffff,12.0,0.0,0.0
841e1ddffffffff,22.0,3.0,0.0
841e1e5ffffffff,4.0,4.0,0.0
841e201ffffffff,8.0,0.0,0.0
841e20dffffffff,12.0,0.0,0.0
841e223ffffffff,4.0,0.0,0.0
841e225ffffffff,79.0,0.0,0.0
841e229ffffffff,4.0,0.0,0.0
841e233ffffffff,4.0,0.0,0.0
841e237ffffffff,1.0,0.0,0.0
841e239ffffffff,6.0,0.0,0.0
841e23dffffffff,1.0,0.0,0.0
841e241ffffffff,9.0,0.0,0.0
841e243ffffffff,11.0,0.0,0.0
841e249ffffffff,7.0,0.0,0.0
841e24bffffffff,16.0,0.0,0.0
841e251ffffffff,3.0,0.0,0.0
841e255ffffffff,1.0,0.0,0.0
841e257ffffffff,19.0,0.0,0.0
841e263ffffffff,3.0,0.0,0.0
841e269ffffffff,8.0,0.0,0.0
841e281ffffffff,14.0,0.0,0.0
841e283ffffffff,1.0,0.0,0.0
841e285ffffffff,4.0,0.0,0.0
841e287ffffffff,2.0,0.0,0.0
841e28dffffffff,3.0,0.0,0.0
841e295ffffffff,2.0,0.0,0.0
841e297ffffffff,1.0,0.0,0.0
841e29bffffffff,1.0,0.0,0.0
841e29dffffffff,7.0,0.0,0.0
841e2a9ffffffff,1.0,0.0,0.0
841e2abffffffff,5.0,0.0,0.0
841e2bbffffffff,7.0,0.0,0.0
841e2bdffffffff,2.0,0.0,0.0
841e2c1ffffffff,3.0,0.0,0.0
841e2d3ffffffff,12.0,0.0,0.0
841e2d9ffffffff,1.0,0.0,0.0
841e2dbffffffff,4.0,0.0,0.0
841e2ddffffffff,7.0,0.0,0.0
841e2e3ffffffff,12.0,0.0,0.0
841e2e7ffffffff,3.0,0.0,0.0
841e2ebffffffff,2.0,0.0,0.0
841e301ffffffff,2.0,0.0,0.0
841e305ffffffff,2.0,0.0,0.0
841e307ffffffff,35.0,0.0,0.0
841e30bffffffff,2.0,0.0,0.0
841e30dffffffff,5.0,0.0,0.0
841e311ffffffff,2.0,0.0,0.0
841e317ffffffff,1.0,0.0,0.0
841e319ffffffff,16.0,0.0,0.0
841e325ffffffff,4.0,0.0,0.0
841e327ffffffff,8.0,0.0,0.0
841e329ffffffff,2.0,0.0,0.0
841e339ffffffff,29.0,0.0,0.0
841e341ffffffff,13.0,0.0,0.0
841e343ffffffff,5.0,0.0,0.0
841e345ffffffff,4.0,0.0,0.0
841e351ffffffff,1.0,0.0,0.0
841e353ffffffff,8.0,0.0,0.0
841e355ffffffff,5.0,0.0,0.0
841e357ffffffff,9.0,0.0,0.0
841e359ffffffff,4.0,0.0,0.0
841e36bffffffff,4.0,0.0,0.0
841e42dffffffff,2.0,0.0,0.0
841e433ffffffff,2.0,0.0,0.0
841e4adffffffff,3.0,0.0,0.0
841e4bbffffffff,1.0,0.0,0.0
841e513ffffffff,4.0,0.0,0.0
841e51bffffffff,1.0,0.0,0.0
841e521ffffffff,2.0,0.0,0.0
841e529ffffffff,5.0,1.0,0.0
841e58dffffffff,2.0,0.0,0.0
841e5a1ffffffff,3.0,0.0,0.0
841e5a5ffffffff,18.0,2.0,0.0
841e5a9ffffffff,60.0,5.0,0.0
841e5adffffffff,6.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0
841e5cdffffffff,6.0,0.0,0.0
841e5d9ffffffff,5.0,0.0,0.0
841e5e5ffffffff,4.0,0.0,0.0
841e5e7ffffffff,23.0,0.0,0.0
841e5e9ffffffff,41.0,0.0,0.0
841e5edffffffff,5.0,0.0,0.0
841e607ffffffff,3.0,0.0,0.0
841e631ffffffff,6.0,0.0,0.0
841e639ffffffff,5.0,0.0,0.0
841e63bffffffff,12.0,0.0,0.0
841e649ffffffff,6.0,0.0,0.0
841e64dffffffff,3.0,0.0,0.0
841e659ffffffff,4.0,0.0,0.0
841e65bffffffff,2.0,0.0,0.0
841e697ffffffff,16.0,0.0,0.0
841e6bbffffffff,2.0,0.0,0.0
841e6d9ffffffff,7.0,0.0,0.0
841e709ffffffff,2.0,0.0,0.0
841e70dffffffff,1.0,0.0,0.0
841e71dffffffff,3.0,0.0,0.0
841e749ffffffff,3.0,0.0,0.0
841e755ffffffff,2.0,0.0,0.0
841e75dffffffff,2.0,0.0,0.0
841e813ffffffff,3.0,0.0,0.0
841e831ffffffff,11.0,1.0,0.0
841e833ffffffff,4.0,0.0,0.0
841e83dffffffff,2.0,0.0,0.0
841e863ffffffff,2.0,0.0,0.0
841e8ebffffffff,2.0,0.0,0.0
841ea01ffffffff,4.0,0.0,0.0
841ea03ffffffff,2.0,0.0,0.0
841ea07ffffffff,8.0,4.0,0.0
841ea09ffffffff,1.0,0.0,0.0
841ea0bffffffff,4.0,0.0,0.0
841ea19ffffffff,2.0,0.0,0.0
841ea45ffffffff,2.0,0.0,0.0
841ea53ffffffff,12.0,0.0,0.0
841ea55ffffffff,7.0,0.0,0.0
841ea57ffffffff,2.0,0.0,0.0
841ea85ffffffff,8.0,0.0,0.0
841ea87ffffffff,1.0,0.0,0.0
841ea8dffffffff,6.0,0.0,0.0
841ea95ffffffff,1.0,0.0,0.0
841eab3ffffffff,1.0,0.0,0.0
841ead9ffffffff,4.0,0.0,0.0
841eb03ffffffff,2.0,0.0,0.0
841eb4dffffffff,2.0,0.0,0.0
841eb53ffffffff,3.0,0.0,0.0
841eb5dffffffff,1.0,0.0,0.0
841ec03ffffffff,2.0,0.0,0.0
841ec09ffffffff,30.0,1.0,0.0
841ec11ffffffff,4.0,0.0,0.0
841ec13ffffffff,2.0,0.0,0.0
841ec1dffffffff,65.0,2.0,0.0
841ec21ffffffff,36.0,2.0,0.0
841ec27ffffffff,25.0,0.0,0.0
841ec33ffffffff,10.0,0.0,0.0
841ec37ffffffff,4.0,0.0,0.0
841ec47ffffffff,48.0,8.0,0.0
841ec53ffffffff,2.0,0.0,0.0
841ec59ffffffff,1.0,0.0,0.0
841ec5bffffffff,3.0,2.0,0.0
841ec69ffffffff,1.0,0.0,0.0
841ec93ffffffff,2.0,2.0,0.0
841ec99ffffffff,4.0,0.0,0.0
841ec9bffffffff,3.0,0.0,0.0
841ec9dffffffff,17.0,2.0,0.0
841eca9ffffffff,12.0,0.0,0.0
841ecb1ffffffff,4.0,0.0,0.0
841ecb9ffffffff,1.0,0.0,0.0
841ecbbffffffff,3.0,2.0,0.0
841eccbffffffff,26.0,1.0,0.0
841ecd5ffffffff,2.0,0.0,0.0
841ecd7ffffffff,3.0,0.0,0.0
841ece5ffffffff,8.0,2.0,0.0
841ece7ffffffff,21.0,0.0,0.0
841ed13ffffffff,4.0,0.0,0.0
841ed1bffffffff,26.0,0.0,0.0
841ed35ffffffff,1.0,0.0,0.0
841ed93ffffffff,11.0,1.0,0.0
841eda3ffffffff,5.0,0.0,0.0
841edcdffffffff,2.0,0.0,0.0
841ede1ffffffff,15.0,0.0,0.0
841ee27ffffffff,1.0,0.0,0.0
841ee29ffffffff,2.0,0.0,0.0
841ee2bffffffff,1.0,0.0,0.0
841ee65ffffffff,20.0,2.0,0.0
841ee6dffffffff,1.0,0.0,0.0
841ee81ffffffff,19.0,10.0,0.0
841ee89ffffffff,2.0,0.0,0.0
841ee8dffffffff,3.0,0.0,0.0
841ee91ffffffff,17.0,2.0,0.0
841ee95ffffffff,1.0,0.0,0.0
841ee97ffffffff,24.0,11.0,0.0
841ee99ffffffff,1.0,0.0,0.0
841eea5ffffffff,1.0,0.0,0.0
841eeb1ffffffff,5.0,0.0,0.0
841eeb7ffffffff,60.0,10.0,0.0
841eed1ffffffff,3.0,0.0,0.0
841eed7ffffffff,1.0,0.0,0.0
841eedbffffffff,1.0,0.0,0.0
841eee7ffffffff,2.0,0.0,0.0
841eeebffffffff,2.0,0.0,0.0
841ef01ffffffff,15.0,6.0,0.0
841ef21ffffffff,4.0,0.0,0.0
