cell_id,Daption capense,Daption capense capense,Daption capense australe
826c5ffffffffff,2.0,0.0,0.0
828e47fffffffff,1.0,0.0,0.0
82a727fffffffff,12.0,0.0,0.0
82ad37fffffffff,149.0,9.0,0.0
82b207fffffffff,1.0,0.0,0.0
82b21ffffffffff,38.0,0.0,0.0
82b2c7fffffffff,425.0,0.0,0.0
82b2dffffffffff,22.0,0.0,0.0
82b2e7fffffffff,4.0,0.0,0.0
82b307fffffffff,9.0,0.0,0.0
82b31ffffffffff,4.0,0.0,0.0
82b337fffffffff,1.0,0.0,0.0
82ba27fffffffff,2.0,0.0,0.0
82bb0ffffffffff,21.0,0.0,2.0
82bb1ffffffffff,1.0,0.0,0.0
82bb27fffffffff,19.0,0.0,0.0
82bb2ffffffffff,688.0,7.0,46.0
82bb37fffffffff,16.0,0.0,0.0
82bb57fffffffff,45.0,0.0,0.0
82bb77fffffffff,10.0,0.0,0.0
82bc67fffffffff,1.0,0.0,0.0
82bc6ffffffffff,3.0,0.0,0.0
82be0ffffffffff,54.0,0.0,0.0
82be1ffffffffff,5.0,0.0,0.0
82be2ffffffffff,29.0,0.0,3.0
82be6ffffffffff,137.0,6.0,12.0
82be8ffffffffff,6.0,0.0,0.0
82bf4ffffffffff,107.0,24.0,29.0
82bf5ffffffffff,6.0,1.0,5.0
82bf6ffffffffff,777.0,170.0,162.0
82c207fffffffff,2.0,0.0,0.0
82c21ffffffffff,29.0,0.0,0.0
82c2f7fffffffff,3.0,0.0,0.0
82c337fffffffff,26.0,0.0,0.0
82c3a7fffffffff,4.0,0.0,0.0
82c987fffffffff,56.0,0.0,0.0
82c99ffffffffff,15.0,0.0,0.0
82c9b7fffffffff,5.0,0.0,0.0
82ca87fffffffff,6.0,0.0,0.0
82ca8ffffffffff,2.0,0.0,0.0
82cacffffffffff,2.0,0.0,0.0
82cc67fffffffff,2.0,0.0,0.0
82ccf7fffffffff,1.0,0.0,0.0
82ce17fffffffff,2.0,0.0,0.0
82ce8ffffffffff,8.0,0.0,0.0
82ceaffffffffff,5.0,0.0,0.0
82cf17fffffffff,2.0,0.0,0.0
82cf1ffffffffff,2.0,0.0,0.0
82cf97fffffffff,8.0,0.0,0.0
82cfa7fffffffff,2.0,0.0,0.0
82d147fffffffff,1.0,0.0,0.0
82d44ffffffffff,23.0,0.0,0.0
82d46ffffffffff,53.0,0.0,0.0
82d6affffffffff,1.0,0.0,0.0
82d6d7fffffffff,1.0,0.0,0.0
82d7affffffffff,1.0,0.0,0.0
82da07fffffffff,103.0,0.0,6.0
82da0ffffffffff,48.0,0.0,8.0
82da17fffffffff,18.0,0.0,0.0
82da1ffffffffff,126.0,0.0,6.0
82da37fffffffff,8.0,0.0,2.0
82da77fffffffff,59.0,19.0,0.0
82da87fffffffff,648.0,0.0,0.0
82da8ffffffffff,68.0,0.0,0.0
82da97fffffffff,206.0,2.0,14.0
82daa7fffffffff,3.0,0.0,0.0
82daaffffffffff,592.0,0.0,23.0
82dab7fffffffff,26.0,0.0,0.0
82db87fffffffff,86.0,0.0,13.0
82db8ffffffffff,12.0,0.0,0.0
82db97fffffffff,1.0,0.0,0.0
82db9ffffffffff,2.0,0.0,0.0
82dd47fffffffff,10.0,0.0,0.0
82dd5ffffffffff,1.0,0.0,0.0
82ddb7fffffffff,1.0,0.0,0.0
82de07fffffffff,6.0,0.0,0.0
82de0ffffffffff,70.0,0.0,0.0
82de17fffffffff,2.0,0.0,0.0
82de1ffffffffff,158.0,1.0,0.0
82de27fffffffff,19.0,0.0,0.0
82de2ffffffffff,21.0,0.0,0.0
82de37fffffffff,13.0,0.0,0.0
82de67fffffffff,112.0,0.0,0.0
82de6ffffffffff,29.0,0.0,0.0
82de77fffffffff,81.0,0.0,0.0
82de87fffffffff,247.0,3.0,0.0
82de97fffffffff,505.0,11.0,0.0
82dea7fffffffff,130.0,3.0,0.0
82deaffffffffff,163.0,1.0,0.0
82deb7fffffffff,90.0,2.0,0.0
82def7fffffffff,2.0,0.0,0.0
82df07fffffffff,610.0,128.0,0.0
82df0ffffffffff,186.0,13.0,0.0
82df17fffffffff,412.0,72.0,0.0
82df1ffffffffff,271.0,80.0,0.0
82df27fffffffff,61.0,5.0,0.0
82df2ffffffffff,144.0,7.0,0.0
82df37fffffffff,293.0,51.0,0.0
82df47fffffffff,227.0,8.0,0.0
82df4ffffffffff,11.0,0.0,0.0
82df57fffffffff,44.0,0.0,0.0
82df5ffffffffff,152.0,0.0,0.0
82df67fffffffff,4.0,0.0,0.0
82df6ffffffffff,15.0,0.0,0.0
82df77fffffffff,133.0,13.0,0.0
82df87fffffffff,106.0,1.0,0.0
82df8ffffffffff,98.0,0.0,0.0
82df9ffffffffff,45.0,0.0,0.0
82dfa7fffffffff,8.0,0.0,0.0
82dfaffffffffff,158.0,5.0,0.0
82e077fffffffff,1.0,0.0,0.0
82e097fffffffff,13.0,0.0,0.0
82e147fffffffff,1.0,0.0,0.0
82e527fffffffff,1.0,0.0,0.0
82e887fffffffff,3.0,0.0,0.0
82e89ffffffffff,48.0,2.0,0.0
82e8d7fffffffff,2.0,0.0,0.0
82ea9ffffffffff,2.0,0.0,0.0
82ead7fffffffff,4.0,0.0,0.0
82eadffffffffff,2.0,0.0,0.0
