cell_id,Vanellus miles,Vanellus miles miles,Vanellus miles novaehollandiae
84be447ffffffff,239.0,0.0,114.0
84be449ffffffff,33.0,0.0,21.0
84be44bffffffff,27.0,0.0,12.0
84be44dffffffff,53.0,0.0,18.0
84be451ffffffff,146.0,0.0,39.0
84be453ffffffff,4.0,0.0,1.0
84be455ffffffff,251.0,0.0,45.0
84be457ffffffff,73.0,0.0,28.0
84be459ffffffff,121.0,0.0,31.0
84be45bffffffff,45.0,0.0,19.0
84be45dffffffff,111.0,0.0,27.0
84be461ffffffff,12.0,0.0,0.0
84be463ffffffff,22.0,0.0,7.0
84be465ffffffff,14.0,0.0,0.0
84be467ffffffff,12.0,0.0,1.0
84be469ffffffff,59.0,0.0,30.0
84be46bffffffff,111.0,0.0,58.0
84be46dffffffff,33.0,0.0,5.0
84be481ffffffff,22.0,0.0,3.0
84be48dffffffff,2.0,0.0,0.0
84be491ffffffff,223.0,0.0,10.0
84be493ffffffff,54.0,0.0,6.0
84be497ffffffff,226.0,0.0,20.0
84be499ffffffff,35.0,0.0,2.0
84be49bffffffff,78.0,0.0,7.0
84be49dffffffff,2.0,0.0,2.0
84be4a1ffffffff,20.0,0.0,11.0
84be4a3ffffffff,81.0,0.0,17.0
84be4a5ffffffff,4.0,0.0,0.0
84be4a7ffffffff,2.0,0.0,0.0
84be4abffffffff,30.0,0.0,1.0
84be4adffffffff,13.0,0.0,3.0
84be4b1ffffffff,80.0,0.0,6.0
84be4b3ffffffff,1.0,0.0,0.0
84be4b5ffffffff,107.0,0.0,3.0
84be4b7ffffffff,21.0,0.0,2.0
84be4bbffffffff,7.0,0.0,1.0
84be4bdffffffff,20.0,0.0,3.0
84be4c1ffffffff,26.0,0.0,8.0
84be4c5ffffffff,14.0,0.0,0.0
84be4c7ffffffff,10.0,0.0,5.0
84be4c9ffffffff,83.0,0.0,19.0
84be4cbffffffff,4.0,0.0,4.0
84be4cdffffffff,23.0,0.0,10.0
84be4d1ffffffff,7.0,0.0,3.0
84be4d3ffffffff,87.0,0.0,15.0
84be4d5ffffffff,2.0,0.0,0.0
84be4d7ffffffff,4.0,0.0,0.0
84be4d9ffffffff,2.0,0.0,0.0
84be4dbffffffff,10.0,0.0,0.0
84be4ddffffffff,18.0,0.0,7.0
84be4e1ffffffff,8.0,0.0,3.0
84be4e3ffffffff,7.0,0.0,0.0
84be4e5ffffffff,214.0,0.0,69.0
84be4e7ffffffff,2.0,0.0,0.0
84be4e9ffffffff,75.0,0.0,15.0
84be4ebffffffff,10.0,0.0,7.0
84be503ffffffff,6.0,0.0,0.0
84be505ffffffff,25.0,0.0,8.0
84be507ffffffff,316.0,0.0,22.0
84be509ffffffff,13.0,0.0,1.0
84be50bffffffff,9.0,0.0,1.0
84be50dffffffff,17.0,0.0,5.0
84be513ffffffff,3.0,0.0,0.0
84be515ffffffff,5.0,0.0,0.0
84be517ffffffff,2.0,0.0,0.0
84be52bffffffff,2.0,0.0,0.0
84be533ffffffff,4.0,0.0,0.0
84be537ffffffff,2.0,0.0,2.0
84be539ffffffff,7.0,0.0,0.0
84be53bffffffff,4.0,0.0,0.0
84be541ffffffff,34.0,0.0,2.0
84be543ffffffff,9.0,0.0,2.0
84be545ffffffff,46.0,0.0,0.0
84be547ffffffff,48.0,0.0,11.0
84be549ffffffff,17.0,0.0,0.0
84be54bffffffff,11.0,0.0,2.0
84be54dffffffff,9.0,0.0,1.0
84be551ffffffff,158.0,0.0,13.0
84be555ffffffff,16.0,0.0,1.0
84be557ffffffff,37.0,0.0,2.0
84be559ffffffff,2.0,0.0,1.0
84be55dffffffff,26.0,0.0,5.0
84be561ffffffff,28.0,0.0,5.0
84be563ffffffff,2.0,0.0,0.0
84be569ffffffff,54.0,0.0,7.0
84be56bffffffff,5.0,0.0,2.0
84be56dffffffff,2.0,0.0,0.0
84be58bffffffff,1.0,0.0,0.0
84be591ffffffff,1.0,0.0,0.0
84be59bffffffff,4.0,0.0,0.0
84be5a7ffffffff,12.0,0.0,2.0
84be5b1ffffffff,2.0,0.0,0.0
84be5b3ffffffff,7.0,0.0,0.0
84be5b9ffffffff,7.0,0.0,0.0
84be5c9ffffffff,2.0,0.0,0.0
84be5d3ffffffff,59.0,0.0,23.0
84be5dbffffffff,13.0,0.0,3.0
84be601ffffffff,3.0,0.0,0.0
84be605ffffffff,138.0,0.0,38.0
84be607ffffffff,1130.0,0.0,265.0
84be60dffffffff,99.0,0.0,27.0
84be613ffffffff,83.0,0.0,19.0
84be617ffffffff,138.0,0.0,29.0
84be621ffffffff,9.0,0.0,2.0
84be623ffffffff,166.0,0.0,56.0
84be625ffffffff,2.0,0.0,0.0
84be627ffffffff,38.0,0.0,15.0
84be629ffffffff,177.0,0.0,13.0
84be62bffffffff,145.0,0.0,38.0
84be62dffffffff,16.0,0.0,0.0
84be631ffffffff,4594.0,0.0,977.0
84be633ffffffff,249.0,0.0,143.0
84be635ffffffff,589.0,0.0,135.0
84be637ffffffff,27.0,0.0,16.0
84be639ffffffff,515.0,0.0,143.0
84be63bffffffff,3012.0,0.0,1217.0
84be63dffffffff,966.0,0.0,378.0
84be661ffffffff,30.0,0.0,9.0
84be663ffffffff,175.0,0.0,44.0
84be665ffffffff,42.0,0.0,6.0
84be667ffffffff,86.0,0.0,16.0
84be681ffffffff,155.0,0.0,63.0
84be683ffffffff,46.0,0.0,14.0
84be685ffffffff,35.0,0.0,15.0
84be687ffffffff,1.0,0.0,1.0
84be689ffffffff,3.0,0.0,0.0
84be68bffffffff,2.0,0.0,0.0
84be68dffffffff,484.0,0.0,135.0
84be695ffffffff,144.0,0.0,10.0
84be697ffffffff,2.0,0.0,0.0
84be6a1ffffffff,63.0,0.0,15.0
84be6a3ffffffff,14.0,0.0,0.0
84be6a5ffffffff,19.0,0.0,4.0
84be6a7ffffffff,122.0,0.0,39.0
84be6a9ffffffff,23.0,0.0,6.0
84be6adffffffff,71.0,0.0,20.0
84be6b1ffffffff,53.0,0.0,3.0
84be6b3ffffffff,1.0,0.0,0.0
84be6b5ffffffff,36.0,0.0,2.0
84be6b7ffffffff,20.0,0.0,1.0
84be6b9ffffffff,7.0,0.0,2.0
84be6bbffffffff,344.0,0.0,8.0
84be6bdffffffff,4.0,0.0,1.0
84be6c5ffffffff,25.0,0.0,5.0
84be6e1ffffffff,114.0,0.0,59.0
84be6e3ffffffff,22.0,0.0,13.0
84be6e5ffffffff,38.0,0.0,26.0
84be6e7ffffffff,30.0,0.0,7.0
84be6e9ffffffff,3.0,0.0,1.0
84be6ebffffffff,137.0,0.0,37.0
84be6edffffffff,636.0,0.0,281.0
84be701ffffffff,7.0,0.0,0.0
84be703ffffffff,1.0,0.0,1.0
84be705ffffffff,8.0,0.0,0.0
84be707ffffffff,13.0,0.0,0.0
84be709ffffffff,2.0,0.0,0.0
84be70bffffffff,3.0,0.0,0.0
84be70dffffffff,30.0,0.0,6.0
84be711ffffffff,24.0,0.0,6.0
84be713ffffffff,254.0,0.0,134.0
84be715ffffffff,11.0,0.0,0.0
84be717ffffffff,232.0,0.0,60.0
84be71bffffffff,53.0,0.0,10.0
84be71dffffffff,10.0,0.0,8.0
84be721ffffffff,3.0,0.0,0.0
84be723ffffffff,106.0,0.0,10.0
84be725ffffffff,435.0,0.0,32.0
84be727ffffffff,17.0,0.0,2.0
84be729ffffffff,119.0,0.0,8.0
84be72bffffffff,25.0,0.0,4.0
84be72dffffffff,2811.0,0.0,634.0
84be731ffffffff,8.0,0.0,2.0
84be735ffffffff,53.0,0.0,20.0
84be737ffffffff,12.0,0.0,7.0
84be739ffffffff,11.0,0.0,0.0
84be73bffffffff,107.0,0.0,9.0
84be741ffffffff,12.0,0.0,5.0
84be743ffffffff,3.0,0.0,0.0
84be745ffffffff,135.0,0.0,0.0
84be747ffffffff,3.0,0.0,0.0
84be749ffffffff,32.0,0.0,10.0
84be74bffffffff,137.0,0.0,35.0
84be74dffffffff,752.0,0.0,94.0
84be751ffffffff,117.0,0.0,0.0
84be755ffffffff,4.0,0.0,0.0
84be759ffffffff,351.0,0.0,58.0
84be75bffffffff,211.0,0.0,32.0
84be75dffffffff,106.0,0.0,18.0
84be763ffffffff,10.0,0.0,0.0
84be765ffffffff,41.0,0.0,4.0
84be767ffffffff,23.0,0.0,0.0
84be769ffffffff,198.0,0.0,20.0
84be76bffffffff,48.0,0.0,0.0
84be76dffffffff,259.0,0.0,39.0
84be883ffffffff,272.0,0.0,27.0
84be887ffffffff,242.0,0.0,27.0
84be88bffffffff,628.0,0.0,40.0
84be891ffffffff,33.0,0.0,0.0
84be893ffffffff,12.0,0.0,0.0
84be895ffffffff,18.0,0.0,1.0
84be897ffffffff,4.0,0.0,0.0
84be899ffffffff,38.0,0.0,2.0
84be89bffffffff,20.0,0.0,3.0
84be89dffffffff,48.0,0.0,4.0
84be8a3ffffffff,9.0,0.0,3.0
84be8b1ffffffff,16.0,0.0,7.0
84be8b3ffffffff,14.0,0.0,6.0
84be8b5ffffffff,37.0,0.0,3.0
84be8b7ffffffff,99.0,0.0,29.0
84be8b9ffffffff,11.0,0.0,1.0
84be8bbffffffff,4.0,0.0,2.0
84be8bdffffffff,120.0,0.0,20.0
84be8c3ffffffff,7.0,0.0,4.0
84be8d1ffffffff,6472.0,0.0,738.0
84be8d3ffffffff,1172.0,0.0,155.0
84be8d5ffffffff,1184.0,0.0,205.0
84be8d7ffffffff,165.0,0.0,10.0
84be8d9ffffffff,3835.0,0.0,471.0
84be8dbffffffff,1818.0,0.0,143.0
84be8ddffffffff,1850.0,0.0,364.0
84bea91ffffffff,177.0,0.0,51.0
84bea93ffffffff,13.0,0.0,2.0
84bea95ffffffff,407.0,0.0,260.0
84bea97ffffffff,227.0,0.0,70.0
84bea9bffffffff,142.0,0.0,58.0
84beab1ffffffff,19.0,0.0,8.0
84beab3ffffffff,1556.0,0.0,577.0
84beab7ffffffff,50.0,0.0,12.0
84beabbffffffff,912.0,0.0,233.0
84bec07ffffffff,2.0,0.0,0.0
84bec15ffffffff,8.0,0.0,0.0
84bec17ffffffff,11.0,0.0,1.0
84bec47ffffffff,5.0,0.0,0.0
84bec4dffffffff,8.0,0.0,1.0
84bec55ffffffff,1.0,0.0,0.0
84bec5dffffffff,11.0,0.0,0.0
84bec61ffffffff,2.0,0.0,0.0
84bec63ffffffff,48.0,0.0,0.0
84bec69ffffffff,4.0,0.0,0.0
84bec83ffffffff,1.0,0.0,0.0
84bec8bffffffff,36.0,1.0,0.0
84beca3ffffffff,17.0,0.0,0.0
84becc3ffffffff,2.0,0.0,0.0
84becc7ffffffff,4.0,0.0,2.0
84becc9ffffffff,2.0,0.0,0.0
84becd1ffffffff,5.0,0.0,0.0
84becd5ffffffff,1.0,0.0,0.0
84becddffffffff,1.0,0.0,0.0
84bece5ffffffff,1.0,0.0,0.0
84bece9ffffffff,312.0,0.0,11.0
84becebffffffff,3.0,0.0,0.0
84bed07ffffffff,7.0,0.0,0.0
84bed19ffffffff,16.0,0.0,2.0
84bed25ffffffff,13.0,0.0,4.0
84bed2bffffffff,3.0,0.0,0.0
84bed2dffffffff,3.0,0.0,0.0
84bed33ffffffff,10.0,0.0,3.0
84bed41ffffffff,13.0,0.0,2.0
84bed43ffffffff,12.0,0.0,3.0
84bed45ffffffff,11.0,0.0,0.0
84bed4bffffffff,2.0,0.0,0.0
84bed4dffffffff,6.0,0.0,0.0
84bed59ffffffff,16.0,0.0,3.0
84bed5dffffffff,2.0,0.0,0.0
84bed61ffffffff,1.0,0.0,0.0
84bed67ffffffff,4.0,0.0,0.0
84bed69ffffffff,2.0,0.0,0.0
84bed6dffffffff,1.0,0.0,0.0
84bed87ffffffff,20.0,3.0,0.0
84bed89ffffffff,7.0,0.0,3.0
84bedb3ffffffff,1.0,0.0,0.0
84bedc1ffffffff,11.0,0.0,3.0
84bedcdffffffff,1.0,0.0,0.0
84bedd1ffffffff,17.0,0.0,2.0
84bedddffffffff,2.0,0.0,0.0
84bededffffffff,3.0,0.0,0.0
84bee01ffffffff,17.0,0.0,2.0
84bee03ffffffff,3.0,0.0,0.0
84bee05ffffffff,6.0,0.0,0.0
84bee07ffffffff,6.0,0.0,0.0
84bee0bffffffff,5.0,0.0,4.0
84bee11ffffffff,5.0,0.0,2.0
84bee15ffffffff,1.0,0.0,0.0
84bee17ffffffff,59.0,0.0,0.0
84bee19ffffffff,30.0,0.0,3.0
84bee1bffffffff,33.0,0.0,7.0
84bee1dffffffff,2.0,0.0,0.0
84bee21ffffffff,2.0,0.0,0.0
84bee23ffffffff,11.0,0.0,0.0
84bee25ffffffff,6.0,0.0,4.0
84bee27ffffffff,2.0,0.0,0.0
84bee29ffffffff,72.0,0.0,12.0
84bee31ffffffff,5.0,0.0,0.0
84bee37ffffffff,4.0,0.0,0.0
84bee3bffffffff,10.0,0.0,0.0
84bee3dffffffff,4.0,0.0,0.0
84bee41ffffffff,18.0,0.0,0.0
84bee43ffffffff,4.0,0.0,2.0
84bee47ffffffff,3.0,0.0,0.0
84bee49ffffffff,16.0,0.0,0.0
84bee4bffffffff,24.0,0.0,4.0
84bee4dffffffff,14.0,0.0,2.0
84bee51ffffffff,70.0,0.0,11.0
84bee53ffffffff,11.0,0.0,3.0
84bee55ffffffff,6.0,0.0,4.0
84bee57ffffffff,2.0,0.0,0.0
84bee59ffffffff,1.0,0.0,1.0
84bee61ffffffff,24.0,0.0,0.0
84bee63ffffffff,2.0,0.0,0.0
84bee65ffffffff,11.0,0.0,2.0
84bee67ffffffff,2.0,0.0,0.0
84bee69ffffffff,13.0,0.0,0.0
84bee6bffffffff,7.0,0.0,3.0
84bee6dffffffff,16.0,0.0,0.0
84bee83ffffffff,3.0,0.0,0.0
84bee85ffffffff,2.0,0.0,0.0
84bee97ffffffff,1.0,0.0,1.0
84beea1ffffffff,1.0,0.0,1.0
84beea9ffffffff,22.0,0.0,3.0
84beeabffffffff,24.0,0.0,7.0
84beeb1ffffffff,2.0,0.0,0.0
84beeb3ffffffff,5.0,0.0,0.0
84beebdffffffff,1.0,0.0,0.0
84beec3ffffffff,44.0,0.0,9.0
84beee7ffffffff,6.0,0.0,3.0
84beee9ffffffff,4.0,0.0,0.0
84bef01ffffffff,21.0,0.0,0.0
84bef03ffffffff,42.0,0.0,1.0
84bef05ffffffff,36.0,0.0,1.0
84bef07ffffffff,202.0,0.0,29.0
84bef09ffffffff,27.0,0.0,0.0
84bef0bffffffff,12.0,0.0,0.0
84bef0dffffffff,213.0,0.0,26.0
84bef13ffffffff,1.0,0.0,0.0
84bef15ffffffff,33.0,0.0,1.0
84bef17ffffffff,2.0,0.0,0.0
84bef1bffffffff,9.0,0.0,0.0
84bef21ffffffff,127.0,0.0,8.0
84bef23ffffffff,35.0,0.0,6.0
84bef25ffffffff,131.0,0.0,7.0
84bef27ffffffff,8.0,0.0,0.0
84bef29ffffffff,13.0,0.0,1.0
84bef2bffffffff,10.0,0.0,4.0
84bef2dffffffff,1298.0,0.0,147.0
84bef31ffffffff,2.0,0.0,0.0
84bef35ffffffff,1.0,0.0,0.0
84bef37ffffffff,5.0,0.0,0.0
84bef39ffffffff,2.0,0.0,2.0
84bef3dffffffff,7.0,0.0,2.0
84bef43ffffffff,12.0,0.0,2.0
84bef45ffffffff,6.0,0.0,6.0
84bef47ffffffff,73.0,0.0,11.0
84bef49ffffffff,3.0,0.0,3.0
84bef4bffffffff,23.0,0.0,0.0
84bef51ffffffff,26.0,0.0,0.0
84bef55ffffffff,4.0,0.0,2.0
84bef57ffffffff,7.0,0.0,0.0
84bef59ffffffff,2.0,0.0,0.0
84bef5bffffffff,3.0,0.0,2.0
84bef5dffffffff,107.0,0.0,0.0
84bef61ffffffff,27.0,0.0,3.0
84bef63ffffffff,245.0,0.0,15.0
84bef65ffffffff,490.0,0.0,26.0
84bef67ffffffff,89.0,0.0,10.0
84bef69ffffffff,27.0,0.0,4.0
84bef6bffffffff,50.0,0.0,8.0
84bef6dffffffff,69.0,0.0,20.0
84bf481ffffffff,70.0,0.0,31.0
84bf483ffffffff,42.0,0.0,10.0
84bf485ffffffff,431.0,0.0,129.0
84bf487ffffffff,266.0,0.0,79.0
84bf489ffffffff,121.0,0.0,71.0
84bf48bffffffff,9.0,0.0,4.0
84bf48dffffffff,42.0,0.0,14.0
84bf491ffffffff,5.0,0.0,3.0
84bf493ffffffff,10.0,0.0,4.0
84bf495ffffffff,14.0,0.0,5.0
84bf497ffffffff,15.0,0.0,9.0
84bf49bffffffff,35.0,0.0,20.0
84bf49dffffffff,2.0,0.0,0.0
84bf4a1ffffffff,21.0,0.0,10.0
84bf4a9ffffffff,71.0,0.0,29.0
84bf4abffffffff,85.0,0.0,11.0
84bf4adffffffff,55.0,0.0,29.0
84bf4b1ffffffff,766.0,0.0,35.0
84bf4b3ffffffff,228.0,0.0,69.0
84bf4b9ffffffff,1107.0,0.0,485.0
84bf4bbffffffff,331.0,0.0,86.0
84bf4bdffffffff,222.0,0.0,63.0
84bf4c1ffffffff,243.0,0.0,93.0
84bf4c3ffffffff,713.0,0.0,302.0
84bf4c5ffffffff,9.0,0.0,3.0
84bf4c7ffffffff,11.0,0.0,5.0
84bf4c9ffffffff,223.0,0.0,90.0
84bf4cbffffffff,1205.0,0.0,528.0
84bf4d1ffffffff,18.0,0.0,0.0
84bf4d3ffffffff,2.0,0.0,0.0
84bf4d5ffffffff,115.0,0.0,24.0
84bf4d9ffffffff,14.0,0.0,5.0
84bf4ddffffffff,1161.0,0.0,516.0
84bf4e1ffffffff,30.0,0.0,5.0
84bf4e3ffffffff,9.0,0.0,0.0
84bf4e7ffffffff,152.0,0.0,55.0
84bf4ebffffffff,82.0,0.0,28.0
84bf591ffffffff,2.0,0.0,0.0
84bf599ffffffff,32.0,0.0,16.0
84bf59bffffffff,13.0,0.0,6.0
84bf6b3ffffffff,19.0,0.0,10.0
84bf6b5ffffffff,23.0,0.0,8.0
84bf6b7ffffffff,992.0,0.0,270.0
84bf8b9ffffffff,87.0,0.0,0.0
84c9b03ffffffff,6.0,0.0,0.0
84d44d9ffffffff,9.0,0.0,0.0
84d44dbffffffff,75.0,0.0,0.0
84d46b3ffffffff,3.0,0.0,0.0
84d8925ffffffff,158.0,0.0,56.0
84d892dffffffff,34.0,0.0,19.0
84d8961ffffffff,38.0,0.0,22.0
84d8965ffffffff,204.0,0.0,87.0
84d8969ffffffff,5.0,0.0,5.0
84d896dffffffff,35.0,0.0,19.0
84d8b65ffffffff,2.0,0.0,0.0
84da189ffffffff,14.0,0.0,0.0
84da801ffffffff,131.0,0.0,0.0
84da803ffffffff,170.0,0.0,0.0
84da805ffffffff,21.0,0.0,0.0
84da807ffffffff,24.0,0.0,0.0
84da809ffffffff,144.0,0.0,0.0
84da80bffffffff,65.0,0.0,0.0
84da80dffffffff,54.0,0.0,0.0
84da811ffffffff,43.0,0.0,2.0
84da813ffffffff,139.0,0.0,1.0
84da815ffffffff,129.0,0.0,0.0
84da817ffffffff,26.0,0.0,0.0
84da819ffffffff,37.0,0.0,4.0
84da81bffffffff,33.0,0.0,2.0
84da81dffffffff,20.0,0.0,0.0
84da821ffffffff,177.0,0.0,0.0
84da825ffffffff,6.0,0.0,0.0
84da827ffffffff,23.0,0.0,0.0
84da829ffffffff,44.0,0.0,0.0
84da82bffffffff,110.0,0.0,0.0
84da82dffffffff,138.0,0.0,0.0
84da831ffffffff,20.0,0.0,0.0
84da833ffffffff,1.0,0.0,0.0
84da835ffffffff,30.0,0.0,0.0
84da837ffffffff,2.0,0.0,0.0
84da839ffffffff,193.0,0.0,0.0
84da83bffffffff,92.0,0.0,0.0
84da83dffffffff,48.0,0.0,0.0
84da843ffffffff,624.0,0.0,0.0
84da847ffffffff,71.0,0.0,0.0
84da851ffffffff,204.0,0.0,0.0
84da853ffffffff,49.0,0.0,0.0
84da855ffffffff,202.0,0.0,0.0
84da857ffffffff,166.0,0.0,0.0
84da859ffffffff,10.0,0.0,0.0
84da85bffffffff,182.0,0.0,0.0
84da85dffffffff,110.0,0.0,0.0
84da861ffffffff,69.0,0.0,0.0
84da863ffffffff,49.0,0.0,0.0
84da865ffffffff,92.0,0.0,0.0
84da867ffffffff,448.0,0.0,0.0
84da86bffffffff,46.0,0.0,0.0
84da8c9ffffffff,1.0,0.0,0.0
84da8cdffffffff,46.0,0.0,0.0
84da8e9ffffffff,3.0,0.0,0.0
84da8edffffffff,37.0,0.0,0.0
84da901ffffffff,16.0,0.0,0.0
84da903ffffffff,49.0,0.0,0.0
84da905ffffffff,9.0,0.0,0.0
84da907ffffffff,29.0,0.0,0.0
84da909ffffffff,16.0,0.0,0.0
84da90bffffffff,53.0,0.0,0.0
84da90dffffffff,2.0,0.0,0.0
84da919ffffffff,25.0,0.0,0.0
84da91bffffffff,52.0,0.0,0.0
84da91dffffffff,99.0,0.0,0.0
84da921ffffffff,8.0,0.0,0.0
84da925ffffffff,3.0,0.0,0.0
84da929ffffffff,4.0,0.0,0.0
84da92bffffffff,43.0,0.0,0.0
84da92dffffffff,2.0,0.0,0.0
84da941ffffffff,101.0,0.0,0.0
84da943ffffffff,9.0,0.0,0.0
84da945ffffffff,104.0,0.0,0.0
84da947ffffffff,156.0,0.0,0.0
84da94bffffffff,775.0,0.0,0.0
84da94dffffffff,72.0,0.0,0.0
84da951ffffffff,122.0,0.0,0.0
84da953ffffffff,56.0,0.0,0.0
84da955ffffffff,14.0,0.0,0.0
84da957ffffffff,4.0,0.0,0.0
84da959ffffffff,91.0,0.0,0.0
84da95bffffffff,63.0,0.0,0.0
84da95dffffffff,84.0,0.0,0.0
84da961ffffffff,20.0,0.0,0.0
84da963ffffffff,17.0,0.0,0.0
84da965ffffffff,85.0,0.0,0.0
84da967ffffffff,14.0,0.0,0.0
84da969ffffffff,60.0,0.0,0.0
84da96bffffffff,253.0,0.0,0.0
84da96dffffffff,25.0,0.0,0.0
84da9c9ffffffff,18.0,0.0,0.0
84daaa1ffffffff,259.0,0.0,17.0
84daaa5ffffffff,158.0,0.0,5.0
84daaa7ffffffff,156.0,0.0,1.0
84daaa9ffffffff,2.0,0.0,0.0
84daaabffffffff,23.0,0.0,2.0
84daaadffffffff,116.0,0.0,0.0
84dab35ffffffff,75.0,0.0,0.0
84dab37ffffffff,713.0,0.0,0.0
