cell_id,Stercorarius antarcticus,Stercorarius antarcticus lonnbergi,Stercorarius antarcticus antarcticus,Stercorarius antarcticus hamiltoni
827b37fffffffff,1.0,0.0,0.0,0.0
8285b7fffffffff,1.0,0.0,0.0,0.0
82a227fffffffff,2.0,0.0,0.0,0.0
82a2affffffffff,4.0,0.0,0.0,0.0
82a397fffffffff,2.0,0.0,0.0,0.0
82a727fffffffff,85.0,0.0,0.0,0.0
82ac17fffffffff,3.0,0.0,0.0,0.0
82acaffffffffff,2.0,2.0,0.0,0.0
82ad37fffffffff,226.0,116.0,0.0,0.0
82b917fffffffff,2.0,0.0,0.0,0.0
82b94ffffffffff,1.0,0.0,0.0,0.0
82bb2ffffffffff,3.0,0.0,3.0,0.0
82bb37fffffffff,16.0,7.0,0.0,0.0
82bb57fffffffff,5.0,0.0,0.0,0.0
82bc0ffffffffff,9.0,0.0,0.0,0.0
82bc1ffffffffff,17.0,10.0,0.0,0.0
82bc47fffffffff,10.0,2.0,0.0,0.0
82bc6ffffffffff,97.0,40.0,0.0,0.0
82bc77fffffffff,5.0,5.0,0.0,0.0
82bcf7fffffffff,2.0,2.0,0.0,0.0
82bd27fffffffff,2.0,2.0,0.0,0.0
82bd2ffffffffff,3.0,0.0,0.0,0.0
82bd67fffffffff,11.0,5.0,0.0,0.0
82be0ffffffffff,196.0,3.0,0.0,0.0
82be1ffffffffff,10.0,0.0,0.0,0.0
82be2ffffffffff,61.0,8.0,0.0,0.0
82be67fffffffff,15.0,0.0,0.0,0.0
82be6ffffffffff,60.0,7.0,0.0,0.0
82be77fffffffff,2.0,0.0,0.0,0.0
82beaffffffffff,2.0,0.0,0.0,0.0
82bf4ffffffffff,11.0,0.0,0.0,0.0
82bf5ffffffffff,10.0,3.0,0.0,0.0
82bf6ffffffffff,185.0,45.0,0.0,0.0
82c01ffffffffff,11.0,0.0,0.0,9.0
82c0d7fffffffff,1.0,0.0,0.0,0.0
82c0e7fffffffff,2.0,0.0,0.0,2.0
82c207fffffffff,22.0,0.0,0.0,0.0
82c217fffffffff,3.0,0.0,0.0,0.0
82c21ffffffffff,46.0,0.0,0.0,0.0
82c227fffffffff,30.0,0.0,0.0,0.0
82c237fffffffff,3.0,0.0,0.0,0.0
82c2f7fffffffff,4.0,0.0,0.0,0.0
82c307fffffffff,17.0,0.0,0.0,0.0
82c30ffffffffff,3.0,0.0,0.0,0.0
82c327fffffffff,166.0,0.0,0.0,0.0
82c32ffffffffff,3.0,0.0,0.0,0.0
82c337fffffffff,19.0,0.0,0.0,0.0
82c3a7fffffffff,1.0,0.0,0.0,0.0
82c987fffffffff,89.0,0.0,0.0,0.0
82c99ffffffffff,84.0,0.0,0.0,0.0
82c9b7fffffffff,30.0,0.0,0.0,0.0
82ca87fffffffff,2.0,0.0,0.0,0.0
82ca8ffffffffff,2.0,0.0,0.0,0.0
82cc67fffffffff,6.0,6.0,0.0,0.0
82cf97fffffffff,117.0,0.0,0.0,0.0
82cf9ffffffffff,3.0,0.0,0.0,0.0
82cfa7fffffffff,86.0,0.0,0.0,0.0
82cfb7fffffffff,5.0,0.0,0.0,0.0
82d16ffffffffff,25.0,18.0,0.0,0.0
82d44ffffffffff,6.0,1.0,0.0,0.0
82d46ffffffffff,140.0,29.0,0.0,0.0
82d6affffffffff,63.0,43.0,0.0,0.0
82d6d7fffffffff,1.0,0.0,0.0,0.0
82d6dffffffffff,5.0,2.0,0.0,0.0
82d6f7fffffffff,35.0,25.0,0.0,0.0
82da07fffffffff,55.0,0.0,2.0,0.0
82da0ffffffffff,4.0,0.0,0.0,0.0
82da1ffffffffff,136.0,0.0,19.0,0.0
82da77fffffffff,106.0,53.0,0.0,0.0
82daaffffffffff,347.0,43.0,4.0,0.0
82db87fffffffff,53.0,0.0,0.0,0.0
82dc5ffffffffff,4.0,0.0,0.0,0.0
82dd47fffffffff,5.0,1.0,0.0,0.0
82de0ffffffffff,24.0,0.0,3.0,0.0
82de17fffffffff,3.0,0.0,0.0,0.0
82de1ffffffffff,12.0,0.0,0.0,0.0
82de27fffffffff,3.0,0.0,0.0,0.0
82de2ffffffffff,1.0,0.0,0.0,0.0
82de37fffffffff,2.0,0.0,0.0,0.0
82de47fffffffff,6.0,0.0,0.0,0.0
82de4ffffffffff,7.0,0.0,0.0,0.0
82de5ffffffffff,2.0,0.0,1.0,0.0
82de67fffffffff,293.0,0.0,163.0,0.0
82de6ffffffffff,7.0,0.0,0.0,0.0
82de77fffffffff,680.0,0.0,415.0,0.0
82de87fffffffff,300.0,167.0,0.0,0.0
82de97fffffffff,814.0,449.0,0.0,0.0
82dea7fffffffff,5.0,3.0,0.0,0.0
82deaffffffffff,17.0,8.0,0.0,0.0
82deb7fffffffff,13.0,2.0,0.0,0.0
82def7fffffffff,1.0,0.0,0.0,0.0
82df07fffffffff,488.0,162.0,0.0,0.0
82df0ffffffffff,9.0,1.0,0.0,0.0
82df17fffffffff,213.0,72.0,0.0,0.0
82df1ffffffffff,75.0,43.0,0.0,0.0
82df27fffffffff,2.0,0.0,0.0,0.0
82df2ffffffffff,17.0,2.0,0.0,0.0
82df37fffffffff,597.0,172.0,0.0,0.0
82df47fffffffff,5.0,0.0,0.0,0.0
82df4ffffffffff,2.0,0.0,0.0,0.0
82df5ffffffffff,10.0,0.0,0.0,0.0
82df6ffffffffff,3.0,0.0,0.0,0.0
82df87fffffffff,40.0,17.0,0.0,0.0
82df8ffffffffff,12.0,3.0,0.0,0.0
82df9ffffffffff,9.0,4.0,0.0,0.0
82dfaffffffffff,11.0,2.0,0.0,0.0
82e097fffffffff,41.0,39.0,0.0,0.0
82e89ffffffffff,63.0,3.0,0.0,0.0
