cell_id,Sula leucogaster,Sula leucogaster leucogaster,Sula leucogaster plotus
822f47fffffffff,1.0,0.0,1.0
822f5ffffffffff,24.0,0.0,3.0
822f67fffffffff,4.0,0.0,3.0
822f6ffffffffff,4.0,0.0,4.0
8230dffffffffff,6.0,0.0,0.0
823e47fffffffff,8.0,0.0,0.0
823e4ffffffffff,2.0,0.0,0.0
823e6ffffffffff,329.0,0.0,20.0
8241b7fffffffff,8.0,0.0,0.0
824407fffffffff,8.0,1.0,0.0
824417fffffffff,1345.0,0.0,0.0
824427fffffffff,21.0,0.0,0.0
82442ffffffffff,3.0,0.0,0.0
824437fffffffff,36.0,0.0,0.0
824467fffffffff,11.0,0.0,0.0
82446ffffffffff,62.0,0.0,0.0
824487fffffffff,19.0,0.0,0.0
8244a7fffffffff,148.0,0.0,0.0
8244b7fffffffff,5.0,0.0,0.0
824507fffffffff,444.0,21.0,0.0
82450ffffffffff,131.0,8.0,0.0
824517fffffffff,15.0,0.0,0.0
82451ffffffffff,19.0,0.0,0.0
824527fffffffff,205.0,3.0,0.0
824537fffffffff,35.0,0.0,0.0
82454ffffffffff,2.0,0.0,0.0
82455ffffffffff,8.0,0.0,0.0
824577fffffffff,24.0,4.0,0.0
824587fffffffff,136.0,0.0,0.0
82458ffffffffff,6.0,0.0,0.0
824597fffffffff,1.0,0.0,0.0
82459ffffffffff,32.0,7.0,0.0
8245a7fffffffff,5.0,0.0,0.0
8245b7fffffffff,12.0,0.0,0.0
824607fffffffff,2.0,0.0,0.0
82460ffffffffff,30.0,0.0,0.0
824637fffffffff,39.0,0.0,0.0
824647fffffffff,30.0,0.0,0.0
82464ffffffffff,3459.0,0.0,344.0
824657fffffffff,17.0,0.0,0.0
82465ffffffffff,21.0,0.0,0.0
8247a7fffffffff,98.0,0.0,0.0
824897fffffffff,130.0,0.0,0.0
824a4ffffffffff,9.0,0.0,6.0
824a6ffffffffff,49.0,0.0,15.0
824b17fffffffff,107.0,0.0,29.0
824b1ffffffffff,4.0,0.0,3.0
824b57fffffffff,13.0,0.0,1.0
824b67fffffffff,11.0,0.0,7.0
824b77fffffffff,75.0,0.0,24.0
824b87fffffffff,87.0,0.0,3.0
824ba7fffffffff,3085.0,0.0,201.0
824baffffffffff,7.0,0.0,0.0
824bb7fffffffff,49.0,0.0,0.0
824c87fffffffff,6.0,0.0,0.0
824c8ffffffffff,21.0,0.0,0.0
824c97fffffffff,11.0,2.0,0.0
824c9ffffffffff,7.0,0.0,0.0
824caffffffffff,5.0,0.0,0.0
824cb7fffffffff,108.0,0.0,0.0
824cc7fffffffff,803.0,0.0,0.0
824cd7fffffffff,78.0,0.0,0.0
824cdffffffffff,4.0,0.0,0.0
824ce7fffffffff,5.0,0.0,0.0
824ceffffffffff,1677.0,0.0,0.0
824cf7fffffffff,20.0,0.0,0.0
824d4ffffffffff,779.0,0.0,0.0
824d57fffffffff,4.0,0.0,0.0
824d97fffffffff,3.0,0.0,0.0
824e47fffffffff,7.0,0.0,2.0
824e57fffffffff,2.0,0.0,2.0
824e5ffffffffff,13.0,0.0,3.0
824e67fffffffff,3.0,0.0,2.0
824e77fffffffff,4.0,0.0,3.0
824ecffffffffff,25.0,0.0,11.0
824eeffffffffff,3.0,0.0,0.0
824f47fffffffff,1.0,0.0,1.0
824f4ffffffffff,232.0,0.0,88.0
824f5ffffffffff,3.0,0.0,2.0
825217fffffffff,19.0,0.0,1.0
82521ffffffffff,8.0,0.0,0.0
825237fffffffff,11.0,0.0,0.0
82524ffffffffff,80.0,0.0,0.0
8252d7fffffffff,17.0,0.0,0.0
8252f7fffffffff,3.0,0.0,0.0
8253affffffffff,3.0,0.0,0.0
825497fffffffff,56.0,5.0,0.0
8254affffffffff,13.0,0.0,0.0
8254b7fffffffff,69.0,23.0,0.0
82574ffffffffff,94.0,24.0,0.0
825a0ffffffffff,3.0,0.0,0.0
825c37fffffffff,2.0,0.0,0.0
825d17fffffffff,1505.0,0.0,292.0
825d37fffffffff,2.0,0.0,0.0
825e0ffffffffff,1.0,0.0,0.0
825e1ffffffffff,2.0,0.0,0.0
825e47fffffffff,382.0,39.0,0.0
825e4ffffffffff,393.0,0.0,0.0
825e5ffffffffff,117.0,0.0,0.0
825e67fffffffff,852.0,2.0,0.0
825e77fffffffff,460.0,4.0,0.0
825f4ffffffffff,119.0,0.0,0.0
825f5ffffffffff,613.0,0.0,0.0
826327fffffffff,2.0,0.0,0.0
826337fffffffff,28.0,0.0,0.0
8263affffffffff,7.0,0.0,0.0
826607fffffffff,46.0,0.0,0.0
826617fffffffff,23.0,0.0,0.0
826627fffffffff,38.0,0.0,0.0
826637fffffffff,83.0,0.0,0.0
8266a7fffffffff,345.0,0.0,0.0
8266b7fffffffff,74.0,0.0,0.0
82670ffffffffff,2.0,0.0,0.0
826717fffffffff,2.0,0.0,0.0
826727fffffffff,77.0,0.0,0.0
82672ffffffffff,2.0,0.0,0.0
826737fffffffff,12.0,0.0,0.0
826747fffffffff,457.0,8.0,0.0
82674ffffffffff,51.0,1.0,0.0
826757fffffffff,159.0,0.0,0.0
82676ffffffffff,47.0,3.0,0.0
826777fffffffff,162.0,0.0,0.0
826787fffffffff,20.0,0.0,0.0
82679ffffffffff,612.0,14.0,0.0
8267a7fffffffff,3.0,0.0,0.0
8267b7fffffffff,4.0,0.0,0.0
82680ffffffffff,6.0,0.0,0.0
82682ffffffffff,4.0,0.0,0.0
82685ffffffffff,9.0,0.0,0.0
826867fffffffff,7.0,0.0,0.0
8268cffffffffff,7.0,0.0,0.0
8268dffffffffff,8.0,0.0,2.0
82695ffffffffff,16.0,0.0,0.0
826d37fffffffff,2.0,0.0,0.0
827067fffffffff,24.0,0.0,0.0
82724ffffffffff,1.0,0.0,0.0
827297fffffffff,2.0,0.0,0.0
8272a7fffffffff,11.0,0.0,0.0
8272affffffffff,5.0,0.0,0.0
8272cffffffffff,5.0,0.0,0.0
8272dffffffffff,2.0,0.0,0.0
82731ffffffffff,5.0,0.0,0.0
82738ffffffffff,2.0,0.0,0.0
827397fffffffff,9.0,0.0,0.0
82739ffffffffff,83.0,0.0,0.0
8273affffffffff,8.0,0.0,0.0
8273b7fffffffff,2.0,0.0,0.0
827687fffffffff,3.0,0.0,1.0
82768ffffffffff,2.0,0.0,0.0
827697fffffffff,2.0,0.0,0.0
82769ffffffffff,12.0,0.0,0.0
8276b7fffffffff,9.0,0.0,2.0
82770ffffffffff,1.0,0.0,0.0
827717fffffffff,1.0,0.0,0.0
82778ffffffffff,2.0,0.0,1.0
827797fffffffff,2.0,0.0,0.0
82779ffffffffff,2.0,0.0,0.0
82789ffffffffff,5.0,0.0,2.0
827b2ffffffffff,2.0,0.0,0.0
8280b7fffffffff,69.0,13.0,0.0
828117fffffffff,10.0,0.0,0.0
828137fffffffff,5.0,2.0,0.0
828187fffffffff,2.0,0.0,0.0
8282c7fffffffff,21.0,0.0,0.0
8282e7fffffffff,6.0,0.0,0.0
82845ffffffffff,2.0,0.0,0.0
828927fffffffff,14.0,0.0,0.0
828937fffffffff,45.0,0.0,5.0
828c27fffffffff,190.0,0.0,0.0
828c47fffffffff,31.0,0.0,0.0
828c6ffffffffff,18.0,0.0,0.0
828cf7fffffffff,2.0,0.0,0.0
828d8ffffffffff,1.0,0.0,0.0
828da7fffffffff,19.0,0.0,4.0
828db7fffffffff,38.0,0.0,6.0
829407fffffffff,5.0,0.0,0.0
829417fffffffff,457.0,0.0,2.0
82941ffffffffff,5.0,0.0,0.0
829427fffffffff,12.0,0.0,2.0
82942ffffffffff,3.0,0.0,0.0
829437fffffffff,5.0,0.0,0.0
829457fffffffff,182.0,0.0,0.0
829467fffffffff,36.0,0.0,9.0
829477fffffffff,3.0,0.0,0.0
829487fffffffff,791.0,0.0,2.0
829497fffffffff,1.0,0.0,0.0
8294a7fffffffff,25.0,0.0,0.0
8294affffffffff,71.0,0.0,0.0
8294b7fffffffff,8.0,0.0,0.0
8294e7fffffffff,4.0,0.0,0.0
82950ffffffffff,7.0,0.0,0.0
829517fffffffff,2.0,0.0,0.0
82951ffffffffff,22.0,0.0,0.0
829547fffffffff,10.0,0.0,4.0
82954ffffffffff,5.0,0.0,0.0
829557fffffffff,19.0,0.0,4.0
82955ffffffffff,40.0,0.0,4.0
829567fffffffff,9.0,0.0,0.0
82956ffffffffff,116.0,0.0,0.0
8295a7fffffffff,41.0,0.0,15.0
82980ffffffffff,6.0,3.0,0.0
8299a7fffffffff,5.0,0.0,0.0
829a07fffffffff,1.0,0.0,0.0
829a17fffffffff,29.0,0.0,0.0
829b07fffffffff,2.0,0.0,0.0
829b0ffffffffff,4.0,0.0,0.0
829b1ffffffffff,4.0,0.0,0.0
829b47fffffffff,6.0,0.0,0.0
829b4ffffffffff,5.0,0.0,0.0
829b5ffffffffff,34.0,0.0,0.0
829b6ffffffffff,36.0,0.0,0.0
829b77fffffffff,2.0,0.0,0.0
829b8ffffffffff,6.0,0.0,0.0
829c07fffffffff,35.0,0.0,0.0
829c1ffffffffff,57.0,0.0,0.0
829c27fffffffff,480.0,0.0,0.0
829c37fffffffff,2.0,0.0,0.0
829c47fffffffff,6.0,0.0,0.0
829c5ffffffffff,28.0,0.0,0.0
829c87fffffffff,2.0,0.0,0.0
829c97fffffffff,36.0,0.0,11.0
829caffffffffff,12.0,0.0,0.0
829cb7fffffffff,1.0,0.0,0.0
829ce7fffffffff,20.0,0.0,0.0
829ceffffffffff,14.0,0.0,0.0
829cf7fffffffff,2.0,0.0,0.0
829d07fffffffff,14.0,0.0,0.0
829d0ffffffffff,11.0,0.0,0.0
829d1ffffffffff,3.0,0.0,0.0
829d27fffffffff,261.0,0.0,0.0
829d97fffffffff,2.0,0.0,0.0
829d9ffffffffff,5.0,0.0,0.0
829daffffffffff,3.0,0.0,0.0
829e17fffffffff,1.0,0.0,0.0
829e27fffffffff,6.0,0.0,3.0
829e2ffffffffff,2.0,0.0,0.0
829e77fffffffff,1.0,0.0,0.0
829e8ffffffffff,1.0,0.0,0.0
829ec7fffffffff,2.0,0.0,0.0
829ed7fffffffff,1.0,0.0,0.0
829edffffffffff,3.0,0.0,0.0
829ee7fffffffff,1.0,0.0,0.0
829ef7fffffffff,1.0,0.0,0.0
829f47fffffffff,1.0,0.0,1.0
829f57fffffffff,17.0,0.0,5.0
82a027fffffffff,2.0,0.0,0.0
82a04ffffffffff,43.0,0.0,2.0
82a05ffffffffff,1.0,0.0,0.0
82a0dffffffffff,10.0,0.0,0.0
82a117fffffffff,4.0,0.0,0.0
82a167fffffffff,2.0,0.0,0.0
82a247fffffffff,2.0,0.0,0.0
82a30ffffffffff,1.0,0.0,0.0
82a597fffffffff,10.0,0.0,0.0
82a617fffffffff,2.0,0.0,0.0
82a6a7fffffffff,4.0,0.0,0.0
82a79ffffffffff,1.0,0.0,0.0
82a817fffffffff,572.0,176.0,0.0
82a837fffffffff,290.0,11.0,0.0
82a897fffffffff,32.0,5.0,0.0
82a8a7fffffffff,692.0,66.0,0.0
