cell_id,Stilpnia cyanoptera,Stilpnia cyanoptera cyanoptera,Stilpnia cyanoptera whitelyi
825f4ffffffffff,1.0,0.0,0.0
825f77fffffffff,5.0,0.0,2.0
82662ffffffffff,2.0,0.0,0.0
82674ffffffffff,6.0,1.0,0.0
82675ffffffffff,22.0,0.0,0.0
