cell_id,Fregetta tropica,Fregetta tropica tropica,Fregetta tropica melanoleuca
84dc45bffffffff,1.0,0.0,0.0
84dc4adffffffff,1.0,0.0,0.0
84dc581ffffffff,2.0,0.0,0.0
84dc5d5ffffffff,2.0,0.0,0.0
84dc687ffffffff,1.0,0.0,0.0
84dc6e1ffffffff,1.0,0.0,0.0
84dc6e5ffffffff,1.0,0.0,0.0
84dc6e7ffffffff,1.0,0.0,0.0
84dcce1ffffffff,1.0,0.0,0.0
84dcdabffffffff,2.0,0.0,0.0
84dceb5ffffffff,2.0,0.0,0.0
84dd421ffffffff,1.0,0.0,0.0
84dd425ffffffff,2.0,0.0,0.0
84dd427ffffffff,2.0,0.0,0.0
84dd447ffffffff,2.0,0.0,0.0
84dd5cdffffffff,2.0,0.0,0.0
84dd6cbffffffff,2.0,0.0,0.0
84de081ffffffff,2.0,0.0,0.0
84de085ffffffff,4.0,0.0,0.0
84de087ffffffff,1.0,0.0,0.0
84de0a1ffffffff,3.0,0.0,0.0
84de0a3ffffffff,12.0,0.0,0.0
84de0a5ffffffff,6.0,0.0,0.0
84de0a7ffffffff,9.0,0.0,0.0
84de0a9ffffffff,5.0,0.0,0.0
84de0b1ffffffff,2.0,0.0,0.0
84de0b9ffffffff,1.0,0.0,0.0
84de0bdffffffff,6.0,0.0,0.0
84de0d1ffffffff,1.0,0.0,0.0
84de0e3ffffffff,2.0,0.0,0.0
84de105ffffffff,3.0,0.0,0.0
84de113ffffffff,2.0,0.0,0.0
84de183ffffffff,2.0,0.0,0.0
84de185ffffffff,3.0,0.0,0.0
84de187ffffffff,4.0,0.0,0.0
84de18dffffffff,1.0,0.0,0.0
84de191ffffffff,10.0,0.0,0.0
84de195ffffffff,21.0,0.0,0.0
84de199ffffffff,2.0,0.0,0.0
84de1a1ffffffff,1.0,0.0,0.0
84de1a3ffffffff,3.0,0.0,0.0
84de1a7ffffffff,6.0,0.0,0.0
84de1abffffffff,15.0,0.0,0.0
84de1b9ffffffff,13.0,0.0,0.0
84de1bbffffffff,1.0,0.0,0.0
84de1bdffffffff,14.0,0.0,0.0
84de1cbffffffff,2.0,0.0,0.0
84de1d5ffffffff,1.0,0.0,0.0
84de1d7ffffffff,1.0,0.0,0.0
84de201ffffffff,2.0,0.0,0.0
84de207ffffffff,1.0,0.0,0.0
84de20dffffffff,2.0,0.0,0.0
84de217ffffffff,3.0,0.0,0.0
84de245ffffffff,2.0,0.0,0.0
84de267ffffffff,1.0,0.0,0.0
84de285ffffffff,9.0,0.0,0.0
84de2b9ffffffff,7.0,0.0,0.0
84de2e1ffffffff,8.0,0.0,0.0
84de2edffffffff,10.0,0.0,0.0
84de361ffffffff,2.0,0.0,0.0
84de365ffffffff,7.0,0.0,0.0
84de369ffffffff,3.0,0.0,0.0
84de599ffffffff,4.0,0.0,0.0
84de59bffffffff,4.0,0.0,0.0
84de5d1ffffffff,6.0,0.0,0.0
84de5d3ffffffff,5.0,0.0,0.0
84de5ddffffffff,1.0,0.0,0.0
84de62dffffffff,2.0,0.0,0.0
84de669ffffffff,1.0,0.0,0.0
84de6edffffffff,2.0,0.0,0.0
84de705ffffffff,6.0,0.0,0.0
84de707ffffffff,3.0,0.0,0.0
84de729ffffffff,3.0,0.0,0.0
84de761ffffffff,1.0,0.0,0.0
84de801ffffffff,1.0,0.0,0.0
84de803ffffffff,8.0,0.0,0.0
84de807ffffffff,17.0,0.0,0.0
84de80bffffffff,2.0,0.0,0.0
84de811ffffffff,1.0,0.0,0.0
84de815ffffffff,2.0,0.0,0.0
84de819ffffffff,16.0,0.0,0.0
84de81dffffffff,5.0,0.0,0.0
84de821ffffffff,17.0,0.0,0.0
84de829ffffffff,12.0,0.0,0.0
84de82bffffffff,4.0,0.0,0.0
84de82dffffffff,9.0,0.0,0.0
84de839ffffffff,3.0,0.0,0.0
84de841ffffffff,2.0,0.0,0.0
84de867ffffffff,1.0,0.0,0.0
84de881ffffffff,1.0,0.0,0.0
84de883ffffffff,1.0,0.0,0.0
84de8c9ffffffff,1.0,0.0,0.0
84de8e3ffffffff,2.0,0.0,0.0
84de909ffffffff,1.0,0.0,0.0
84de919ffffffff,2.0,0.0,0.0
84de943ffffffff,4.0,0.0,0.0
84de951ffffffff,5.0,0.0,0.0
84de953ffffffff,48.0,0.0,0.0
84de955ffffffff,18.0,0.0,0.0
84de957ffffffff,14.0,0.0,0.0
84de95dffffffff,51.0,0.0,0.0
84de96bffffffff,1.0,0.0,0.0
84dea09ffffffff,3.0,0.0,0.0
84dea21ffffffff,1.0,0.0,0.0
84dea25ffffffff,1.0,0.0,0.0
84dea29ffffffff,2.0,0.0,0.0
84dea2dffffffff,1.0,0.0,0.0
84dea35ffffffff,3.0,0.0,0.0
84dea39ffffffff,2.0,0.0,0.0
84dea41ffffffff,3.0,0.0,0.0
84dea45ffffffff,3.0,0.0,0.0
84dea47ffffffff,2.0,0.0,0.0
84dea5dffffffff,4.0,0.0,0.0
84dea65ffffffff,2.0,0.0,0.0
84dea67ffffffff,4.0,0.0,0.0
84dea6bffffffff,17.0,0.0,0.0
84dea6dffffffff,2.0,0.0,0.0
84dea87ffffffff,2.0,0.0,0.0
84dea8dffffffff,1.0,0.0,0.0
84dea91ffffffff,7.0,0.0,0.0
84dea93ffffffff,1.0,0.0,0.0
84dea95ffffffff,19.0,0.0,0.0
84dea9bffffffff,9.0,0.0,0.0
84deaa1ffffffff,12.0,0.0,0.0
84deaa3ffffffff,16.0,0.0,0.0
84deaa5ffffffff,34.0,0.0,0.0
84deaa7ffffffff,16.0,0.0,0.0
84deaabffffffff,9.0,0.0,0.0
84deab1ffffffff,4.0,0.0,0.0
84deab3ffffffff,2.0,0.0,0.0
84deab7ffffffff,2.0,0.0,0.0
84deab9ffffffff,13.0,0.0,0.0
84deabbffffffff,3.0,0.0,0.0
84deabdffffffff,17.0,0.0,0.0
84deb03ffffffff,6.0,0.0,0.0
84deb09ffffffff,5.0,0.0,0.0
84deb0bffffffff,10.0,0.0,0.0
84deb11ffffffff,2.0,0.0,0.0
84deb15ffffffff,2.0,0.0,0.0
84deb31ffffffff,2.0,0.0,0.0
84deb33ffffffff,3.0,0.0,0.0
84deb35ffffffff,1.0,0.0,0.0
84deb37ffffffff,3.0,0.0,0.0
84deb3bffffffff,2.0,0.0,0.0
84deb55ffffffff,2.0,0.0,0.0
84deb5dffffffff,3.0,0.0,0.0
84dede7ffffffff,1.0,0.0,0.0
84dee45ffffffff,1.0,0.0,0.0
84def17ffffffff,2.0,0.0,0.0
84def43ffffffff,1.0,0.0,0.0
84def49ffffffff,2.0,0.0,0.0
84def69ffffffff,3.0,0.0,0.0
84df001ffffffff,3.0,0.0,0.0
84df003ffffffff,18.0,0.0,0.0
84df005ffffffff,9.0,0.0,0.0
84df007ffffffff,12.0,0.0,0.0
84df009ffffffff,10.0,0.0,0.0
84df00bffffffff,7.0,0.0,0.0
84df00dffffffff,4.0,0.0,0.0
84df011ffffffff,2.0,0.0,0.0
84df015ffffffff,17.0,0.0,0.0
84df017ffffffff,4.0,0.0,0.0
84df019ffffffff,3.0,0.0,0.0
84df01dffffffff,4.0,0.0,0.0
84df025ffffffff,6.0,0.0,0.0
84df027ffffffff,3.0,0.0,0.0
84df029ffffffff,6.0,0.0,0.0
84df02bffffffff,2.0,0.0,0.0
84df02dffffffff,3.0,0.0,0.0
84df033ffffffff,1.0,0.0,0.0
84df035ffffffff,2.0,0.0,0.0
84df03dffffffff,3.0,0.0,0.0
84df041ffffffff,18.0,0.0,0.0
84df043ffffffff,19.0,0.0,0.0
84df045ffffffff,13.0,0.0,0.0
84df047ffffffff,6.0,0.0,0.0
84df04bffffffff,2.0,0.0,0.0
84df04dffffffff,2.0,0.0,0.0
84df051ffffffff,4.0,0.0,0.0
84df053ffffffff,5.0,0.0,0.0
84df055ffffffff,5.0,0.0,0.0
84df057ffffffff,2.0,0.0,0.0
84df059ffffffff,6.0,0.0,0.0
84df05bffffffff,6.0,0.0,0.0
84df061ffffffff,10.0,0.0,0.0
84df063ffffffff,2.0,0.0,0.0
84df067ffffffff,4.0,0.0,0.0
84df069ffffffff,32.0,0.0,0.0
84df06bffffffff,1.0,0.0,0.0
84df087ffffffff,14.0,0.0,0.0
84df089ffffffff,6.0,0.0,0.0
84df08bffffffff,1.0,0.0,0.0
84df095ffffffff,5.0,0.0,0.0
84df099ffffffff,3.0,0.0,0.0
84df0a1ffffffff,6.0,0.0,0.0
84df0b1ffffffff,4.0,0.0,0.0
84df0b9ffffffff,4.0,0.0,0.0
84df0bbffffffff,1.0,0.0,0.0
84df0c1ffffffff,3.0,0.0,0.0
84df0c3ffffffff,9.0,0.0,0.0
84df0c5ffffffff,2.0,0.0,0.0
84df0c7ffffffff,8.0,0.0,0.0
84df0c9ffffffff,7.0,0.0,0.0
84df0cbffffffff,3.0,0.0,0.0
84df0d1ffffffff,6.0,0.0,0.0
84df0d3ffffffff,2.0,0.0,0.0
84df0d5ffffffff,8.0,0.0,0.0
84df0d7ffffffff,6.0,0.0,0.0
84df0d9ffffffff,3.0,0.0,0.0
84df0ddffffffff,2.0,0.0,0.0
84df0e5ffffffff,6.0,0.0,0.0
84df0e9ffffffff,2.0,0.0,0.0
84df103ffffffff,1.0,0.0,0.0
84df115ffffffff,4.0,0.0,0.0
84df117ffffffff,6.0,0.0,0.0
84df119ffffffff,1.0,0.0,0.0
84df11bffffffff,4.0,0.0,0.0
84df11dffffffff,3.0,0.0,0.0
84df123ffffffff,2.0,0.0,0.0
84df125ffffffff,3.0,0.0,0.0
84df129ffffffff,2.0,0.0,0.0
84df131ffffffff,3.0,0.0,0.0
84df133ffffffff,3.0,0.0,0.0
84df139ffffffff,8.0,0.0,0.0
84df143ffffffff,1.0,0.0,0.0
84df149ffffffff,2.0,0.0,0.0
84df14bffffffff,6.0,0.0,0.0
84df151ffffffff,2.0,0.0,0.0
84df155ffffffff,1.0,0.0,0.0
84df159ffffffff,3.0,0.0,0.0
84df15bffffffff,1.0,0.0,0.0
84df15dffffffff,1.0,0.0,0.0
84df185ffffffff,10.0,0.0,0.0
84df189ffffffff,3.0,0.0,0.0
84df199ffffffff,1.0,0.0,0.0
84df19dffffffff,1.0,0.0,0.0
84df1bbffffffff,3.0,0.0,0.0
84df1c1ffffffff,1.0,0.0,0.0
84df1c7ffffffff,1.0,0.0,0.0
84df1e1ffffffff,19.0,0.0,0.0
84df1e3ffffffff,16.0,0.0,0.0
84df1e5ffffffff,9.0,0.0,0.0
84df1e7ffffffff,2.0,0.0,0.0
84df1e9ffffffff,3.0,0.0,0.0
84df1ebffffffff,9.0,0.0,0.0
84df1edffffffff,40.0,0.0,0.0
84df205ffffffff,2.0,0.0,0.0
84df209ffffffff,2.0,0.0,0.0
84df20bffffffff,1.0,0.0,0.0
84df211ffffffff,2.0,0.0,0.0
84df225ffffffff,2.0,0.0,0.0
84df227ffffffff,2.0,0.0,0.0
84df229ffffffff,4.0,0.0,0.0
84df231ffffffff,10.0,0.0,0.0
84df233ffffffff,1.0,0.0,0.0
84df235ffffffff,5.0,0.0,0.0
84df237ffffffff,7.0,0.0,0.0
84df23bffffffff,3.0,0.0,0.0
84df23dffffffff,6.0,0.0,0.0
84df241ffffffff,1.0,0.0,0.0
84df245ffffffff,3.0,0.0,0.0
84df269ffffffff,2.0,0.0,0.0
84df287ffffffff,21.0,0.0,0.0
84df28dffffffff,2.0,0.0,0.0
84df2a1ffffffff,4.0,0.0,0.0
84df2a5ffffffff,8.0,0.0,0.0
84df2a7ffffffff,2.0,0.0,0.0
84df2a9ffffffff,4.0,0.0,0.0
84df2abffffffff,3.0,0.0,0.0
84df2adffffffff,3.0,0.0,0.0
84df2b1ffffffff,3.0,0.0,0.0
84df2b3ffffffff,8.0,0.0,0.0
84df2b5ffffffff,1.0,0.0,0.0
84df2b7ffffffff,3.0,0.0,0.0
84df2b9ffffffff,3.0,0.0,0.0
84df2bbffffffff,3.0,0.0,0.0
84df2bdffffffff,5.0,0.0,0.0
84df2c1ffffffff,1.0,0.0,0.0
84df2c5ffffffff,1.0,0.0,0.0
84df2e1ffffffff,5.0,0.0,0.0
84df2e3ffffffff,2.0,0.0,0.0
84df2e5ffffffff,3.0,0.0,0.0
84df2edffffffff,1.0,0.0,0.0
84df30bffffffff,1.0,0.0,0.0
84df311ffffffff,3.0,0.0,0.0
84df313ffffffff,7.0,0.0,0.0
84df317ffffffff,4.0,0.0,0.0
84df31dffffffff,1.0,0.0,0.0
84df333ffffffff,1.0,0.0,0.0
84df351ffffffff,1.0,0.0,0.0
84df353ffffffff,8.0,0.0,0.0
84df357ffffffff,7.0,0.0,0.0
84df35dffffffff,1.0,0.0,0.0
84df451ffffffff,1.0,0.0,0.0
84df523ffffffff,1.0,0.0,0.0
84df545ffffffff,2.0,0.0,0.0
84df583ffffffff,1.0,0.0,0.0
84df58bffffffff,2.0,0.0,0.0
84df5d7ffffffff,1.0,0.0,0.0
84df703ffffffff,2.0,0.0,0.0
84df705ffffffff,2.0,0.0,0.0
84df715ffffffff,1.0,0.0,0.0
84df717ffffffff,1.0,0.0,0.0
84df721ffffffff,2.0,0.0,0.0
84df723ffffffff,2.0,0.0,0.0
84df727ffffffff,2.0,0.0,0.0
84df731ffffffff,6.0,0.0,0.0
84df733ffffffff,2.0,0.0,0.0
84df737ffffffff,3.0,0.0,0.0
84df739ffffffff,2.0,0.0,0.0
84df761ffffffff,3.0,0.0,0.0
84df763ffffffff,10.0,0.0,0.0
84df765ffffffff,6.0,0.0,0.0
84df767ffffffff,3.0,0.0,0.0
84df76dffffffff,6.0,0.0,0.0
84df803ffffffff,8.0,0.0,0.0
84df811ffffffff,1.0,0.0,0.0
84df819ffffffff,1.0,0.0,0.0
84df81bffffffff,3.0,0.0,0.0
84df81dffffffff,1.0,0.0,0.0
84df831ffffffff,3.0,0.0,0.0
84df833ffffffff,5.0,0.0,0.0
84df837ffffffff,1.0,0.0,0.0
84df839ffffffff,2.0,0.0,0.0
84df83bffffffff,2.0,0.0,0.0
84df889ffffffff,2.0,0.0,0.0
84df895ffffffff,2.0,0.0,0.0
84df8a1ffffffff,6.0,0.0,0.0
84df8adffffffff,3.0,0.0,0.0
84df8b1ffffffff,6.0,0.0,0.0
84df8c1ffffffff,1.0,0.0,0.0
84df8c7ffffffff,2.0,0.0,0.0
84df8cbffffffff,2.0,0.0,0.0
84df8cdffffffff,14.0,0.0,0.0
84df8d1ffffffff,2.0,0.0,0.0
84df8d7ffffffff,2.0,0.0,0.0
84df8dbffffffff,3.0,0.0,0.0
84df8ddffffffff,1.0,0.0,0.0
84df8e1ffffffff,8.0,0.0,0.0
84df8e5ffffffff,1.0,0.0,0.0
84df8e7ffffffff,7.0,0.0,0.0
84df997ffffffff,1.0,0.0,0.0
84df9b7ffffffff,8.0,0.0,0.0
84df9b9ffffffff,2.0,0.0,0.0
84df9bdffffffff,10.0,0.0,0.0
84df9d3ffffffff,1.0,0.0,0.0
84df9d9ffffffff,3.0,0.0,0.0
84df9dbffffffff,1.0,0.0,0.0
84df9ddffffffff,1.0,0.0,0.0
84dfa13ffffffff,2.0,0.0,0.0
84dfa17ffffffff,1.0,0.0,0.0
84dfa1bffffffff,3.0,0.0,0.0
84dfa85ffffffff,6.0,0.0,0.0
84dfa89ffffffff,4.0,0.0,0.0
84dfa8bffffffff,2.0,0.0,0.0
84dfa8dffffffff,12.0,0.0,0.0
84dfa95ffffffff,2.0,0.0,0.0
84dfa97ffffffff,3.0,0.0,0.0
84dfaa9ffffffff,3.0,0.0,0.0
84dfab1ffffffff,15.0,0.0,0.0
84dfab3ffffffff,1.0,0.0,0.0
84dfab7ffffffff,31.0,0.0,0.0
84dfac3ffffffff,13.0,0.0,0.0
84dfac7ffffffff,4.0,0.0,0.0
84dfac9ffffffff,3.0,0.0,0.0
84dfacbffffffff,11.0,0.0,0.0
84dfad1ffffffff,1.0,0.0,0.0
84dfad3ffffffff,5.0,0.0,0.0
84dfad9ffffffff,3.0,0.0,0.0
84dfadbffffffff,2.0,0.0,0.0
84dfaddffffffff,1.0,0.0,0.0
84dfae5ffffffff,3.0,0.0,0.0
84dfaebffffffff,2.0,0.0,0.0
84dfaedffffffff,1.0,0.0,0.0
84e0923ffffffff,1.0,0.0,0.0
84e092bffffffff,2.0,0.0,0.0
84e0935ffffffff,2.0,0.0,0.0
84e093dffffffff,3.0,0.0,0.0
84e8827ffffffff,1.0,0.0,0.0
84e88a5ffffffff,1.0,0.0,0.0
84e899bffffffff,1.0,0.0,0.0
84e89b3ffffffff,2.0,0.0,0.0
84e89b7ffffffff,1.0,0.0,0.0
