cell_id,Cardellina rubra,Cardellina rubra melanauris,Cardellina rubra rubra/rowleyi
824817fffffffff,12.0,10.0,0.0
8248effffffffff,9.0,0.0,2.0
824987fffffffff,22.0,0.0,5.0
824997fffffffff,83.0,0.0,6.0
8249affffffffff,2.0,0.0,2.0
8249b7fffffffff,4.0,0.0,4.0
826d37fffffffff,16.0,0.0,11.0
