cell_id,Dendrocolaptes certhia,Dendrocolaptes certhia radiolatus,Dendrocolaptes certhia certhia,Dendrocolaptes certhia juruanus/polyzonus,Dendrocolaptes certhia concolor,Dendrocolaptes certhia ridgwayi,Dendrocolaptes certhia retentus,Dendrocolaptes certhia medius
845f017ffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466415ffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
84665abffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8466c5dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dadffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466dc3ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466de3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e15ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466e39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8466ee5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848065dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8480713ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
8480759ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8481401ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
84814adffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
84814e3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
84814e7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
84815c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84815dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8481635ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
8481851ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
8481857ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848a003ffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
848a059ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848a069ffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
848a109ffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
848a217ffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848a699ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848a6dbffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
848a92dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
848a9cdffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
848af29ffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
848b44bffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
848b849ffffffff,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
848b9d5ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
848f72bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
