cell_id,Falco chicquera,Falco chicquera chicquera,Falco chicquera ruficollis/horsbrughi
834251fffffffff,3.0,0.0,0.0
834253fffffffff,43.0,0.0,0.0
834258fffffffff,2.0,0.0,0.0
834259fffffffff,12.0,0.0,0.0
83425afffffffff,10.0,0.0,0.0
83425efffffffff,2.0,0.0,0.0
8342c0fffffffff,18.0,0.0,0.0
8342c1fffffffff,61.0,0.0,0.0
8342c2fffffffff,8.0,0.0,0.0
8342c3fffffffff,14.0,0.0,0.0
8342c4fffffffff,17.0,0.0,0.0
8342c5fffffffff,15.0,0.0,0.0
8342c6fffffffff,2.0,0.0,0.0
8342c9fffffffff,6.0,0.0,0.0
8342cafffffffff,17.0,0.0,0.0
8342cbfffffffff,5.0,0.0,0.0
8342ccfffffffff,2.0,0.0,0.0
8342cefffffffff,309.0,0.0,0.0
8342d9fffffffff,2.0,0.0,0.0
8342dbfffffffff,32.0,0.0,0.0
8342dcfffffffff,2.0,0.0,0.0
8342ddfffffffff,30.0,0.0,0.0
8342e3fffffffff,3.0,0.0,0.0
8342e9fffffffff,5.0,0.0,0.0
8342eafffffffff,6.0,0.0,0.0
8352b1fffffffff,1.0,0.0,0.0
835402fffffffff,2.0,0.0,2.0
835408fffffffff,3.0,0.0,0.0
835410fffffffff,7.0,0.0,2.0
835411fffffffff,3.0,0.0,1.0
835413fffffffff,11.0,0.0,0.0
835415fffffffff,4.0,0.0,4.0
835418fffffffff,12.0,0.0,2.0
835419fffffffff,6.0,0.0,0.0
83541afffffffff,57.0,0.0,9.0
83541bfffffffff,71.0,0.0,12.0
83541efffffffff,13.0,0.0,4.0
835440fffffffff,4.0,0.0,0.0
8354a9fffffffff,128.0,0.0,19.0
8354acfffffffff,22.0,0.0,0.0
8354adfffffffff,26.0,0.0,3.0
8354e4fffffffff,66.0,0.0,18.0
8354e5fffffffff,12.0,0.0,6.0
8354f1fffffffff,3.0,0.0,0.0
8354f4fffffffff,25.0,0.0,8.0
8354f5fffffffff,12.0,0.0,0.0
83580bfffffffff,4.0,0.0,0.0
835858fffffffff,3.0,0.0,0.0
835894fffffffff,2.0,0.0,0.0
835896fffffffff,1.0,0.0,0.0
8358a4fffffffff,4.0,0.0,0.0
8358b5fffffffff,1.0,0.0,0.0
8358e2fffffffff,4.0,0.0,0.0
83598dfffffffff,2.0,0.0,0.0
835991fffffffff,2.0,0.0,0.0
835998fffffffff,11.0,0.0,0.0
83599afffffffff,6.0,0.0,0.0
83599efffffffff,25.0,0.0,0.0
836014fffffffff,55.0,0.0,0.0
836016fffffffff,146.0,0.0,0.0
836026fffffffff,23.0,0.0,0.0
836030fffffffff,50.0,0.0,0.0
836031fffffffff,3.0,0.0,0.0
836032fffffffff,194.0,0.0,0.0
836033fffffffff,110.0,0.0,0.0
836034fffffffff,12.0,0.0,0.0
836035fffffffff,6.0,0.0,0.0
836036fffffffff,38.0,0.0,0.0
836081fffffffff,6.0,0.0,0.0
836084fffffffff,10.0,0.0,0.0
836085fffffffff,3.0,0.0,0.0
836088fffffffff,42.0,0.0,0.0
83608afffffffff,1.0,0.0,0.0
83608bfffffffff,30.0,0.0,0.0
83608cfffffffff,3.0,0.0,0.0
83608efffffffff,80.0,0.0,0.0
836090fffffffff,12.0,0.0,0.0
836091fffffffff,6.0,0.0,0.0
836092fffffffff,2.0,0.0,0.0
836093fffffffff,3.0,0.0,0.0
836094fffffffff,2.0,0.0,0.0
836095fffffffff,2.0,0.0,0.0
836096fffffffff,9.0,0.0,0.0
836098fffffffff,7.0,0.0,0.0
83609afffffffff,2.0,0.0,0.0
83609cfffffffff,3.0,0.0,0.0
83609dfffffffff,4.0,0.0,0.0
83609efffffffff,15.0,0.0,0.0
8360a0fffffffff,1.0,0.0,0.0
8360a1fffffffff,2.0,0.0,0.0
8360a2fffffffff,16.0,0.0,0.0
8360a3fffffffff,13.0,0.0,0.0
8360a6fffffffff,13.0,0.0,0.0
8360a8fffffffff,17.0,0.0,0.0
8360aafffffffff,3.0,0.0,0.0
8360abfffffffff,3.0,0.0,0.0
8360acfffffffff,4.0,0.0,0.0
8360b1fffffffff,155.0,0.0,0.0
8360b4fffffffff,2.0,0.0,0.0
8360b5fffffffff,2.0,0.0,0.0
83611bfffffffff,8.0,0.0,0.0
836188fffffffff,10.0,0.0,0.0
836189fffffffff,95.0,0.0,0.0
83618cfffffffff,89.0,0.0,0.0
83618dfffffffff,6.0,0.0,0.0
83618efffffffff,13.0,0.0,0.0
8361a9fffffffff,3.0,0.0,0.0
8361abfffffffff,29.0,0.0,0.0
836a58fffffffff,8.0,0.0,0.0
836a5afffffffff,9.0,0.0,1.0
836a5bfffffffff,7.0,0.0,0.0
836ac0fffffffff,5.0,0.0,0.0
836ac3fffffffff,7.0,0.0,0.0
836ac8fffffffff,2.0,0.0,0.0
836acdfffffffff,1.0,0.0,0.0
836ad8fffffffff,1.0,0.0,0.0
836adcfffffffff,2.0,0.0,0.0
836addfffffffff,1.0,0.0,0.0
836adefffffffff,3.0,0.0,0.0
836ae8fffffffff,65.0,0.0,1.0
836aeafffffffff,78.0,0.0,0.0
836aeefffffffff,112.0,0.0,7.0
837520fffffffff,25.0,0.0,1.0
837525fffffffff,4.0,0.0,0.0
837a40fffffffff,18.0,0.0,0.0
837a48fffffffff,2.0,0.0,1.0
837a49fffffffff,3.0,0.0,0.0
837a4bfffffffff,2.0,0.0,0.0
837a4dfffffffff,4.0,0.0,0.0
837a59fffffffff,4.0,0.0,0.0
837a6dfffffffff,12.0,0.0,0.0
837a75fffffffff,1.0,0.0,0.0
837ad9fffffffff,2.0,0.0,0.0
837b48fffffffff,4.0,0.0,0.0
837b4afffffffff,2.0,0.0,0.0
837b59fffffffff,1.0,0.0,0.0
837b5bfffffffff,2.0,0.0,0.0
837b6bfffffffff,2.0,0.0,0.0
839614fffffffff,1.0,0.0,0.0
839622fffffffff,2.0,0.0,0.0
839623fffffffff,8.0,0.0,3.0
839629fffffffff,3.0,0.0,0.0
83962bfffffffff,3.0,0.0,0.0
83962cfffffffff,12.0,0.0,1.0
83962efffffffff,7.0,0.0,2.0
839633fffffffff,19.0,0.0,12.0
839688fffffffff,2.0,0.0,0.0
83968cfffffffff,1.0,0.0,0.0
83968dfffffffff,3.0,0.0,0.0
839690fffffffff,4.0,0.0,0.0
839692fffffffff,5.0,0.0,0.0
839693fffffffff,7.0,0.0,0.0
83969efffffffff,2.0,0.0,0.0
8396b0fffffffff,2.0,0.0,0.0
8396b1fffffffff,8.0,0.0,0.0
8396b3fffffffff,1.0,0.0,0.0
8396b4fffffffff,9.0,0.0,0.0
8396b6fffffffff,8.0,0.0,0.0
839706fffffffff,2.0,0.0,0.0
839711fffffffff,25.0,0.0,0.0
839713fffffffff,3.0,0.0,0.0
83971cfffffffff,6.0,0.0,0.0
839740fffffffff,4.0,0.0,2.0
839741fffffffff,14.0,0.0,5.0
839743fffffffff,17.0,0.0,2.0
839745fffffffff,7.0,0.0,0.0
839746fffffffff,8.0,0.0,0.0
83974afffffffff,7.0,0.0,0.0
83974efffffffff,4.0,0.0,0.0
839751fffffffff,10.0,0.0,3.0
83975cfffffffff,15.0,0.0,1.0
83975efffffffff,3.0,0.0,2.0
839773fffffffff,4.0,0.0,0.0
83978dfffffffff,2.0,0.0,0.0
8397aafffffffff,11.0,0.0,6.0
83ac12fffffffff,7.0,0.0,0.0
83ac80fffffffff,119.0,0.0,19.0
83ac81fffffffff,4.0,0.0,0.0
83ac82fffffffff,9.0,0.0,3.0
83ac85fffffffff,2.0,0.0,0.0
83ac86fffffffff,109.0,0.0,30.0
83ac96fffffffff,1.0,0.0,0.0
83aca4fffffffff,1.0,0.0,0.0
83aca5fffffffff,5.0,0.0,0.0
83acb3fffffffff,4.0,0.0,0.0
83ad82fffffffff,30.0,0.0,0.0
83ad86fffffffff,16.0,0.0,6.0
83ad88fffffffff,2.0,0.0,0.0
83ad89fffffffff,11.0,0.0,0.0
83ad8bfffffffff,7.0,0.0,0.0
83ad92fffffffff,1.0,0.0,0.0
83ad95fffffffff,3.0,0.0,1.0
83ada2fffffffff,2.0,0.0,0.0
83adb0fffffffff,1.0,0.0,0.0
83adb3fffffffff,1.0,0.0,0.0
