cell_id,Falco chicquera,Falco chicquera chicquera,Falco chicquera ruficollis/horsbrughi
833c02fffffffff,14.0,0.0,0.0
833c19fffffffff,20.0,0.0,0.0
833c1afffffffff,2.0,0.0,0.0
833c1cfffffffff,36.0,0.0,0.0
833c1dfffffffff,1.0,0.0,0.0
833c36fffffffff,5.0,0.0,0.0
833ca4fffffffff,1.0,0.0,0.0
833ca9fffffffff,5.0,0.0,0.0
833cb1fffffffff,30.0,0.0,0.0
833cb3fffffffff,1.0,0.0,0.0
833cc2fffffffff,1.0,0.0,0.0
833ce5fffffffff,10.0,0.0,0.0
833cecfffffffff,24.0,0.0,0.0
833cedfffffffff,1.0,0.0,0.0
833cf0fffffffff,6.0,0.0,0.0
833cf1fffffffff,60.0,0.0,0.0
833d10fffffffff,2.0,0.0,0.0
833d13fffffffff,6.0,0.0,0.0
833d84fffffffff,5.0,0.0,0.0
833d85fffffffff,26.0,0.0,0.0
833d88fffffffff,2.0,0.0,0.0
833d89fffffffff,1.0,0.0,0.0
833d8bfffffffff,5.0,0.0,0.0
833d8cfffffffff,18.0,0.0,0.0
833d8dfffffffff,2.0,0.0,0.0
833d92fffffffff,3.0,0.0,0.0
833d93fffffffff,3.0,0.0,0.0
833d96fffffffff,12.0,0.0,0.0
833d98fffffffff,2.0,0.0,0.0
833d9dfffffffff,14.0,0.0,0.0
833d9efffffffff,3.0,0.0,0.0
833da0fffffffff,1.0,0.0,0.0
833da1fffffffff,89.0,0.0,0.0
833da2fffffffff,4.0,0.0,0.0
833da3fffffffff,27.0,0.0,0.0
833da5fffffffff,4.0,0.0,0.0
833da6fffffffff,105.0,0.0,0.0
833da9fffffffff,2.0,0.0,0.0
833daafffffffff,10.0,0.0,0.0
833dacfffffffff,18.0,0.0,0.0
833dadfffffffff,24.0,0.0,0.0
833daefffffffff,5.0,0.0,0.0
833db1fffffffff,2.0,0.0,0.0
833db2fffffffff,6.0,0.0,0.0
833db3fffffffff,19.0,0.0,0.0
833db4fffffffff,3.0,0.0,0.0
833db5fffffffff,25.0,0.0,0.0
833db6fffffffff,10.0,0.0,0.0
834249fffffffff,4.0,0.0,0.0
