cell_id,Motacilla tschutschensis,Motacilla tschutschensis tschutschensis/plexa,Motacilla tschutschensis taivana,Motacilla tschutschensis macronyx
82391ffffffffff,7.0,0.0,0.0,0.0
823937fffffffff,43.0,0.0,0.0,0.0
823977fffffffff,8.0,2.0,0.0,0.0
823c0ffffffffff,5.0,0.0,0.0,0.0
823c1ffffffffff,135.0,0.0,0.0,0.0
823c57fffffffff,6.0,0.0,0.0,0.0
823c5ffffffffff,26.0,1.0,0.0,0.0
823c87fffffffff,1.0,0.0,0.0,0.0
823c8ffffffffff,99.0,7.0,0.0,0.0
823c97fffffffff,5.0,0.0,0.0,0.0
823c9ffffffffff,11.0,0.0,1.0,0.0
823caffffffffff,20.0,0.0,0.0,0.0
823cc7fffffffff,15.0,0.0,0.0,0.0
823cd7fffffffff,6.0,0.0,0.0,0.0
823ce7fffffffff,8.0,3.0,0.0,0.0
823ceffffffffff,35.0,0.0,0.0,0.0
823cf7fffffffff,731.0,5.0,3.0,0.0
82404ffffffffff,9.0,5.0,0.0,0.0
82411ffffffffff,25.0,2.0,2.0,2.0
82414ffffffffff,7.0,0.0,0.0,0.0
824187fffffffff,4.0,0.0,0.0,0.0
8241a7fffffffff,63.0,7.0,4.0,6.0
8241b7fffffffff,38.0,18.0,1.0,13.0
8243affffffffff,3.0,0.0,0.0,0.0
82485ffffffffff,1.0,0.0,0.0,0.0
824b67fffffffff,6.0,0.0,0.0,0.0
824b77fffffffff,3.0,0.0,3.0,0.0
824b87fffffffff,27.0,3.0,6.0,0.0
824b9ffffffffff,26.0,1.0,0.0,0.0
824ba7fffffffff,73.0,5.0,0.0,2.0
824baffffffffff,16.0,7.0,0.0,0.0
824bb7fffffffff,37.0,1.0,5.0,0.0
824f4ffffffffff,4.0,0.0,0.0,0.0
826007fffffffff,14.0,0.0,0.0,0.0
826017fffffffff,129.0,0.0,0.0,0.0
82601ffffffffff,9.0,0.0,0.0,0.0
826027fffffffff,2.0,0.0,0.0,0.0
826037fffffffff,10.0,0.0,0.0,0.0
82608ffffffffff,3.0,0.0,0.0,0.0
826097fffffffff,1.0,0.0,0.0,0.0
82609ffffffffff,3.0,0.0,0.0,0.0
8260a7fffffffff,7.0,0.0,0.0,0.0
8260affffffffff,7.0,3.0,0.0,0.0
8260b7fffffffff,6.0,0.0,0.0,0.0
826107fffffffff,8.0,0.0,0.0,0.0
82611ffffffffff,160.0,0.0,0.0,2.0
82618ffffffffff,40.0,0.0,0.0,0.0
82619ffffffffff,10.0,2.0,0.0,0.0
82640ffffffffff,765.0,5.0,0.0,0.0
82641ffffffffff,8.0,0.0,0.0,0.0
82642ffffffffff,31.0,0.0,0.0,0.0
826487fffffffff,6.0,6.0,0.0,0.0
82648ffffffffff,4.0,0.0,0.0,3.0
826497fffffffff,1.0,0.0,1.0,0.0
8264a7fffffffff,7.0,2.0,0.0,2.0
8264b7fffffffff,1.0,0.0,1.0,0.0
8264e7fffffffff,94.0,4.0,0.0,0.0
826507fffffffff,60.0,0.0,0.0,1.0
82651ffffffffff,93.0,0.0,0.0,0.0
826527fffffffff,179.0,4.0,0.0,2.0
826587fffffffff,7.0,2.0,4.0,0.0
82658ffffffffff,5.0,0.0,0.0,0.0
82659ffffffffff,2.0,0.0,0.0,0.0
82680ffffffffff,3.0,0.0,0.0,0.0
826817fffffffff,4.0,0.0,0.0,0.0
82682ffffffffff,2.0,0.0,1.0,0.0
826847fffffffff,5.0,0.0,0.0,0.0
82684ffffffffff,6.0,0.0,0.0,0.0
82685ffffffffff,4.0,0.0,0.0,0.0
8268f7fffffffff,1.0,0.0,0.0,0.0
826947fffffffff,11.0,0.0,0.0,0.0
82694ffffffffff,6.0,0.0,0.0,0.0
82696ffffffffff,3.0,0.0,0.0,0.0
829457fffffffff,3.0,1.0,0.0,0.0
82945ffffffffff,1.0,1.0,0.0,0.0
829487fffffffff,5.0,0.0,0.0,3.0
8294effffffffff,7.0,7.0,0.0,0.0
829547fffffffff,3.0,0.0,3.0,0.0
8295a7fffffffff,3.0,3.0,0.0,0.0
829c1ffffffffff,2.0,0.0,0.0,0.0
829c6ffffffffff,4.0,0.0,0.0,0.0
829c9ffffffffff,1.0,0.0,0.0,0.0
829d0ffffffffff,2.0,0.0,0.0,0.0
82a727fffffffff,15.0,0.0,0.0,0.0
82a79ffffffffff,8.0,0.0,0.0,0.0
82b89ffffffffff,2.0,0.0,0.0,0.0
82b917fffffffff,8.0,0.0,0.0,0.0
82b937fffffffff,9.0,0.0,0.0,0.0
82be1ffffffffff,24.0,0.0,0.0,0.0
82be67fffffffff,26.0,0.0,0.0,0.0
82be6ffffffffff,2.0,0.0,0.0,0.0
82be8ffffffffff,36.0,3.0,0.0,0.0
82beaffffffffff,2.0,0.0,0.0,0.0
82bf4ffffffffff,11.0,0.0,0.0,0.0
82c987fffffffff,2.0,0.0,0.0,0.0
82c997fffffffff,6.0,0.0,0.0,0.0
