cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
824507fffffffff,3.0,0.0,0.0,0.0
824527fffffffff,12.0,3.0,0.0,0.0
82452ffffffffff,107.0,22.0,0.0,0.0
824537fffffffff,9.0,0.0,0.0,0.0
824997fffffffff,34.0,8.0,0.0,0.0
8249b7fffffffff,2.0,0.0,0.0,0.0
825e67fffffffff,3.0,0.0,0.0,0.0
825e77fffffffff,2.0,0.0,0.0,0.0
825f5ffffffffff,6.0,0.0,0.0,4.0
82660ffffffffff,2.0,0.0,0.0,0.0
8266a7fffffffff,11.0,0.0,0.0,0.0
8266d7fffffffff,14.0,0.0,8.0,0.0
8266dffffffffff,2.0,0.0,0.0,0.0
8266e7fffffffff,5.0,0.0,3.0,0.0
8266f7fffffffff,26.0,0.0,0.0,0.0
82675ffffffffff,2.0,0.0,0.0,0.0
826797fffffffff,3.0,0.0,0.0,0.0
826d27fffffffff,30.0,16.0,0.0,0.0
826d37fffffffff,12.0,0.0,0.0,0.0
826d67fffffffff,73.0,0.0,0.0,0.0
828047fffffffff,2.0,0.0,0.0,0.0
828137fffffffff,2.0,0.0,0.0,0.0
82814ffffffffff,3.0,0.0,0.0,0.0
8281affffffffff,2.0,0.0,0.0,0.0
828b2ffffffffff,3.0,0.0,0.0,0.0
828b67fffffffff,2.0,0.0,0.0,2.0
828e67fffffffff,2.0,0.0,1.0,0.0
828f2ffffffffff,1.0,0.0,0.0,0.0
828f57fffffffff,28.0,5.0,3.0,0.0
82a817fffffffff,10.0,0.0,0.0,3.0
82a81ffffffffff,1.0,0.0,0.0,0.0
82a907fffffffff,4.0,0.0,0.0,4.0
82a92ffffffffff,5.0,0.0,0.0,1.0
82a947fffffffff,37.0,0.0,0.0,0.0
82a94ffffffffff,5.0,0.0,0.0,0.0
82a967fffffffff,28.0,0.0,0.0,0.0
82a96ffffffffff,25.0,0.0,0.0,0.0
82b207fffffffff,2.0,0.0,0.0,0.0
82b21ffffffffff,6.0,0.0,0.0,0.0
82b227fffffffff,35.0,0.0,0.0,0.0
82b24ffffffffff,603.0,0.0,0.0,0.0
82b25ffffffffff,21.0,0.0,0.0,5.0
82b267fffffffff,10.0,0.0,0.0,0.0
82b26ffffffffff,140.0,0.0,0.0,0.0
82b277fffffffff,2.0,0.0,0.0,0.0
82b2c7fffffffff,193.0,0.0,0.0,123.0
82b2dffffffffff,4.0,0.0,0.0,0.0
82b2e7fffffffff,35.0,0.0,0.0,1.0
82b2effffffffff,7.0,0.0,0.0,2.0
82b30ffffffffff,3.0,0.0,0.0,0.0
82b327fffffffff,3.0,0.0,0.0,0.0
82b32ffffffffff,7.0,0.0,0.0,0.0
82b337fffffffff,1.0,0.0,0.0,0.0
82b347fffffffff,2.0,0.0,0.0,0.0
82b35ffffffffff,13.0,0.0,0.0,0.0
82b367fffffffff,1.0,0.0,0.0,0.0
82c21ffffffffff,14.0,0.0,0.0,14.0
82c22ffffffffff,3.0,0.0,0.0,3.0
82c2c7fffffffff,47.0,0.0,0.0,4.0
82c2cffffffffff,227.0,0.0,0.0,0.0
82c2d7fffffffff,18.0,0.0,0.0,0.0
82c2e7fffffffff,10.0,0.0,0.0,0.0
82c2effffffffff,118.0,0.0,0.0,0.0
82c2f7fffffffff,14.0,0.0,0.0,0.0
82c327fffffffff,6.0,0.0,0.0,6.0
82c32ffffffffff,12.0,0.0,0.0,9.0
82c347fffffffff,9.0,0.0,0.0,0.0
82c34ffffffffff,51.0,0.0,0.0,0.0
82c357fffffffff,5.0,0.0,0.0,5.0
82c377fffffffff,3.0,0.0,0.0,0.0
82ce87fffffffff,3.0,0.0,0.0,0.0
82ce8ffffffffff,3.0,0.0,0.0,1.0
82cea7fffffffff,7.0,0.0,0.0,0.0
82ceaffffffffff,4.0,0.0,0.0,4.0
82cf8ffffffffff,15.0,0.0,0.0,0.0
82cf9ffffffffff,2.0,0.0,0.0,0.0
82cfa7fffffffff,2.0,0.0,0.0,0.0
82cfb7fffffffff,2.0,0.0,0.0,0.0
82de77fffffffff,1.0,0.0,0.0,0.0
