cell_id,Lanius excubitor,Lanius excubitor [excubitor Group],Lanius excubitor [elegans Group],Lanius excubitor aucheri/buryi,Lanius excubitor uncinatus,Lanius excubitor pallidirostris,Lanius excubitor lahtora
821f8ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82200ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822017fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
822037fffffffff,9.0,0.0,0.0,0.0,0.0,8.0,0.0
82209ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822407fffffffff,7.0,0.0,0.0,0.0,0.0,7.0,0.0
82240ffffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
82241ffffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
82242ffffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
822437fffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
822457fffffffff,39.0,0.0,0.0,0.0,0.0,39.0,0.0
8224d7fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
822517fffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
8225affffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
822c0ffffffffff,8.0,2.0,0.0,0.0,0.0,1.0,0.0
822c57fffffffff,15.0,0.0,0.0,0.0,0.0,14.0,0.0
822c5ffffffffff,8.0,0.0,0.0,0.0,0.0,8.0,0.0
822c87fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
822c97fffffffff,8.0,0.0,0.0,3.0,0.0,3.0,0.0
822ce7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822d5ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,23.0,0.0,2.0,2.0,0.0,7.0,0.0
8231a7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
823827fffffffff,5.0,0.0,0.0,0.0,0.0,5.0,0.0
82384ffffffffff,16.0,0.0,16.0,0.0,0.0,0.0,0.0
823857fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
82385ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
823867fffffffff,7.0,0.0,6.0,0.0,0.0,0.0,0.0
82386ffffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
823877fffffffff,36.0,0.0,25.0,0.0,0.0,0.0,0.0
8238a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8238affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8238dffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,7.0,0.0,0.0,0.0,0.0,3.0,0.0
82392ffffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
823947fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0
823957fffffffff,7.0,0.0,6.0,0.0,0.0,0.0,0.0
82396ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,27.0,0.0,0.0,0.0,0.0,27.0,0.0
82399ffffffffff,6.0,0.0,3.0,0.0,0.0,0.0,0.0
823c1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,22.0
823cf7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,1.0
823d07fffffffff,10.0,1.0,0.0,0.0,0.0,5.0,0.0
823d37fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823d87fffffffff,139.0,0.0,0.0,0.0,0.0,0.0,137.0
823d8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
823d97fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,6.0
823d9ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,10.0
823da7fffffffff,410.0,0.0,0.0,0.0,0.0,0.0,204.0
823db7fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,59.0
823e6ffffffffff,7.0,0.0,0.0,0.0,0.0,7.0,0.0
823e77fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
823f37fffffffff,22.0,0.0,21.0,0.0,0.0,0.0,0.0
823f6ffffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
824237fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
824257fffffffff,232.0,0.0,0.0,0.0,0.0,0.0,227.0
82425ffffffffff,138.0,0.0,0.0,0.0,0.0,0.0,138.0
8242c7fffffffff,281.0,0.0,0.0,0.0,0.0,46.0,227.0
8242cffffffffff,49.0,0.0,0.0,0.0,0.0,2.0,15.0
8242d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,4.0
8242e7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8242effffffffff,30.0,0.0,0.0,0.0,0.0,0.0,22.0
824317fffffffff,8.0,0.0,0.0,8.0,0.0,0.0,0.0
824337fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
824367fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8243a7fffffffff,4.0,0.0,0.0,2.0,0.0,2.0,0.0
8243affffffffff,10.0,0.0,0.0,4.0,0.0,4.0,0.0
824bb7fffffffff,201.0,0.0,0.0,0.0,0.0,68.0,0.0
82524ffffffffff,5.0,0.0,0.0,2.0,0.0,3.0,0.0
82526ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8252d7fffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0
82534ffffffffff,9.0,0.0,0.0,0.0,0.0,9.0,0.0
825357fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
825367fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
82536ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
8253a7fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8254f7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82585ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
825907fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
82590ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82592ffffffffff,7.0,0.0,5.0,0.0,0.0,0.0,0.0
825967fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
825977fffffffff,26.0,0.0,6.0,0.0,0.0,0.0,0.0
826017fffffffff,236.0,0.0,0.0,0.0,0.0,0.0,96.0
826037fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,27.0
826087fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,17.0
82608ffffffffff,249.0,0.0,0.0,0.0,0.0,0.0,243.0
826097fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,17.0
82609ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
8260a7fffffffff,237.0,0.0,0.0,0.0,0.0,0.0,85.0
8260affffffffff,37.0,0.0,0.0,0.0,0.0,0.0,16.0
8260b7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,19.0
82611ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,4.0
