cell_id,Cichlocolaptes leucophrus,Cichlocolaptes leucophrus leucophrus,Cichlocolaptes leucophrus holti
828137fffffffff,166.0,3.0,0.0
82a807fffffffff,284.0,0.0,33.0
82a817fffffffff,550.0,0.0,25.0
82a827fffffffff,49.0,0.0,0.0
82a837fffffffff,425.0,0.0,14.0
82a887fffffffff,35.0,7.0,0.0
82a897fffffffff,11.0,4.0,0.0
82a8a7fffffffff,574.0,11.0,22.0
82a8affffffffff,2.0,0.0,0.0
82a91ffffffffff,44.0,0.0,0.0
