cell_id,Geoffroyus heteroclitus,Geoffroyus heteroclitus heteroclitus,Geoffroyus heteroclitus hyacinthinus
82779ffffffffff,4.0,2.0,0.0
829c97fffffffff,4.0,0.0,0.0
829ec7fffffffff,2.0,0.0,0.0
829edffffffffff,1.0,0.0,0.0
