cell_id,Ardea cinerea,Ardea cinerea cinerea/jouyi,Ardea cinerea firasa,Ardea cinerea monicae
820747fffffffff,11.0,0.0,0.0,0.0
82075ffffffffff,7.0,0.0,0.0,0.0
820767fffffffff,4.0,0.0,0.0,0.0
820777fffffffff,44.0,0.0,0.0,0.0
820887fffffffff,10.0,8.0,0.0,0.0
82089ffffffffff,11.0,0.0,0.0,0.0
8209a7fffffffff,2.0,2.0,0.0,0.0
821187fffffffff,8.0,8.0,0.0,0.0
82118ffffffffff,17.0,17.0,0.0,0.0
8211affffffffff,65.0,65.0,0.0,0.0
82165ffffffffff,2.0,0.0,0.0,0.0
82182ffffffffff,3.0,0.0,0.0,0.0
82184ffffffffff,40.0,2.0,0.0,0.0
82185ffffffffff,112.0,14.0,0.0,0.0
821867fffffffff,3.0,0.0,0.0,0.0
82186ffffffffff,9.0,0.0,0.0,0.0
82190ffffffffff,3.0,1.0,0.0,0.0
821947fffffffff,5.0,4.0,0.0,0.0
82194ffffffffff,1.0,0.0,0.0,0.0
821957fffffffff,10.0,10.0,0.0,0.0
82195ffffffffff,1.0,1.0,0.0,0.0
82196ffffffffff,4.0,4.0,0.0,0.0
821aa7fffffffff,19.0,0.0,0.0,0.0
821ab7fffffffff,1.0,0.0,0.0,0.0
821b9ffffffffff,2.0,0.0,0.0,0.0
821e07fffffffff,38.0,16.0,0.0,0.0
821e0ffffffffff,9.0,3.0,0.0,0.0
821e17fffffffff,11.0,2.0,0.0,0.0
821e1ffffffffff,3.0,0.0,0.0,0.0
821e27fffffffff,2.0,0.0,0.0,0.0
821e37fffffffff,10.0,0.0,0.0,0.0
821e47fffffffff,10.0,0.0,0.0,0.0
821e57fffffffff,12.0,2.0,0.0,0.0
821e5ffffffffff,12.0,0.0,0.0,0.0
821e6ffffffffff,28.0,0.0,0.0,0.0
821e77fffffffff,7.0,0.0,0.0,0.0
821e87fffffffff,2.0,2.0,0.0,0.0
821ea7fffffffff,15.0,0.0,0.0,0.0
821eaffffffffff,1.0,0.0,0.0,0.0
821ec7fffffffff,14.0,0.0,0.0,0.0
821ecffffffffff,8.0,0.0,0.0,0.0
821edffffffffff,38.0,0.0,0.0,0.0
821ee7fffffffff,4.0,0.0,0.0,0.0
821eeffffffffff,14.0,0.0,0.0,0.0
821ef7fffffffff,6.0,4.0,0.0,0.0
821f1ffffffffff,10.0,8.0,0.0,0.0
821f2ffffffffff,6.0,6.0,0.0,0.0
821f4ffffffffff,5.0,0.0,0.0,0.0
821f67fffffffff,4.0,0.0,0.0,0.0
821f77fffffffff,1.0,0.0,0.0,0.0
821f8ffffffffff,13.0,3.0,0.0,0.0
821f9ffffffffff,5.0,5.0,0.0,0.0
821faffffffffff,53.0,53.0,0.0,0.0
821fb7fffffffff,4.0,0.0,0.0,0.0
822017fffffffff,1.0,0.0,0.0,0.0
82201ffffffffff,10.0,0.0,0.0,0.0
822037fffffffff,5.0,0.0,0.0,0.0
82204ffffffffff,4.0,4.0,0.0,0.0
8220a7fffffffff,3.0,0.0,0.0,0.0
8220affffffffff,2.0,0.0,0.0,0.0
8220b7fffffffff,2.0,0.0,0.0,0.0
8220e7fffffffff,2.0,0.0,0.0,0.0
8220f7fffffffff,2.0,0.0,0.0,0.0
822157fffffffff,2.0,0.0,0.0,0.0
8222dffffffffff,2.0,0.0,0.0,0.0
82242ffffffffff,1.0,0.0,0.0,0.0
822437fffffffff,1.0,0.0,0.0,0.0
822467fffffffff,1.0,0.0,0.0,0.0
822477fffffffff,1.0,1.0,0.0,0.0
822487fffffffff,4.0,4.0,0.0,0.0
822517fffffffff,14.0,14.0,0.0,0.0
822557fffffffff,1.0,0.0,0.0,0.0
82255ffffffffff,6.0,4.0,0.0,0.0
8225affffffffff,3.0,3.0,0.0,0.0
822a4ffffffffff,4.0,0.0,0.0,0.0
822aaffffffffff,1.0,0.0,0.0,0.0
822b07fffffffff,63.0,0.0,0.0,0.0
822b1ffffffffff,20.0,0.0,0.0,0.0
822c07fffffffff,1.0,0.0,0.0,0.0
822c0ffffffffff,7.0,0.0,0.0,0.0
822c2ffffffffff,9.0,0.0,0.0,0.0
822c47fffffffff,2.0,0.0,0.0,0.0
822c4ffffffffff,4.0,0.0,0.0,0.0
822c57fffffffff,4.0,0.0,0.0,0.0
822c5ffffffffff,4.0,0.0,0.0,0.0
822c97fffffffff,2.0,0.0,0.0,0.0
822c9ffffffffff,2.0,1.0,0.0,0.0
822ce7fffffffff,15.0,0.0,0.0,0.0
822d0ffffffffff,1.0,0.0,0.0,0.0
822d17fffffffff,1.0,0.0,0.0,0.0
822d1ffffffffff,1.0,0.0,0.0,0.0
822d37fffffffff,3.0,0.0,0.0,0.0
822d67fffffffff,1.0,0.0,0.0,0.0
822da7fffffffff,2.0,2.0,0.0,0.0
822db7fffffffff,21.0,6.0,0.0,0.0
