cell_id,Trochocercus cyanomelas,Trochocercus cyanomelas [bivittatus Group],Trochocercus cyanomelas cyanomelas/segregus
836ac9fffffffff,2.0,0.0,0.0
837a40fffffffff,1.0,0.0,0.0
837a65fffffffff,2.0,2.0,0.0
837a68fffffffff,2.0,0.0,0.0
837a6efffffffff,1.0,0.0,0.0
837b4cfffffffff,11.0,3.0,0.0
839692fffffffff,7.0,0.0,0.0
839713fffffffff,1.0,1.0,0.0
83bc69fffffffff,8.0,0.0,8.0
83bcf2fffffffff,5.0,0.0,0.0
83bcf5fffffffff,2.0,0.0,2.0
83bcf6fffffffff,4.0,0.0,0.0
