cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
830890fffffffff,2.0,0.0,0.0
831841fffffffff,2.0,0.0,0.0
831843fffffffff,1.0,0.0,0.0
831844fffffffff,11.0,0.0,0.0
831845fffffffff,38.0,0.0,0.0
831846fffffffff,11.0,0.0,0.0
831849fffffffff,4664.0,0.0,4.0
83184afffffffff,2166.0,0.0,6.0
83184bfffffffff,4361.0,0.0,16.0
83184cfffffffff,12.0,0.0,0.0
83184dfffffffff,181.0,0.0,1.0
831859fffffffff,385.0,0.0,0.0
83185bfffffffff,3249.0,0.0,0.0
831860fffffffff,12.0,0.0,2.0
831862fffffffff,7.0,0.0,0.0
831863fffffffff,3.0,0.0,2.0
831864fffffffff,1.0,0.0,0.0
831865fffffffff,20.0,0.0,8.0
831866fffffffff,4.0,0.0,2.0
831868fffffffff,2.0,0.0,0.0
83186afffffffff,106.0,0.0,1.0
83186bfffffffff,5.0,0.0,0.0
83186cfffffffff,223.0,0.0,1.0
83186dfffffffff,15.0,0.0,0.0
83186efffffffff,43.0,0.0,4.0
831870fffffffff,34.0,0.0,0.0
831871fffffffff,3.0,0.0,0.0
831873fffffffff,10.0,0.0,1.0
831874fffffffff,12.0,0.0,0.0
831876fffffffff,10.0,0.0,0.0
831940fffffffff,32.0,0.0,1.0
831941fffffffff,185.0,0.0,74.0
831942fffffffff,61.0,0.0,6.0
831943fffffffff,376.0,0.0,44.0
831946fffffffff,11.0,0.0,0.0
831948fffffffff,132.0,0.0,23.0
83194afffffffff,41.0,0.0,0.0
83194bfffffffff,27.0,0.0,0.0
83194cfffffffff,100.0,0.0,24.0
83194dfffffffff,43.0,0.0,9.0
83194efffffffff,191.0,0.0,42.0
831951fffffffff,6.0,0.0,0.0
831953fffffffff,2.0,0.0,0.0
831958fffffffff,23.0,0.0,0.0
831959fffffffff,64.0,0.0,10.0
83195afffffffff,1.0,0.0,0.0
83195bfffffffff,10.0,0.0,4.0
83195cfffffffff,68.0,0.0,4.0
83195dfffffffff,139.0,0.0,4.0
831968fffffffff,36.0,0.0,0.0
831969fffffffff,96.0,0.0,1.0
83196bfffffffff,16.0,0.0,1.0
83196dfffffffff,35.0,0.0,0.0
831e00fffffffff,7.0,0.0,0.0
831e02fffffffff,740.0,0.0,45.0
831e03fffffffff,153.0,0.0,18.0
831e04fffffffff,74.0,0.0,5.0
831e05fffffffff,38.0,0.0,2.0
831e06fffffffff,180.0,0.0,0.0
831e08fffffffff,15.0,0.0,0.0
831e0afffffffff,438.0,0.0,9.0
831e0bfffffffff,25.0,0.0,0.0
831e0cfffffffff,18.0,0.0,0.0
831e0efffffffff,341.0,0.0,14.0
831e10fffffffff,48.0,0.0,2.0
831e11fffffffff,14.0,0.0,0.0
831e12fffffffff,759.0,0.0,5.0
831e13fffffffff,565.0,0.0,12.0
831e14fffffffff,17.0,0.0,1.0
831e15fffffffff,2.0,0.0,0.0
831e16fffffffff,34.0,0.0,0.0
831e18fffffffff,2.0,0.0,0.0
831e19fffffffff,67.0,0.0,0.0
831e1afffffffff,2.0,0.0,0.0
831e1bfffffffff,515.0,0.0,0.0
831e1cfffffffff,183.0,0.0,12.0
831e1dfffffffff,58.0,0.0,2.0
831e1efffffffff,6.0,0.0,0.0
831e20fffffffff,6.0,0.0,0.0
831e22fffffffff,21.0,0.0,0.0
831e23fffffffff,1.0,0.0,0.0
831e26fffffffff,4.0,0.0,0.0
831e28fffffffff,3.0,0.0,0.0
831e30fffffffff,17.0,0.0,0.0
831e31fffffffff,9.0,0.0,0.0
831e32fffffffff,101.0,0.0,3.0
831e33fffffffff,59.0,0.0,0.0
831e34fffffffff,124.0,0.0,0.0
831e35fffffffff,46.0,0.0,5.0
831e36fffffffff,107.0,0.0,3.0
831e4afffffffff,1.0,0.0,0.0
831e56fffffffff,1.0,0.0,0.0
831e58fffffffff,2.0,0.0,0.0
831e59fffffffff,5.0,0.0,0.0
831e5afffffffff,97.0,0.0,0.0
831e5dfffffffff,2.0,0.0,0.0
831e5efffffffff,38.0,0.0,0.0
831e80fffffffff,945.0,0.0,28.0
831e81fffffffff,13.0,0.0,0.0
831e82fffffffff,147.0,0.0,0.0
831e83fffffffff,268.0,0.0,24.0
831e84fffffffff,74.0,0.0,2.0
831e85fffffffff,19.0,0.0,0.0
831e86fffffffff,235.0,0.0,12.0
831e88fffffffff,11.0,0.0,2.0
831e8bfffffffff,12.0,0.0,1.0
831e8cfffffffff,7.0,0.0,0.0
831e8dfffffffff,79.0,0.0,2.0
831e8efffffffff,6.0,0.0,0.0
831e90fffffffff,6.0,0.0,0.0
831e92fffffffff,34.0,0.0,0.0
831e94fffffffff,75.0,0.0,2.0
831e96fffffffff,14.0,0.0,0.0
831e99fffffffff,6.0,0.0,0.0
831e9afffffffff,148.0,0.0,7.0
831e9bfffffffff,47.0,0.0,1.0
831e9dfffffffff,116.0,0.0,1.0
831ea0fffffffff,417.0,0.0,0.0
831ea1fffffffff,433.0,0.0,4.0
831ea2fffffffff,120.0,0.0,7.0
831ea3fffffffff,31.0,0.0,0.0
831ea4fffffffff,100.0,0.0,0.0
831ea5fffffffff,578.0,0.0,0.0
831ea6fffffffff,1.0,0.0,0.0
831ea8fffffffff,325.0,0.0,3.0
