cell_id,Larus michahellis,Larus michahellis atlantis,Larus michahellis michahellis
831ea9fffffffff,25.0,0.0,0.0
831eaafffffffff,4.0,0.0,0.0
831eabfffffffff,275.0,0.0,21.0
831eacfffffffff,157.0,0.0,0.0
831eadfffffffff,6.0,0.0,0.0
831eaefffffffff,79.0,0.0,2.0
831eb0fffffffff,182.0,0.0,32.0
831eb1fffffffff,110.0,0.0,8.0
831eb2fffffffff,84.0,0.0,17.0
831eb3fffffffff,92.0,0.0,4.0
831eb4fffffffff,445.0,0.0,3.0
831eb5fffffffff,201.0,0.0,12.0
831ec0fffffffff,375.0,0.0,20.0
831ec1fffffffff,605.0,0.0,34.0
831ec2fffffffff,627.0,0.0,62.0
831ec3fffffffff,348.0,0.0,52.0
831ec4fffffffff,387.0,0.0,15.0
831ec5fffffffff,9.0,0.0,0.0
831ec6fffffffff,18.0,0.0,0.0
831ec8fffffffff,67.0,0.0,0.0
831ec9fffffffff,3953.0,0.0,48.0
831ecafffffffff,804.0,0.0,0.0
831ecbfffffffff,352.0,0.0,1.0
831eccfffffffff,116.0,0.0,15.0
831ecdfffffffff,443.0,0.0,10.0
831ecefffffffff,514.0,0.0,72.0
831ed0fffffffff,57.0,0.0,0.0
831ed1fffffffff,301.0,0.0,12.0
831ed2fffffffff,86.0,0.0,5.0
831ed3fffffffff,83.0,0.0,2.0
831ed4fffffffff,94.0,0.0,0.0
831ed5fffffffff,71.0,0.0,6.0
831ed6fffffffff,69.0,0.0,9.0
831ed8fffffffff,8.0,0.0,1.0
831ed9fffffffff,907.0,0.0,25.0
831edafffffffff,1712.0,0.0,106.0
831edbfffffffff,22.0,0.0,0.0
831edcfffffffff,283.0,0.0,7.0
831eddfffffffff,11.0,0.0,0.0
831edefffffffff,397.0,0.0,18.0
831ee1fffffffff,2.0,0.0,0.0
831ee2fffffffff,23.0,0.0,0.0
831ee3fffffffff,21.0,0.0,0.0
831ee6fffffffff,144.0,0.0,0.0
831ee8fffffffff,104.0,0.0,12.0
831ee9fffffffff,458.0,0.0,57.0
831eeafffffffff,13.0,0.0,0.0
831eebfffffffff,1128.0,0.0,72.0
831eecfffffffff,17.0,0.0,0.0
831eedfffffffff,12.0,0.0,0.0
831eeefffffffff,84.0,0.0,5.0
831ef0fffffffff,1.0,0.0,0.0
831ef2fffffffff,178.0,0.0,1.0
831ef3fffffffff,6.0,0.0,0.0
831ef4fffffffff,2.0,0.0,0.0
831ef5fffffffff,17.0,0.0,0.0
831ef6fffffffff,51.0,0.0,0.0
831f05fffffffff,4.0,0.0,0.0
831f09fffffffff,4.0,0.0,0.0
831f10fffffffff,2.0,0.0,0.0
831f12fffffffff,20.0,0.0,1.0
831f13fffffffff,4.0,0.0,0.0
831f14fffffffff,7.0,0.0,0.0
831f15fffffffff,3.0,0.0,0.0
831f16fffffffff,2.0,0.0,0.0
831f18fffffffff,2.0,0.0,0.0
831f1afffffffff,64.0,0.0,6.0
831f1bfffffffff,13.0,0.0,4.0
831f21fffffffff,1.0,0.0,0.0
831f28fffffffff,7.0,0.0,0.0
831f2afffffffff,2.0,0.0,0.0
831f2efffffffff,2.0,0.0,0.0
831f32fffffffff,3.0,0.0,0.0
831f33fffffffff,16.0,0.0,0.0
831f42fffffffff,1.0,0.0,0.0
831f53fffffffff,12.0,0.0,0.0
831f54fffffffff,1.0,0.0,0.0
831f5cfffffffff,4.0,0.0,0.0
831f72fffffffff,19.0,0.0,0.0
831f80fffffffff,164.0,0.0,1.0
831f81fffffffff,100.0,0.0,0.0
831f82fffffffff,737.0,0.0,62.0
831f83fffffffff,1641.0,0.0,23.0
831f84fffffffff,3.0,0.0,0.0
831f85fffffffff,264.0,0.0,1.0
831f88fffffffff,252.0,0.0,14.0
831f89fffffffff,166.0,0.0,21.0
831f8afffffffff,8.0,0.0,0.0
831f8bfffffffff,10.0,0.0,0.0
831f8cfffffffff,139.0,0.0,0.0
831f8dfffffffff,711.0,0.0,255.0
831f8efffffffff,850.0,0.0,25.0
831f90fffffffff,6.0,0.0,0.0
831f91fffffffff,535.0,0.0,257.0
831f92fffffffff,2.0,0.0,0.0
831f93fffffffff,38.0,0.0,2.0
831f94fffffffff,2.0,0.0,0.0
831f95fffffffff,4.0,0.0,0.0
831f96fffffffff,2.0,0.0,0.0
831f98fffffffff,192.0,0.0,0.0
831f99fffffffff,103.0,0.0,0.0
831f9afffffffff,82.0,0.0,0.0
831f9bfffffffff,166.0,0.0,3.0
831f9cfffffffff,219.0,0.0,59.0
831f9dfffffffff,210.0,0.0,5.0
831f9efffffffff,2.0,0.0,0.0
831fa0fffffffff,5.0,0.0,2.0
831fa1fffffffff,39.0,0.0,0.0
831fa3fffffffff,14.0,0.0,0.0
831fa4fffffffff,8.0,0.0,0.0
831fa5fffffffff,14.0,0.0,5.0
831fa6fffffffff,3.0,0.0,1.0
831fa8fffffffff,238.0,0.0,0.0
831fa9fffffffff,75.0,0.0,0.0
831faafffffffff,188.0,0.0,6.0
831fabfffffffff,63.0,0.0,0.0
831facfffffffff,223.0,0.0,0.0
831fadfffffffff,15.0,0.0,0.0
831faefffffffff,252.0,0.0,5.0
831fb0fffffffff,17.0,0.0,8.0
831fb1fffffffff,94.0,0.0,8.0
831fb2fffffffff,25.0,0.0,0.0
831fb4fffffffff,110.0,0.0,35.0
831fb5fffffffff,22.0,0.0,0.0
831fb6fffffffff,13.0,0.0,0.0
832c20fffffffff,225.0,0.0,3.0
832c21fffffffff,269.0,0.0,0.0
832c23fffffffff,3.0,0.0,0.0
832c24fffffffff,21.0,0.0,0.0
832c26fffffffff,39.0,0.0,2.0
832c2afffffffff,8.0,0.0,0.0
832c2efffffffff,3.0,0.0,0.0
832d00fffffffff,2.0,0.0,0.0
832d01fffffffff,50.0,0.0,2.0
832d03fffffffff,259.0,0.0,0.0
832d04fffffffff,12.0,0.0,0.0
832d05fffffffff,1.0,0.0,0.0
832d0efffffffff,6.0,0.0,0.0
832d10fffffffff,2.0,0.0,0.0
832d12fffffffff,175.0,0.0,0.0
832d14fffffffff,12.0,0.0,2.0
832d16fffffffff,1.0,0.0,0.0
832d18fffffffff,3.0,0.0,2.0
832d19fffffffff,15.0,0.0,2.0
832d1cfffffffff,1.0,0.0,0.0
832d1dfffffffff,19.0,0.0,0.0
832d22fffffffff,179.0,0.0,0.0
832d28fffffffff,21.0,0.0,0.0
832d29fffffffff,5.0,0.0,0.0
832d2dfffffffff,11.0,0.0,0.0
832d31fffffffff,10.0,0.0,0.0
832d32fffffffff,6.0,0.0,3.0
832d33fffffffff,12.0,0.0,0.0
832d34fffffffff,29.0,0.0,0.0
832d35fffffffff,157.0,0.0,2.0
832d36fffffffff,7.0,0.0,0.0
832d56fffffffff,4.0,0.0,0.0
832d70fffffffff,2.0,0.0,0.0
832d71fffffffff,2.0,0.0,0.0
832d72fffffffff,23.0,0.0,0.0
832d76fffffffff,3.0,0.0,0.0
832da0fffffffff,12.0,0.0,0.0
832da1fffffffff,520.0,0.0,11.0
832da2fffffffff,80.0,0.0,4.0
832da3fffffffff,5.0,0.0,0.0
832da4fffffffff,8.0,0.0,0.0
832da5fffffffff,295.0,0.0,13.0
832da6fffffffff,80.0,0.0,13.0
832dacfffffffff,14.0,0.0,0.0
832daefffffffff,47.0,0.0,0.0
832db0fffffffff,1176.0,0.0,143.0
832db1fffffffff,25.0,0.0,2.0
832db5fffffffff,7.0,0.0,0.0
832db6fffffffff,42.0,0.0,2.0
833422fffffffff,156.0,136.0,0.0
833426fffffffff,1336.0,817.0,0.0
833434fffffffff,663.0,556.0,0.0
833441fffffffff,433.0,214.0,0.0
833443fffffffff,34.0,11.0,0.0
83344cfffffffff,759.0,370.0,0.0
83344efffffffff,37.0,26.0,0.0
833460fffffffff,56.0,32.0,0.0
833464fffffffff,70.0,34.0,0.0
833466fffffffff,830.0,325.0,0.0
833469fffffffff,1430.0,518.0,0.0
83346afffffffff,73.0,38.0,0.0
83346bfffffffff,412.0,136.0,0.0
83346dfffffffff,88.0,31.0,0.0
83346efffffffff,8.0,0.0,0.0
83351afffffffff,137.0,117.0,0.0
83351bfffffffff,4079.0,3413.0,0.0
8335a8fffffffff,674.0,525.0,0.0
8335a9fffffffff,962.0,836.0,0.0
8335aefffffffff,70.0,56.0,0.0
833820fffffffff,519.0,0.0,30.0
833821fffffffff,1.0,0.0,0.0
833824fffffffff,832.0,0.0,124.0
833825fffffffff,2475.0,0.0,13.0
833826fffffffff,219.0,0.0,33.0
833829fffffffff,3.0,0.0,0.0
833835fffffffff,10.0,0.0,0.0
833836fffffffff,4.0,0.0,0.0
83384afffffffff,63.0,0.0,0.0
83384cfffffffff,5.0,0.0,0.0
83384dfffffffff,10.0,0.0,0.0
83384efffffffff,30.0,0.0,2.0
833862fffffffff,31.0,0.0,0.0
833863fffffffff,4.0,0.0,0.0
833865fffffffff,3.0,0.0,0.0
833868fffffffff,27.0,0.0,4.0
833869fffffffff,21.0,0.0,0.0
83386afffffffff,29.0,0.0,21.0
83386dfffffffff,15.0,0.0,0.0
83386efffffffff,51.0,0.0,2.0
833871fffffffff,4.0,0.0,0.0
833875fffffffff,14.0,0.0,0.0
833900fffffffff,98.0,0.0,0.0
833901fffffffff,177.0,0.0,4.0
833902fffffffff,32.0,0.0,0.0
833903fffffffff,90.0,0.0,0.0
833905fffffffff,19.0,0.0,2.0
833906fffffffff,14.0,0.0,0.0
833908fffffffff,121.0,0.0,0.0
833909fffffffff,111.0,0.0,0.0
83390bfffffffff,2.0,0.0,0.0
83390cfffffffff,96.0,0.0,0.0
83390dfffffffff,45.0,0.0,0.0
83390efffffffff,15.0,0.0,0.0
833910fffffffff,7899.0,0.0,101.0
833911fffffffff,4597.0,0.0,70.0
833913fffffffff,14.0,0.0,0.0
833914fffffffff,8.0,0.0,0.0
833915fffffffff,1682.0,0.0,12.0
833918fffffffff,1075.0,0.0,21.0
833919fffffffff,1857.0,0.0,0.0
83391afffffffff,7205.0,0.0,216.0
83391bfffffffff,220.0,0.0,0.0
83391cfffffffff,316.0,0.0,0.0
83391dfffffffff,14.0,0.0,0.0
83391efffffffff,4457.0,0.0,155.0
833920fffffffff,3308.0,0.0,2.0
833921fffffffff,2.0,0.0,0.0
833922fffffffff,7710.0,0.0,8.0
833923fffffffff,79.0,0.0,0.0
833924fffffffff,1017.0,0.0,0.0
833925fffffffff,4652.0,0.0,0.0
833926fffffffff,189.0,0.0,0.0
833928fffffffff,28.0,0.0,0.0
833929fffffffff,46.0,0.0,0.0
83392afffffffff,255.0,0.0,17.0
83392bfffffffff,74.0,0.0,0.0
83392cfffffffff,83.0,0.0,0.0
83392dfffffffff,4629.0,0.0,4.0
83392efffffffff,25.0,0.0,0.0
833931fffffffff,1739.0,0.0,0.0
833932fffffffff,8.0,0.0,0.0
833933fffffffff,7174.0,0.0,113.0
833942fffffffff,596.0,0.0,0.0
833943fffffffff,1664.0,0.0,0.0
833944fffffffff,3668.0,0.0,76.0
833945fffffffff,1139.0,0.0,1.0
833946fffffffff,1662.0,0.0,0.0
833949fffffffff,47.0,0.0,0.0
833950fffffffff,192.0,0.0,0.0
833951fffffffff,192.0,0.0,0.0
833954fffffffff,2900.0,0.0,1.0
833955fffffffff,9.0,0.0,0.0
833956fffffffff,2062.0,0.0,0.0
83395afffffffff,2.0,0.0,0.0
83395cfffffffff,1161.0,0.0,0.0
83395dfffffffff,11.0,0.0,0.0
833960fffffffff,126.0,0.0,3.0
833961fffffffff,49.0,0.0,0.0
833962fffffffff,20.0,0.0,0.0
833963fffffffff,248.0,0.0,29.0
833964fffffffff,13.0,0.0,1.0
833966fffffffff,23.0,0.0,1.0
833968fffffffff,755.0,0.0,69.0
833969fffffffff,228.0,0.0,11.0
83396cfffffffff,1792.0,0.0,90.0
83396dfffffffff,34.0,0.0,3.0
83396efffffffff,431.0,0.0,8.0
833970fffffffff,864.0,0.0,0.0
833971fffffffff,1401.0,0.0,10.0
833972fffffffff,3.0,0.0,0.0
833973fffffffff,2828.0,0.0,0.0
833974fffffffff,1759.0,0.0,0.0
833975fffffffff,891.0,0.0,0.0
833976fffffffff,51.0,0.0,0.0
833980fffffffff,116.0,0.0,4.0
833982fffffffff,468.0,0.0,33.0
833985fffffffff,82.0,0.0,21.0
83398efffffffff,1.0,0.0,1.0
833991fffffffff,269.0,0.0,34.0
833992fffffffff,35.0,0.0,4.0
833993fffffffff,6.0,0.0,0.0
833994fffffffff,4.0,0.0,0.0
8339a8fffffffff,121.0,0.0,27.0
8339a9fffffffff,234.0,0.0,31.0
8339aafffffffff,69.0,0.0,4.0
8339abfffffffff,8.0,0.0,6.0
833e62fffffffff,1.0,0.0,0.0
833e65fffffffff,1.0,0.0,0.0
833e68fffffffff,233.0,0.0,0.0
833f24fffffffff,2.0,0.0,0.0
833f26fffffffff,11.0,0.0,0.0
833f28fffffffff,72.0,0.0,4.0
833f29fffffffff,171.0,0.0,6.0
833f2bfffffffff,8.0,0.0,0.0
833f2cfffffffff,104.0,0.0,2.0
833f2dfffffffff,268.0,0.0,9.0
833f30fffffffff,165.0,0.0,2.0
833f34fffffffff,15.0,0.0,0.0
833f35fffffffff,120.0,0.0,2.0
833f36fffffffff,276.0,0.0,0.0
833f44fffffffff,69.0,0.0,11.0
833f45fffffffff,73.0,0.0,8.0
833f46fffffffff,4.0,0.0,0.0
833f4dfffffffff,242.0,0.0,39.0
833f60fffffffff,61.0,0.0,1.0
833f61fffffffff,37.0,0.0,0.0
833f62fffffffff,263.0,0.0,12.0
833f63fffffffff,86.0,0.0,10.0
833f64fffffffff,478.0,0.0,2.0
833f65fffffffff,1.0,0.0,0.0
833f66fffffffff,567.0,0.0,11.0
833f68fffffffff,322.0,0.0,9.0
833f69fffffffff,12.0,0.0,0.0
833f6afffffffff,21.0,0.0,0.0
833f6cfffffffff,18.0,0.0,0.0
833f6dfffffffff,3.0,0.0,0.0
833f6efffffffff,99.0,0.0,3.0
833f70fffffffff,75.0,0.0,0.0
833f72fffffffff,192.0,0.0,35.0
833f73fffffffff,73.0,0.0,10.0
833f74fffffffff,74.0,0.0,5.0
833f75fffffffff,341.0,0.0,0.0
833f76fffffffff,235.0,0.0,0.0
83521efffffffff,6.0,0.0,0.0
835413fffffffff,4.0,0.0,0.0
835414fffffffff,2.0,0.0,0.0
835494fffffffff,9.0,0.0,0.0
8354acfffffffff,12.0,0.0,0.0
8354adfffffffff,7.0,0.0,0.0
8354b0fffffffff,1.0,0.0,0.0
835512fffffffff,82.0,0.0,7.0
835534fffffffff,23.0,0.0,3.0
835536fffffffff,1.0,1.0,0.0
83574cfffffffff,7.0,0.0,0.0
