cell_id,Cyanomitra verticalis,Cyanomitra verticalis verticalis/viridisplendens,Cyanomitra verticalis cyanocephala/bohndorffi
827a47fffffffff,9.0,2.0,0.0
827a4ffffffffff,8.0,4.0,0.0
827a6ffffffffff,13.0,0.0,0.0
