cell_id,Limosa lapponica,Limosa lapponica [lapponica Group],Limosa lapponica [baueri Group]
8409a43ffffffff,2.0,2.0,0.0
8409a45ffffffff,2.0,0.0,0.0
8409a55ffffffff,2.0,0.0,0.0
8409a69ffffffff,46.0,2.0,0.0
8409a6bffffffff,6.0,0.0,0.0
840c067ffffffff,2.0,0.0,0.0
840c141ffffffff,9.0,0.0,0.0
840c143ffffffff,777.0,0.0,0.0
840c145ffffffff,112.0,0.0,0.0
840c147ffffffff,1365.0,0.0,0.0
840c149ffffffff,48.0,0.0,0.0
840c14bffffffff,2.0,0.0,0.0
840c14dffffffff,1.0,0.0,0.0
840c15dffffffff,5.0,0.0,0.0
840c1e1ffffffff,114.0,0.0,0.0
840c309ffffffff,9.0,0.0,0.0
840c335ffffffff,223.0,0.0,0.0
840ca43ffffffff,14.0,0.0,0.0
840ca99ffffffff,7.0,0.0,0.0
840cad3ffffffff,1.0,0.0,0.0
840cad7ffffffff,2.0,0.0,0.0
840cadbffffffff,2.0,0.0,0.0
840caddffffffff,1.0,0.0,0.0
840cc15ffffffff,2.0,0.0,0.0
840cd8dffffffff,23.0,0.0,0.0
840cdcbffffffff,2.0,0.0,0.0
840ce3dffffffff,2.0,0.0,0.0
840cee5ffffffff,35.0,0.0,0.0
840ceedffffffff,2.0,0.0,0.0
840cf45ffffffff,1.0,0.0,0.0
840cf4bffffffff,2.0,0.0,0.0
840d039ffffffff,25.0,0.0,2.0
840d09bffffffff,2.0,0.0,0.0
840d0c3ffffffff,125.0,0.0,20.0
840d0d1ffffffff,6.0,0.0,2.0
840d0d3ffffffff,7.0,0.0,0.0
840d0d9ffffffff,10.0,0.0,0.0
840d0ddffffffff,1.0,0.0,0.0
840d0e5ffffffff,1.0,0.0,0.0
840d0edffffffff,1.0,0.0,0.0
840d747ffffffff,8.0,0.0,0.0
840d761ffffffff,12.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0
8411069ffffffff,4.0,0.0,0.0
8411221ffffffff,5.0,0.0,0.0
8411269ffffffff,3.0,0.0,0.0
841126bffffffff,3.0,0.0,0.0
841126dffffffff,11.0,0.0,0.0
841131dffffffff,1.0,0.0,0.0
8411549ffffffff,9.0,0.0,0.0
8415909ffffffff,2.0,0.0,2.0
8415929ffffffff,1.0,0.0,1.0
8416507ffffffff,37.0,0.0,0.0
841653bffffffff,12.0,0.0,0.0
84165e1ffffffff,5.0,0.0,0.0
84165e9ffffffff,3.0,0.0,0.0
84165ebffffffff,1.0,0.0,0.0
84171a7ffffffff,28.0,0.0,0.0
841788bffffffff,54.0,0.0,0.0
8418011ffffffff,2.0,0.0,0.0
8418013ffffffff,2.0,0.0,0.0
8418019ffffffff,29.0,0.0,0.0
841804bffffffff,3.0,0.0,0.0
8418053ffffffff,27.0,0.0,0.0
8418059ffffffff,19.0,0.0,0.0
841805bffffffff,6.0,0.0,0.0
8418203ffffffff,4.0,0.0,0.0
8418235ffffffff,29.0,0.0,0.0
841823dffffffff,3.0,0.0,0.0
8418251ffffffff,8.0,0.0,0.0
8418259ffffffff,2.0,0.0,0.0
8418281ffffffff,8.0,0.0,0.0
8418287ffffffff,2.0,0.0,0.0
841828bffffffff,164.0,0.0,0.0
8418299ffffffff,4.0,2.0,0.0
84182a3ffffffff,13.0,0.0,0.0
84182a7ffffffff,26.0,0.0,0.0
84182abffffffff,9.0,0.0,0.0
84182c1ffffffff,81.0,0.0,0.0
84182c3ffffffff,1.0,0.0,0.0
84182c9ffffffff,121.0,0.0,0.0
84182cbffffffff,38.0,0.0,0.0
84182d5ffffffff,1.0,0.0,0.0
84182d9ffffffff,1.0,0.0,0.0
84182e3ffffffff,1.0,0.0,0.0
84182e5ffffffff,156.0,0.0,0.0
8418443ffffffff,30.0,0.0,0.0
8418451ffffffff,10.0,0.0,0.0
8418455ffffffff,3.0,0.0,0.0
841845dffffffff,8.0,5.0,0.0
8418461ffffffff,6.0,4.0,0.0
841846bffffffff,2.0,2.0,0.0
841846dffffffff,83.0,3.0,0.0
8418495ffffffff,1363.0,3.0,0.0
841849dffffffff,14.0,3.0,0.0
84184b1ffffffff,3.0,0.0,0.0
84184b5ffffffff,4.0,0.0,0.0
84184bbffffffff,1.0,0.0,0.0
84184bdffffffff,37.0,0.0,0.0
84184d5ffffffff,3.0,1.0,0.0
84184ddffffffff,50.0,1.0,0.0
8418597ffffffff,18.0,0.0,0.0
84185b1ffffffff,2.0,0.0,0.0
84185b5ffffffff,128.0,0.0,0.0
84185bbffffffff,151.0,0.0,0.0
8418607ffffffff,5.0,0.0,0.0
841860dffffffff,6.0,2.0,0.0
8418623ffffffff,5.0,2.0,0.0
8418625ffffffff,2.0,0.0,0.0
8418627ffffffff,4.0,0.0,0.0
8418629ffffffff,12.0,6.0,0.0
841862bffffffff,1.0,0.0,0.0
841863dffffffff,2.0,0.0,0.0
8418655ffffffff,1.0,1.0,0.0
841866bffffffff,2.0,0.0,0.0
84186a1ffffffff,5.0,0.0,0.0
84186a3ffffffff,9.0,0.0,0.0
84186a5ffffffff,24.0,0.0,0.0
84186a7ffffffff,9.0,0.0,0.0
84186c9ffffffff,1.0,0.0,0.0
841870dffffffff,83.0,9.0,0.0
8418711ffffffff,1.0,0.0,0.0
8418717ffffffff,12.0,1.0,0.0
841871bffffffff,3.0,0.0,0.0
8418729ffffffff,19.0,0.0,0.0
841873bffffffff,4.0,0.0,0.0
8418741ffffffff,2.0,0.0,0.0
8418747ffffffff,12.0,0.0,0.0
8418749ffffffff,2.0,2.0,0.0
841874bffffffff,2.0,0.0,0.0
8418763ffffffff,3.0,0.0,0.0
841876bffffffff,2.0,1.0,0.0
8419083ffffffff,4.0,2.0,0.0
8419089ffffffff,3.0,0.0,0.0
8419093ffffffff,4.0,0.0,0.0
84190a9ffffffff,2.0,0.0,0.0
84190b1ffffffff,2.0,0.0,0.0
84190b3ffffffff,7.0,0.0,0.0
84190bbffffffff,19.0,0.0,0.0
84190c1ffffffff,3.0,1.0,0.0
84190c7ffffffff,3.0,3.0,0.0
84190e1ffffffff,12.0,5.0,0.0
84190e3ffffffff,12.0,0.0,0.0
8419229ffffffff,2.0,0.0,0.0
8419281ffffffff,2.0,2.0,0.0
8419289ffffffff,5.0,0.0,0.0
841928dffffffff,2.0,0.0,0.0
8419293ffffffff,3.0,0.0,0.0
84192abffffffff,4.0,4.0,0.0
84192b1ffffffff,86.0,81.0,0.0
84192b3ffffffff,19.0,2.0,0.0
84192b5ffffffff,2.0,2.0,0.0
84192b7ffffffff,49.0,24.0,0.0
84192bbffffffff,14.0,0.0,0.0
84192c3ffffffff,5.0,0.0,0.0
84192cbffffffff,1.0,0.0,0.0
8419401ffffffff,337.0,48.0,0.0
8419403ffffffff,67.0,3.0,0.0
8419405ffffffff,22.0,2.0,0.0
841940dffffffff,7.0,0.0,0.0
8419411ffffffff,180.0,26.0,0.0
8419413ffffffff,142.0,39.0,0.0
8419415ffffffff,1029.0,181.0,0.0
8419417ffffffff,2.0,0.0,0.0
841941bffffffff,24.0,5.0,0.0
841941dffffffff,15.0,6.0,0.0
8419421ffffffff,3.0,0.0,0.0
8419423ffffffff,2.0,0.0,0.0
841942bffffffff,3.0,0.0,0.0
8419431ffffffff,3.0,0.0,0.0
8419433ffffffff,4.0,0.0,0.0
8419435ffffffff,4.0,4.0,0.0
8419437ffffffff,14.0,0.0,0.0
8419439ffffffff,96.0,25.0,0.0
841943bffffffff,18.0,6.0,0.0
8419461ffffffff,26.0,5.0,0.0
8419465ffffffff,14.0,4.0,0.0
841946bffffffff,5.0,0.0,0.0
841946dffffffff,2.0,0.0,0.0
8419481ffffffff,8.0,0.0,0.0
8419483ffffffff,5.0,0.0,0.0
8419485ffffffff,64.0,15.0,0.0
841948bffffffff,34.0,8.0,0.0
841948dffffffff,107.0,26.0,0.0
84194a1ffffffff,7.0,0.0,0.0
84194a7ffffffff,17.0,0.0,0.0
84194abffffffff,48.0,8.0,0.0
84194adffffffff,2.0,0.0,0.0
84194b9ffffffff,26.0,9.0,0.0
84194c5ffffffff,159.0,55.0,0.0
84194d1ffffffff,2.0,0.0,0.0
84194d5ffffffff,30.0,0.0,0.0
84194d9ffffffff,47.0,0.0,0.0
84194ddffffffff,46.0,0.0,0.0
84194e1ffffffff,8.0,0.0,0.0
84194e3ffffffff,113.0,23.0,0.0
84194e7ffffffff,64.0,13.0,0.0
84194e9ffffffff,18.0,3.0,0.0
84194ebffffffff,41.0,4.0,0.0
84194edffffffff,8.0,1.0,0.0
8419507ffffffff,10.0,0.0,0.0
8419511ffffffff,52.0,13.0,0.0
8419513ffffffff,8.0,0.0,0.0
8419517ffffffff,9.0,4.0,0.0
8419519ffffffff,8.0,0.0,0.0
841951bffffffff,1.0,1.0,0.0
8419527ffffffff,50.0,0.0,0.0
8419529ffffffff,20.0,0.0,0.0
841952dffffffff,1.0,0.0,0.0
8419531ffffffff,14.0,9.0,0.0
8419533ffffffff,5.0,1.0,0.0
841953bffffffff,12.0,0.0,0.0
8419543ffffffff,10.0,2.0,0.0
8419557ffffffff,42.0,8.0,0.0
8419563ffffffff,2.0,0.0,0.0
8419565ffffffff,8.0,0.0,0.0
841956bffffffff,2.0,0.0,0.0
8419581ffffffff,40.0,0.0,0.0
8419587ffffffff,5.0,1.0,0.0
8419589ffffffff,3.0,0.0,0.0
8419591ffffffff,67.0,2.0,0.0
8419597ffffffff,88.0,0.0,0.0
841959bffffffff,192.0,7.0,0.0
84195a1ffffffff,6.0,0.0,0.0
84195b1ffffffff,3.0,0.0,0.0
84195b5ffffffff,6.0,1.0,0.0
84195b7ffffffff,27.0,0.0,0.0
84195b9ffffffff,4.0,0.0,0.0
84195bbffffffff,42.0,5.0,0.0
84195bdffffffff,3.0,0.0,0.0
84195c1ffffffff,2.0,0.0,0.0
84195c7ffffffff,1.0,1.0,0.0
84195cdffffffff,2.0,0.0,0.0
84195d3ffffffff,6.0,0.0,0.0
84195d5ffffffff,3.0,0.0,0.0
84195d9ffffffff,3.0,2.0,0.0
84195e1ffffffff,1.0,0.0,0.0
84195e5ffffffff,9.0,0.0,0.0
84195edffffffff,1.0,0.0,0.0
8419681ffffffff,3.0,0.0,0.0
8419683ffffffff,18.0,0.0,0.0
8419689ffffffff,367.0,0.0,0.0
841968bffffffff,37.0,0.0,0.0
8419691ffffffff,2.0,0.0,0.0
8419695ffffffff,1.0,0.0,0.0
841969dffffffff,8.0,0.0,0.0
84196b1ffffffff,19.0,0.0,0.0
84196b3ffffffff,48.0,0.0,0.0
84196b7ffffffff,9.0,0.0,0.0
84196b9ffffffff,2.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0
84196c3ffffffff,7.0,0.0,0.0
84196d5ffffffff,21.0,0.0,0.0
84196d7ffffffff,2.0,0.0,0.0
84196d9ffffffff,18.0,0.0,0.0
84196dbffffffff,2.0,0.0,0.0
84196ddffffffff,67.0,0.0,0.0
8419721ffffffff,47.0,5.0,0.0
8419723ffffffff,153.0,27.0,0.0
8419727ffffffff,29.0,2.0,0.0
8419729ffffffff,32.0,0.0,0.0
841972bffffffff,29.0,0.0,0.0
841972dffffffff,1.0,0.0,0.0
8419733ffffffff,3.0,0.0,0.0
8419739ffffffff,160.0,17.0,0.0
841973bffffffff,86.0,3.0,0.0
841973dffffffff,11.0,2.0,0.0
8419763ffffffff,14.0,2.0,0.0
8419769ffffffff,35.0,0.0,0.0
841976bffffffff,5.0,0.0,0.0
841e025ffffffff,2.0,0.0,0.0
841e02dffffffff,7.0,0.0,0.0
841e0a9ffffffff,3.0,0.0,0.0
841e0e3ffffffff,3.0,0.0,0.0
841e0e7ffffffff,2.0,0.0,0.0
841e113ffffffff,2.0,0.0,0.0
841e133ffffffff,2.0,0.0,0.0
841e153ffffffff,2.0,0.0,0.0
841e1d7ffffffff,1.0,0.0,0.0
841e20dffffffff,2.0,0.0,0.0
841e229ffffffff,2.0,0.0,0.0
841e241ffffffff,1.0,0.0,0.0
841e249ffffffff,2.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0
841e257ffffffff,3.0,0.0,0.0
841e4bbffffffff,5.0,0.0,0.0
841e831ffffffff,2.0,0.0,0.0
841e833ffffffff,7.0,0.0,0.0
841e869ffffffff,4.0,0.0,0.0
841e86bffffffff,2.0,0.0,0.0
841ea03ffffffff,2.0,0.0,0.0
841ea0bffffffff,1.0,0.0,0.0
841ea45ffffffff,2.0,0.0,0.0
841ea53ffffffff,5.0,0.0,0.0
841ea85ffffffff,1.0,0.0,0.0
841eab3ffffffff,4.0,0.0,0.0
841ec33ffffffff,4.0,2.0,0.0
841ed35ffffffff,7.0,0.0,0.0
841ed4dffffffff,4.0,2.0,0.0
841ed6bffffffff,4.0,0.0,0.0
841ef27ffffffff,2.0,0.0,0.0
841f001ffffffff,14.0,8.0,0.0
841f003ffffffff,9.0,0.0,0.0
841f009ffffffff,4.0,4.0,0.0
841f00dffffffff,15.0,0.0,0.0
841f015ffffffff,14.0,0.0,0.0
841f017ffffffff,4.0,0.0,0.0
841f03bffffffff,15.0,0.0,0.0
841f049ffffffff,6.0,1.0,0.0
841f051ffffffff,171.0,5.0,0.0
841f055ffffffff,4.0,0.0,0.0
841f059ffffffff,7.0,4.0,0.0
841f05bffffffff,13.0,0.0,0.0
841f05dffffffff,16.0,3.0,0.0
841f061ffffffff,2.0,0.0,0.0
841f063ffffffff,4.0,0.0,0.0
841f069ffffffff,2.0,0.0,0.0
841f09bffffffff,107.0,0.0,0.0
841f0e1ffffffff,1.0,0.0,0.0
841f0e9ffffffff,1.0,0.0,0.0
841f0ebffffffff,4.0,0.0,0.0
841f0edffffffff,13.0,0.0,0.0
841f149ffffffff,5.0,0.0,0.0
841f14bffffffff,11.0,0.0,0.0
841f14dffffffff,22.0,0.0,0.0
841f15bffffffff,1.0,0.0,0.0
841f16dffffffff,2.0,0.0,0.0
841f207ffffffff,4.0,0.0,0.0
841f211ffffffff,7.0,0.0,0.0
841f217ffffffff,2.0,0.0,0.0
841f219ffffffff,15.0,2.0,0.0
841f21dffffffff,7.0,2.0,0.0
841f221ffffffff,4.0,0.0,0.0
841f223ffffffff,2.0,0.0,0.0
841f227ffffffff,2.0,0.0,0.0
841f233ffffffff,7.0,2.0,0.0
841f241ffffffff,2.0,0.0,0.0
841f243ffffffff,6.0,0.0,0.0
841f245ffffffff,4.0,0.0,0.0
841f247ffffffff,2.0,0.0,0.0
841f24bffffffff,3.0,0.0,0.0
841f251ffffffff,5.0,0.0,0.0
841f257ffffffff,2.0,0.0,0.0
841f25dffffffff,3.0,1.0,0.0
841f269ffffffff,2.0,0.0,0.0
841f26dffffffff,18.0,0.0,0.0
841f281ffffffff,1.0,0.0,0.0
841f283ffffffff,77.0,0.0,0.0
841f291ffffffff,2.0,0.0,0.0
841f29dffffffff,17.0,0.0,0.0
841f2a1ffffffff,9.0,0.0,0.0
841f2a3ffffffff,3.0,3.0,0.0
841f2a9ffffffff,10.0,0.0,0.0
841f2d3ffffffff,2.0,0.0,0.0
841f2d7ffffffff,20.0,0.0,0.0
841f2e5ffffffff,4.0,0.0,0.0
841f2edffffffff,4.0,0.0,0.0
841f303ffffffff,19.0,0.0,0.0
841f313ffffffff,1.0,0.0,0.0
841f315ffffffff,23.0,1.0,0.0
841f319ffffffff,2.0,0.0,0.0
841f31bffffffff,2.0,0.0,0.0
841f31dffffffff,50.0,8.0,0.0
841f325ffffffff,6.0,0.0,0.0
841f327ffffffff,20.0,0.0,0.0
841f331ffffffff,3.0,0.0,0.0
841f333ffffffff,22.0,0.0,0.0
841f335ffffffff,9.0,0.0,0.0
841f337ffffffff,2.0,0.0,0.0
841f339ffffffff,2.0,0.0,0.0
841f33bffffffff,94.0,0.0,0.0
841f33dffffffff,48.0,0.0,0.0
841f351ffffffff,2.0,0.0,0.0
841f355ffffffff,25.0,0.0,0.0
841f357ffffffff,32.0,3.0,0.0
841f359ffffffff,2.0,0.0,0.0
841f549ffffffff,1.0,0.0,0.0
841f601ffffffff,3.0,0.0,0.0
841f60dffffffff,2.0,0.0,0.0
841f641ffffffff,1.0,0.0,0.0
841f64dffffffff,5.0,0.0,0.0
841f65dffffffff,6.0,0.0,0.0
841f703ffffffff,3.0,0.0,0.0
841f715ffffffff,12.0,0.0,0.0
841f725ffffffff,26.0,0.0,0.0
841f727ffffffff,17.0,0.0,0.0
841f72dffffffff,20.0,0.0,0.0
841f757ffffffff,3.0,0.0,0.0
841f807ffffffff,1.0,0.0,0.0
841f823ffffffff,5.0,0.0,0.0
841f827ffffffff,2.0,2.0,0.0
841f9b1ffffffff,3.0,0.0,0.0
841fa41ffffffff,2.0,2.0,0.0
841fa4dffffffff,3.0,0.0,0.0
841fa55ffffffff,1.0,0.0,0.0
8420331ffffffff,4.0,0.0,0.0
8420a43ffffffff,3.0,0.0,0.0
8420e69ffffffff,6.0,0.0,0.0
84225a5ffffffff,201.0,0.0,0.0
8422db7ffffffff,537.0,0.0,0.0
8422dbdffffffff,3.0,0.0,0.0
8422e9bffffffff,57.0,0.0,0.0
8424213ffffffff,7.0,0.0,7.0
84242c3ffffffff,2.0,0.0,2.0
8424311ffffffff,1.0,0.0,1.0
84255b7ffffffff,3.0,0.0,2.0
842c05bffffffff,2.0,0.0,0.0
842c193ffffffff,4.0,0.0,0.0
842c203ffffffff,2.0,0.0,0.0
842c211ffffffff,2.0,0.0,0.0
842c219ffffffff,21.0,0.0,0.0
842c2a1ffffffff,6.0,0.0,0.0
842c2a3ffffffff,4.0,0.0,0.0
842c2e5ffffffff,1.0,0.0,0.0
842c553ffffffff,2.0,0.0,0.0
842c56dffffffff,2.0,0.0,0.0
842c937ffffffff,8.0,0.0,0.0
842c93bffffffff,345.0,10.0,0.0
842c9c9ffffffff,5.0,0.0,0.0
842c9e3ffffffff,1.0,0.0,0.0
842c9e9ffffffff,4.0,0.0,0.0
842c9edffffffff,6.0,3.0,0.0
842cac3ffffffff,5.0,0.0,0.0
842cc03ffffffff,4.0,0.0,0.0
842cc05ffffffff,8.0,0.0,0.0
842cc07ffffffff,10.0,0.0,0.0
842cc15ffffffff,2.0,0.0,0.0
842cd49ffffffff,6.0,0.0,0.0
842cdd5ffffffff,1.0,0.0,0.0
842cf07ffffffff,3.0,0.0,0.0
842cf35ffffffff,9.0,0.0,0.0
842cf5bffffffff,3.0,0.0,0.0
842d125ffffffff,3.0,0.0,0.0
842d701ffffffff,3.0,0.0,0.0
842da5dffffffff,7.0,0.0,0.0
842db01ffffffff,3.0,0.0,0.0
842db0bffffffff,50.0,10.0,0.0
842e0d7ffffffff,2.0,0.0,0.0
842e1b5ffffffff,2.0,0.0,0.0
842e1b7ffffffff,1.0,0.0,0.0
842e2b1ffffffff,2.0,0.0,0.0
842e601ffffffff,1.0,0.0,0.0
842e60bffffffff,18.0,0.0,0.0
842e993ffffffff,2.0,0.0,0.0
842eac9ffffffff,4.0,0.0,1.0
842ead5ffffffff,1.0,0.0,0.0
842f5a1ffffffff,11.0,0.0,0.0
842f5a5ffffffff,2.0,0.0,2.0
842f5a9ffffffff,5.0,0.0,2.0
842f5abffffffff,55.0,0.0,3.0
843012dffffffff,2.0,0.0,0.0
843022dffffffff,1.0,0.0,0.0
84302b7ffffffff,4.0,0.0,0.0
84302e1ffffffff,6.0,0.0,0.0
84302e5ffffffff,11.0,0.0,0.0
8430305ffffffff,12.0,0.0,2.0
8430325ffffffff,38.0,0.0,0.0
8430329ffffffff,8.0,0.0,1.0
843032dffffffff,5.0,0.0,0.0
8430833ffffffff,160.0,0.0,40.0
843084bffffffff,11.0,0.0,0.0
8430997ffffffff,2.0,0.0,0.0
84309a1ffffffff,2.0,0.0,2.0
84309b5ffffffff,14.0,0.0,4.0
84309b7ffffffff,2.0,0.0,0.0
84309d1ffffffff,1.0,0.0,0.0
84309d3ffffffff,33.0,0.0,10.0
84309d9ffffffff,112.0,0.0,50.0
84309dbffffffff,2.0,0.0,0.0
8430a13ffffffff,6.0,0.0,2.0
8430a31ffffffff,4.0,0.0,4.0
8430a3bffffffff,1.0,0.0,0.0
8430c17ffffffff,2.0,0.0,0.0
8430c29ffffffff,2.0,0.0,0.0
8430c49ffffffff,54.0,0.0,0.0
8430c4dffffffff,38.0,0.0,0.0
8430c61ffffffff,4.0,0.0,0.0
8430c65ffffffff,15.0,0.0,0.0
8430c67ffffffff,3.0,0.0,0.0
8430c69ffffffff,1.0,0.0,0.0
8430d97ffffffff,33.0,0.0,4.0
8430e01ffffffff,7.0,0.0,0.0
8430e03ffffffff,2.0,0.0,0.0
8430e07ffffffff,102.0,0.0,3.0
8430e09ffffffff,20.0,0.0,10.0
8430e0bffffffff,39.0,0.0,0.0
8430e23ffffffff,13.0,0.0,0.0
8430e29ffffffff,1.0,0.0,0.0
8430e2bffffffff,20.0,0.0,0.0
8430e41ffffffff,1.0,0.0,0.0
8430e55ffffffff,2.0,0.0,0.0
84316c1ffffffff,3.0,0.0,0.0
84316c5ffffffff,7.0,0.0,0.0
84316cdffffffff,2.0,0.0,0.0
8431889ffffffff,2.0,0.0,2.0
84318d1ffffffff,108.0,0.0,7.0
84318d3ffffffff,27.0,0.0,0.0
84318d7ffffffff,449.0,0.0,0.0
8434265ffffffff,2.0,0.0,0.0
84344c5ffffffff,9.0,0.0,0.0
84344cbffffffff,42.0,11.0,0.0
8434691ffffffff,10.0,0.0,0.0
8434695ffffffff,10.0,2.0,0.0
8434697ffffffff,3.0,0.0,0.0
8434699ffffffff,7.0,0.0,0.0
84351b5ffffffff,142.0,0.0,0.0
8438247ffffffff,83.0,1.0,0.0
8438255ffffffff,3.0,0.0,0.0
843825bffffffff,55.0,4.0,0.0
843826bffffffff,11.0,0.0,0.0
84384a1ffffffff,3.0,0.0,0.0
843869bffffffff,1.0,0.0,0.0
84386a1ffffffff,1.0,0.0,0.0
84386e3ffffffff,2.0,0.0,0.0
8439101ffffffff,202.0,0.0,0.0
8439103ffffffff,95.0,0.0,0.0
8439105ffffffff,2.0,0.0,0.0
8439111ffffffff,17.0,2.0,0.0
8439113ffffffff,223.0,7.0,0.0
8439115ffffffff,553.0,7.0,0.0
8439117ffffffff,68.0,0.0,0.0
8439151ffffffff,4.0,0.0,0.0
8439155ffffffff,22.0,1.0,0.0
8439159ffffffff,283.0,0.0,0.0
843915dffffffff,47.0,0.0,0.0
843918bffffffff,2.0,0.0,0.0
8439195ffffffff,49.0,0.0,0.0
84391a3ffffffff,2.0,0.0,0.0
84391a5ffffffff,2.0,0.0,0.0
84391a9ffffffff,370.0,15.0,0.0
84391abffffffff,35.0,13.0,0.0
84391c5ffffffff,12.0,2.0,0.0
84391c7ffffffff,9.0,1.0,0.0
84391e1ffffffff,248.0,2.0,0.0
84391e3ffffffff,187.0,9.0,0.0
84391e7ffffffff,12.0,1.0,0.0
84391e9ffffffff,37.0,1.0,0.0
84391ebffffffff,176.0,4.0,0.0
8439205ffffffff,46.0,0.0,0.0
8439209ffffffff,1.0,0.0,0.0
843920dffffffff,242.0,0.0,0.0
8439221ffffffff,148.0,0.0,0.0
8439227ffffffff,87.0,0.0,0.0
8439229ffffffff,56.0,2.0,0.0
8439241ffffffff,33.0,0.0,0.0
8439243ffffffff,82.0,0.0,0.0
8439247ffffffff,67.0,0.0,0.0
8439253ffffffff,317.0,0.0,0.0
8439255ffffffff,28.0,0.0,0.0
8439259ffffffff,161.0,0.0,0.0
843925bffffffff,144.0,0.0,0.0
843925dffffffff,55.0,0.0,0.0
8439263ffffffff,4.0,0.0,0.0
843928dffffffff,2.0,0.0,0.0
84392d1ffffffff,2.0,0.0,0.0
84392d9ffffffff,39.0,0.0,0.0
84392dbffffffff,987.0,16.0,0.0
84392e1ffffffff,8.0,0.0,0.0
84392ebffffffff,15.0,0.0,0.0
8439311ffffffff,50.0,0.0,0.0
8439317ffffffff,30.0,0.0,0.0
843931bffffffff,64.0,0.0,0.0
8439331ffffffff,54.0,0.0,0.0
8439333ffffffff,113.0,0.0,0.0
8439337ffffffff,200.0,0.0,0.0
843933bffffffff,213.0,0.0,0.0
8439447ffffffff,8.0,0.0,0.0
8439459ffffffff,13.0,0.0,0.0
843946dffffffff,283.0,0.0,0.0
843952dffffffff,4.0,0.0,0.0
8439541ffffffff,46.0,0.0,0.0
8439547ffffffff,127.0,0.0,0.0
8439567ffffffff,53.0,0.0,0.0
8439617ffffffff,2.0,0.0,0.0
8439633ffffffff,1.0,0.0,0.0
