cell_id,Melospiza melodia,Melospiza melodia melodia/atlantica,Melospiza melodia sanaka/maxima,Melospiza melodia [rufina Group],Melospiza melodia montana/merrilli,Melospiza melodia [heermanni Group],Melospiza melodia samuelsis,Melospiza melodia pusillula,Melospiza melodia [fallax Group],Melospiza melodia [mexicana Group]
830c42fffffffff,1292.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0
830c44fffffffff,32.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,234.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830c46fffffffff,34.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830c50fffffffff,185.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,1142.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,929.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c6afffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c70fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c71fffffffff,47.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830c73fffffffff,186.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830cccfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ccdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ccefffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830cddfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830cdefffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830cecfffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830cedfffffffff,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
