cell_id,Anas georgica,Anas georgica georgica,Anas georgica spinicauda/niceforoi
821f87fffffffff,4.0,0.0,0.0
8266c7fffffffff,3.0,0.0,0.0
8266d7fffffffff,66.0,0.0,8.0
8266dffffffffff,5.0,0.0,5.0
8266f7fffffffff,6.0,0.0,0.0
828b2ffffffffff,1.0,0.0,0.0
828b67fffffffff,1.0,0.0,1.0
828e67fffffffff,16.0,0.0,0.0
828e6ffffffffff,2.0,0.0,0.0
828e77fffffffff,9.0,0.0,0.0
828f0ffffffffff,16.0,0.0,3.0
828f2ffffffffff,14.0,0.0,0.0
828f47fffffffff,2.0,0.0,0.0
828f57fffffffff,20.0,0.0,2.0
828f5ffffffffff,6.0,0.0,1.0
828f77fffffffff,3.0,0.0,1.0
82a817fffffffff,2.0,0.0,0.0
82a947fffffffff,6.0,0.0,0.0
82a94ffffffffff,3.0,0.0,0.0
82a967fffffffff,4.0,0.0,0.0
82a96ffffffffff,4.0,0.0,0.0
82b20ffffffffff,3.0,0.0,0.0
82b21ffffffffff,2.0,0.0,0.0
82b247fffffffff,1.0,0.0,1.0
82b24ffffffffff,96.0,0.0,0.0
82b257fffffffff,1.0,0.0,0.0
82b25ffffffffff,31.0,0.0,31.0
82b267fffffffff,2.0,0.0,0.0
82b26ffffffffff,12.0,0.0,0.0
82b277fffffffff,3.0,1.0,0.0
82b2c7fffffffff,100.0,0.0,10.0
82b2cffffffffff,12.0,0.0,0.0
82b2dffffffffff,12.0,0.0,0.0
82b2e7fffffffff,20.0,0.0,0.0
82b2effffffffff,20.0,0.0,3.0
82b307fffffffff,1.0,0.0,1.0
82b30ffffffffff,5.0,0.0,0.0
82b32ffffffffff,2.0,0.0,0.0
82b357fffffffff,50.0,0.0,0.0
82b35ffffffffff,2.0,0.0,1.0
82b36ffffffffff,3.0,0.0,0.0
82b377fffffffff,2.0,0.0,0.0
82c21ffffffffff,13.0,0.0,13.0
82c22ffffffffff,3.0,0.0,3.0
82c2c7fffffffff,2.0,0.0,0.0
82c2cffffffffff,31.0,0.0,0.0
82c2e7fffffffff,20.0,0.0,2.0
82c2effffffffff,81.0,0.0,0.0
82c2f7fffffffff,12.0,0.0,0.0
82c327fffffffff,9.0,0.0,9.0
82c34ffffffffff,33.0,0.0,0.0
82c357fffffffff,5.0,0.0,3.0
82ce87fffffffff,3.0,0.0,1.0
82ce8ffffffffff,15.0,0.0,0.0
82cea7fffffffff,4.0,0.0,1.0
82ceaffffffffff,4.0,0.0,2.0
82cf17fffffffff,6.0,0.0,0.0
82cf8ffffffffff,3.0,0.0,3.0
82cfa7fffffffff,6.0,0.0,6.0
82cfaffffffffff,2.0,0.0,0.0
82de67fffffffff,1.0,0.0,0.0
82de77fffffffff,2.0,0.0,0.0
82de87fffffffff,2.0,2.0,0.0
82de97fffffffff,16.0,16.0,0.0
82df6ffffffffff,13.0,0.0,5.0
