cell_id,Cistothorus palustris,Cistothorus palustris [paludicola Group],Cistothorus palustris [plesius Group],Cistothorus palustris [palustris Group],Cistothorus palustris griseus,Cistothorus palustris tolucensis
8226a7fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,2488.0,0.0,158.0,0.0,0.0,0.0
8226b7fffffffff,705.0,0.0,25.0,0.0,0.0,0.0
8226c7fffffffff,349.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,1347.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,320.0,0.0,5.0,0.0,0.0,0.0
8226dffffffffff,905.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,1218.0,0.0,1.0,78.0,0.0,0.0
8226effffffffff,374.0,0.0,0.0,16.0,0.0,0.0
8226f7fffffffff,370.0,0.0,9.0,2.0,0.0,0.0
822707fffffffff,2101.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,198.0,0.0,0.0,8.0,0.0,0.0
822717fffffffff,1716.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,1578.0,0.0,0.0,68.0,0.0,0.0
822747fffffffff,1424.0,0.0,0.0,14.0,0.0,0.0
82274ffffffffff,3357.0,0.0,0.0,4.0,0.0,0.0
822757fffffffff,1924.0,0.0,0.0,113.0,0.0,0.0
82275ffffffffff,9549.0,0.0,0.0,136.0,0.0,0.0
822767fffffffff,144.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,2337.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,679.0,0.0,42.0,0.0,0.0,0.0
82278ffffffffff,48.0,0.0,0.0,8.0,0.0,0.0
822797fffffffff,1174.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,155.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,300.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,1624.0,0.0,0.0,160.0,0.0,0.0
8227b7fffffffff,274.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,8512.0,506.0,0.0,0.0,0.0,0.0
822817fffffffff,4496.0,0.0,14.0,0.0,0.0,0.0
82281ffffffffff,5857.0,178.0,0.0,0.0,0.0,0.0
822837fffffffff,51430.0,2264.0,9.0,0.0,0.0,0.0
822887fffffffff,2888.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,4462.0,0.0,24.0,0.0,0.0,0.0
822897fffffffff,2901.0,0.0,17.0,0.0,0.0,0.0
82289ffffffffff,1344.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,202.0,0.0,8.0,0.0,0.0,0.0
8228affffffffff,5139.0,0.0,67.0,0.0,0.0,0.0
8228b7fffffffff,3410.0,0.0,351.0,0.0,0.0,0.0
8228c7fffffffff,3629.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,33234.0,38.0,0.0,0.0,0.0,0.0
8228dffffffffff,13563.0,25.0,0.0,0.0,0.0,0.0
8228f7fffffffff,17713.0,87.0,2.0,0.0,0.0,0.0
822917fffffffff,1889.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,614.0,298.0,0.0,0.0,0.0,0.0
822987fffffffff,4195.0,0.0,64.0,0.0,0.0,0.0
82298ffffffffff,3467.0,0.0,149.0,0.0,0.0,0.0
822997fffffffff,547.0,0.0,41.0,0.0,0.0,0.0
82299ffffffffff,405.0,0.0,63.0,0.0,0.0,0.0
8229a7fffffffff,23038.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,7473.0,124.0,0.0,0.0,0.0,0.0
8229b7fffffffff,3588.0,0.0,225.0,0.0,0.0,0.0
822a07fffffffff,182.0,0.0,0.0,43.0,0.0,0.0
822a17fffffffff,19189.0,0.0,0.0,769.0,0.0,0.0
822a37fffffffff,11279.0,0.0,0.0,620.0,0.0,0.0
822a87fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,74.0,0.0,0.0,3.0,0.0,0.0
822a97fffffffff,1904.0,0.0,0.0,2.0,0.0,0.0
822a9ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,5160.0,0.0,0.0,1896.0,0.0,0.0
822aaffffffffff,20541.0,0.0,0.0,1236.0,0.0,0.0
822ab7fffffffff,18890.0,0.0,0.0,189.0,0.0,0.0
822ad7fffffffff,1217.0,0.0,0.0,43.0,0.0,0.0
822af7fffffffff,4506.0,0.0,0.0,284.0,0.0,0.0
822b07fffffffff,103.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,805.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,2871.0,0.0,0.0,135.0,0.0,0.0
822b8ffffffffff,6495.0,0.0,0.0,769.0,0.0,0.0
822b97fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,11102.0,0.0,0.0,1078.0,0.0,0.0
822baffffffffff,8278.0,0.0,0.0,22.0,0.0,0.0
824417fffffffff,520.0,0.0,0.0,2.0,0.0,0.0
82441ffffffffff,2209.0,0.0,0.0,72.0,0.0,0.0
824447fffffffff,5137.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,523.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,5105.0,0.0,0.0,16.0,0.0,0.0
82445ffffffffff,226.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,973.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,11385.0,0.0,0.0,123.0,0.0,0.0
824477fffffffff,2036.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,5671.0,0.0,0.0,169.0,0.0,0.0
8244c7fffffffff,417.0,0.0,0.0,32.0,0.0,0.0
8244cffffffffff,167.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,8509.0,0.0,0.0,77.0,65.0,0.0
8244dffffffffff,57.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,2585.0,0.0,0.0,133.0,0.0,0.0
8244effffffffff,75.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,7498.0,0.0,0.0,114.0,233.0,0.0
82454ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824807fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,197.0,2.0,0.0,0.0,0.0,0.0
824817fffffffff,141.0,0.0,0.0,0.0,0.0,0.0
82481ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,172.0,0.0,0.0,0.0,0.0,0.0
82482ffffffffff,158.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,314.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,148.0,0.0,0.0,0.0,0.0,0.0
82484ffffffffff,107.0,0.0,0.0,0.0,0.0,0.0
824857fffffffff,185.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,4079.0,0.0,0.0,0.0,0.0,0.0
824877fffffffff,166.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,965.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,767.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,6165.0,0.0,0.0,93.0,0.0,0.0
82489ffffffffff,1941.0,0.0,0.0,0.0,0.0,0.0
8248a7fffffffff,108.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,412.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,6655.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,2517.0,0.0,71.0,0.0,0.0,0.0
8248cffffffffff,972.0,0.0,58.0,0.0,0.0,0.0
8248d7fffffffff,886.0,0.0,15.0,0.0,0.0,0.0
8248dffffffffff,2817.0,0.0,32.0,0.0,0.0,0.0
8248e7fffffffff,79.0,3.0,5.0,0.0,0.0,0.0
8248effffffffff,14832.0,0.0,1210.0,0.0,0.0,0.0
8248f7fffffffff,223.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,615.0,0.0,0.0,0.0,0.0,17.0
82498ffffffffff,41.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,1670.0,0.0,0.0,0.0,0.0,5.0
82499ffffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,388.0,0.0,0.0,0.0,0.0,0.0
8249b7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
