cell_id,Numida meleagris,Numida meleagris sabyi,Numida meleagris galeatus,Numida meleagris meleagris/somaliensis,Numida meleagris reichenowi,Numida meleagris [mitratus Group]
832b9dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832ba9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832c93fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832d10fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83351bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
833862fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83386afffffffff,4.0,0.0,0.0,4.0,0.0,0.0
833906fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
833915fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83391cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8339a9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8342d9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8343aefffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834412fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834413fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83441afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83441efffffffff,88.0,0.0,0.0,0.0,0.0,0.0
834430fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834445fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834446fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834450fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834455fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83446afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83446cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83446dfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83446efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344a1fffffffff,16.0,1.0,0.0,0.0,0.0,0.0
8344a8fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8344a9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344acfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344adfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344c8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344cafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344d9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344dbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344e0fffffffff,162.0,0.0,0.0,0.0,0.0,0.0
8344e6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344e8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344e9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344f0fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8344f3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8344f4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344f6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834523fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834531fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
834588fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
834591fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
83459dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8345b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83485bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834890fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834898fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83489bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83489cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8348b3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8348cdfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8348d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8348ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8349a9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8349aafffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834c89fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834c8bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
834c98fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834c9afffffffff,4.0,0.0,0.0,0.0,0.0,0.0
834cc0fffffffff,164.0,0.0,0.0,0.0,0.0,0.0
834cc5fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
834cc6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834cd0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834ce8fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
834ceafffffffff,24.0,0.0,0.0,0.0,0.0,0.0
834ceefffffffff,122.0,0.0,0.0,0.0,0.0,0.0
834cf2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83521cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
835494fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8354c5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8354eafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8354f3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8354f4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
835d11fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
835d13fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
835e72fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
835f58fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836014fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8364a4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836526fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83658bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83661bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83662bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366c5fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8366e0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8366e1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
836725fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
837a40fffffffff,10.0,0.0,0.0,5.0,0.0,0.0
837a5cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
837a68fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
837a6afffffffff,6.0,0.0,0.0,0.0,6.0,0.0
837a6dfffffffff,6.0,0.0,0.0,0.0,6.0,0.0
837a6efffffffff,11.0,0.0,0.0,0.0,2.0,0.0
837ad9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
837b4afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
837b59fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
839450fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8394edfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839614fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83962efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839633fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839690fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839692fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
839693fffffffff,3.0,0.0,0.0,0.0,1.0,0.0
83969afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839711fffffffff,5.0,0.0,0.0,0.0,0.0,5.0
839713fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
839728fffffffff,3.0,0.0,0.0,0.0,0.0,3.0
839740fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839751fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83975cfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
839782fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
839c23fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
839d75fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a606fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a840fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a8a1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a8d1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a92cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a950fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a951fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83ac81fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83ad32fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83ad36fffffffff,8.0,0.0,0.0,0.0,0.0,7.0
83b2c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83b2e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b342fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83b89afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83bb29fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bb2bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bb50fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83bb53fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83bb54fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83bc68fffffffff,5.0,0.0,0.0,0.0,0.0,2.0
83bc69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bc6afffffffff,5.0,0.0,0.0,0.0,0.0,2.0
83bc6bfffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83bcc2fffffffff,3.0,0.0,0.0,0.0,0.0,2.0
83bcd0fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83bcd2fffffffff,5.0,0.0,0.0,0.0,0.0,5.0
83bcd4fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83bcd6fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83bcddfffffffff,3.0,0.0,0.0,0.0,0.0,2.0
83bce8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bce9fffffffff,2.0,0.0,0.0,0.0,0.0,2.0
83bcf2fffffffff,4.0,0.0,0.0,0.0,0.0,1.0
83be08fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83be18fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83be1afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83be40fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83be43fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83be55fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83be63fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83be71fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83be8dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83becefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83bf48fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83c2c1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83c2d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c2e0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c990fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83c992fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83ceacfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83da90fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83da94fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83da96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83daaafffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83dab3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
