cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
840c141ffffffff,1.0,0.0,0.0
840c143ffffffff,4.0,0.0,0.0
840c147ffffffff,3.0,0.0,0.0
840c415ffffffff,43.0,0.0,0.0
840c5a5ffffffff,17.0,0.0,0.0
840c5a7ffffffff,1.0,0.0,0.0
840c5adffffffff,1.0,0.0,0.0
840c73bffffffff,5.0,0.0,0.0
840c741ffffffff,5.0,0.0,5.0
840c74dffffffff,1.0,0.0,0.0
840c759ffffffff,1.0,0.0,0.0
840ca43ffffffff,1.0,0.0,0.0
840ce17ffffffff,2.0,0.0,0.0
840ceedffffffff,2.0,0.0,0.0
840d039ffffffff,3.0,0.0,0.0
840d753ffffffff,11.0,0.0,0.0
840e45bffffffff,2.0,0.0,0.0
840e469ffffffff,2.0,0.0,0.0
840e497ffffffff,2.0,0.0,0.0
840e4dbffffffff,12.0,0.0,0.0
840e53dffffffff,2.0,0.0,0.0
840e6e7ffffffff,1.0,0.0,0.0
840e805ffffffff,1.0,0.0,0.0
840ec19ffffffff,4.0,0.0,0.0
840eca7ffffffff,2.0,0.0,0.0
840ecc9ffffffff,12.0,0.0,7.0
840ed57ffffffff,1.0,0.0,0.0
840eea7ffffffff,81.0,0.0,64.0
840eeb5ffffffff,8.0,0.0,0.0
840eebdffffffff,2.0,0.0,0.0
840ef39ffffffff,1.0,0.0,0.0
8411247ffffffff,2.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0
84124d1ffffffff,2.0,0.0,0.0
8412515ffffffff,1.0,0.0,1.0
8412521ffffffff,2.0,0.0,0.0
8412891ffffffff,1.0,0.0,0.0
84128bdffffffff,9.0,0.0,0.0
8412c07ffffffff,2.0,0.0,0.0
8412c1bffffffff,3.0,0.0,0.0
8412c21ffffffff,2.0,0.0,0.0
8412cadffffffff,2.0,0.0,0.0
8412cc5ffffffff,2.0,0.0,0.0
8412cc7ffffffff,4.0,0.0,0.0
8412cc9ffffffff,2.0,0.0,2.0
8412ccdffffffff,7.0,0.0,0.0
8412cebffffffff,2.0,0.0,0.0
8412d07ffffffff,1.0,0.0,0.0
8412d39ffffffff,4.0,0.0,0.0
8412d5dffffffff,5.0,0.0,0.0
8412d9dffffffff,4.0,0.0,1.0
8412db1ffffffff,2.0,0.0,2.0
8412db3ffffffff,1.0,0.0,1.0
8412db5ffffffff,1.0,0.0,0.0
8412ddbffffffff,16.0,0.0,0.0
8412de7ffffffff,2.0,0.0,2.0
8412e13ffffffff,4.0,0.0,0.0
8412ea1ffffffff,4.0,0.0,0.0
8412ea3ffffffff,4.0,0.0,0.0
8412ebbffffffff,2.0,0.0,0.0
8412ec1ffffffff,4.0,0.0,0.0
841328bffffffff,2.0,0.0,0.0
8413483ffffffff,2.0,0.0,0.0
841390bffffffff,5.0,0.0,0.0
84139e1ffffffff,2.0,0.0,0.0
84139edffffffff,2.0,0.0,0.0
841a849ffffffff,2.0,0.0,0.0
841aa07ffffffff,9.0,0.0,0.0
841aa23ffffffff,2.0,0.0,0.0
841aa27ffffffff,2.0,0.0,0.0
841aa35ffffffff,7.0,0.0,0.0
841aa3dffffffff,6.0,0.0,0.0
841ab0bffffffff,2.0,0.0,0.0
841b823ffffffff,2.0,0.0,0.0
841b98dffffffff,1.0,0.0,0.0
841b9e7ffffffff,2.0,0.0,0.0
841d243ffffffff,4.0,0.0,0.0
84225a5ffffffff,15.0,0.0,0.0
8422db7ffffffff,11.0,0.0,0.0
842428bffffffff,4.0,0.0,0.0
84255a3ffffffff,2.0,0.0,0.0
84255bdffffffff,3.0,0.0,0.0
8426039ffffffff,1.0,0.0,0.0
8426067ffffffff,2.0,0.0,0.0
8426085ffffffff,3.0,0.0,0.0
8426099ffffffff,3.0,0.0,0.0
84260adffffffff,2.0,0.0,0.0
84260b3ffffffff,3.0,0.0,0.0
84260b7ffffffff,2.0,0.0,0.0
84260bbffffffff,2.0,0.0,0.0
84260d1ffffffff,2.0,0.0,0.0
84260d9ffffffff,2.0,0.0,0.0
84260e3ffffffff,2.0,0.0,0.0
8426127ffffffff,2.0,0.0,0.0
84261c7ffffffff,2.0,0.0,0.0
8426219ffffffff,1.0,0.0,0.0
8426225ffffffff,1.0,0.0,0.0
8426249ffffffff,2.0,0.0,0.0
842626dffffffff,2.0,0.0,0.0
84262b3ffffffff,2.0,0.0,0.0
84262b7ffffffff,2.0,0.0,0.0
84262cdffffffff,6.0,0.0,0.0
8426345ffffffff,2.0,0.0,0.0
8426349ffffffff,3.0,0.0,0.0
8426359ffffffff,2.0,0.0,0.0
8426401ffffffff,12.0,0.0,2.0
8426409ffffffff,3.0,0.0,0.0
842640dffffffff,11.0,0.0,0.0
842641dffffffff,2.0,0.0,0.0
842644bffffffff,4.0,0.0,0.0
8426461ffffffff,31.0,0.0,0.0
8426463ffffffff,16.0,0.0,0.0
8426465ffffffff,1.0,0.0,0.0
8426467ffffffff,7.0,0.0,0.0
842646bffffffff,1.0,0.0,0.0
842646dffffffff,1.0,0.0,0.0
8426501ffffffff,3.0,0.0,0.0
8426521ffffffff,5.0,0.0,0.0
8426527ffffffff,4.0,0.0,0.0
842652bffffffff,2.0,0.0,0.0
842652dffffffff,5.0,0.0,0.0
8426535ffffffff,8.0,0.0,0.0
842653bffffffff,1.0,0.0,0.0
842653dffffffff,5.0,0.0,2.0
842654bffffffff,2.0,0.0,0.0
842654dffffffff,2.0,0.0,0.0
8426551ffffffff,128.0,0.0,0.0
8426555ffffffff,2.0,0.0,0.0
8426559ffffffff,52.0,0.0,0.0
8426561ffffffff,1.0,0.0,0.0
8426563ffffffff,4.0,0.0,0.0
8426565ffffffff,6.0,0.0,0.0
8426567ffffffff,14.0,0.0,0.0
842656dffffffff,6.0,0.0,0.0
842661bffffffff,1.0,0.0,0.0
8426625ffffffff,10.0,0.0,0.0
8426629ffffffff,6.0,0.0,0.0
842662bffffffff,5.0,0.0,0.0
842662dffffffff,6.0,0.0,0.0
842663dffffffff,7.0,0.0,0.0
8426641ffffffff,3.0,0.0,0.0
8426645ffffffff,5.0,0.0,0.0
8426651ffffffff,2.0,0.0,0.0
8426669ffffffff,1.0,0.0,0.0
84266a9ffffffff,2.0,0.0,0.0
84266b5ffffffff,9.0,0.0,0.0
84266bdffffffff,2.0,0.0,0.0
84266d5ffffffff,8.0,0.0,0.0
84266edffffffff,5.0,0.0,0.0
8426709ffffffff,10.0,0.0,0.0
842670bffffffff,2.0,0.0,0.0
842670dffffffff,1.0,0.0,0.0
8426711ffffffff,4.0,0.0,0.0
8426713ffffffff,2.0,0.0,0.0
8426717ffffffff,3.0,0.0,0.0
842671bffffffff,7.0,0.0,0.0
842671dffffffff,1.0,0.0,0.0
8426723ffffffff,1.0,0.0,0.0
842673bffffffff,4.0,0.0,0.0
842673dffffffff,6.0,0.0,0.0
8426747ffffffff,1.0,0.0,0.0
8426753ffffffff,2.0,0.0,0.0
8426767ffffffff,2.0,0.0,0.0
842680bffffffff,3.0,0.0,0.0
8426811ffffffff,2.0,0.0,0.0
8426813ffffffff,11.0,0.0,0.0
8426817ffffffff,1.0,0.0,0.0
8426819ffffffff,11.0,0.0,0.0
842681bffffffff,28.0,0.0,0.0
8426831ffffffff,1.0,0.0,0.0
842683bffffffff,1.0,0.0,0.0
8426851ffffffff,3.0,0.0,0.0
