cell_id,Branta canadensis,Branta canadensis moffitti/maxima,Branta canadensis occidentalis/fulva,Branta canadensis [canadensis Group]
82068ffffffffff,1.0,0.0,0.0,0.0
8206d7fffffffff,5.0,0.0,0.0,0.0
820747fffffffff,14.0,0.0,0.0,0.0
820757fffffffff,12.0,0.0,0.0,0.0
82075ffffffffff,71.0,0.0,0.0,0.0
820767fffffffff,2.0,0.0,0.0,0.0
820777fffffffff,23.0,0.0,0.0,0.0
82089ffffffffff,4.0,0.0,0.0,0.0
8208a7fffffffff,3.0,0.0,0.0,2.0
82099ffffffffff,1.0,0.0,0.0,0.0
820c17fffffffff,11.0,0.0,0.0,0.0
820c47fffffffff,99.0,0.0,74.0,17.0
820c57fffffffff,68.0,0.0,0.0,0.0
820c5ffffffffff,36.0,3.0,20.0,0.0
820c6ffffffffff,10.0,0.0,10.0,0.0
820c77fffffffff,339.0,0.0,2.0,310.0
820ceffffffffff,2.0,0.0,2.0,0.0
820d07fffffffff,4.0,0.0,0.0,0.0
820d0ffffffffff,1.0,0.0,0.0,0.0
820d5ffffffffff,6.0,0.0,0.0,0.0
820d67fffffffff,7.0,0.0,0.0,0.0
820d77fffffffff,1.0,0.0,0.0,0.0
820e07fffffffff,5.0,0.0,0.0,0.0
820e4ffffffffff,73.0,0.0,0.0,0.0
820e67fffffffff,2.0,0.0,0.0,0.0
820e6ffffffffff,21.0,0.0,0.0,0.0
820ec7fffffffff,45.0,0.0,0.0,0.0
820ecffffffffff,58.0,0.0,0.0,0.0
820eeffffffffff,245.0,0.0,0.0,0.0
821107fffffffff,9.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0
821257fffffffff,103.0,92.0,0.0,9.0
82125ffffffffff,6.0,1.0,0.0,0.0
821277fffffffff,7.0,0.0,0.0,0.0
82128ffffffffff,5.0,0.0,0.0,0.0
821297fffffffff,17.0,0.0,17.0,0.0
82129ffffffffff,1.0,0.0,0.0,0.0
8212affffffffff,2.0,0.0,2.0,0.0
8212b7fffffffff,32.0,0.0,13.0,9.0
8212c7fffffffff,16.0,0.0,0.0,1.0
8212cffffffffff,39.0,1.0,0.0,0.0
8212d7fffffffff,4.0,0.0,0.0,0.0
8212dffffffffff,18.0,12.0,0.0,2.0
8212e7fffffffff,11.0,0.0,0.0,0.0
8212effffffffff,29.0,2.0,0.0,0.0
821357fffffffff,2.0,0.0,0.0,2.0
821387fffffffff,20.0,0.0,1.0,0.0
82138ffffffffff,2.0,0.0,0.0,0.0
821397fffffffff,5.0,0.0,3.0,0.0
82139ffffffffff,18.0,0.0,4.0,7.0
8213affffffffff,1.0,0.0,0.0,0.0
821807fffffffff,1.0,0.0,0.0,0.0
821827fffffffff,7.0,0.0,0.0,3.0
82182ffffffffff,23.0,0.0,0.0,4.0
82184ffffffffff,24.0,0.0,0.0,0.0
82185ffffffffff,6.0,0.0,0.0,0.0
821867fffffffff,8.0,0.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0,0.0
821877fffffffff,1.0,0.0,0.0,0.0
82190ffffffffff,5.0,2.0,0.0,1.0
821947fffffffff,21.0,0.0,0.0,18.0
82194ffffffffff,4.0,0.0,0.0,4.0
821957fffffffff,13.0,0.0,0.0,7.0
82195ffffffffff,2.0,0.0,0.0,0.0
82196ffffffffff,8.0,0.0,0.0,0.0
821aa7fffffffff,268.0,1.0,0.0,0.0
821ab7fffffffff,6.0,0.0,0.0,0.0
821b9ffffffffff,76.0,0.0,0.0,0.0
821bb7fffffffff,4.0,0.0,0.0,0.0
821d27fffffffff,4.0,0.0,0.0,0.0
821e07fffffffff,18.0,0.0,0.0,0.0
821e0ffffffffff,1.0,0.0,0.0,0.0
821e1ffffffffff,11.0,0.0,0.0,0.0
821e27fffffffff,4.0,0.0,0.0,0.0
821e2ffffffffff,2.0,0.0,0.0,0.0
821e37fffffffff,29.0,0.0,0.0,0.0
821e87fffffffff,3.0,0.0,0.0,0.0
821ea7fffffffff,7.0,0.0,0.0,0.0
821f07fffffffff,2.0,0.0,0.0,0.0
821f0ffffffffff,7.0,0.0,0.0,0.0
821f17fffffffff,8.0,0.0,0.0,0.0
821f1ffffffffff,3.0,0.0,0.0,2.0
821f27fffffffff,1.0,0.0,0.0,1.0
821f2ffffffffff,6.0,0.0,0.0,5.0
821f37fffffffff,1.0,0.0,0.0,0.0
821f57fffffffff,2.0,0.0,0.0,0.0
821f5ffffffffff,7.0,0.0,0.0,0.0
821f67fffffffff,4.0,0.0,0.0,0.0
821f77fffffffff,4.0,0.0,0.0,0.0
821f87fffffffff,2.0,0.0,0.0,0.0
821f8ffffffffff,4.0,0.0,0.0,1.0
821f97fffffffff,1.0,0.0,0.0,1.0
821f9ffffffffff,1.0,0.0,0.0,0.0
821fb7fffffffff,11.0,0.0,0.0,0.0
8222dffffffffff,1.0,0.0,0.0,0.0
822607fffffffff,45.0,16.0,0.0,19.0
82260ffffffffff,58.0,30.0,0.0,9.0
822617fffffffff,26.0,4.0,0.0,0.0
82261ffffffffff,7.0,0.0,0.0,3.0
822627fffffffff,10.0,2.0,0.0,0.0
82262ffffffffff,26.0,0.0,0.0,0.0
822637fffffffff,12.0,8.0,0.0,0.0
822647fffffffff,76.0,0.0,0.0,4.0
82264ffffffffff,342.0,49.0,0.0,5.0
822657fffffffff,81.0,3.0,0.0,6.0
82265ffffffffff,39.0,0.0,0.0,2.0
822667fffffffff,66.0,18.0,0.0,7.0
82266ffffffffff,58.0,2.0,0.0,7.0
822677fffffffff,5.0,1.0,0.0,4.0
822687fffffffff,324.0,38.0,0.0,11.0
