cell_id,Vanellus miles,Vanellus miles miles,Vanellus miles novaehollandiae
839d28fffffffff,85.0,0.0,85.0
839d29fffffffff,10.0,0.0,0.0
839d2afffffffff,84.0,0.0,3.0
839d2bfffffffff,3.0,0.0,0.0
839d2cfffffffff,22.0,0.0,13.0
839d2dfffffffff,13.0,0.0,0.0
839d2efffffffff,5.0,0.0,1.0
839d42fffffffff,9.0,1.0,0.0
839d44fffffffff,9.0,0.0,0.0
839d46fffffffff,37.0,7.0,0.0
839d48fffffffff,19.0,8.0,0.0
839d49fffffffff,1.0,0.0,0.0
839d4afffffffff,362.0,62.0,0.0
839d50fffffffff,9.0,0.0,0.0
839d53fffffffff,9.0,0.0,0.0
839d54fffffffff,10.0,0.0,0.0
839d55fffffffff,21.0,5.0,0.0
839d56fffffffff,8.0,2.0,0.0
839d59fffffffff,3.0,0.0,0.0
839d5afffffffff,20.0,0.0,0.0
839d5cfffffffff,3.0,0.0,0.0
839d5dfffffffff,59.0,9.0,0.0
839d60fffffffff,2.0,0.0,0.0
839d62fffffffff,8.0,0.0,0.0
839d65fffffffff,1.0,0.0,0.0
839d68fffffffff,24.0,7.0,0.0
839d69fffffffff,4.0,4.0,0.0
839d6bfffffffff,3.0,0.0,0.0
839d6dfffffffff,38.0,3.0,0.0
839d70fffffffff,11.0,3.0,0.0
839d71fffffffff,12.0,0.0,0.0
839d74fffffffff,1.0,1.0,0.0
839d75fffffffff,27.0,2.0,0.0
839e24fffffffff,12.0,0.0,0.0
839f51fffffffff,7.0,0.0,0.0
83a610fffffffff,17.0,3.0,0.0
83a6a6fffffffff,26.0,0.0,0.0
83a726fffffffff,13.0,0.0,0.0
83a782fffffffff,3.0,0.0,0.0
83a79afffffffff,90.0,0.0,0.0
83a79bfffffffff,2.0,0.0,0.0
83b834fffffffff,16.0,0.0,6.0
83b864fffffffff,3.0,0.0,1.0
83b865fffffffff,22.0,0.0,2.0
83b880fffffffff,21.0,0.0,6.0
83b885fffffffff,220.0,0.0,39.0
83b892fffffffff,4.0,0.0,0.0
83b89afffffffff,95.0,11.0,0.0
83b910fffffffff,12.0,0.0,0.0
83b911fffffffff,87.0,0.0,13.0
83b912fffffffff,41.0,0.0,7.0
83b913fffffffff,23.0,0.0,0.0
83b914fffffffff,260.0,0.0,51.0
83b915fffffffff,79.0,0.0,6.0
83b916fffffffff,721.0,0.0,33.0
83b91afffffffff,16.0,0.0,3.0
83b91bfffffffff,2.0,0.0,0.0
83b91efffffffff,2.0,0.0,2.0
83b933fffffffff,6.0,0.0,0.0
83b936fffffffff,94.0,0.0,5.0
83b980fffffffff,33.0,0.0,1.0
83b981fffffffff,16.0,0.0,1.0
83b982fffffffff,8.0,0.0,0.0
83b983fffffffff,1.0,0.0,0.0
83b985fffffffff,19.0,0.0,2.0
83b986fffffffff,6.0,0.0,0.0
83b989fffffffff,4.0,0.0,0.0
83b98efffffffff,4.0,0.0,0.0
83b991fffffffff,9.0,0.0,2.0
83b99afffffffff,1.0,0.0,0.0
83b99cfffffffff,39.0,0.0,2.0
83b99efffffffff,25.0,0.0,2.0
83b9a1fffffffff,34.0,0.0,4.0
83b9a3fffffffff,19.0,0.0,1.0
83b9a4fffffffff,4.0,0.0,0.0
83b9a5fffffffff,21.0,0.0,1.0
83b9a6fffffffff,17.0,0.0,0.0
83b9abfffffffff,1.0,0.0,0.0
83b9acfffffffff,8.0,0.0,0.0
83b9adfffffffff,2.0,0.0,0.0
83b9b0fffffffff,6.0,0.0,0.0
83b9b2fffffffff,2.0,0.0,0.0
83b9b3fffffffff,29.0,0.0,2.0
83b9b5fffffffff,17.0,0.0,0.0
83b9b6fffffffff,1.0,0.0,0.0
83ba24fffffffff,163.0,0.0,0.0
83bb08fffffffff,423.0,0.0,0.0
83bb09fffffffff,498.0,0.0,0.0
83bb0afffffffff,104.0,0.0,0.0
83bb0bfffffffff,303.0,0.0,0.0
83bb0cfffffffff,227.0,0.0,0.0
83bb0dfffffffff,842.0,0.0,0.0
83bb0efffffffff,10.0,0.0,0.0
83bb28fffffffff,60.0,0.0,0.0
83bb29fffffffff,1861.0,0.0,0.0
83bb2bfffffffff,3691.0,0.0,0.0
83bb2dfffffffff,346.0,0.0,0.0
83bb36fffffffff,153.0,0.0,0.0
83bb50fffffffff,3219.0,0.0,0.0
83bb51fffffffff,136.0,0.0,0.0
83bb52fffffffff,196.0,0.0,0.0
83bb53fffffffff,735.0,0.0,12.0
83bb54fffffffff,451.0,0.0,0.0
83bb56fffffffff,658.0,0.0,0.0
83bb58fffffffff,25.0,0.0,0.0
83bb5cfffffffff,2.0,0.0,0.0
83bb5efffffffff,229.0,0.0,0.0
83bb70fffffffff,15.0,0.0,0.0
83bb72fffffffff,197.0,0.0,0.0
83bb74fffffffff,357.0,0.0,0.0
83bb76fffffffff,140.0,0.0,0.0
83be08fffffffff,7926.0,0.0,830.0
83be09fffffffff,95.0,0.0,7.0
83be0afffffffff,781.0,0.0,77.0
83be0bfffffffff,543.0,0.0,132.0
83be0cfffffffff,3709.0,0.0,974.0
83be0dfffffffff,1649.0,0.0,304.0
83be0efffffffff,1867.0,0.0,369.0
83be18fffffffff,1238.0,0.0,153.0
83be19fffffffff,50.0,0.0,2.0
83be1afffffffff,527.0,0.0,62.0
83be1bfffffffff,149.0,0.0,17.0
83be1dfffffffff,1739.0,0.0,280.0
83be29fffffffff,430.0,0.0,75.0
83be2bfffffffff,30.0,0.0,2.0
83be40fffffffff,545.0,0.0,107.0
83be41fffffffff,113.0,0.0,31.0
83be42fffffffff,143.0,0.0,24.0
83be43fffffffff,175.0,0.0,35.0
83be44fffffffff,807.0,0.0,416.0
83be45fffffffff,731.0,0.0,180.0
83be46fffffffff,205.0,0.0,74.0
83be48fffffffff,24.0,0.0,3.0
83be49fffffffff,661.0,0.0,51.0
83be4afffffffff,146.0,0.0,30.0
83be4bfffffffff,240.0,0.0,16.0
83be4cfffffffff,165.0,0.0,44.0
83be4dfffffffff,137.0,0.0,25.0
83be4efffffffff,290.0,0.0,91.0
83be50fffffffff,417.0,0.0,39.0
83be51fffffffff,27.0,0.0,0.0
83be52fffffffff,10.0,0.0,3.0
83be53fffffffff,17.0,0.0,2.0
83be54fffffffff,128.0,0.0,13.0
83be55fffffffff,227.0,0.0,22.0
83be56fffffffff,95.0,0.0,14.0
83be58fffffffff,1.0,0.0,0.0
83be59fffffffff,13.0,0.0,0.0
83be5afffffffff,12.0,0.0,2.0
83be5bfffffffff,9.0,0.0,0.0
83be5cfffffffff,2.0,0.0,0.0
83be5dfffffffff,71.0,0.0,26.0
83be60fffffffff,1313.0,0.0,330.0
83be61fffffffff,214.0,0.0,47.0
83be62fffffffff,418.0,0.0,78.0
83be63fffffffff,10197.0,0.0,3077.0
83be66fffffffff,421.0,0.0,84.0
83be68fffffffff,679.0,0.0,210.0
83be69fffffffff,172.0,0.0,21.0
83be6afffffffff,309.0,0.0,91.0
83be6bfffffffff,476.0,0.0,20.0
83be6efffffffff,997.0,0.0,418.0
83be70fffffffff,64.0,0.0,7.0
83be71fffffffff,614.0,0.0,232.0
83be72fffffffff,3714.0,0.0,699.0
83be73fffffffff,194.0,0.0,38.0
83be74fffffffff,1060.0,0.0,144.0
83be75fffffffff,679.0,0.0,94.0
83be76fffffffff,651.0,0.0,64.0
83be88fffffffff,1010.0,0.0,88.0
83be89fffffffff,161.0,0.0,12.0
83be8afffffffff,9.0,0.0,3.0
83be8bfffffffff,691.0,0.0,130.0
83be8dfffffffff,17266.0,0.0,2172.0
83bea9fffffffff,972.0,0.0,440.0
83beabfffffffff,2515.0,0.0,832.0
83bec0fffffffff,2.0,0.0,0.0
83bec1fffffffff,19.0,0.0,1.0
83bec4fffffffff,23.0,0.0,1.0
83bec5fffffffff,2.0,0.0,0.0
83bec6fffffffff,54.0,0.0,0.0
83bec8fffffffff,36.0,1.0,0.0
83bec9fffffffff,1.0,0.0,0.0
83becafffffffff,17.0,0.0,0.0
83beccfffffffff,6.0,0.0,2.0
83becdfffffffff,9.0,0.0,0.0
83becefffffffff,316.0,0.0,11.0
83bed0fffffffff,7.0,0.0,0.0
83bed1fffffffff,16.0,0.0,2.0
83bed2fffffffff,16.0,0.0,4.0
83bed3fffffffff,5.0,0.0,3.0
83bed4fffffffff,45.0,0.0,5.0
83bed5fffffffff,16.0,0.0,3.0
83bed6fffffffff,9.0,0.0,0.0
83bed8fffffffff,7.0,0.0,3.0
83bedbfffffffff,21.0,3.0,0.0
83bedcfffffffff,12.0,0.0,3.0
83beddfffffffff,19.0,0.0,2.0
83bedefffffffff,8.0,0.0,0.0
83bee0fffffffff,32.0,0.0,2.0
83bee1fffffffff,130.0,0.0,12.0
83bee2fffffffff,93.0,0.0,12.0
83bee3fffffffff,19.0,0.0,0.0
83bee4fffffffff,68.0,0.0,4.0
83bee5fffffffff,95.0,0.0,23.0
83bee6fffffffff,67.0,0.0,5.0
83bee8fffffffff,5.0,0.0,0.0
83bee9fffffffff,1.0,0.0,1.0
83beeafffffffff,47.0,0.0,11.0
83beebfffffffff,8.0,0.0,0.0
83beecfffffffff,44.0,0.0,9.0
83beeefffffffff,10.0,0.0,3.0
83bef0fffffffff,475.0,0.0,53.0
83bef1fffffffff,51.0,0.0,5.0
83bef2fffffffff,898.0,0.0,78.0
83bef3fffffffff,18.0,0.0,4.0
83bef4fffffffff,93.0,0.0,19.0
83bef5fffffffff,150.0,0.0,4.0
83bef6fffffffff,1130.0,0.0,105.0
83bf48fffffffff,876.0,0.0,258.0
83bf49fffffffff,81.0,0.0,41.0
83bf4afffffffff,222.0,0.0,81.0
83bf4bfffffffff,2663.0,0.0,743.0
83bf4cfffffffff,3427.0,0.0,1503.0
83bf4dfffffffff,429.0,0.0,144.0
83bf4efffffffff,262.0,0.0,85.0
83bf59fffffffff,47.0,0.0,22.0
83bf6bfffffffff,996.0,0.0,276.0
83bf8bfffffffff,87.0,0.0,0.0
83c9b0fffffffff,6.0,0.0,0.0
83d44dfffffffff,80.0,0.0,0.0
83d46bfffffffff,3.0,0.0,0.0
83d892fffffffff,183.0,0.0,74.0
83d896fffffffff,295.0,0.0,140.0
83d8b6fffffffff,2.0,0.0,0.0
83da18fffffffff,14.0,0.0,0.0
83da80fffffffff,624.0,0.0,0.0
83da81fffffffff,342.0,0.0,9.0
83da82fffffffff,500.0,0.0,0.0
83da83fffffffff,429.0,0.0,0.0
83da84fffffffff,685.0,0.0,0.0
83da85fffffffff,909.0,0.0,0.0
83da86fffffffff,704.0,0.0,0.0
83da8cfffffffff,94.0,0.0,0.0
83da8efffffffff,54.0,0.0,0.0
83da90fffffffff,183.0,0.0,0.0
83da91fffffffff,163.0,0.0,0.0
83da92fffffffff,55.0,0.0,0.0
83da94fffffffff,1204.0,0.0,0.0
83da95fffffffff,444.0,0.0,0.0
83da96fffffffff,420.0,0.0,0.0
83da9cfffffffff,27.0,0.0,0.0
83daaafffffffff,696.0,0.0,25.0
83dab3fffffffff,899.0,0.0,0.0
